,DRG2 (1819)
ACH-000004,-0.058977881495558736
ACH-000005,-0.2467487509198045
ACH-000007,-0.2419816266582628
ACH-000009,-0.3518971631535004
ACH-000011,-0.14591997889530658
ACH-000012,-0.1490957334008593
ACH-000013,-0.3263884134691865
ACH-000014,-0.10858436496860456
ACH-000015,-0.28624393862010683
ACH-000017,-0.2989221939555613
ACH-000018,-0.14533052010362674
ACH-000019,-0.1603268946934538
ACH-000021,-0.16651868698426373
ACH-000022,-0.2760728210176187
ACH-000025,-0.27383161681577306
ACH-000028,-0.2790136411559705
ACH-000030,-0.3066897252576423
ACH-000035,-0.3558206681126028
ACH-000036,-0.16388981469042666
ACH-000037,-0.2759388150564401
ACH-000039,0.012530198180318076
ACH-000040,-0.19821114227720932
ACH-000041,-0.24273309463297504
ACH-000042,-0.2942582669298089
ACH-000045,-0.04828724228116975
ACH-000047,-0.14278451112327895
ACH-000052,-0.08339864153233117
ACH-000053,-0.14802636602696548
ACH-000054,-0.12361845301593136
ACH-000055,-0.21181607065028768
ACH-000060,-0.1829193466767738
ACH-000067,-0.19035912607155248
ACH-000070,-0.18406862278532415
ACH-000075,-0.0433126876509522
ACH-000078,-0.2394777256839669
ACH-000082,-0.4122713168192052
ACH-000085,-0.11008901446958684
ACH-000086,-0.11563383825240535
ACH-000087,-0.2756099743541037
ACH-000092,-0.2536969453639173
ACH-000095,-0.2073713306769884
ACH-000097,-0.03812328575031789
ACH-000098,-0.1518470264968384
ACH-000099,-0.2763890360386215
ACH-000108,-0.2365398254289864
ACH-000113,0.023099764388356786
ACH-000116,-0.17517378111004872
ACH-000118,-0.16518229981447233
ACH-000120,-0.12898069334462126
ACH-000123,-0.24367345328043866
ACH-000127,-0.14139660101304238
ACH-000128,-0.13845951961606465
ACH-000132,-0.297371150488425
ACH-000133,-0.14285700766355466
ACH-000137,-0.15615347382900732
ACH-000138,-0.16602551632558446
ACH-000142,-0.3527819393637819
ACH-000143,-0.2648623818106432
ACH-000146,-0.05469158742585138
ACH-000148,-0.31576579830544205
ACH-000150,-0.3892718271284564
ACH-000152,-0.3130714615075414
ACH-000153,-0.5641793414638452
ACH-000159,-0.2612473768785597
ACH-000160,-0.037703270472272704
ACH-000163,-0.16515334073862378
ACH-000167,-0.4369624207779891
ACH-000168,-0.3506619427765528
ACH-000169,-0.06859872625829676
ACH-000178,-0.2890142962095529
ACH-000183,-0.06445813237271769
ACH-000188,-0.18665321910220745
ACH-000189,-0.2894752984581159
ACH-000190,-0.18525306350670045
ACH-000198,-0.2930226570037498
ACH-000203,-0.29205670286666874
ACH-000204,-0.4922654804092022
ACH-000206,-0.1594820154583579
ACH-000207,-0.06037760462841461
ACH-000208,-0.14620811969195474
ACH-000210,0.11263676451149215
ACH-000211,-0.3316292624369592
ACH-000215,-0.2613711892031686
ACH-000221,-0.23631310295791064
ACH-000222,-0.2010515027775383
ACH-000223,-0.164151865405018
ACH-000226,-0.20372355694605548
ACH-000227,-0.07100004178344578
ACH-000228,-0.024115670663341783
ACH-000231,-0.235444316479981
ACH-000232,-0.1729618764607475
ACH-000233,-0.11400029038509887
ACH-000234,-0.2601708723328143
ACH-000235,-0.2995357097487432
ACH-000237,-0.06596650397365238
ACH-000238,-0.5459181860898802
ACH-000242,-0.5015746337526951
ACH-000243,-0.1277727820105439
ACH-000244,-0.3679429366004282
ACH-000246,-0.1646904025286644
ACH-000248,-0.2630772049885968
ACH-000250,-0.15168434047103824
ACH-000251,-0.015308947374422366
ACH-000252,-0.1403817446648022
ACH-000253,-0.09472009665733228
ACH-000255,-0.18495346275436386
ACH-000256,-0.312278878153604
ACH-000257,-0.15343275470466286
ACH-000258,0.11564686678344548
ACH-000259,-0.23935061916710815
ACH-000260,-0.14910827668352286
ACH-000261,-0.2385184330462625
ACH-000262,-0.1476689917408345
ACH-000263,-0.1341238655815078
ACH-000264,-0.16617377989641394
ACH-000265,-0.277963545961291
ACH-000266,-0.09367828582810292
ACH-000272,-0.026226664012258098
ACH-000274,-0.24153797520182105
ACH-000277,-0.22698730393342026
ACH-000278,-0.06423917334484343
ACH-000279,-0.14646848178712607
ACH-000280,-0.12169017274501773
ACH-000281,-0.17613948809304633
ACH-000288,-0.4154295261296606
ACH-000291,-0.03785587032691656
ACH-000293,-0.31447628373087394
ACH-000294,-0.0721537505316439
ACH-000295,-0.04357147984056836
ACH-000296,-0.1942622672123302
ACH-000302,-0.2201082730870994
ACH-000304,-0.15843508777762408
ACH-000307,-0.16889607011772229
ACH-000308,-0.07581525955507915
ACH-000310,-0.10480046674493752
ACH-000311,-0.16147906176886745
ACH-000312,-0.2186431619593287
ACH-000315,0.14125608840129966
ACH-000316,-0.050059804261183866
ACH-000317,0.08057003585057562
ACH-000318,-0.1815400880452786
ACH-000319,-0.09067630037386867
ACH-000320,-0.2566565042336824
ACH-000322,-0.29273508503363466
ACH-000323,-0.30798182068991004
ACH-000324,-0.011906778415519816
ACH-000329,-0.07470769017321445
ACH-000330,-0.1659096229628272
ACH-000331,-0.2275137938658128
ACH-000332,-0.2000289146555496
ACH-000334,-0.046274229205186264
ACH-000335,-0.1672979512057942
ACH-000336,-0.1345107135695055
ACH-000337,-0.25862174515615
ACH-000338,-0.016663088689321162
ACH-000339,-0.2321459343879269
ACH-000341,-0.1408693195136222
ACH-000348,-0.15921751438195328
ACH-000350,-0.22935784581788024
ACH-000352,-0.21660247560008786
ACH-000356,-0.11705125662706173
ACH-000361,-0.34625950310947445
ACH-000362,-0.18701660427842204
ACH-000363,-0.09066109946510073
ACH-000364,-0.4425804289911429
ACH-000365,-0.18126257052508504
ACH-000366,-0.0486860862006959
ACH-000368,-0.1659137335278076
ACH-000374,-0.0770483823081821
ACH-000375,-0.330772937763182
ACH-000376,-0.11993176841740602
ACH-000381,-0.3484524866735585
ACH-000383,-0.21989671690452195
ACH-000387,-0.1472724997005977
ACH-000389,-0.3037662037660531
ACH-000390,-0.09312690854764327
ACH-000393,-0.19065076263573688
ACH-000395,-0.28789325483991496
ACH-000396,-0.31064423674732194
ACH-000397,-0.1629668398421736
ACH-000401,-0.18262834939469966
ACH-000402,0.007697922049903496
ACH-000403,-0.13879426418523744
ACH-000404,0.1214665720137018
ACH-000406,-0.12574539153283398
ACH-000407,-0.3892214470599437
ACH-000408,-0.2918728113288413
ACH-000410,-0.10278691159055983
ACH-000411,-0.15049284631774013
ACH-000414,-0.05248552760272738
ACH-000415,-0.31698516621927325
ACH-000416,-0.12694151669072112
ACH-000420,-0.25219463078705595
ACH-000421,-0.11899136931890805
ACH-000424,-0.18150225032700865
ACH-000425,-0.10665665660100564
ACH-000426,-0.2334790310133464
ACH-000427,-0.18628986916376253
ACH-000433,0.015664456196744874
ACH-000435,-0.2514347544095221
ACH-000436,-0.01717602714382004
ACH-000444,-0.30159657064062456
ACH-000445,-0.5379077443344021
ACH-000448,-0.27734736045153496
ACH-000450,-0.12125674111700264
ACH-000452,-0.20184459421320927
ACH-000454,-0.4151756600457223
ACH-000458,-0.33774899307235473
ACH-000459,-0.11581832788406815
ACH-000460,-0.1808667195728978
ACH-000461,-0.15734408422242432
ACH-000463,-0.2494829893729613
ACH-000464,-0.4554733472336331
ACH-000466,-0.296277726376867
ACH-000467,-0.1991111778303594
ACH-000468,-0.2865763121550797
ACH-000469,-0.2676295273976471
ACH-000470,-0.3268459047482545
ACH-000471,-0.2063743779262836
ACH-000472,-0.2225835301635935
ACH-000473,-0.13993142422701393
ACH-000475,-0.022478582767037892
ACH-000476,-0.09528230715746716
ACH-000477,-0.0015954048643196453
ACH-000479,-0.08622177166502175
ACH-000480,-0.17507530090946452
ACH-000481,-0.13854283667979586
ACH-000483,-0.2469348143527915
ACH-000484,-0.017720008531346133
ACH-000485,-0.1630666034191552
ACH-000486,-0.21378139888721612
ACH-000487,0.029434860994628612
ACH-000488,-0.0789407661337307
ACH-000490,-0.11920035277917734
ACH-000491,-0.1571043134509823
ACH-000495,-0.002065938151687332
ACH-000496,-0.2543052088048812
ACH-000499,0.012057107371861385
ACH-000500,-0.2378897408210569
ACH-000502,-0.2464249680389303
ACH-000503,0.15936106007455558
ACH-000505,-0.2322597594653901
ACH-000507,-0.16258107852796674
ACH-000510,-0.18897571543100636
ACH-000511,-0.2256953442393593
ACH-000512,-0.0166186817901739
ACH-000516,-0.21470015722670255
ACH-000517,-0.005621430615961634
ACH-000518,0.016151211127247878
ACH-000520,-0.12780938405125472
ACH-000521,-0.1980838086583096
ACH-000522,-0.2096632552626093
ACH-000524,-0.07477348348579924
ACH-000527,-0.13533447509267235
ACH-000528,-0.13655234714032527
ACH-000537,-0.10974924661396576
ACH-000541,-0.29718540214189937
ACH-000542,-0.2599450454168573
ACH-000544,-0.06242067658983533
ACH-000545,-0.2565688077764561
ACH-000547,-0.23389132027009685
ACH-000548,-0.18564188651132169
ACH-000549,-0.07326424884640811
ACH-000550,-0.20204513984513928
ACH-000552,-0.16099731758302466
ACH-000556,-0.2435324251794363
ACH-000557,-0.11963433776820645
ACH-000569,0.08651841485002379
ACH-000570,-0.3338984125739385
ACH-000571,-0.17630039749865306
ACH-000573,-0.12123768223997172
ACH-000576,-0.08492408737640357
ACH-000579,-0.06126957850873518
ACH-000580,-0.17526980727464486
ACH-000584,-0.025785374888050883
ACH-000585,-0.22249681375377311
ACH-000588,-0.2595339990906079
ACH-000589,-0.0323675863101491
ACH-000591,-0.3272724596133761
ACH-000593,-0.2887678803885354
ACH-000600,-0.021709897352214805
ACH-000601,-0.10068043836816153
ACH-000605,-0.4158728440358468
ACH-000606,-0.3013725970781828
ACH-000608,-0.13547110955314653
ACH-000614,-0.03924418886184732
ACH-000616,-0.10395069902878556
ACH-000618,-0.1320126345328561
ACH-000619,-0.11270323072758673
ACH-000620,-0.1398596115812226
ACH-000621,-0.2069870964262194
ACH-000622,-0.12643081146008572
ACH-000623,-0.2283585633560245
ACH-000624,-0.25484435987121856
ACH-000627,-0.2142606434490752
ACH-000630,-0.19031698275466025
ACH-000631,-0.1658616805220961
ACH-000632,-0.30421954854768635
ACH-000633,-0.2977740072396061
ACH-000637,-0.01483081799168494
ACH-000638,-0.17282594115661262
ACH-000646,-0.2894278077503205
ACH-000647,-0.2735549125219197
ACH-000648,-0.0002323454033529301
ACH-000649,-0.10479729758842003
ACH-000651,-0.1919029613830187
ACH-000652,0.10033356249649243
ACH-000653,-0.14738668446994985
ACH-000657,-0.27506687863095264
ACH-000658,-0.02253591503441405
ACH-000661,-0.09949321883753956
ACH-000662,-0.13524506788577706
ACH-000663,0.06124578841726056
ACH-000665,-0.2277461051251779
ACH-000671,-0.2327172070303356
ACH-000672,-0.17052733503268416
ACH-000673,-0.23752659072353524
ACH-000676,0.001689513751611145
ACH-000677,-0.2228140550638163
ACH-000681,-0.3161704287779095
ACH-000683,-0.14407195336996334
ACH-000684,0.057255247194889614
ACH-000688,-0.05716102035664946
ACH-000693,-0.14222992607652474
ACH-000694,-0.018590993342441874
ACH-000695,-0.0864190030620458
ACH-000696,-0.17297472229658864
ACH-000697,-0.14030454255384442
ACH-000699,-0.10425413239403934
ACH-000701,-0.16820404179121026
ACH-000706,-0.2171559759668483
ACH-000711,-0.28938330165733955
ACH-000713,-0.4347232593702373
ACH-000714,-0.099801704587031
ACH-000718,-0.16367781750906726
ACH-000720,-0.3301398578548151
ACH-000721,-0.2127041535389708
ACH-000724,-0.05921444772187625
ACH-000725,-0.0941811181325501
ACH-000732,-0.3689126137489115
ACH-000734,-0.02971228577264685
ACH-000735,-0.29833476479458004
ACH-000736,-0.37823387990398505
ACH-000738,-0.08933447306353627
ACH-000746,-0.18576549754177027
ACH-000747,-0.19962438142804054
ACH-000748,0.06859528606741717
ACH-000753,-0.2391805658309932
ACH-000756,-0.2548560556053709
ACH-000757,-0.13495796016733413
ACH-000758,-0.1282487745758026
ACH-000760,-0.1601933114893439
ACH-000762,-0.2987720205563905
ACH-000763,-0.2840676163251861
ACH-000764,-0.4907659747780371
ACH-000765,-0.04959261344103486
ACH-000766,-0.14235090233218473
ACH-000767,-0.2033227380580572
ACH-000768,-0.13489699728351087
ACH-000769,-0.08580193666959071
ACH-000770,-0.18856848817631774
ACH-000771,0.08855540791311232
ACH-000773,-0.18943337360966725
ACH-000776,-0.5525369540562141
ACH-000777,-0.20479417840445524
ACH-000778,-0.3255597804971225
ACH-000781,-0.2815686258015323
ACH-000782,0.018131942849234358
ACH-000783,-0.19017456768249802
ACH-000784,-0.17610535703819513
ACH-000785,-0.11391038990670732
ACH-000787,-0.15025636988904986
ACH-000788,-0.2811660193641609
ACH-000791,-0.36951592474365785
ACH-000792,-0.15458002303608592
ACH-000794,-0.19538686328520566
ACH-000796,-0.2612007724185679
ACH-000798,-0.17226298609083282
ACH-000799,-0.17991620938825892
ACH-000800,-0.18437753795439601
ACH-000802,-0.3138106992430334
ACH-000804,-0.15557877178302962
ACH-000805,0.030465473582765638
ACH-000809,-0.22688076529646425
ACH-000810,-0.2941866578323645
ACH-000811,-0.1509969293445636
ACH-000817,-0.39523259520602255
ACH-000819,-0.0918572429695754
ACH-000820,0.11474080060804932
ACH-000821,-0.13722507790898433
ACH-000822,-0.16595072621005574
ACH-000823,-0.1545838731628891
ACH-000824,-0.07496048944556961
ACH-000827,-0.13698088971748568
ACH-000829,-0.1247638333319626
ACH-000831,0.009164703086651613
ACH-000832,0.07217812407893795
ACH-000833,-0.2288545220276553
ACH-000834,0.03410170952919492
ACH-000835,-0.1762599561978274
ACH-000836,-0.23945063320771806
ACH-000837,-0.2945957432917096
ACH-000838,-0.057234118001080476
ACH-000839,-0.3078225630921529
ACH-000840,-0.029020248222124817
ACH-000841,-0.057873140155819
ACH-000843,-0.2940678659708428
ACH-000846,-0.2803321382214076
ACH-000847,-0.3225515820637858
ACH-000848,-0.11532897788366385
ACH-000849,-0.061504431870298935
ACH-000851,-0.2697735103631888
ACH-000855,-0.09241155953804384
ACH-000856,-0.1370967317155549
ACH-000858,-0.2628873518804741
ACH-000859,-0.19707655085425504
ACH-000861,-0.2479296917988777
ACH-000862,-0.07771415186041579
ACH-000865,-0.13890800606904835
ACH-000866,-0.23069859592947645
ACH-000867,-0.11590911922810235
ACH-000869,-0.36597847390535465
ACH-000872,-0.2741913972285958
ACH-000873,-0.2497935463043825
ACH-000876,-0.053639280330109264
ACH-000878,-0.1216232517092076
ACH-000880,-0.23734527331629884
ACH-000881,-0.3053601190305783
ACH-000882,-0.19070719967748298
ACH-000884,-0.08724621775594799
ACH-000885,-0.0982038684541799
ACH-000887,-0.06741058763879981
ACH-000889,-0.25679231573069605
ACH-000896,-0.1606773942441218
ACH-000898,-0.10631675245872182
ACH-000900,-0.16679207901470267
ACH-000901,-0.2069657646406211
ACH-000905,-0.3146287623295889
ACH-000906,-0.2690148401963985
ACH-000907,-0.13696331448393154
ACH-000910,-0.2390501712289023
ACH-000911,-0.2322277562574309
ACH-000912,-0.0848933052846756
ACH-000913,-0.11613891672844352
ACH-000915,-0.3881249003794486
ACH-000916,-0.17007133265451882
ACH-000917,-0.3033778532575878
ACH-000920,-0.06487681399566618
ACH-000921,-0.17434892580583386
ACH-000924,-0.033327157729424954
ACH-000926,-0.23643117875252576
ACH-000928,0.008151147822650565
ACH-000929,0.09973807714351796
ACH-000932,0.017929069371577698
ACH-000935,0.0513204055254688
ACH-000936,-0.18543411371687385
ACH-000937,-0.1627391506202836
ACH-000938,-0.139628053121319
ACH-000939,-0.2125088325724216
ACH-000941,-0.20182810335991105
ACH-000943,-0.11814156027932685
ACH-000946,-0.15149247833142615
ACH-000947,-0.19212666203686327
ACH-000948,-0.2475244789567523
ACH-000950,-0.2836974621227559
ACH-000953,-0.13795321175013894
ACH-000954,-0.03714760177185306
ACH-000957,-0.1481654021831863
ACH-000958,-0.17556103336341122
ACH-000960,-0.04487393624334232
ACH-000963,-0.5033840797987085
ACH-000968,-0.2680608843859274
ACH-000969,-0.10816978015507654
ACH-000972,-0.10007052910885582
ACH-000973,-0.1615941878353682
ACH-000974,-0.15873202245913426
ACH-000978,-0.10474591955016488
ACH-000984,-0.20235587782967213
ACH-000986,-0.2897165893926653
ACH-000988,-0.2668881716021012
ACH-000993,-0.2862509671296342
ACH-000994,-0.3340195937795386
ACH-000996,-0.15646677957479255
ACH-001001,-0.2421532057929113
ACH-001020,-0.28159254411587964
ACH-001028,-0.08309283560304273
ACH-001031,-0.13318072825509888
ACH-001038,-0.13877631499317694
ACH-001048,-0.22663337997774166
ACH-001050,-0.2826014572161136
ACH-001053,0.007345234791495542
ACH-001054,-0.21708883288654485
ACH-001061,-0.2974375914335397
ACH-001067,-0.09627931183888748
ACH-001075,0.07220255060924864
ACH-001096,-0.254626089234459
ACH-001111,-0.09030107713515713
ACH-001119,-0.2306479490466625
ACH-001128,-0.32134675926932
ACH-001134,-0.2638529483487399
ACH-001151,-0.056453853416941535
ACH-001163,-0.19096241117672647
ACH-001164,-0.05463648590240803
ACH-001183,-0.2712103255167986
ACH-001192,-0.17382820599714455
ACH-001193,-0.3892411470020047
ACH-001196,-0.4743696296313404
ACH-001197,-0.4500539121271154
ACH-001205,-0.019558869775610273
ACH-001211,0.10922548596391952
ACH-001212,-0.2295088356104927
ACH-001228,-0.043922047582048915
ACH-001232,-0.2752995694379981
ACH-001239,-0.0982194310568064
ACH-001270,-0.384117159608477
ACH-001274,-0.06143059689370396
ACH-001275,-0.20345359781727906
ACH-001277,-0.26039417781015445
ACH-001278,-0.1369122276010826
ACH-001280,-0.3150361660159097
ACH-001283,0.04574823594280274
ACH-001289,-0.1559161723689937
ACH-001300,-0.12763091789283962
ACH-001301,0.034029332369546555
ACH-001302,-0.14190403971967044
ACH-001306,-0.32859942577905765
ACH-001318,0.0901541861666693
ACH-001322,-0.08851072354828894
ACH-001328,-0.14275142488436154
ACH-001332,-0.367430517749329
ACH-001336,-0.1423420022174447
ACH-001346,-0.14331749921255185
ACH-001353,-0.17014148998890846
ACH-001354,-0.033934220297446326
ACH-001367,-0.3526169231822083
ACH-001368,-0.22356466363599814
ACH-001374,-0.3612051105270539
ACH-001377,-0.10528742362808494
ACH-001380,-0.13137416937349253
ACH-001391,-0.24552163395332896
ACH-001408,0.04732608215920059
ACH-001430,-0.23275148480147084
ACH-001431,-0.2008576245644497
ACH-001450,-0.1148324280676159
ACH-001496,-0.0862969349195366
ACH-001500,-0.2143411450525368
ACH-001523,-0.3083291321559389
ACH-001532,-0.2241605463556304
ACH-001550,-0.062269119475994526
ACH-001552,-0.29940155906885235
ACH-001554,-0.1420016386677915
ACH-001654,-0.12808221309237827
ACH-001735,-0.10368179345198872
ACH-001736,-0.19098614089144897
ACH-001737,-0.2565018464187213
ACH-001740,-0.16624345227132215
ACH-001745,-0.12926418309352816
ACH-001765,-0.035449177785351345
