,NDNL2 (56160)
ACH-000004,-1.046645001494591
ACH-000005,-0.7911668390964813
ACH-000007,-0.968300171879395
ACH-000009,-0.6766591041520161
ACH-000011,-0.8179759014979866
ACH-000012,-0.7660950115659039
ACH-000013,-1.0752796114577323
ACH-000014,-0.9230813917219584
ACH-000015,-0.8877907698665529
ACH-000017,-0.7155830836559752
ACH-000018,-0.7357710204891943
ACH-000019,-0.6088305992003741
ACH-000021,-1.0653918321044549
ACH-000022,-0.997198073514514
ACH-000025,-0.8144968599047063
ACH-000028,-0.6934962903764732
ACH-000030,-0.7469261351345043
ACH-000035,-0.8960445296887739
ACH-000036,-0.7493535497182742
ACH-000037,-1.1179342523181492
ACH-000039,-0.7204652086955975
ACH-000040,-0.9364466146429966
ACH-000041,-0.8055502258237489
ACH-000042,-0.9810113696611416
ACH-000045,-0.7265571243783286
ACH-000047,-0.8719902258190969
ACH-000052,-0.9797611039107816
ACH-000053,-0.7122086309145825
ACH-000054,-0.8306403321595326
ACH-000055,-1.0929870102407746
ACH-000060,-0.6901203964361559
ACH-000067,-1.0515019866791482
ACH-000070,-0.6342399191852056
ACH-000075,-0.8701441300600911
ACH-000078,-0.8069369813283014
ACH-000082,-0.5883303918453976
ACH-000085,-0.9026260378749652
ACH-000086,-0.7601636215815613
ACH-000087,-0.6263954250902222
ACH-000092,-0.8090415158516866
ACH-000095,-0.8082785615191577
ACH-000097,-0.8928142322380349
ACH-000098,-0.7689140360501621
ACH-000099,-0.5245608806798968
ACH-000108,-0.6881177279950139
ACH-000113,-0.7929029559314902
ACH-000116,-1.0982973959181457
ACH-000118,-0.946008898680328
ACH-000120,-0.5873767594036917
ACH-000123,-0.6465656022743607
ACH-000127,-0.7261793492240829
ACH-000128,-0.7415541657764358
ACH-000132,-0.6730518465874433
ACH-000133,-0.8750082095412953
ACH-000137,-1.0943764475430036
ACH-000138,-0.6741754497157847
ACH-000142,-0.8294871530003679
ACH-000143,-0.995101081817619
ACH-000146,-1.0286270702903584
ACH-000148,-0.8769694467002562
ACH-000150,-0.5050926933349217
ACH-000152,-0.7037311402652113
ACH-000153,-0.5755012834215224
ACH-000159,-0.5534455040136695
ACH-000160,-0.8539697975670161
ACH-000163,-1.2241524772990864
ACH-000167,-0.7368422314549671
ACH-000168,-0.9969928925168534
ACH-000169,-0.9485367251296469
ACH-000178,-0.9870761669882347
ACH-000183,-0.5476940354412739
ACH-000188,-0.7932449625213515
ACH-000189,-0.9161452359950294
ACH-000190,-0.8903328343778184
ACH-000198,-0.87097835568246
ACH-000203,-0.2677541050877881
ACH-000204,-0.6482804168138496
ACH-000206,-1.1124382007316982
ACH-000207,-0.5785149718810975
ACH-000208,-1.219262133836397
ACH-000210,-0.9104489596626436
ACH-000211,-0.7359685467085136
ACH-000215,-0.6953100697377945
ACH-000221,-0.8178284424389936
ACH-000222,-0.6491489466119966
ACH-000223,-0.692066285697487
ACH-000226,-0.6952562967040917
ACH-000227,-0.6046555818125486
ACH-000228,-1.1487730783671333
ACH-000231,-0.8327249652158984
ACH-000232,-0.8317398235610556
ACH-000233,-0.7964762722944451
ACH-000234,-0.6686732110794558
ACH-000235,-0.7509668864804606
ACH-000237,-1.0543294814694424
ACH-000238,-0.9202961347455408
ACH-000242,-0.5708345990909821
ACH-000243,-1.0059307024952149
ACH-000244,-0.9304375624918
ACH-000246,-0.8394790657226133
ACH-000248,-0.8883885805741252
ACH-000250,-0.5374011641236572
ACH-000251,-0.9250464714437964
ACH-000252,-0.5689450903147959
ACH-000253,-0.7574630775523609
ACH-000255,-0.8173333355536742
ACH-000256,-0.7873202113327514
ACH-000257,-1.0138404602471838
ACH-000258,-0.6287384768807956
ACH-000259,-0.8026765569851817
ACH-000260,-0.8429396392826412
ACH-000261,-0.7524894418847734
ACH-000262,-0.8469087578806241
ACH-000263,-0.5028079431280253
ACH-000264,-0.42662819787097
ACH-000265,-1.048142395580701
ACH-000266,-1.1312312947769505
ACH-000272,-0.8450558706724458
ACH-000274,-0.5692224338776136
ACH-000277,-1.0020755170016955
ACH-000278,-1.2460583451386231
ACH-000279,-0.7600464942538128
ACH-000280,-0.9378341375060022
ACH-000281,-0.9664347813549068
ACH-000288,-0.7460942120765826
ACH-000291,-0.8699864099622383
ACH-000293,-0.7377378556243791
ACH-000294,-0.8983295278022841
ACH-000295,-1.0968774274570443
ACH-000296,-0.8443155869781256
ACH-000302,-0.672640101837589
ACH-000304,-0.6005216101381584
ACH-000307,-0.937696060343484
ACH-000308,-0.8787723732303576
ACH-000310,-0.5093454957712658
ACH-000311,-0.7914531638343287
ACH-000312,-0.4547506702017945
ACH-000315,-1.1651906765531108
ACH-000316,-1.3349414005761169
ACH-000317,-0.6109884938391738
ACH-000318,-0.7822662360754641
ACH-000319,-0.55908750358382
ACH-000320,-0.6950934819745479
ACH-000322,-0.5999437111412205
ACH-000323,-0.7103878735597519
ACH-000324,-0.7429684646875986
ACH-000329,-0.458326414766439
ACH-000330,-0.9066357123723972
ACH-000331,-1.0937783340820513
ACH-000332,-0.9014248074301042
ACH-000334,-0.5854916278058411
ACH-000335,-0.9649449048765384
ACH-000336,-0.903730244760898
ACH-000337,-0.8296884800892581
ACH-000338,-0.31400589671545004
ACH-000339,-0.8637310887375916
ACH-000341,-0.44714777728283855
ACH-000348,-0.9952430469013346
ACH-000350,-0.7719926415909053
ACH-000352,-0.8563166419334863
ACH-000356,-0.9196302590343491
ACH-000361,-0.7370529607107024
ACH-000362,-0.8369018796826593
ACH-000363,-0.4462048245482068
ACH-000364,-0.8613259210937099
ACH-000365,-0.7947552244968217
ACH-000366,-0.5248954758144428
ACH-000368,-0.7767066353626119
ACH-000374,-0.9821986129955688
ACH-000375,-0.8628564500286912
ACH-000376,-0.6954125574303768
ACH-000381,-0.8014327994185243
ACH-000383,-0.6602523018948018
ACH-000387,-0.9825577163341206
ACH-000389,-0.7523916451892962
ACH-000390,-0.5497233869435076
ACH-000393,-0.8728369780154297
ACH-000395,-0.6578551753942691
ACH-000396,-0.6828980379206014
ACH-000397,-0.7875257094734603
ACH-000401,-0.9327822422451896
ACH-000402,-0.6757169979562276
ACH-000403,-0.9032549331852714
ACH-000404,-0.9251306720415771
ACH-000406,-0.8310740288505111
ACH-000407,-0.8216883848711113
ACH-000408,-1.1513385749197742
ACH-000410,-1.0752458594066585
ACH-000411,-0.8797998455803665
ACH-000414,-0.9175676657040576
ACH-000415,-1.061117852864042
ACH-000416,-0.9969053031821252
ACH-000420,-0.6628069798636761
ACH-000421,-0.7448831753325248
ACH-000424,-1.158866495984408
ACH-000425,-0.9163543342499996
ACH-000426,-1.116277304561279
ACH-000427,-0.5500939100342502
ACH-000433,-0.7584104015262648
ACH-000435,-0.3728896620501965
ACH-000436,-0.6780707076674326
ACH-000444,-0.8024969185117994
ACH-000445,-0.925570501977196
ACH-000448,-0.7064816111407768
ACH-000450,-0.8374642818063597
ACH-000452,-0.7510048878043469
ACH-000454,-0.9063228556345272
ACH-000458,-0.9878149238812204
ACH-000459,-1.022395554907808
ACH-000460,-0.9047891599285204
ACH-000461,-1.0004960596541277
ACH-000463,-0.5831861237893821
ACH-000464,-0.3932735380787421
ACH-000466,-1.25673126715234
ACH-000467,-0.7262108295834259
ACH-000468,-0.6118367742776818
ACH-000469,-0.8402758284058794
ACH-000470,-0.7571079926450847
ACH-000471,-0.6594340759931897
ACH-000472,-0.7850166909640066
ACH-000473,-1.1505636723530546
ACH-000475,-0.6818738711996407
ACH-000476,-0.74547156774081
ACH-000477,-0.7462195928761497
ACH-000479,-0.8863850242928034
ACH-000480,-0.9993721029461456
ACH-000481,-1.0190402332789723
ACH-000483,-0.7554116695926325
ACH-000484,-0.6596380615610228
ACH-000485,-0.8672138284199546
ACH-000486,-0.824109001560683
ACH-000487,-0.6147679440046336
ACH-000488,-0.7307098683774134
ACH-000490,-0.7963519723886591
ACH-000491,-0.5567290731538322
ACH-000495,-0.584921288296212
ACH-000496,-0.6408602765349027
ACH-000499,-0.9994849160579944
ACH-000500,-0.5741615667319239
ACH-000502,-0.7459713680780042
ACH-000503,-1.464708830466497
ACH-000505,-0.5927276967975166
ACH-000507,-0.9524907530769628
ACH-000510,-0.5405253328358895
ACH-000511,-1.1075983465284949
ACH-000512,-0.5235421838460014
ACH-000516,-0.931885185955816
ACH-000517,-0.6752678284442006
ACH-000518,-1.4146318096904964
ACH-000520,-0.7346650447044611
ACH-000521,-0.7747074535056041
ACH-000522,-0.9874001785334994
ACH-000524,-0.7138122068484747
ACH-000527,-0.8603059531965057
ACH-000528,-0.887854591251505
ACH-000537,-0.7484793292009703
ACH-000541,-0.7707456272321872
ACH-000542,-0.8944105452302142
ACH-000544,-0.5530093247170936
ACH-000545,-1.0921675267445634
ACH-000547,-0.9511702900901003
ACH-000548,-1.1446695741343718
ACH-000549,-0.9348771998270696
ACH-000550,-0.7949385767829781
ACH-000552,-0.7377355275308896
ACH-000556,-0.6812963068045231
ACH-000557,-0.6483224814011455
ACH-000569,-0.3682237974490846
ACH-000570,-0.6951393494506699
ACH-000571,-0.759564719958564
ACH-000573,-0.6135966355633826
ACH-000576,-0.9224176062538936
ACH-000579,-0.8481034429002342
ACH-000580,-0.8114095988876394
ACH-000584,-0.7799707037105983
ACH-000585,-0.9097056967784032
ACH-000588,-0.902764244512581
ACH-000589,-0.6966550357711645
ACH-000591,-0.8092578979432573
ACH-000593,-0.8200012423280497
ACH-000600,-0.9777857198210029
ACH-000601,-0.7399438416705942
ACH-000605,-0.7876301387586474
ACH-000606,-0.989816535349508
ACH-000608,-0.7547289695757703
ACH-000614,-0.8187534084288215
ACH-000616,-0.7848446266140193
ACH-000618,-1.1100185735419716
ACH-000619,-0.8770904412438687
ACH-000620,-0.6136434187468761
ACH-000621,-0.8692799084411392
ACH-000622,-0.6481160460578113
ACH-000623,-0.6254872547580317
ACH-000624,-0.7535455080299132
ACH-000627,-0.6948020826137098
ACH-000630,-0.7648987756292803
ACH-000631,-1.197534074867135
ACH-000632,-1.0669127311318878
ACH-000633,-0.5254372774954154
ACH-000637,-0.8534401298962021
ACH-000638,-0.9153403705216748
ACH-000646,-0.5708366559078325
ACH-000647,-0.6251815575587638
ACH-000648,-0.6165111320398226
ACH-000649,-0.7584285194394834
ACH-000651,-0.7983535980838249
ACH-000652,-0.835153357204729
ACH-000653,-1.0055568418315728
ACH-000657,-0.7815004237727223
