,IARS (3376)
ACH-000004,-0.9913018789225172
ACH-000005,-1.196444458365978
ACH-000007,-0.7407508197194594
ACH-000009,-1.1286263419814495
ACH-000011,-0.7600653896318736
ACH-000012,-1.0196352417092882
ACH-000013,-1.160128605550185
ACH-000014,-1.0426089296935697
ACH-000015,-1.1223223082235612
ACH-000017,-0.8863244539789333
ACH-000018,-0.9965329896183888
ACH-000019,-1.030133994748077
ACH-000021,-1.1254261708506992
ACH-000022,-1.0130602069901566
ACH-000025,-0.9355422273112762
ACH-000028,-0.92551354375167
ACH-000030,-0.9633749042010048
ACH-000035,-1.0459736339602907
ACH-000036,-0.9785396319639286
ACH-000037,-1.128784941335588
ACH-000039,-0.8336790848956387
ACH-000040,-1.2860220868878025
ACH-000041,-1.1156279741688344
ACH-000042,-1.0776018896299333
ACH-000045,-0.8900230354395758
ACH-000047,-0.8853998546135651
ACH-000052,-0.9050192842567376
ACH-000053,-1.0714331842471727
ACH-000054,-1.0491286950978749
ACH-000055,-0.8207329596710383
ACH-000060,-0.8958067578546526
ACH-000067,-1.0979913963719743
ACH-000070,-0.8271290069573384
ACH-000075,-1.07004228275931
ACH-000078,-0.8669631234281525
ACH-000082,-0.91145417961755
ACH-000085,-1.1347307619231557
ACH-000086,-0.971730337727745
ACH-000087,-1.143835841828045
ACH-000092,-1.0583566605848105
ACH-000095,-1.0172656428898383
ACH-000097,-1.031382775529175
ACH-000098,-0.8538313120676095
ACH-000099,-0.8908473258660198
ACH-000108,-1.2072964257302603
ACH-000113,-0.960242127746898
ACH-000116,-0.904092077628386
ACH-000118,-0.9858750984615798
ACH-000120,-1.0357893380963257
ACH-000123,-0.9122865135170658
ACH-000127,-0.9949562381393332
ACH-000128,-1.0072893102316618
ACH-000132,-1.12825943300516
ACH-000133,-0.8418161069114573
ACH-000137,-1.0764396251467188
ACH-000138,-0.9401706017905256
ACH-000142,-0.8346055339290794
ACH-000143,-1.18718685740049
ACH-000146,-1.0826983742244336
ACH-000148,-1.150329912790066
ACH-000150,-0.7780768315679035
ACH-000152,-0.9897740803606432
ACH-000153,-0.9876224832733176
ACH-000159,-1.1417388074954045
ACH-000160,-1.0637813479555147
ACH-000163,-0.9748891115538594
ACH-000167,-1.8065079395064103
ACH-000168,-1.05352871376286
ACH-000169,-0.9281824761749544
ACH-000178,-0.9085131153986014
ACH-000183,-0.9296309773582704
ACH-000188,-0.7013069684759543
ACH-000189,-0.7676657601026639
ACH-000190,-0.8273690514178512
ACH-000198,-1.1491390101133279
ACH-000203,-1.0652402957693063
ACH-000204,-1.1345995039839902
ACH-000206,-0.8939873088560181
ACH-000207,-0.7916577630969875
ACH-000208,-1.1607223080733498
ACH-000210,-1.1135041944604738
ACH-000211,-0.8385819988803208
ACH-000215,-1.0541056932709714
ACH-000221,-1.235632026252114
ACH-000222,-1.0160670170362625
ACH-000223,-0.9477842938803668
ACH-000226,-0.9839421002145534
ACH-000227,-0.6211995042527171
ACH-000228,-0.9032970563898624
