,FLII (2314)
ACH-000266,-0.5753096128348199
ACH-000272,-0.11085322582006944
ACH-000274,-0.335246604736553
ACH-000277,-0.6902902039355708
ACH-000278,-0.4499769520535648
ACH-000279,-0.4120851911114264
ACH-000280,-0.3881384698368545
ACH-000281,-0.36939602081408895
ACH-000288,-0.4716634527189856
ACH-000291,-0.3553757814258509
ACH-000293,-0.5096469872846876
ACH-000294,-0.8177991275426522
ACH-000295,-0.4414351222241718
ACH-000296,-0.5664664104410198
ACH-000302,-0.3615211442805554
ACH-000304,-0.30971984822716103
ACH-000307,-0.5796104590463591
ACH-000308,-0.3739755620140625
ACH-000310,-0.19229284103916452
ACH-000311,-0.2325464922018762
ACH-000312,-0.22066149750779596
ACH-000315,-0.5506807852184621
ACH-000316,-0.410632188584552
ACH-000317,-0.3522424020224196
ACH-000318,-0.3120278133097413
ACH-000319,-0.37126374872022
ACH-000320,-0.4948939845762014
ACH-000322,-0.19303136990956868
ACH-000323,-0.3929437182862469
ACH-000324,-0.6261138830759397
ACH-000329,-0.1931195689807189
ACH-000330,-0.06752032913254123
ACH-000331,-0.12890532805221913
ACH-000332,-0.8492196054514243
ACH-000334,-0.16031998275460968
ACH-000335,-0.7514423272371408
ACH-000336,-0.28163804353556904
ACH-000337,-0.4825679405712449
ACH-000338,-0.5228972622388216
ACH-000339,-0.12028381044304608
ACH-000341,-0.3816882392792286
ACH-000348,-0.2721770839627081
ACH-000350,-0.2800563833708113
ACH-000352,-0.3249640936975126
ACH-000356,-0.6925016173478005
ACH-000361,-0.4707089310653033
ACH-000362,-0.3517107694662621
ACH-000363,-0.2486153256472458
ACH-000364,-0.4051953331270291
ACH-000365,-0.3188647574758047
ACH-000366,-0.2761286309448209
ACH-000368,-0.26776245860053466
ACH-000374,-0.5080700219559229
ACH-000375,-0.7475141947729592
ACH-000376,-0.1471062874876876
ACH-000381,-0.6934638369296839
ACH-000383,-0.3749552795750144
ACH-000387,-0.3331198508185689
ACH-000389,-0.25661168932918804
ACH-000390,-0.4653895318432274
ACH-000393,-0.19822918668065367
ACH-000395,-0.3633610487765887
ACH-000396,-0.4504872187983002
ACH-000397,-0.6040089656755105
ACH-000401,-0.22372233658906088
ACH-000402,-0.5788797511233954
ACH-000403,-0.2997669271403923
ACH-000404,-0.5227663288957491
ACH-000406,-0.3624757557629973
ACH-000407,-0.2455635504352169
ACH-000408,-0.6514732393515409
ACH-000410,-0.2370682828634897
ACH-000411,-0.16808823839955964
ACH-000414,-0.14144891046135158
ACH-000415,-0.6211927879283266
ACH-000416,-0.2426529164180343
ACH-000420,-0.5294540347892019
ACH-000421,-0.3723069845619203
ACH-000424,-0.24558989456600824
ACH-000425,-0.3440477791501429
ACH-000426,-0.58555380630075
ACH-000427,-0.16620447201018845
ACH-000433,-0.25664059725756544
ACH-000435,-0.3917063942334033
ACH-000436,-0.2453218004919683
ACH-000444,-0.5879870820099657
ACH-000445,-0.3439939317260961
ACH-000448,-0.6572970655938115
ACH-000450,-0.4149911731802533
ACH-000452,-0.14927960265252316
ACH-000454,-0.8017519215609957
ACH-000458,-0.5995156199651259
ACH-000459,-0.31849219075167834
ACH-000460,-0.15742665950794452
ACH-000461,-0.2485234798326751
ACH-000463,-0.27697414321921826
ACH-000464,-0.22515613610146307
ACH-000466,-0.4560516398063766
ACH-000467,-0.6361412804652845
ACH-000468,-0.4646648532249454
ACH-000469,-0.2773296435558793
ACH-000470,-0.4264389968977812
ACH-000471,-0.4212904157731773
ACH-000472,-0.2369103035951101
ACH-000473,-0.35849851911460884
ACH-000475,-0.1523375391995516
ACH-000476,-0.055256614035507655
ACH-000477,-0.1528533989654108
ACH-000479,-0.1864204576410672
ACH-000480,-0.2794488495244512
ACH-000481,-0.3005540888983504
ACH-000483,-0.27345569374070045
ACH-000484,-0.17559031513374532
ACH-000485,-0.4876917462162106
ACH-000486,-0.412397789548304
ACH-000487,-0.5206094981135837
ACH-000488,-0.8150416766686059
ACH-000490,-0.6389812899799422
ACH-000491,-0.2634973036140893
ACH-000495,-0.04881732557649996
ACH-000496,-0.6417524744772428
ACH-000499,-0.5253833178335184
ACH-000500,-0.2144120322478905
ACH-000502,-0.7192520119269256
ACH-000503,-0.6065680101298123
ACH-000505,-0.4636635190641866
ACH-000507,-0.2736134397878855
ACH-000510,-0.7178827090914088
ACH-000511,-0.4254392700495992
ACH-000512,-0.2432327816646596
ACH-000516,-0.021647985689080145
ACH-000517,-0.7258920688864822
ACH-000518,-0.6534910329819746
ACH-000520,-0.3124515901733417
ACH-000521,-0.208775001410558
ACH-000522,-0.8248835853907103
ACH-000524,-0.019174187164555552
ACH-000527,-0.5819129255923208
ACH-000528,-0.5579517118000746
ACH-000537,-0.13389970386612773
ACH-000541,-0.3814612094381559
ACH-000542,-0.5315941755634525
ACH-000544,-0.5284381975164744
ACH-000545,-0.4274088758051654
ACH-000547,-0.4949164825919149
ACH-000548,-0.4985568363711523
ACH-000549,-0.7496354878666982
ACH-000550,-0.5686262330008766
ACH-000552,-0.6931300263198079
ACH-000556,-0.2937745014003509
ACH-000557,-0.11871768653352753
ACH-000569,-0.0011301535758522756
ACH-000570,-0.4075433459933195
ACH-000571,-0.3065971899251206
ACH-000573,-0.3648478380581411
ACH-000576,-0.4433380974821011
ACH-000579,-0.0026211103095161625
ACH-000580,-0.3196537794250689
ACH-000584,-0.5896846770690667
ACH-000585,-0.34842705905841753
ACH-000588,-0.36133143615360014
ACH-000589,-0.2274508941741944
ACH-000591,-0.34954661995128106
ACH-000593,-0.6474008484285952
ACH-000600,-0.0947907027409725
ACH-000601,-0.6490037927010619
ACH-000605,-0.20620354617254652
ACH-000606,-0.6676417066493127
ACH-000608,-0.34892775054234343
ACH-000614,-0.1994002886791348
ACH-000616,-0.5953867134255287
ACH-000618,-0.5621873429873872
ACH-000619,-0.6585749333993959
ACH-000620,-0.3129457371073932
ACH-000621,-0.5102801625953228
ACH-000622,-0.17115701130566385
ACH-000623,-0.12316812542719514
ACH-000624,-0.4496941731502304
ACH-000627,-0.2192738938438709
ACH-000630,-0.4524731715079721
ACH-000631,-0.2668060256273551
ACH-000632,-0.33734607832984403
ACH-000633,-0.3076112760013422
ACH-000637,-0.3961051448198443
ACH-000638,-0.5042503171983268
ACH-000646,-0.5040754603834583
ACH-000647,-0.2394406095066527
ACH-000648,-0.2574859111474986
ACH-000649,-0.1936230568672848
ACH-000651,-0.5568647317173102
ACH-000652,-0.7374948208666795
ACH-000653,-0.42815217775339937
ACH-000657,-0.2985303405907773
ACH-000658,-0.5387295180098868
ACH-000661,-0.2375263927401768
ACH-000662,-0.368882454048484
ACH-000663,-0.1952648709886664
ACH-000665,-0.3707004759932159
ACH-000671,-0.2772903882581071
ACH-000672,-1.0152730408220214
ACH-000673,-0.33934384218829844
ACH-000676,-0.2631530415682385
ACH-000677,-0.10454046661051693
ACH-000681,-0.3168718531481791
ACH-000683,-0.9190070503087964
ACH-000684,-0.026984797141303613
ACH-000688,-0.24101030170468205
ACH-000693,-0.5541375777677715
ACH-000694,-0.6364290801719864
ACH-000695,-0.6595625239683636
ACH-000696,-0.4486386067248016
ACH-000697,-0.5495079585980935
ACH-000699,-0.7377053422583909
ACH-000701,-0.4689731401135008
ACH-000706,-0.28625795587705344
ACH-000711,-0.3829967896951652
ACH-000713,-0.4230702868255107
ACH-000714,-0.5437314025909225
ACH-000718,-0.2885639443212451
ACH-000720,-0.30360151221922416
ACH-000721,-0.5293428309193484
ACH-000724,-0.30704427272060697
ACH-000725,-0.2517494282793736
ACH-000732,-0.469454673608017
ACH-000734,-0.0930986623754553
ACH-000735,-0.6642906129843784
ACH-000736,-0.29463248820017746
ACH-000738,-0.22984492437167395
ACH-000746,-0.2226847604123891
ACH-000747,-0.6021566803875392
ACH-000748,-0.01819331982365047
ACH-000753,-0.8074412516039697
ACH-000756,-0.3886629299569365
ACH-000757,-0.2397974014241965
ACH-000758,-0.1977861431720212
ACH-000760,-0.3576837179553524
ACH-000762,-0.3614648324388993
ACH-000763,-0.11175605854717284
ACH-000764,-0.544217334700889
ACH-000765,-0.4106547719429867
ACH-000766,-0.4524014980465363
ACH-000767,-0.5208184754503122
ACH-000768,-0.22585045263472603
ACH-000769,-0.5144080043771204
ACH-000770,-0.13163468100500508
ACH-000771,-0.7071947159104146
ACH-000773,-0.5524514271888282
ACH-000776,-0.2525362041461354
ACH-000777,-0.5805056176259564
ACH-000778,-0.561103971649643
ACH-000781,-0.14569555497224368
ACH-000782,-0.5210028764386702
ACH-000783,-0.5515473460448372
ACH-000784,-0.7439380975525925
ACH-000785,-0.29300358003755644
ACH-000787,-0.26741215251542155
ACH-000788,-0.2834392590737023
ACH-000791,-0.41442605629075696
ACH-000792,-0.5187350686407529
ACH-000794,-0.6114390725378417
ACH-000796,-0.5719604194462288
ACH-000798,-0.3163442719930044
ACH-000799,-0.21665902421436706
ACH-000800,-0.565018170784256
ACH-000802,-0.8792009548364788
ACH-000804,-0.3227985217331432
ACH-000805,-0.11838600006021495
ACH-000809,-0.6525389792339101
ACH-000810,-0.24060932403354604
ACH-000811,-0.5675637198627456
ACH-000817,-0.3675924117124079
ACH-000819,-0.5801874406929499
ACH-000820,-0.5994031386228402
ACH-000821,-0.126147413208678
ACH-000822,-0.29053564738145826
ACH-000823,-0.380885912730634
ACH-000824,-0.2612328899934921
ACH-000827,-0.2953579546651321
ACH-000829,-0.08247706308701143
ACH-000831,0.011985390287690065
ACH-000832,-0.8069284478544747
ACH-000833,-0.5246161225179455
ACH-000834,-0.553710153453828
ACH-000835,-0.4560849747777149
ACH-000836,-0.20353455812236804
ACH-000837,-0.3876674978684272
ACH-000838,-0.2376221537395645
ACH-000839,-0.4195031605686652
ACH-000840,-0.4043634976332168
ACH-000841,-0.33147394269337443
ACH-000843,-0.2782431152835748
ACH-000846,-0.7156663619671778
ACH-000847,-0.2764742498860421
ACH-000848,-0.3442547473839745
ACH-000849,-0.5208634554648582
ACH-000851,-0.3957844426926197
ACH-000855,-0.04931291977104203
ACH-000856,-0.6771536086762497
ACH-000858,-0.3662483098046475
ACH-000859,-0.20615011974850225
ACH-000861,-0.4538473257765138
ACH-000862,-0.9910563414089879
ACH-000865,-0.2667121911534885
ACH-000866,-0.4779462936178201
ACH-000867,-0.4841661262387623
ACH-000869,-0.2838984959942618
ACH-000872,-0.3277538371896405
ACH-000873,-0.6569779071455927
ACH-000876,-0.4365024568453455
ACH-000878,-0.6992553691322928
ACH-000880,-0.21341990338326808
ACH-000881,-0.05562026955907491
ACH-000882,-0.1544466956160971
ACH-000884,-0.1146620818002144
ACH-000885,-0.32069280642500403
ACH-000887,-0.1282909905288223
ACH-000889,-0.3576393176454014
ACH-000896,-0.3078455939238066
ACH-000898,-0.11166447915865936
ACH-000900,-0.21059459387881407
ACH-000901,-0.5058172084124726
ACH-000905,-0.9484744379519124
ACH-000906,-0.752079846673004
ACH-000907,-0.1584805197324798
ACH-000910,-0.3939026616280527
ACH-000911,-0.4239789915348552
ACH-000912,-0.93428348112751
ACH-000913,-0.3597056111720218
ACH-000915,-0.3218592951302589
ACH-000916,-0.2221163834241208
ACH-000917,-0.5618290116231995
ACH-000920,-0.6486866965756057
ACH-000921,-0.7201133349028347
ACH-000924,-0.30886120999921163
ACH-000926,-0.6852762769603236
ACH-000928,-0.4823541507142731
ACH-000929,-0.5952159975364938
ACH-000932,-0.2818886727493579
ACH-000935,-0.14516834313954766
ACH-000936,-0.03036736304913192
ACH-000937,-0.2664209689917391
ACH-000938,-0.3315577214908019
ACH-000939,-0.9050025946592244
ACH-000941,-0.3157741260159217
ACH-000943,-0.4704272935324549
ACH-000946,-0.0486321155773987
ACH-000947,-0.25642682507025777
ACH-000948,-0.4132812207984111
ACH-000950,-0.152080580036081
ACH-000953,-0.34978483876057226
ACH-000954,-0.8884997893258929
ACH-000957,-0.6174259093843759
ACH-000958,-0.1981106498503261
ACH-000960,-0.12606136382646282
ACH-000963,-0.3436168381251078
ACH-000968,-0.16965126054612112
ACH-000969,-0.18589367048924565
ACH-000972,-0.035605193957561586
ACH-000973,-0.4825089043619674
ACH-000974,-0.20690108375648664
ACH-000978,-0.33242573047736623
ACH-000984,-0.08281438132431809
ACH-000986,-0.527296585020822
ACH-000988,-0.6566680671948097
ACH-000993,-0.5528678554648833
ACH-000994,-0.07923017032642084
ACH-000996,-0.5140216388905162
ACH-001001,-0.3381637149463473
ACH-001020,-0.4561025334600605
ACH-001028,-0.4508919759305964
ACH-001031,-0.2912561386237797
ACH-001038,-0.3814334728202115
ACH-001048,-0.5497820698325181
ACH-001050,-0.7587124238908813
ACH-001053,-0.4880153573275074
ACH-001054,-0.2999213561244615
ACH-001061,-0.54727433212507
ACH-001067,-0.2777618362438854
ACH-001075,0.37960728707268426
ACH-001096,-0.5292290818343428
ACH-001111,-0.3809968270670306
ACH-001119,-0.4243569859542015
ACH-001128,-0.4753253573306647
ACH-001134,-0.2502768607498388
ACH-001151,-0.3979002280796086
ACH-001163,-0.4145583712486619
ACH-001164,-0.3536740687336952
ACH-001183,-0.5783913300435819
ACH-001192,-0.4606855257788578
ACH-001193,-0.3986453729333793
ACH-001196,-0.6426172011229636
ACH-001197,-0.6662886465150495
ACH-001205,-0.20423289644208012
ACH-001211,-0.5031386567032891
ACH-001212,-0.20647883485630272
ACH-001228,-0.4246946066132759
ACH-001232,-0.3389715325983588
ACH-001239,-0.15283679047763488
ACH-001270,-0.3323114025824109
ACH-001274,-0.16714789890494713
ACH-001275,-0.28577029779376073
ACH-001277,-0.36404925690879225
ACH-001278,-0.4336694752387471
ACH-001280,-0.27665086571355296
ACH-001283,-0.5354852311972298
ACH-001289,-0.12558762644437202
ACH-001300,-0.42794588634422015
ACH-001301,-0.2653603680765555
ACH-001302,-0.4003656923757776
ACH-001306,-0.6568333890303697
ACH-001318,-0.2748834600034131
ACH-001322,-0.3870607157052573
ACH-001328,-0.7395629597012086
ACH-001332,-0.8453674200100587
ACH-001336,-0.4123768026672128
ACH-001346,-0.27891252530830274
ACH-001353,-0.39658074140277066
ACH-001354,-0.5768138191815535
ACH-001367,-0.3179884127732796
ACH-001368,-0.17793281351130585
ACH-001374,-0.4241751526053915
ACH-001377,-0.2335531325191154
ACH-001380,-0.15421417201477675
ACH-001391,-0.5406652243355403
ACH-001408,-0.4232116854095547
ACH-001430,-0.3703619921779637
ACH-001431,-0.3057267908094793
ACH-001450,-0.23302792337263514
ACH-001496,-0.9211636808243224
ACH-001500,-0.8359310514592883
ACH-001523,-0.3734410360502756
ACH-001532,-0.217897120084702
ACH-001550,-0.6233411523043023
ACH-001552,-0.38682145165752296
ACH-001554,-0.3689159877403886
ACH-001654,-0.4768988932023338
ACH-001735,-0.3984439550058467
ACH-001736,-0.18556902265418795
ACH-001737,-0.45420466049503105
ACH-001740,-0.273835700263488
ACH-001745,-0.2220169839769048
ACH-001765,-0.24005038552493374
