,APBB3 (10307)
ACH-000004,-0.04156758301790547
ACH-000005,0.09587985521777154
ACH-000007,-0.00786714798519532
ACH-000009,-0.15961388278958086
ACH-000011,0.004142696888044002
ACH-000012,-0.08627077206989782
ACH-000013,-0.013482350006244542
ACH-000014,-0.12588843479879958
ACH-000015,-0.2367486385081408
ACH-000017,0.02116492665702232
ACH-000018,-0.03018378403242035
ACH-000019,-0.11424763397684101
ACH-000021,-0.06643906130257866
ACH-000022,-0.10488616754966616
ACH-000025,-0.005489275998572565
ACH-000028,-0.05297169184324773
ACH-000030,-0.11636786861904387
ACH-000035,0.007595070902114145
ACH-000036,-0.07801208484501328
ACH-000037,-0.04156949937625822
ACH-000039,-0.07694945145733942
ACH-000040,0.00566004762841156
ACH-000041,-0.047241561139533234
ACH-000042,0.008205550622163878
ACH-000045,-0.0972685773425741
ACH-000047,-0.059549950673992214
ACH-000052,0.05305882343522514
ACH-000053,-0.0657060965328501
ACH-000054,-0.16024260645256813
ACH-000055,-0.03651222551244258
ACH-000060,-0.15262659910929918
ACH-000067,-0.10490006546989772
ACH-000070,-0.0838621564397571
ACH-000075,-0.16943513604681176
ACH-000078,0.09031469048627283
ACH-000082,-0.15504969857724082
ACH-000085,0.04371920373697275
ACH-000086,-0.03803292016553333
ACH-000087,0.05732083649111658
ACH-000092,0.0012910345011376213
ACH-000095,-0.08464962468977362
ACH-000097,-0.07293711332593637
ACH-000098,-0.11176664253304608
ACH-000099,0.021407341547750036
ACH-000108,-0.020682078924093444
ACH-000113,0.04751947322453185
ACH-000116,0.005728499186857065
ACH-000118,-0.02847901121565425
ACH-000120,-0.04905331920023144
ACH-000123,-0.040849629277875256
ACH-000127,-0.024754897679173996
ACH-000128,-0.06234376550482267
ACH-000132,-0.01984125663996535
ACH-000133,-0.06721358952095279
ACH-000137,-0.06607992584088082
ACH-000138,-0.24134035722389266
ACH-000142,-0.07674978213240649
ACH-000143,-0.03316272432656638
ACH-000146,-0.11927627770295393
ACH-000148,-0.01674109601039072
ACH-000150,-0.11936992250673052
ACH-000152,-0.0886657791267581
ACH-000153,-0.16315607192762274
ACH-000159,-0.0981298202638974
ACH-000160,-0.06635136784600518
ACH-000163,-0.05512546239594195
ACH-000167,-0.3389618929071659
ACH-000168,-0.055610634394750336
ACH-000169,-0.004263871482975679
ACH-000178,-0.06882801524720737
ACH-000183,-0.10065924088796097
ACH-000188,-0.1511584453128932
ACH-000189,-0.07253708266557919
ACH-000190,0.08664017324613826
ACH-000198,0.00445100249780415
ACH-000203,0.18837053765900372
ACH-000204,-0.16836861446347012
ACH-000206,-0.1283291284994469
ACH-000207,-0.03519006902062996
ACH-000208,-0.14248069448382594
ACH-000210,0.003044084820990215
ACH-000211,-0.13016783208082613
ACH-000215,-0.0333472839199437
