,STT3A (3703)
ACH-000004,0.044863116435603916
ACH-000005,-0.3222184517424885
ACH-000007,-0.4444463257744217
ACH-000009,-0.27188140708424163
ACH-000011,-0.08138057661756219
ACH-000012,-0.0365675533841659
ACH-000013,-0.19731736264015629
ACH-000014,-0.13553644372476156
ACH-000015,-0.3824969716845279
ACH-000017,-0.05948555809474266
ACH-000018,-0.2834449286999757
ACH-000019,-0.03564596125460361
ACH-000021,0.03243671864778465
ACH-000022,-0.5479355996769826
ACH-000025,-0.2945412342687697
ACH-000028,-0.006686695298989979
ACH-000030,-0.1940086177412513
ACH-000035,-0.14649050046473128
ACH-000036,-0.15945462357594134
ACH-000037,-0.07879789586834435
ACH-000039,-0.22067623671273925
ACH-000040,-0.19738538284981047
ACH-000041,-0.2660406515824698
ACH-000042,-0.4854725378368032
ACH-000045,0.17344271693034724
ACH-000047,-0.2368689495073568
ACH-000052,-0.4893711776480831
ACH-000053,0.09859451194236132
ACH-000054,-0.14787458589800526
ACH-000055,-0.019545074075835143
ACH-000060,-0.48616090933435796
ACH-000067,0.1431920372441471
ACH-000070,-0.4387293249250486
ACH-000075,-0.2268394066953639
ACH-000078,-0.101687907762841
ACH-000082,-0.09192200577705348
ACH-000085,-0.201790779529972
ACH-000086,-0.2498253057296536
ACH-000087,-0.5512752830780405
ACH-000092,-0.22105885060979213
ACH-000095,-0.3142494847953243
ACH-000097,-0.099986443124239
ACH-000098,0.07694666829631157
ACH-000099,-0.29665300746450873
ACH-000108,-0.4128477579464633
ACH-000113,-0.3908898843499601
ACH-000116,-0.01965954099332177
ACH-000118,-0.5662441899930337
ACH-000120,-0.22279054354142466
ACH-000123,-0.3753126017564437
ACH-000127,-0.1618077497757788
ACH-000128,-0.353979300828317
ACH-000132,-0.1283458704081906
ACH-000133,-0.38275127658271263
ACH-000137,-0.1797313281483959
ACH-000138,-0.23029826657493466
ACH-000142,-0.3677862018470692
ACH-000143,-0.1810994744227588
ACH-000146,0.09594645951208612
ACH-000148,-0.049657059879839496
ACH-000150,-0.3726559977061381
ACH-000152,-0.17417117076085986
ACH-000153,-0.057206185666279365
ACH-000159,-0.03193084662011657
ACH-000160,-0.07401781816387673
ACH-000163,-0.1973776265483763
ACH-000167,0.22531997138795395
ACH-000168,-0.19328117285804725
ACH-000169,-0.5598052977945844
ACH-000178,-0.3778379158211396
ACH-000183,-0.5024244489668225
ACH-000188,-0.3849604031492216
ACH-000189,-0.3006307936392166
ACH-000190,-0.3550833063436896
ACH-000198,0.2866665483905707
ACH-000203,-0.4786097351235554
ACH-000204,-0.6128868274445568
ACH-000206,0.06945775390293507
ACH-000207,-0.19209399014359915
ACH-000208,-0.314195755020222
ACH-000210,-0.013594680593316585
ACH-000211,0.03388873999114636
ACH-000215,-0.08688715929082785
ACH-000221,-0.14769651107639992
ACH-000222,-0.4658990546942849
ACH-000223,0.00599229021551816
ACH-000226,0.09905094155515834
ACH-000227,-0.075173128007366
ACH-000228,-0.1570428283589943
ACH-000231,-0.11285858479319652
ACH-000232,-0.2437195758886761
ACH-000233,-0.004710490585441475
ACH-000234,-0.2312300054168465
ACH-000235,-0.4315433292601757
ACH-000237,-0.044635570196959934
ACH-000238,-0.4209793212717315
ACH-000242,-0.16088719711565438
ACH-000243,-0.14705046085776902
ACH-000244,0.13164862348204695
ACH-000246,-0.2547559127741621
ACH-000248,0.005018538853673392
ACH-000250,-0.09178151497095932
ACH-000251,-0.5102468268489023
ACH-000252,-0.2675519664296799
ACH-000253,-0.015282784855197675
ACH-000255,-0.37198762764545534
ACH-000256,-0.05962161314149107
ACH-000257,-0.0273543364359218
ACH-000258,-0.14265103898731954
ACH-000259,-0.30068381497247426
ACH-000260,-0.4768391560112221
ACH-000261,-0.1801756998156233
ACH-000262,-0.1778441510672699
ACH-000263,0.07260449726928968
ACH-000264,-0.16906893224796954
ACH-000265,-0.11573678384384965
ACH-000266,-0.4186162271846571
ACH-000272,-0.3070359170558092
ACH-000274,-0.4988146406410888
ACH-000277,-0.10483401256708888
ACH-000278,-0.17031275376057348
ACH-000279,-0.27782931575232
ACH-000280,-0.2571402982146945
ACH-000281,-0.4971700904429895
ACH-000288,-0.22855930201376715
ACH-000291,-0.23659582864490555
ACH-000293,-0.17452991112956426
ACH-000294,0.1382963197469754
ACH-000295,-0.30453340704870163
ACH-000296,-0.2257444880889478
ACH-000302,-0.1519796648526228
ACH-000304,-0.028626598712346
ACH-000307,-0.2756266071396475
ACH-000308,-0.13002094356456206
ACH-000310,0.1901282488084088
ACH-000311,-0.3717218246861019
ACH-000312,-0.21767523051738052
ACH-000315,-0.053585948975496164
ACH-000316,-0.25563119753830466
ACH-000317,-0.3037149240473425
ACH-000318,-0.10092369243961608
ACH-000319,-0.13304470075135416
ACH-000320,-0.12015437466036805
ACH-000322,-0.06999945204473107
ACH-000323,-0.10395057299167397
ACH-000324,-0.31062411556765873
ACH-000329,0.051930393564428606
ACH-000330,-0.2282460647470497
ACH-000331,-0.6089083566947632
ACH-000332,-0.3336297191575009
ACH-000334,-0.2414030859546639
ACH-000335,-0.159401574765202
ACH-000336,-0.19201187392322386
ACH-000337,0.07087865778606378
ACH-000338,-0.4307299895353388
ACH-000339,-0.11127077064058886
ACH-000341,-0.1736260650014551
ACH-000348,-0.11426314194363553
ACH-000350,-0.08472197213826407
ACH-000352,0.05418235473533769
ACH-000356,-0.027744574219134874
ACH-000361,-0.029100071974993782
ACH-000362,0.21398675047627305
ACH-000363,-0.1894274835737359
ACH-000364,-0.545189805980728
ACH-000365,0.04917973577334748
ACH-000366,-0.5176936551525463
ACH-000368,0.006978912115016679
ACH-000374,-0.5737871435643611
ACH-000375,-0.14913492643343013
ACH-000376,-0.015421373571533422
ACH-000381,-0.11071383443751896
ACH-000383,-0.008393643396704686
ACH-000387,-0.01759926273253655
ACH-000389,-0.12417666670921802
ACH-000390,-0.5476520068827124
ACH-000393,-0.040443038790825184
ACH-000395,-0.579200755917563
ACH-000396,-0.0702715680165911
ACH-000397,-0.14126152352798546
ACH-000401,-0.38243281167146936
ACH-000402,0.2588967850718849
ACH-000403,-0.2372036892436445
ACH-000404,-0.5624737502233882
ACH-000406,-0.061820514389577995
ACH-000407,-0.1126462714076002
ACH-000408,0.04074323584264044
ACH-000410,-0.3452967234209597
ACH-000411,-0.3872316480505443
ACH-000414,-0.14037501425892546
ACH-000415,-0.2913002676203816
ACH-000416,-0.43788521947404097
ACH-000420,-0.4043951688741033
ACH-000421,-0.3563533379242341
ACH-000424,-0.2593150460646712
ACH-000425,-0.22684857368613184
ACH-000426,-0.1308760495948709
ACH-000427,0.048187365173505435
ACH-000433,-0.23579848151829705
ACH-000435,0.1352050134498632
ACH-000436,-0.3001602654858341
ACH-000444,-0.3310098991068365
ACH-000445,-0.4090462417393799
ACH-000448,-0.3398968262121313
ACH-000450,-0.05108570326845791
ACH-000452,-0.4591652077543582
ACH-000454,-0.36433141839471017
ACH-000458,-0.14194424958598573
ACH-000459,-0.17160639371308184
ACH-000460,-0.3260733676217368
ACH-000461,-0.3590861205454902
ACH-000463,-0.16216156892543068
ACH-000464,0.04998016818230535
ACH-000466,-0.03090435299739735
