,LGI1 (9211)
ACH-000004,-0.18812715260906854
ACH-000005,-0.0296534632759603
ACH-000007,-0.06202987309379989
ACH-000009,-0.1436758433475268
ACH-000011,-0.1042930126608942
ACH-000012,-0.0960895826054175
ACH-000013,-0.15374850242511914
ACH-000014,-0.0684788266523019
ACH-000015,-0.1930573165592502
ACH-000017,-0.16791816138691065
ACH-000018,-0.3091884665656435
ACH-000019,-0.1308732392591026
ACH-000021,-0.02661401842701927
ACH-000022,0.07258684235229575
ACH-000025,-0.1741102591524858
ACH-000028,-0.028013661227942896
ACH-000030,-0.13145162262333188
ACH-000035,-0.06410849599997431
ACH-000036,-0.2277496930289505
ACH-000037,-0.2379314231791532
ACH-000039,-0.1161372563579976
ACH-000040,-0.18670180389310467
ACH-000041,-0.12694123833073456
ACH-000042,-0.06286984674216528
ACH-000045,-0.16879856471124066
ACH-000047,-0.15621319484840845
ACH-000052,-0.4915092949209469
ACH-000053,-0.015632965144988024
ACH-000054,-0.09208465451667394
ACH-000055,-0.0023330486000110533
ACH-000060,-0.15508979997374486
ACH-000067,-0.31399856431149303
ACH-000070,-0.32034921996468857
ACH-000075,0.015074858977060415
ACH-000078,-0.060856987302731674
ACH-000082,-0.0586308782222582
ACH-000085,-0.08945042851876718
ACH-000086,-0.1539335098877804
ACH-000087,-0.2045362373334952
ACH-000092,-0.02335352224178111
ACH-000095,-0.12332661935359655
ACH-000097,-0.002525112152043377
ACH-000098,-0.1863893283281012
ACH-000099,-0.06482019502900244
ACH-000108,-0.12583131114234372
ACH-000113,-0.10716552090919357
ACH-000116,0.00015276201608094612
ACH-000118,-0.05146998103876622
ACH-000120,0.03474395960537528
ACH-000123,-0.04303742399065593
ACH-000127,-0.11991874720661976
ACH-000128,-0.16467252416380426
ACH-000132,-0.05915239819443096
ACH-000133,-0.24927226019976095
ACH-000137,-0.18737688714472106
ACH-000138,-0.05030647352411472
ACH-000142,-0.2996626250765289
ACH-000143,-0.27011975998202764
ACH-000146,-0.10087581867522956
ACH-000148,-0.11847739204012092
ACH-000150,-0.22947923910599785
ACH-000152,-0.10912767689002692
ACH-000153,-0.06337700408174865
ACH-000159,-0.049555789551893714
ACH-000160,-0.24722785289829485
ACH-000163,-0.13593449973952446
ACH-000167,0.11183774841899197
ACH-000168,-0.1333650119760742
ACH-000169,-0.026009526599464
ACH-000178,-0.05424164884616394
ACH-000183,-0.1857818188292071
ACH-000188,-0.06989134659937518
ACH-000189,-0.03343253779673421
ACH-000190,0.008876214897466001
ACH-000198,-0.06437004795810068
ACH-000203,-0.17185969343376314
ACH-000204,-0.023072902163090984
ACH-000206,-0.09958424944051128
ACH-000207,-0.1755470914917676
ACH-000208,0.006187023587645655
ACH-000210,-0.15211014443912538
ACH-000211,-0.17058478469970115
ACH-000215,-0.14122719650723706
ACH-000221,-0.06485133433437354
ACH-000222,-0.1462075154442091
ACH-000223,-0.14933812010559366
ACH-000226,-0.02307468378575732
ACH-000227,-0.15822914389925452
ACH-000228,-0.04810947534974764
ACH-000231,-0.09803434505614464
ACH-000232,-0.018452644152785483
ACH-000233,-0.07643857999271017
ACH-000234,-0.10821148448728328
ACH-000235,-0.04856377817515682
ACH-000237,-0.15519615481059526
ACH-000238,-0.15325533133747626
ACH-000242,-0.4838714662288075
ACH-000243,-0.04063677176831044
ACH-000244,0.08945527048883173
ACH-000246,-0.17570356512616694
ACH-000248,-0.19317241567911336
ACH-000250,-0.2369736120370843
ACH-000251,-0.2255806783692981
ACH-000252,-0.12671725589798366
ACH-000253,-0.09229628337549646
ACH-000255,-0.17397487801226091
ACH-000256,-0.07936433177423505
ACH-000257,-0.2258884019799851
ACH-000258,-0.1143082232483056
ACH-000259,-0.04950209824049845
ACH-000260,-0.1744054164868518
ACH-000261,-0.036826710264982535
ACH-000262,-0.09069918288522588
ACH-000263,-0.28474478366932976
ACH-000264,-0.15898616800589727
ACH-000265,-0.09274867281535537
ACH-000266,-0.02064297893990736
ACH-000272,0.022396125893487148
ACH-000274,-0.0718747834100335
ACH-000277,-0.1462327208393001
ACH-000278,-0.056824963909359115
ACH-000279,-0.0960915220111422
ACH-000280,-0.0847502396823164
ACH-000281,-0.059141186080608726
ACH-000288,-0.15252183705490385
ACH-000291,-0.09088189023606624
ACH-000293,-0.12211024983669247
ACH-000294,-0.14661177200706135
ACH-000295,-0.17267465112613148
ACH-000296,-0.16309399991000767
ACH-000302,-0.08740841537237526
ACH-000304,-0.1075519128412403
ACH-000307,-0.11632395684320156
ACH-000308,-0.09804725959569023
ACH-000310,-0.16008046398076353
ACH-000311,-0.07577042851565201
ACH-000312,-0.034971767062965904
ACH-000315,-0.09338758392434517
ACH-000316,-0.0053385104493399215
ACH-000317,-0.12562008192199414
ACH-000318,-0.06410296611389002
ACH-000319,-0.1700291831665002
ACH-000320,-0.060156949382268524
ACH-000322,-0.09401581237943127
ACH-000323,-0.22420189733434026
ACH-000324,-0.1567291626373978
ACH-000329,-0.06704574985340431
ACH-000330,0.04651282960517638
ACH-000331,-0.07888212727256919
ACH-000332,0.005609654297352865
ACH-000334,-0.09317856145957187
ACH-000335,-0.034838803002915385
ACH-000336,0.1441290622378629
ACH-000337,-0.03836380697900582
ACH-000338,-0.2705278457707889
ACH-000339,-0.11616597475051843
ACH-000341,-0.22878555953120186
ACH-000348,-0.02453219331121225
ACH-000350,-0.01668504416289992
ACH-000352,-0.090703397766158
ACH-000356,-0.404174673426743
ACH-000361,-0.4218811569228886
ACH-000362,-0.0760375269865136
ACH-000363,-0.07322376541440835
ACH-000364,0.03753576469305038
ACH-000365,-0.011983657794540798
ACH-000366,-0.17035402280109338
ACH-000368,-0.11035777854078653
ACH-000374,-0.2147550909119134
ACH-000375,-0.2299092807110507
ACH-000376,-0.0902767317106262
ACH-000381,-0.18042713631035176
ACH-000383,-0.035091065839233035
ACH-000387,-0.1718623285278895
ACH-000389,0.02542106181678164
ACH-000390,-0.1282783441204748
ACH-000393,-0.08940829557667057
ACH-000395,-0.2786716495585702
ACH-000396,-0.04360514271036322
ACH-000397,-0.1272784133073302
ACH-000401,0.040401609107471294
ACH-000402,-0.13150090334188547
ACH-000403,-0.03049964352807645
ACH-000404,-0.07289579782972337
ACH-000406,-0.053166062033153744
ACH-000407,-0.0371497116014897
ACH-000408,-0.188647659062311
ACH-000410,-0.06324821453410348
ACH-000411,-0.01728709345599452
ACH-000414,-0.007889879631910653
ACH-000415,-0.20213431680056654
ACH-000416,-0.11849596477521332
ACH-000420,-0.2125303737647365
ACH-000421,0.014299122604102071
ACH-000424,0.0094977190563146
ACH-000425,-0.10907821253246727
ACH-000426,-0.019113712019991742
ACH-000427,-0.029107456139903683
ACH-000433,-0.10503573530035833
ACH-000435,-0.009546400597270872
ACH-000436,-0.11035990599677876
ACH-000444,-0.11427069241355815
ACH-000445,-0.20928251843110168
ACH-000448,-0.009445416892112184
ACH-000450,-0.20620911131394154
ACH-000452,-0.14721832052105208
ACH-000454,-0.21597034817302355
ACH-000458,-0.14684027205802974
ACH-000459,-0.2917327620358617
ACH-000460,-0.006626943705356599
ACH-000461,-0.2245376944744041
ACH-000463,0.0008627455063718221
ACH-000464,-0.002447220270024298
ACH-000466,-0.23726362865330905
ACH-000467,-0.1558282803069239
ACH-000468,-0.09812832863855653
ACH-000469,-0.16438162354974653
ACH-000470,-0.12370093763602355
ACH-000471,-0.04680093143337423
ACH-000472,-0.11123090770884853
ACH-000473,-0.13074012949922376
ACH-000475,-0.08734433997249626
ACH-000476,-0.21851917540034616
ACH-000477,-0.17601555836763955
ACH-000479,0.031623339219711236
ACH-000480,-0.01889322617838091
ACH-000481,-0.14693103635185178
ACH-000483,0.04668148366916483
ACH-000484,0.03389572354746874
ACH-000485,0.06656433969822484
ACH-000486,0.0060795588321870654
ACH-000487,-0.12827126937682082
ACH-000488,-0.031443268461394544
ACH-000490,-0.055273685490378886
ACH-000491,-0.07451051787010754
ACH-000495,-0.0813754742361473
ACH-000496,-0.20468852809544166
ACH-000499,-0.322025972982789
ACH-000500,0.13207380602175206
ACH-000502,-0.07943892665470399
ACH-000503,-0.13322862050739934
ACH-000505,-0.05300620738648349
ACH-000507,-0.10624885607812144
ACH-000510,-0.11642910561365832
ACH-000511,-0.1278242279991029
ACH-000512,-0.08769428754880561
ACH-000516,0.03965337353954598
ACH-000517,-0.07591949749170883
ACH-000518,-0.062498367066231734
ACH-000520,-0.1402049383453938
ACH-000521,-0.1405013076798956
ACH-000522,-0.05327550499218822
ACH-000524,-0.08684336353140686
ACH-000527,-0.04081309895547521
ACH-000528,-0.08483150542061196
ACH-000537,-0.038065834140090994
ACH-000541,-0.5603686902883669
ACH-000542,-0.08810203317393818
ACH-000544,-0.13853332855924674
ACH-000545,-0.18581585088293934
ACH-000547,-0.29678887638284
ACH-000548,-0.11689698638606
ACH-000549,0.0506092632135039
ACH-000550,-0.18216449323919226
ACH-000552,-0.10188249865031497
ACH-000556,-0.040702328749892686
ACH-000557,-0.24749314312356366
ACH-000569,-0.17710260629316882
ACH-000570,-0.09945583490576812
ACH-000571,-0.07772532191463738
ACH-000573,-0.09145517529342738
ACH-000576,-0.019687373284302024
ACH-000579,-0.4110914619403789
ACH-000580,0.06572471055795545
ACH-000584,-0.010747493233184028
ACH-000585,-0.03148459318524659
ACH-000588,-0.08444719671852374
ACH-000589,-0.004384047017376674
ACH-000591,-0.02668936967939331
ACH-000593,-0.2445450268806036
ACH-000600,-0.11653029636562286
ACH-000601,-0.04006446435973452
ACH-000605,-0.24331222134451375
ACH-000606,-0.2449589578966469
ACH-000608,-0.07068963997559073
ACH-000614,-0.08540783075942263
ACH-000616,-0.061683090605307724
ACH-000618,-0.1816759149208134
ACH-000619,-0.15139125823414856
ACH-000620,-0.0670611989489776
ACH-000621,-0.1058679197528415
ACH-000622,-0.10058523508506953
ACH-000623,-0.15764948819755184
ACH-000624,-0.03217009349600745
ACH-000627,-0.1260898376654371
ACH-000630,-0.07480659717456159
ACH-000631,-0.10930234570577828
ACH-000632,-0.26003808003970336
ACH-000633,-0.0392291397466475
ACH-000637,-0.14261788066904582
ACH-000638,-0.19390903903367096
ACH-000646,0.07635424103274879
ACH-000647,-0.030153256102330408
ACH-000648,-0.12001015134736193
ACH-000649,-0.11690770028726913
ACH-000651,-0.07786456396211977
ACH-000652,-0.11135578313316524
ACH-000653,0.014576482218917598
ACH-000657,-0.16014690665004494
ACH-000658,0.016042259316717062
ACH-000661,0.024076855255875457
ACH-000662,0.16209957882226042
