,HIST1H2BL (8340)
ACH-000248,-0.6385460328253308
ACH-000250,-0.8063139807154673
ACH-000251,-1.2216061528227309
ACH-000252,-0.6783582271883833
ACH-000253,-1.0156850582372623
ACH-000255,-0.8047522526015897
ACH-000256,-0.9188707889169038
ACH-000257,-0.7063336996911288
ACH-000258,-0.8743405942935845
ACH-000259,-0.8269811208974465
ACH-000260,-0.7889170284585664
ACH-000261,-0.6855118432775337
ACH-000262,-0.5448353043384015
ACH-000263,-0.8549959623328527
ACH-000264,-0.6381938882054895
ACH-000265,-0.8679253404895667
ACH-000266,-0.6745638034658931
ACH-000272,-0.651058221612703
ACH-000274,-0.6780184005398253
ACH-000277,-0.8478881337863506
ACH-000278,-0.8431827352003041
ACH-000279,-0.8073650148596512
ACH-000280,-0.894110321926893
ACH-000281,-0.7192333686393719
ACH-000288,-0.7672000763470879
ACH-000291,-0.7056912536441484
ACH-000293,-0.823609273967817
ACH-000294,-0.7144609539071325
ACH-000295,-0.9234823053664348
ACH-000296,-0.7621124023773949
ACH-000302,-0.5428275961771641
ACH-000304,-1.2118783059227936
ACH-000307,-0.663805931631888
ACH-000308,-0.8746261748671224
ACH-000310,-0.7552800719960717
ACH-000311,-0.7347555862345776
ACH-000312,-0.8035686272538122
ACH-000315,-0.5529823899115034
ACH-000316,-0.9613496750708151
ACH-000317,-1.0174868670779662
ACH-000318,-0.6494574648777656
ACH-000319,-0.6525824525328342
ACH-000320,-0.7645450681583621
ACH-000322,-0.6411482984090258
ACH-000323,-0.7479497436389626
ACH-000324,-0.8121753114936439
ACH-000329,-0.8279912155786991
ACH-000330,-0.6877366043963645
ACH-000331,-0.6942216771958868
ACH-000332,-0.7898933851239449
ACH-000334,-1.1677214000252636
ACH-000335,-0.8682079455245622
ACH-000336,-1.0532829020711512
ACH-000337,-0.6977072134938894
ACH-000338,-0.7107153150336657
ACH-000339,-0.5829064514711024
ACH-000341,-0.7861432317580472
ACH-000348,-0.6920330192109075
ACH-000350,-0.809095293172432
ACH-000352,-0.7702786860097098
ACH-000356,-0.7859054843338285
ACH-000361,-0.6628518055004864
ACH-000362,-0.8191279131044463
ACH-000363,-0.7910805043083794
ACH-000364,-0.82773370617189
ACH-000365,-0.6805333229261784
ACH-000366,-0.6657749359427774
ACH-000368,-0.6489189723959776
ACH-000374,-0.8674653792450968
ACH-000375,-0.56478100462706
ACH-000376,-0.7688980976971921
ACH-000381,-0.6941385937830388
ACH-000383,-0.7177051507492865
ACH-000387,-0.9380823360408984
ACH-000389,-0.9729106324072091
ACH-000390,-0.7646002035944979
ACH-000393,-0.7699378159639324
ACH-000395,-0.5860375568372918
ACH-000396,-0.44658496705655343
ACH-000397,-0.8819967454873241
ACH-000401,-0.6064375641629847
ACH-000402,-0.7518179644231645
ACH-000403,-0.8922950632265261
ACH-000404,-0.8381629765165434
ACH-000406,-0.7951418161697853
ACH-000407,-0.7597339810461263
ACH-000408,-0.5269201570775905
ACH-000410,-0.6925362659196171
ACH-000411,-0.7665482040010291
ACH-000414,-1.0641571081630732
ACH-000415,-0.7676175118499743
ACH-000416,-0.665744605813307
ACH-000420,-0.6609992803255373
ACH-000421,-0.7494069913577316
ACH-000424,-0.8324256685089464
ACH-000425,-0.7335497752307509
ACH-000426,-0.7697005707281838
ACH-000427,-0.8301989135340437
ACH-000433,-0.6076000266038083
ACH-000435,-0.4104167482643984
ACH-000436,-0.8846982829549187
ACH-000444,-0.7537653867539701
ACH-000445,-0.4567476871976658
ACH-000448,-0.6092908138130191
ACH-000450,-0.9093164140631264
ACH-000452,-0.9112644951203079
ACH-000454,-0.9990882937184176
ACH-000458,-0.9399179211310004
ACH-000459,-1.1546966463594432
ACH-000460,-0.7334238230315943
ACH-000461,-0.6868308396206737
ACH-000463,-0.7683678788757402
ACH-000464,-0.6554280267224701
ACH-000466,-1.1184247589663117
ACH-000467,-0.8418725409487751
ACH-000468,-0.5799350923499546
ACH-000469,-0.8041229892927262
ACH-000470,-0.7177192889890318
ACH-000471,-0.7322825665468189
ACH-000472,-0.7139113821731257
ACH-000473,-0.6874591436035272
ACH-000475,-0.6976563541466501
ACH-000476,-0.7932247956094418
ACH-000477,-0.6258710266547294
ACH-000479,-0.8090328634168243
ACH-000480,-0.5332143738384704
ACH-000481,-0.8415180999740747
ACH-000483,-0.3456643364055557
ACH-000484,-0.7964705601758312
ACH-000485,-0.8297617526958856
ACH-000486,-0.8903274453524159
ACH-000487,-1.053158396624113
ACH-000488,-0.7424637563147751
ACH-000490,-0.8291059147232454
ACH-000491,-0.8456757460778158
ACH-000495,-0.7781890367539198
ACH-000496,-0.7563416259348685
ACH-000499,-1.1000214597436415
ACH-000500,-0.5748067367331458
ACH-000502,-0.909953641377356
ACH-000503,-0.7444587810863977
ACH-000505,-0.7612603071536443
ACH-000507,-0.5410653906952949
ACH-000510,-0.5329452995967472
ACH-000511,-0.6800197686998897
ACH-000512,-0.5870914639911421
ACH-000516,-0.7353527850888346
ACH-000517,-0.9188631062584948
ACH-000518,-0.9021464591836263
ACH-000520,-0.7616113528144242
ACH-000521,-0.6908615443749199
ACH-000522,-0.7303437010352054
ACH-000524,-1.0259094680350846
ACH-000527,-0.6487530593355509
ACH-000528,-0.7606066351455114
ACH-000537,-0.8398278598096109
ACH-000541,-0.8648108132820301
ACH-000542,-0.791859901533989
ACH-000544,-0.6978867007986616
ACH-000545,-0.8556168166370444
ACH-000547,-0.5319397314763272
ACH-000548,-0.7219711711693538
ACH-000549,-0.6310973673731255
ACH-000550,-0.8556588381370082
ACH-000552,-0.7256222142265532
ACH-000556,-0.7786395019791157
ACH-000557,-0.7844127385118689
ACH-000569,-0.4966950770162099
ACH-000570,-0.6431844205479124
ACH-000571,-0.7961787539115847
ACH-000573,-0.6977587409496013
ACH-000576,-0.8597242270043736
ACH-000579,-0.6222953046401372
ACH-000580,-0.6311496521875153
ACH-000584,-0.8837294641769228
ACH-000585,-1.0035271855829564
ACH-000588,-0.8455589605799602
ACH-000589,-0.6822665358214735
ACH-000591,-0.7678491753284541
ACH-000593,-0.6645635884872287
ACH-000600,-0.8204378267714532
ACH-000601,-0.8375368030093527
ACH-000605,-0.7827867779958952
ACH-000606,-0.7361258128055349
ACH-000608,-0.7099573974548078
ACH-000614,-0.8194302060129456
ACH-000616,-0.5937108805472743
ACH-000618,-0.8815980105460433
ACH-000619,-0.9770238239677358
ACH-000620,-0.6656397388024488
ACH-000621,-0.7453081791961813
ACH-000622,-0.7554064085067514
ACH-000623,-0.7009662268333836
ACH-000624,-0.6403416822458882
ACH-000627,-0.7038550740806443
ACH-000630,-0.7390565634301521
ACH-000631,-0.7700920875133801
ACH-000632,-0.7745043780313262
ACH-000633,-0.7199913038482693
ACH-000637,-1.0467660533205387
ACH-000638,-0.7805938490543352
ACH-000646,-0.8643237470796515
ACH-000647,-0.7727981080540625
ACH-000648,-0.7409396803995806
ACH-000649,-0.6834556118758984
ACH-000651,-0.7819915601859975
ACH-000652,-0.6575276771605997
ACH-000653,-0.8220796014007891
ACH-000657,-0.9786863880052198
ACH-000658,-0.6741406345995583
ACH-000661,-0.7562342588050278
ACH-000662,-0.7221743855555454
ACH-000663,-0.5837305011886194
ACH-000665,-0.7563174078325603
ACH-000671,-0.7264028716590493
ACH-000672,-0.83813362833925
ACH-000673,-0.7368161740699901
ACH-000676,-0.7047780907721234
ACH-000677,-0.8652018199709369
ACH-000681,-0.6993396162400285
ACH-000683,-0.8102068038058441
ACH-000684,-0.5651303735646062
ACH-000688,-0.8434189546713581
ACH-000693,-0.7722672331986047
ACH-000694,-0.8133521575967814
ACH-000695,-1.0524966264255569
ACH-000696,-0.7706118565277966
ACH-000697,-0.6431097022735165
ACH-000699,-0.8013805536367585
ACH-000701,-0.8694209927525939
ACH-000706,-0.7391832535074592
ACH-000711,-0.7258002459114256
ACH-000713,-0.7319798204619721
ACH-000714,-0.7179788483131619
ACH-000718,-0.7601688507924256
ACH-000720,-0.7475277739294717
ACH-000721,-0.8574806365596279
ACH-000724,-1.0356838071771153
ACH-000725,-0.6806086662488385
ACH-000732,-0.8190678795517479
ACH-000734,-0.6239219404230254
ACH-000735,-0.5745355185700493
ACH-000736,-0.6762066981441134
ACH-000738,-0.6695391534009475
ACH-000746,-0.7581375042198258
ACH-000747,-0.6526343893439442
ACH-000748,-0.8227669193975653
ACH-000753,-0.8397512324791514
ACH-000756,-0.6393898610246384
ACH-000757,-0.8067082206926549
ACH-000758,-0.6220785994050556
ACH-000760,-0.6018872574699207
ACH-000762,-0.7207382385997174
ACH-000763,-1.1615220071327197
ACH-000764,-1.113564316219488
ACH-000765,-0.7616948503874377
ACH-000766,-0.6998993423012413
ACH-000767,-0.7180536951378036
ACH-000768,-0.6220545712165347
ACH-000769,-0.5346039684201676
ACH-000770,-0.7639132183468194
ACH-000771,-0.6800780005622266
ACH-000773,-0.7404388293459407
ACH-000776,-0.7081783793775694
ACH-000777,-0.7833480714162242
ACH-000778,-0.8404790804655236
ACH-000781,-0.8024812205360097
ACH-000782,-0.9394536339091104
ACH-000783,-1.0380766553966276
ACH-000784,-0.5908548689833503
ACH-000785,-0.7784658265551763
ACH-000787,-0.6129035601394474
ACH-000788,-0.6366546545322179
ACH-000791,-0.9669489687267268
ACH-000792,-0.6936856842770399
ACH-000794,-0.8660953969277624
ACH-000796,-0.7511703749513317
ACH-000798,-0.6769685358427545
ACH-000799,-0.5851544510038595
ACH-000800,-0.4600175644751502
ACH-000802,-0.93784468226984
ACH-000804,-0.7632704561919462
ACH-000805,-0.7628296344116052
ACH-000809,-0.8505689472556196
ACH-000810,-0.9384847785171
ACH-000811,-0.7932106333272964
ACH-000817,-0.8648074190459958
ACH-000819,-0.7090394647165849
ACH-000820,0.08699367951205743
ACH-000821,-1.048467844261976
ACH-000822,-0.7374241591696064
ACH-000823,-0.6602084700259351
ACH-000824,-0.8268156466280576
ACH-000827,-0.6450384474854648
ACH-000829,-0.6741286585949504
ACH-000831,-0.7370628758341707
ACH-000832,-0.5015257884704688
ACH-000833,-0.6783577090757043
ACH-000834,-0.7079191344536725
ACH-000835,-0.7663585855203091
ACH-000836,-0.3001477002630314
ACH-000837,-0.5117101825000346
ACH-000838,-0.7716283358623011
ACH-000839,-0.923235068193082
ACH-000840,-0.9702119768940148
ACH-000841,-0.8947700031484179
ACH-000843,-1.0074481783220193
ACH-000846,-0.8503125734673139
ACH-000847,-0.5669637734596951
ACH-000848,-0.543385766912498
ACH-000849,-0.7265565474667712
ACH-000851,-0.7287521368890432
ACH-000855,-0.8440606824703001
ACH-000856,-0.7781451047106741
ACH-000858,-0.6736647455113721
ACH-000859,-0.7984024707098983
ACH-000861,-0.6537030531000162
ACH-000862,-0.7821053865770682
ACH-000865,-0.724498720442563
ACH-000866,-0.8176882565483273
ACH-000867,-0.857923386272006
ACH-000869,-0.7602205358438983
ACH-000872,-0.7787777073060748
ACH-000873,-0.8357381470607972
ACH-000876,-0.760826011172265
ACH-000878,-0.8400837589109219
ACH-000880,-0.7768785088561806
ACH-000881,-0.948533615640662
ACH-000882,-0.8793658798088856
ACH-000884,-0.6800686978675513
ACH-000885,-0.6749965951343433
ACH-000887,-0.6805869483483414
ACH-000889,-0.9134290503737736
ACH-000896,-0.7147397804302325
ACH-000898,-0.5954671660340379
ACH-000900,-0.9852593219236324
ACH-000901,-0.7537427655880242
ACH-000905,-0.8151937467887829
ACH-000906,-0.5376992031748832
ACH-000907,-0.8061628543121111
ACH-000910,-0.8900977350269161
ACH-000911,-0.8349006216196289
ACH-000912,-0.709815616545297
ACH-000913,-0.7139786943049741
ACH-000915,-0.4080938213145433
ACH-000916,-0.9257882316657664
ACH-000917,-0.7071468641751908
ACH-000920,-1.3831427576211035
ACH-000921,-0.4680782647509822
ACH-000924,-0.5177831689950216
ACH-000926,-0.8783368655035005
ACH-000928,-0.5327252297969669
ACH-000929,-0.8152442864782609
ACH-000932,-0.8441383047720407
ACH-000935,-0.6050320027320675
ACH-000936,-0.8558983483827772
ACH-000937,-0.9132723338724144
ACH-000938,-0.7332985471576531
ACH-000939,-0.3936697569852887
ACH-000941,-0.8229241705212484
ACH-000943,-0.783789832667624
ACH-000946,-0.7966741618848522
ACH-000947,-0.8513562546007042
ACH-000948,-0.8292341607365855
ACH-000950,-0.783289129298922
ACH-000953,-0.8862469731125171
ACH-000954,-0.4244017264610088
ACH-000957,-0.6457339370304567
ACH-000958,-0.9209116062264018
ACH-000960,-1.0511551082228985
ACH-000963,-0.3932518663206121
ACH-000968,-0.8103727208062114
ACH-000969,-0.8403982372911607
ACH-000972,-0.5842060192927321
ACH-000973,-0.8922074299342928
ACH-000974,-0.8193816016411629
ACH-000978,-0.3616807677713545
ACH-000984,-0.7177044106848113
ACH-000986,-0.7433007204251044
ACH-000988,-0.8334671639611524
ACH-000993,-0.9687006047513149
ACH-000994,-0.8886129629891081
ACH-000996,-0.9057183096253586
ACH-001001,-0.5297433946818821
ACH-001020,-0.4165387816803964
ACH-001028,-0.7241244295600363
ACH-001031,-0.6485374686758982
ACH-001038,-0.6527777369542841
ACH-001048,-0.7755677480344311
ACH-001050,-0.5868210764293718
ACH-001053,-0.9534759743839776
ACH-001054,-0.6507699276738229
ACH-001061,-0.7556510317369187
ACH-001067,-0.5583196183513073
ACH-001075,-0.8353281598771229
ACH-001096,-0.5652246789131432
ACH-001111,-0.9121681520961294
ACH-001119,-0.7172862114732436
ACH-001128,0.17221125888222585
ACH-001134,-0.6825376557200559
ACH-001151,-0.7314213191251769
ACH-001163,-0.6895572540327644
ACH-001164,-0.5449191861115408
ACH-001183,-0.7122831130454906
ACH-001192,-0.711413200126746
ACH-001193,-0.6905533938346418
ACH-001196,-0.6614167271007606
ACH-001197,-0.8530336726944276
ACH-001205,-1.0725091312612942
ACH-001211,-0.6937498215905574
ACH-001212,-0.7860579946590618
ACH-001228,-1.061202596325793
ACH-001232,-0.7039449134533825
ACH-001239,-0.8134068563004649
ACH-001270,-0.6125218789574027
ACH-001274,-0.9256052768708609
ACH-001275,-0.9222139038366909
ACH-001277,-0.6556691736966459
ACH-001278,-0.879650016088796
ACH-001280,-0.7512192911253999
ACH-001283,-0.7613142829356362
ACH-001289,-0.7867175270393623
ACH-001300,-0.8416147796925961
ACH-001301,-0.8968496861585845
ACH-001302,-0.7298987834954581
ACH-001306,-0.6167328935714381
ACH-001318,-0.7533359930356821
ACH-001322,-0.6710586783994017
ACH-001328,-0.8574581243630851
ACH-001332,-0.6703276182208671
ACH-001336,-0.6967283011323883
ACH-001346,-0.7293959348626112
ACH-001353,-0.7490690432550821
ACH-001354,-0.7345563521813304
ACH-001367,-0.26426841960151304
ACH-001368,-0.73325400894031
ACH-001374,-0.8979405411666522
ACH-001377,-0.7874542607416576
ACH-001380,-0.6519541837472609
ACH-001391,-0.5617329978500085
ACH-001408,-0.9063563083876156
ACH-001430,-0.6098853737041962
ACH-001431,-0.8423414372356507
ACH-001450,-0.7217702080892258
ACH-001496,-0.3884748803056283
ACH-001500,-0.5507469618991077
ACH-001523,-0.7427461405382333
ACH-001532,-0.8461617604038103
ACH-001550,-0.5330282529868797
ACH-001552,-0.7449381686530033
ACH-001554,-0.7228759875798614
ACH-001654,-0.8875972315484397
ACH-001735,-0.8884107741611412
ACH-001736,-0.670049702729264
ACH-001737,-1.4553329801772077
ACH-001740,-0.7578124637528559
ACH-001745,-0.7828057698925395
ACH-001765,-0.7169769872568231
