,M6PR (4074)
ACH-000004,-0.03038870186405158
ACH-000005,-0.5258904671619253
ACH-000007,-0.07496226742300488
ACH-000009,-0.06029442584914381
ACH-000011,0.026356180855625272
ACH-000012,0.1431770529080194
ACH-000013,0.02361993409722444
ACH-000014,-0.17815978787950246
ACH-000015,0.023822713846955626
ACH-000017,-0.14590543030782852
ACH-000018,0.03407493402957445
ACH-000019,0.11350774221051438
ACH-000021,-0.029277085754986363
ACH-000022,-0.05585256294250166
ACH-000025,-0.011595706354824013
ACH-000028,0.06589148195783863
ACH-000030,-0.02482128264354746
ACH-000035,0.06519676715130361
ACH-000036,-0.08348963005002888
ACH-000037,-0.08797163170139709
ACH-000039,-0.1534457549275655
ACH-000040,0.0099204757326766
ACH-000041,-0.23233050769623695
ACH-000042,-0.13109926182504278
ACH-000045,-0.11877544565616235
ACH-000047,-0.01387128298669378
ACH-000052,-0.09458239091601724
ACH-000053,-0.10907361988871864
ACH-000054,-0.14344298797909574
ACH-000055,-0.14197121942627572
ACH-000060,-0.14205425314387746
ACH-000067,-0.019878200386653156
ACH-000070,-0.1421834894783149
ACH-000075,0.21218936974710934
ACH-000078,0.03845509616690824
ACH-000082,-0.055246013589790574
ACH-000085,-0.17173999981522992
ACH-000086,0.1392045413267752
ACH-000087,-0.06904439343475778
ACH-000092,-0.0587747209219459
ACH-000095,-0.10693531371288947
ACH-000097,-0.0754236454382057
ACH-000098,0.0496132961689883
ACH-000099,0.0027249354418592995
ACH-000108,-0.0747525794736814
ACH-000113,-0.014022579939470836
ACH-000116,0.007730659050147119
ACH-000118,-0.1284605366765623
ACH-000120,-0.05281758993365163
ACH-000123,-0.11711575041286278
ACH-000127,-0.04459496635895999
ACH-000128,0.14097922276519992
ACH-000132,0.016741654319731656
ACH-000133,-0.10600446509668687
ACH-000137,-0.05453357524400454
ACH-000138,-0.08733725652871588
ACH-000142,-0.18325040220479466
ACH-000143,-0.10214349361778367
ACH-000146,-0.13360148820372675
ACH-000148,-0.010868836830606807
ACH-000150,-0.10512626383350587
ACH-000152,-0.11976332313565545
ACH-000153,-0.008123810618521216
ACH-000159,-0.08799362924639845
ACH-000160,-0.18330378482113147
ACH-000163,0.06177999668150441
ACH-000167,0.12428127536793385
ACH-000168,-0.023561462491990683
ACH-000169,0.10605588785543543
ACH-000178,-0.02498380712550722
ACH-000183,0.002353182561967155
ACH-000188,0.0037110911665100116
ACH-000189,0.05702960689273085
ACH-000190,0.16693184233310868
ACH-000198,-0.042163712752818897
ACH-000203,0.251458640455907
ACH-000204,0.07285344146464856
ACH-000206,-0.07277072083312087
ACH-000207,0.008061455202337529
ACH-000208,-0.0791474905186817
ACH-000210,0.18386360914747688
ACH-000211,-0.104761630541441
ACH-000215,-0.03512222447764998
ACH-000221,0.04066490079521789
ACH-000222,-0.14610236377642444
ACH-000223,0.059762455280716414
ACH-000226,-0.03944401204378736
ACH-000227,0.02505244273569552
ACH-000228,-0.10295095233778648
ACH-000231,-0.0572467191692625
ACH-000232,-0.044913890220804144
ACH-000233,-0.124113975608762
ACH-000234,-0.12030498870876387
ACH-000235,-0.10145800927736916
ACH-000237,0.0065651127970887384
ACH-000238,0.013538034303986582
ACH-000242,0.20659518062481447
ACH-000243,-0.004235982117192879
ACH-000244,0.05034619234134244
ACH-000246,0.10386959091582057
ACH-000248,-0.0014979154550383872
ACH-000250,-0.03841432277330729
ACH-000251,-0.13427450850335493
ACH-000252,-0.21290135436980934
ACH-000253,-0.09730765501968648
ACH-000255,-0.17666660422830038
ACH-000256,-0.15161667299227602
ACH-000257,0.024025858020241403
ACH-000258,-0.13837265708096225
ACH-000259,-0.07659909384026896
ACH-000260,-0.007975029478434231
ACH-000261,-0.020200528079619643
ACH-000262,-0.06986569099494316
ACH-000263,-0.2818147255236008
ACH-000264,-0.054630915011746106
ACH-000265,0.1093915256504394
ACH-000266,-0.057414529837200634
ACH-000272,0.051739711078695835
ACH-000274,-0.13450669064058748
ACH-000277,-0.08653783254903565
ACH-000278,-0.09193609274199543
ACH-000279,-0.04814494056377629
ACH-000280,-0.05871495497287954
ACH-000281,-0.06800751385101447
ACH-000288,-0.06641528702394818
ACH-000291,0.059496309435815374
ACH-000293,-0.04396230441614548
ACH-000294,-0.0070478009030124624
ACH-000295,-0.13965899611177005
ACH-000296,0.04323580475246645
ACH-000302,-0.06404977358490532
ACH-000304,0.3709563321213214
ACH-000307,-0.05397983408977485
ACH-000308,-0.15674085076592487
ACH-000310,-0.1987730945106657
ACH-000311,-0.10871410586110383
ACH-000312,-0.0955593485428707
ACH-000315,-0.05954678100267152
ACH-000316,-0.01935986699265521
ACH-000317,-0.12539171517467051
ACH-000318,0.015488729602087662
ACH-000319,0.0602426753538084
ACH-000320,0.044487662783855735
ACH-000322,-0.012458787396224255
ACH-000323,-0.03867893671773005
ACH-000324,-0.03783448395888541
ACH-000329,-0.06983485429648084
ACH-000330,0.035188877209880384
ACH-000331,-0.21739435911451369
ACH-000332,-0.07825676883540474
ACH-000334,0.176426268998744
ACH-000335,-0.2076966814792673
ACH-000336,0.17245387070612575
ACH-000337,-0.045359488484005735
ACH-000338,-0.20760922327062867
ACH-000339,0.05973484399972375
ACH-000341,0.09890464092078828
ACH-000348,-0.041375348407022235
ACH-000350,-0.2185062410922428
ACH-000352,-0.009272004251945049
ACH-000356,-0.009691100885287636
ACH-000361,0.10723983140271234
ACH-000362,-0.08908225132872899
ACH-000363,-0.059757069252755125
ACH-000364,-0.16499589080255544
ACH-000365,-0.06104834620678316
ACH-000366,-0.08725569852710023
ACH-000368,-0.07420007665040004
ACH-000374,-0.02923442242193082
ACH-000375,0.16926090573780925
ACH-000376,-0.17831789336102835
ACH-000381,-0.07836713532715048
ACH-000383,-0.03561674988816565
ACH-000387,-0.0231810878109301
ACH-000389,-0.14442372955558214
ACH-000390,-0.11748621547855148
ACH-000393,-0.03962232465626559
ACH-000395,-0.08948513897388913
ACH-000396,0.25667743522125464
ACH-000397,-0.18228247575710016
ACH-000401,-0.08224794631981631
ACH-000402,-0.08683534966302303
ACH-000403,-0.026840949577951512
ACH-000404,-0.023296219803737663
ACH-000406,-0.11211472729201603
ACH-000407,-0.04797841083546206
ACH-000408,0.02749545099076588
ACH-000410,-0.08792921450296468
ACH-000411,-0.1325166821509456
ACH-000414,-0.11801684849333065
ACH-000415,-0.04875776092094335
ACH-000416,-0.0417675772725507
ACH-000420,-0.1507710664425536
ACH-000421,-0.06562627350703726
ACH-000424,-0.012272691257174465
ACH-000425,-0.07403003534195582
ACH-000426,-0.08826393054756543
ACH-000427,0.0686336312824088
ACH-000433,-0.07413407128743676
ACH-000435,0.18284182985023345
ACH-000436,0.012096091758314095
ACH-000444,-0.039463061752329116
ACH-000445,-0.1077098098412716
ACH-000448,-0.07353576180841344
ACH-000450,-0.13264263322003175
ACH-000452,-0.07109212297662007
ACH-000454,-0.03727703827128125
ACH-000458,-0.02002115831020912
ACH-000459,0.1594802106081115
ACH-000460,-0.02367312410979951
ACH-000461,0.11292173558088266
ACH-000463,-0.0742204226547695
ACH-000464,-0.18760891293047505
ACH-000466,-0.08694956752003845
ACH-000467,0.000530748281678788
ACH-000468,-0.02051214130947264
ACH-000469,0.09505236498462526
ACH-000470,0.03681972323243262
ACH-000471,-0.02952875511744487
ACH-000472,-0.05937571559682722
ACH-000473,0.012811105246765618
ACH-000475,0.005012064366243429
ACH-000476,-0.13046075844986535
ACH-000477,-0.1231767158703731
ACH-000479,-0.0983988530275436
ACH-000480,-0.09459359056816163
ACH-000481,0.0009868652207757574
ACH-000483,-0.02715348117614201
ACH-000484,0.003343434647887862
ACH-000485,0.029920984769823127
ACH-000486,-0.06859856186912784
ACH-000487,0.031453507519526115
ACH-000488,0.035347892297400166
ACH-000490,0.01055724841075002
ACH-000491,0.0655800420903775
ACH-000495,-0.06948053840321028
ACH-000496,0.033841502635869894
ACH-000499,0.0011277932622523526
ACH-000500,-0.5056382725906845
ACH-000502,-0.005586441097702104
ACH-000503,-0.0572952881800698
ACH-000505,-0.0379918163098878
ACH-000507,-0.0531554531225665
ACH-000510,-0.02566632041720112
ACH-000511,-0.08472333451102779
ACH-000512,0.0958251258402278
ACH-000516,-0.030837181874199694
ACH-000517,-0.141579496923542
ACH-000518,-0.07688518322127089
ACH-000520,-0.0036112459993806463
ACH-000521,0.006170905660384518
ACH-000522,-0.050110905855652976
ACH-000524,-0.12697396681227974
ACH-000527,-0.056915184161257085
ACH-000528,-0.05935466415692212
ACH-000537,-0.04279337840428941
ACH-000541,-0.3726370925513479
ACH-000542,-0.09358160682603106
ACH-000544,0.035962155944087755
ACH-000545,-0.13323371434468312
ACH-000547,-0.15169039739163576
ACH-000548,-0.2832616532381574
ACH-000549,-0.032498490395208385
ACH-000550,-0.23093016356199605
ACH-000552,0.10499009500675864
ACH-000556,-0.029309570522658375
ACH-000557,-0.1510717093352675
ACH-000569,0.1841846038573328
ACH-000570,-0.09285223212443999
