,TSPAN3 (10099)
ACH-000004,0.06364734557084673
ACH-000005,0.4049741917747142
ACH-000007,0.11639511371052362
ACH-000009,0.1231594789803736
ACH-000011,0.1816042397064956
ACH-000012,0.16097228058628368
ACH-000013,0.1885664865018319
ACH-000014,0.1158728602984672
ACH-000015,0.08084440747025698
ACH-000017,-0.01890221901621241
ACH-000018,-0.045030151368071376
ACH-000019,0.07351858807870937
ACH-000021,0.1591799964126852
ACH-000022,0.02103970115145569
ACH-000025,-0.05887527578170956
ACH-000028,-0.016157207449974766
ACH-000030,0.06476560800454363
ACH-000035,0.07230763239031321
ACH-000036,0.07913666436082728
ACH-000037,-0.007972526436028608
ACH-000039,-0.0947659267628952
ACH-000040,0.0397496189929009
ACH-000041,0.16203048967982428
ACH-000042,0.11130893164249847
ACH-000045,0.20136785738512766
ACH-000047,0.047853499611046915
ACH-000052,0.16887004143401066
ACH-000053,0.12259831141511725
ACH-000054,-0.04098769714468098
ACH-000055,-0.009129918750704315
ACH-000060,0.08431002093710667
ACH-000067,0.09435980721431698
ACH-000070,0.12224996082440537
ACH-000075,-0.06442960346677591
ACH-000078,0.1257038977435566
ACH-000082,0.0732298248974921
ACH-000085,0.0999221736415781
ACH-000086,0.09610548024340043
ACH-000087,0.10736551142200593
ACH-000092,0.03785739957657256
ACH-000095,0.10507471090514882
ACH-000097,0.07560765218444149
ACH-000098,0.0009872652292799368
ACH-000099,0.06670256511005934
ACH-000108,0.06565543818662455
ACH-000113,0.08931623195530845
ACH-000116,0.14321096595894514
ACH-000118,0.05154728586229343
ACH-000120,-0.020392566964279383
ACH-000123,0.04625232949497074
ACH-000127,-0.03722971429889636
ACH-000128,0.15566069973303706
ACH-000132,0.1093854826232812
ACH-000133,0.014231537138664553
ACH-000137,0.07119702111245295
ACH-000138,0.08055039189123346
ACH-000142,0.21041380758792189
ACH-000143,0.0972483086630162
ACH-000146,0.061243894709084035
ACH-000148,0.12118968742937257
ACH-000150,0.1680466528981131
ACH-000152,0.12233755068323544
ACH-000153,0.34089449331862826
ACH-000159,-0.00040038370384849314
ACH-000160,0.0944691880960829
ACH-000163,0.17613880591083134
ACH-000167,0.05899460270470515
ACH-000168,0.19303989435478155
ACH-000169,0.2325880405626195
ACH-000178,0.15547139885152966
ACH-000183,0.0049430306782772175
ACH-000188,0.12796272288334865
ACH-000189,0.10832943658923608
ACH-000190,0.17704858391169573
ACH-000198,0.08715357416280707
ACH-000203,-0.11194408167249092
ACH-000204,0.011373840146754523
ACH-000206,0.0428304159810618
ACH-000207,0.09471322477236152
ACH-000208,0.1131875267947362
ACH-000210,0.24011715629972366
