,GSDMB (55876)
ACH-000004,-0.10510903369470256
ACH-000005,-0.2815751508416421
ACH-000007,-0.028046542164979395
ACH-000009,-0.2763614375230253
ACH-000011,-0.0576855065822762
ACH-000012,-0.3344205311645653
ACH-000013,-0.2168088240855095
ACH-000014,-0.11106784240822176
ACH-000015,-0.16552665516793133
ACH-000017,-0.5251103000258642
ACH-000018,0.033647193367861296
ACH-000019,-0.13201955043017155
ACH-000021,-0.3208481767655191
ACH-000022,-0.14827903619462174
ACH-000025,0.032298534852605865
ACH-000028,-0.2283150640695491
ACH-000030,-0.17755780277285388
ACH-000035,-0.1849531147240474
ACH-000036,-0.1028144536707786
ACH-000037,0.09174197560444512
ACH-000039,-0.19286661013836864
ACH-000040,-0.13902320387420458
ACH-000041,-0.12106775232512568
ACH-000042,-0.13541006903285194
ACH-000045,-0.16907352503314185
ACH-000047,-0.1670061937982726
ACH-000052,-0.06665690316112527
ACH-000053,-0.2794538678785769
ACH-000054,-0.17224046887915584
ACH-000055,-0.13102249608732444
ACH-000060,-0.16963707902252562
ACH-000067,-0.2256059112175741
ACH-000070,-0.07627060995628397
ACH-000075,-0.2933562350905357
ACH-000078,-0.2822832489286238
ACH-000082,-0.14942555736607818
ACH-000085,-0.23964653201911784
ACH-000086,-0.05176870894451823
ACH-000087,-0.07362465819647321
ACH-000092,-0.07009994138085815
ACH-000095,-0.2473645643095724
ACH-000097,-0.05569340210854986
ACH-000098,-0.2538053302741464
ACH-000099,-0.246775865765064
ACH-000108,-0.19037636907982347
ACH-000113,-0.019859414002835068
ACH-000116,-0.1824176325184866
ACH-000118,-0.2764208991819061
ACH-000120,-0.18517246442506805
ACH-000123,-0.08377320535103464
ACH-000127,-0.2381140118815268
ACH-000128,-0.13900431896570814
ACH-000132,-0.2454970144622396
ACH-000133,-0.16806943581386966
ACH-000137,-0.27391518724368275
ACH-000138,-0.4000492174333916
ACH-000142,-0.4598419968776594
ACH-000143,0.13432756262718756
ACH-000146,-0.16931198358184027
ACH-000148,-0.1516196585667642
ACH-000150,-0.2314429670635676
ACH-000152,-0.19328459530746775
ACH-000153,-0.2079071418832676
ACH-000159,-0.11838896904767808
ACH-000160,-0.32450776277230925
ACH-000163,-0.2590356862406861
ACH-000167,-0.3122820422965202
ACH-000168,-0.33673722115693505
ACH-000169,-0.10443934861689458
ACH-000178,-0.19792336556688686
ACH-000183,-0.4171342666963044
ACH-000188,-0.2562743161500308
ACH-000189,0.028523508716059024
ACH-000190,-0.15043284667865695
ACH-000198,-0.29176607513008435
ACH-000203,0.18209460799937874
ACH-000204,-0.2365294315745464
ACH-000206,0.007020552154608755
ACH-000207,-0.15360589055299242
ACH-000208,0.03135660668833479
ACH-000210,-0.040328518718140534
ACH-000211,-0.1988684177522028
ACH-000215,-0.1728478279596899
ACH-000221,-0.20059306892333745
ACH-000222,-0.22180080930288104
ACH-000223,0.022239130547926436
ACH-000226,-0.3303322790722854
ACH-000227,-0.15444810037723222
ACH-000228,-0.3593178877854226
ACH-000231,-0.2462624129440224
ACH-000232,-0.08916241816210363
ACH-000233,-0.12870255844123665
ACH-000234,-0.06445412128192403
ACH-000235,-0.14851769692401204
ACH-000237,-0.24263100867046944
ACH-000238,-0.3130232539348674
ACH-000242,-0.2795193078149463
ACH-000243,-0.365989084103122
ACH-000244,0.13327540612331668
ACH-000246,-0.06965428969871695
ACH-000248,-0.5194375607902807
ACH-000250,-0.16058890631431882
ACH-000251,-0.11735378498330365
ACH-000252,0.14552792904221765
ACH-000253,-0.2608357670686029
ACH-000255,-0.3556780092510265
ACH-000256,-0.10757832725880304
ACH-000257,0.03854466115625825
ACH-000258,-0.09504734668179853
ACH-000259,-0.23628315115439524
ACH-000260,-0.2314259154631305
ACH-000261,-0.13510870637951547
ACH-000262,-0.19983966392866276
ACH-000263,-0.12326040695790112
ACH-000264,-0.14957784972469373
ACH-000265,-0.11225260545840897
ACH-000266,-0.13385255785288727
ACH-000272,-0.0810988634966405
ACH-000274,-0.2394483221472082
ACH-000277,-0.007960126773819404
ACH-000278,-0.16173782619253085
ACH-000279,-0.20169246221048345
ACH-000280,-0.1712806190939745
ACH-000281,-0.07470866667577666
ACH-000288,-0.27857722368373106
ACH-000291,-0.12435995993924187
ACH-000293,-0.0970269202970731
ACH-000294,-0.12462915778372476
ACH-000295,-0.2611361696893804
ACH-000296,-0.06840382186372879
ACH-000302,-0.18841263440325312
ACH-000304,-0.3207300126569531
ACH-000307,-0.10314774235438907
ACH-000308,-0.2129799256544356
ACH-000310,-0.039102649883306105
ACH-000311,-0.03470324639902297
ACH-000312,-0.3109715661737967
ACH-000315,0.10764222420814754
ACH-000316,-0.12273523468457967
ACH-000317,-0.22251103898076985
ACH-000318,-0.18977744877560854
ACH-000319,-0.11278464810095168
ACH-000320,-0.012131022039618949
ACH-000322,-0.219540565616454
ACH-000323,-0.3287197853680302
ACH-000324,-0.18728817704829007
ACH-000329,-0.09156744189165747
ACH-000330,-0.3746100356524549
ACH-000331,-0.18046945884172047
ACH-000332,-0.12768330480496945
ACH-000334,-0.04741894157015438
ACH-000335,-0.01478449550770105
ACH-000336,-0.1811439873204244
ACH-000337,-0.3480151456636981
ACH-000338,-0.4369475931644202
ACH-000339,-0.19394172121866515
ACH-000341,-0.14453476781841504
ACH-000348,-0.20471223994276755
ACH-000350,-0.17531306526515986
ACH-000352,-0.07553810075146243
ACH-000356,-0.12549566523095612
ACH-000361,-0.35066629505335123
ACH-000362,-0.11654508843485499
ACH-000363,-0.15540092078558634
ACH-000364,-0.12319153692289185
ACH-000365,-0.19433995731990605
ACH-000366,-0.12078549392171185
ACH-000368,-0.2134893732419744
ACH-000374,-0.21827384640814826
ACH-000375,-0.02746393102024789
ACH-000376,-0.0981665905738683
ACH-000381,-0.06247711981929
ACH-000383,-0.3618865497071445
ACH-000387,-0.115668671703927
ACH-000389,-0.15908144721674167
ACH-000390,-0.2408733031425115
ACH-000393,-0.08550504714311151
ACH-000395,-0.1918555423013132
ACH-000396,-0.4764558764958517
ACH-000397,-0.12184487399842228
ACH-000401,-0.2156723798611828
ACH-000402,-0.18057205431791934
ACH-000403,-0.15573188563267212
ACH-000404,-0.1928369921188928
ACH-000406,-0.21410042223201606
ACH-000407,-0.11314676778759328
ACH-000408,-0.30994161372176443
ACH-000410,-0.21569228765820211
ACH-000411,-0.2105772080861273
ACH-000414,-0.14251023366932508
ACH-000415,-0.3017968738576037
ACH-000416,-0.26192446642752937
ACH-000420,-0.005074469660211043
ACH-000421,-0.1967863249377629
ACH-000424,-0.2632357814911657
ACH-000425,-0.17193178309447454
ACH-000426,-0.0982383824682237
ACH-000427,-0.7723733973067144
ACH-000433,-0.21054796469341536
ACH-000435,-0.6417712261456925
ACH-000436,-0.11794159721123428
ACH-000444,-0.2451272251292833
ACH-000445,-0.019385754423403862
ACH-000448,-0.1675702089623369
ACH-000450,-0.2634348352744043
ACH-000452,-0.17983778570667827
ACH-000454,-0.016782718388446933
ACH-000458,-0.2946579036497669
ACH-000459,-0.18389642152215066
ACH-000460,-0.21505013112520732
ACH-000461,-0.14070045928400224
ACH-000463,-0.3279473078949889
ACH-000464,-0.1134003107407484
ACH-000466,-0.5465071666037842
ACH-000467,-0.2315301255928515
ACH-000468,-0.21335328339914225
ACH-000469,-0.19763900843832974
ACH-000470,-0.20027356429127624
ACH-000471,-0.06791001364952205
ACH-000472,-0.17707169956830388
ACH-000473,-0.18289848584751173
ACH-000475,-0.19421061024539352
ACH-000476,-0.19452412107335315
ACH-000477,-0.25295425553856515
ACH-000479,-0.19283909973496569
ACH-000480,-0.31616726798943684
ACH-000481,0.024153311290412836
ACH-000483,-0.16741960808785872
ACH-000484,-0.1767587836315457
ACH-000485,-0.07540930598466412
ACH-000486,-0.15687833463410042
ACH-000487,-0.07596443659365655
ACH-000488,-0.18310712492120948
ACH-000490,-0.14127406677568466
ACH-000491,-0.15021121030647816
ACH-000495,-0.08701584153772482
ACH-000496,-0.08860047660328149
ACH-000499,-0.09323730232779708
ACH-000500,-0.05795078125566605
ACH-000502,-0.249741470677014
ACH-000503,0.21975051936733028
ACH-000505,-0.20938684699174728
ACH-000507,-0.3347455488091245
ACH-000510,-0.10023691567398252
ACH-000511,-0.10556734484464184
ACH-000512,0.059690928410495864
ACH-000516,-0.2000635227759801
ACH-000517,-0.17328203343278514
ACH-000518,-0.16378262379950745
ACH-000520,-0.16992665726711534
ACH-000521,-0.4624874189284937
ACH-000522,-0.12003239470894272
ACH-000524,-0.14207550610068728
ACH-000527,-0.1709621619377092
ACH-000528,-0.08566411043354975
ACH-000537,-0.10723575784999728
ACH-000541,-0.034391067725687154
ACH-000542,-0.08069892111298499
ACH-000544,-0.2625798311614401
ACH-000545,-0.1396939347153343
ACH-000547,-0.03416633508365458
ACH-000548,-0.2040161403587188
ACH-000549,-0.1551320156641163
ACH-000550,-0.2372087527445884
ACH-000552,-0.25346573183280763
ACH-000556,-0.3188969170800152
ACH-000557,-0.09546044835271432
ACH-000569,-0.0878254534027436
ACH-000570,-0.26287412047181485
ACH-000571,-0.1500454648430814
ACH-000573,-0.07439306513771761
ACH-000576,-0.1630235565684054
ACH-000579,-0.21744364622734988
ACH-000580,-0.3387693660694266
ACH-000584,-0.25080860210709344
ACH-000585,-0.0641001813266149
ACH-000588,-0.2988305819098309
ACH-000589,-0.1416497106185332
ACH-000591,-0.1212227319330944
ACH-000593,-0.2395591594345174
ACH-000600,-0.3185914509800085
ACH-000601,-0.23705008840887098
ACH-000605,-0.2207523801449745
ACH-000606,-0.13641610764929066
ACH-000608,-0.19210752497514247
ACH-000614,-0.048492214900574364
ACH-000616,-0.21854055291580046
ACH-000618,-0.2460933187328056
ACH-000619,-0.22332298443505336
ACH-000620,-0.11123317541375036
ACH-000621,-0.11686681806790955
ACH-000622,-0.1455164624174789
ACH-000623,-0.2357090432339337
ACH-000624,-0.16381314929999574
ACH-000627,-0.15504454563147727
ACH-000630,-0.12151375715524684
ACH-000631,-0.4569717413495385
ACH-000632,-0.1455869356459631
ACH-000633,-0.06462609968538592
ACH-000637,-0.12782349911952945
ACH-000638,-0.10457496201346148
ACH-000646,-0.27711519632268
ACH-000647,-0.25788236644360474
ACH-000648,-0.07254832700303078
ACH-000649,-0.0884884290157664
