,KEL (3792)
ACH-000004,0.06305478395330899
ACH-000005,0.16213496166728525
ACH-000007,0.20717124720783955
ACH-000009,0.02643212579690866
ACH-000011,0.2655524881871247
ACH-000012,0.13654370067287672
ACH-000013,0.10577446470577632
ACH-000014,-0.18356421356747699
ACH-000015,0.2310559653204941
ACH-000017,0.1822044708551653
ACH-000018,-0.08573919415105834
ACH-000019,0.23820508388559666
ACH-000021,-0.08748863408068071
ACH-000022,-0.002644649498324318
ACH-000025,0.3062527367047474
ACH-000028,0.2870209771743191
ACH-000030,0.2613137892329856
ACH-000035,0.0862340784174461
ACH-000036,0.19946319377169228
ACH-000037,0.0297401204542635
ACH-000039,0.06476572763849822
ACH-000040,0.11909248501393553
ACH-000041,0.06215796040833872
ACH-000042,0.14179243908773242
ACH-000045,0.06889733655619687
ACH-000047,0.05476591021558421
ACH-000052,0.23005870595435926
ACH-000053,0.13839485619436626
ACH-000054,0.17090346217884686
ACH-000055,0.1905213861952028
ACH-000060,0.05183478903184476
ACH-000067,0.20997253895421136
ACH-000070,0.05566498781089848
ACH-000075,0.0374991632264821
ACH-000078,0.17150769936879778
ACH-000082,0.06966844848648046
ACH-000085,0.2432519886945657
ACH-000086,0.2526431236010262
ACH-000087,-0.033209078114878166
ACH-000092,0.2776830605057522
ACH-000095,0.1054142793965594
ACH-000097,0.1805851296807739
ACH-000098,0.15877877974671814
ACH-000099,0.16411129954469733
ACH-000108,0.1973693506816137
ACH-000113,0.09559106846313688
ACH-000116,0.18827456185194574
ACH-000118,0.16374012840538715
ACH-000120,0.1189199854447032
ACH-000123,0.11759356597999493
ACH-000127,0.16528199315246547
ACH-000128,0.1185278459893752
ACH-000132,0.0344286151987098
ACH-000133,0.09659836764813724
ACH-000137,0.18465708936305567
ACH-000138,0.13538142877906
ACH-000142,0.12808311484090829
ACH-000143,0.1937829991597393
ACH-000146,0.11423124247242687
ACH-000148,0.1253577346199894
ACH-000150,0.2032243653975688
ACH-000152,0.15739891808692166
ACH-000153,0.21841625655010907
ACH-000159,0.07953073552972012
ACH-000160,0.3087347029451417
ACH-000163,0.11511847294001465
ACH-000167,0.04558029289820621
ACH-000168,-0.0009441916943816336
ACH-000169,0.17931777642201127
ACH-000178,0.16439995949664876
ACH-000183,-0.0333665075832709
