,COPG1 (22820)
ACH-000004,-1.185442682959568
ACH-000005,-0.9411675530760776
ACH-000007,-1.4594634346637294
ACH-000009,-1.3238687728716525
ACH-000011,-0.9915775650031476
ACH-000012,-1.2972637486957659
ACH-000013,-0.8437732370073882
ACH-000014,-1.2489617826055426
ACH-000015,-0.35839439910833565
ACH-000017,-1.315679432012785
ACH-000018,-1.1923622008050567
ACH-000019,-1.3071406000077015
ACH-000021,-0.982916534210438
ACH-000022,-1.2704568677439456
ACH-000025,-1.2662183450596316
ACH-000028,-1.2789241483441989
ACH-000030,-1.024522931661053
ACH-000035,-1.36930377619146
ACH-000036,-1.2300396955660098
ACH-000037,-0.7883318768994505
ACH-000039,-0.9050530791004046
ACH-000040,-1.0930798897221712
ACH-000041,-0.9054514241971744
ACH-000042,-0.476890796441145
ACH-000045,-0.6873945073971365
ACH-000047,-1.3001043143820985
ACH-000052,-1.0782235854182654
ACH-000053,-1.1285996292192635
ACH-000054,-1.1990718735632095
ACH-000055,-1.1219753982545693
ACH-000060,-1.2831165943998657
ACH-000067,-1.3474380905521877
ACH-000070,-1.1791546841028486
ACH-000075,-1.3922262280771935
ACH-000078,-0.43260656751204496
ACH-000082,-1.1581765858953093
ACH-000085,-1.3520261222409844
ACH-000086,-1.2652324012025098
ACH-000087,-1.084076560944466
ACH-000092,-0.9264739929832788
ACH-000095,-0.9899850450218838
ACH-000097,-1.3230599751533478
ACH-000098,-1.098907143508285
ACH-000099,-0.8451849933997587
ACH-000108,-1.2623169521333466
ACH-000113,-1.1578338611051715
ACH-000116,-1.3265296720990751
ACH-000118,-1.2621305446135382
ACH-000120,-1.2145201589537475
ACH-000123,-1.1785306153251591
ACH-000127,-1.3144806626514989
ACH-000128,-0.7305070771586338
ACH-000132,-1.2642468251133254
ACH-000133,-1.2313259494541495
ACH-000137,-1.3535579757413918
ACH-000138,-1.0142566147598822
ACH-000142,-1.1922120985547513
ACH-000143,-1.409007166735449
ACH-000146,-1.276090597501671
ACH-000148,-1.2891502999674824
ACH-000150,-0.8444691834362629
ACH-000152,-1.2747671851984783
ACH-000153,-1.4526258200156956
ACH-000159,-1.249644676408146
ACH-000160,-1.241860531323997
ACH-000163,-1.3063787512939786
ACH-000167,-2.1646239278229857
ACH-000168,-0.994565864211178
ACH-000169,-1.261162830809773
ACH-000178,-1.2003842184221514
ACH-000183,-1.4156341218788482
ACH-000188,-1.2463421291656254
ACH-000189,-1.1853586546247326
ACH-000190,-1.3338101122918329
ACH-000198,-0.7463256932297854
ACH-000203,-0.8512176511118541
ACH-000204,-1.1281941587646025
ACH-000206,-1.0305783195763347
ACH-000207,-1.2449326372595988
ACH-000208,-1.0498154264748083
ACH-000210,-1.1858930318537455
ACH-000211,-0.7139700433416355
ACH-000215,-1.0667328280178878
ACH-000221,-0.5712035714742612
ACH-000222,-1.4943466456788417
ACH-000223,-0.9672545259603912
ACH-000226,-0.9477867613076012
ACH-000227,-0.6535515106254647
ACH-000228,-1.3307318196669904
ACH-000231,-1.2084580891518029
ACH-000232,-0.7125336907737877
ACH-000233,-1.2782407470144672
ACH-000234,-1.4018609354122902
ACH-000235,-0.7445390853848547
ACH-000237,-1.2750164823002919
ACH-000238,-1.2766825243092013
ACH-000242,-0.6392074321921843
ACH-000243,-1.242235751892206
ACH-000244,-0.9702248573680672
ACH-000246,-1.1159701211264481
ACH-000248,-1.1596809923886189
ACH-000250,-1.269680935626676
ACH-000251,-1.1843516823278373
ACH-000252,-1.2587778639544671
ACH-000253,-0.8507549581992176
ACH-000255,-1.0104677588093218
ACH-000256,-1.3067009565197456
ACH-000257,-0.8010290077251537
ACH-000258,-0.7638135352555625
ACH-000259,-0.8506170183033982
ACH-000260,-0.839782172866289
ACH-000261,-1.2247570500838765
ACH-000262,-1.1567796810822617
ACH-000263,-1.3209026824582215
ACH-000264,-0.5624399026770928
ACH-000265,-0.982624303951607
ACH-000266,-1.2251297210976635
ACH-000272,-1.2456423448810947
ACH-000274,-1.0721354533581366
ACH-000277,-1.3267006857914363
ACH-000278,-1.263554771796799
ACH-000279,-0.9490582950383688
ACH-000280,-1.3900555347155492
ACH-000281,-0.5612028435361409
ACH-000288,-1.1089709575342075
ACH-000291,-1.279404187909064
ACH-000293,-1.3144091614283535
ACH-000294,-0.8826647818573177
ACH-000295,-1.543340732530763
ACH-000296,-1.3282193612465787
ACH-000302,-1.5111557565786198
ACH-000304,-1.0523559962371507
ACH-000307,-1.1678638307345357
ACH-000308,-1.2569878831335215
ACH-000310,-0.715502211844773
ACH-000311,-1.3997886092521088
ACH-000312,-1.1149352693381094
ACH-000315,-0.8621672244799983
ACH-000316,-1.1888956001136055
ACH-000317,-1.3133592714940845
ACH-000318,-1.1018979186328457
ACH-000319,-1.205074759054921
ACH-000320,-1.1281275458157378
ACH-000322,-1.1190685428539309
ACH-000323,-1.1578567893399725
ACH-000324,-1.35459735069434
ACH-000329,-1.1435583164402587
ACH-000330,-1.466024178538606
ACH-000331,-1.2023171205922445
ACH-000332,-1.0609317341462894
ACH-000334,-0.4058872803566809
ACH-000335,-1.0634180736502734
ACH-000336,-0.8018641019573787
ACH-000337,-1.3621584599837682
ACH-000338,-0.98114168202046
ACH-000339,-1.050039192063821
ACH-000341,-0.6399726848526172
ACH-000348,-1.1716540042585502
ACH-000350,-1.0357146515942242
ACH-000352,-1.1793985038570405
ACH-000356,-1.285237385811436
ACH-000361,-1.3453229546955718
ACH-000362,-1.4151103773798426
ACH-000363,-1.203449721799107
ACH-000364,-1.328700662955522
ACH-000365,-1.287122067567107
ACH-000366,-0.4691920654720669
ACH-000368,-1.3559160274635391
ACH-000374,-1.242646200524842
ACH-000375,-1.3856271902558386
ACH-000376,-1.0419275338817895
ACH-000381,-1.0947573934907833
ACH-000383,-1.268566101804376
ACH-000387,-1.3418074405535292
ACH-000389,-1.3194308642948795
ACH-000390,-0.2693018224175104
