,ADH1A (124)
ACH-000004,-0.12483113966982386
ACH-000005,0.0010736981779726575
ACH-000007,0.06983652189089212
ACH-000009,0.0715975577577585
ACH-000011,0.03356681245235646
ACH-000012,0.059606770919659824
ACH-000013,0.12735134262787762
ACH-000014,-0.04918691245947522
ACH-000015,-0.02837836021592608
ACH-000017,0.07951582695166802
ACH-000018,0.033234305779383716
ACH-000019,-0.030121950883407893
ACH-000021,0.022380148872615264
ACH-000022,0.12899047246455295
ACH-000025,0.02888867541688305
ACH-000028,-0.016358163709490402
ACH-000030,0.1038816708531499
ACH-000035,0.0555131081056437
ACH-000036,0.1229735713933922
ACH-000037,-0.011592237092568623
ACH-000039,0.08917448124654713
ACH-000040,-0.01865258206618604
ACH-000041,-0.09619706128758447
ACH-000042,0.004727363403085047
ACH-000045,0.00015492789210627594
ACH-000047,-0.05128412783644557
ACH-000052,0.0390115353052328
ACH-000053,-0.004681187255569825
ACH-000054,-0.0066924477421525675
ACH-000055,-0.10324834021634516
ACH-000060,0.04825870899015787
ACH-000067,-0.01879537241578469
ACH-000070,0.02887506264180233
ACH-000075,-0.018956357560375062
ACH-000078,-0.036280268002465685
ACH-000082,0.05379871554376084
ACH-000085,-0.04031510434596157
ACH-000086,0.14389395299692856
ACH-000087,0.16412800194475965
ACH-000092,0.06222355038706134
ACH-000095,0.09826307819863817
ACH-000097,-0.050571628713496485
ACH-000098,0.01923239349306833
ACH-000099,0.05988720848982908
ACH-000108,0.08302524585584993
ACH-000113,0.04282797978393106
ACH-000116,-0.002306775000772877
ACH-000118,0.07625746805608259
ACH-000120,0.0802425278926539
ACH-000123,0.12640247244880656
ACH-000127,0.06044785491278048
ACH-000128,-0.1088749101692309
ACH-000132,-0.1302174349333515
ACH-000133,0.07993140863008318
ACH-000137,0.015201538770307646
ACH-000138,0.10886391340296823
ACH-000142,0.037790320924540516
ACH-000143,0.10829078140497694
ACH-000146,0.04945139106146889
ACH-000148,0.025049595597064562
ACH-000150,0.06333963287540376
ACH-000152,0.09157846802524232
ACH-000153,-0.06900436537256666
ACH-000159,-0.01276809086422139
ACH-000160,-0.09158310644927968
ACH-000163,-0.104249615370286
ACH-000167,0.30537415369863563
ACH-000168,0.02568256388951094
ACH-000169,-0.04782503766289711
ACH-000178,0.14056291369797444
ACH-000183,-0.04513559603566731
ACH-000188,-0.0151907524597688
ACH-000189,-0.11581363009097145
ACH-000190,-0.06177560363551859
ACH-000198,0.03947948975952684
ACH-000203,0.3911785921123594
ACH-000204,0.08232054504294617
ACH-000206,-0.008911116381758571
ACH-000207,0.3208897778097279
ACH-000208,-0.028116489314751657
ACH-000210,-0.2972823748326693
ACH-000211,-0.1009036399232232
ACH-000215,-0.020949600123886362
ACH-000221,-0.13788650197404792
ACH-000222,-0.1131922303225757
ACH-000223,0.061975131202957535
ACH-000226,-0.13108679518901795
ACH-000227,0.07215855429008791
ACH-000228,0.0756625955068732
ACH-000231,0.07008919878538146
ACH-000232,0.002526644858140173
ACH-000233,0.04811866862503581
ACH-000234,-0.0874017607579054
ACH-000235,0.030517296632321108
ACH-000237,0.08652193945101469
ACH-000238,-0.025442935055404785
ACH-000242,0.03158871875768278
ACH-000243,0.02890519007315997
ACH-000244,-0.0042038002568767436
ACH-000246,0.012824859000257708
ACH-000248,-0.006904031474253786
ACH-000250,0.08163941812426324
ACH-000251,0.1656725088974989
ACH-000252,0.10733936221610438
ACH-000253,0.011611313779021724
ACH-000255,-0.040184288322018535
ACH-000256,-0.03691142777918382
ACH-000257,-0.12604037078497635
ACH-000258,0.05325452126575728
ACH-000259,0.060477496129135534
ACH-000260,0.02863626898760961
ACH-000261,-0.03308619745207066
ACH-000262,0.10869053649407176
ACH-000263,0.24202193476754705
ACH-000264,0.00574872096380002
ACH-000265,-0.11177924310120813
ACH-000266,0.037590268466847945
ACH-000272,-0.0733313584781741
ACH-000274,0.1427008492911588
ACH-000277,0.1334267354821276
ACH-000278,0.05436702549522531
ACH-000279,0.037572310246038465
ACH-000280,0.07203240934020594
ACH-000281,0.08401039187858736
ACH-000288,0.11884087361971375
ACH-000291,0.06980131004076945
ACH-000293,0.006489116995526437
ACH-000294,0.04402497959494221
ACH-000295,0.13379428841164304
ACH-000296,0.03943979358616175
ACH-000302,-0.053418434709633686
ACH-000304,0.13038044780448427
ACH-000307,0.0025916307294656213
ACH-000308,0.019591908312038258
ACH-000310,0.05655876832301158
ACH-000311,0.044680044782012464
