,XRCC3 (7517)
ACH-000004,-1.2012699327698435
ACH-000005,-0.6387607619651035
ACH-000007,-0.7016491863048068
ACH-000009,-0.5038038390351621
ACH-000011,-1.0418225706023527
ACH-000012,-0.5016224649272141
ACH-000013,-0.32013156092298595
ACH-000014,-0.7078591916873009
ACH-000015,-0.7739494541819832
ACH-000017,-0.4617955380960886
ACH-000018,-0.9315078004227708
ACH-000019,-0.5457620454294517
ACH-000021,-0.4525495164477006
ACH-000022,-0.9171048634090946
ACH-000025,-0.7026209614481461
ACH-000028,-0.6434451095927425
ACH-000030,-0.6541977558382079
ACH-000035,-0.7734785205943984
ACH-000036,-0.8054974510487655
ACH-000037,-0.5132548563778908
ACH-000039,-0.719822730439849
ACH-000040,-0.7248696049536277
ACH-000041,-0.9485271933983788
ACH-000042,-0.5959799554748103
ACH-000045,-0.6263417903833902
ACH-000047,-0.9443898203022468
ACH-000052,-0.7915601247371992
ACH-000053,-0.3489930283878924
ACH-000054,-0.5820290431160073
ACH-000055,-0.7006021256585261
ACH-000060,-0.8181809141400967
ACH-000067,-0.730209505838685
ACH-000070,-0.7775131253999982
ACH-000075,-0.7718723259834891
ACH-000078,-0.5643033798330667
ACH-000082,-0.8972366444883109
ACH-000085,-0.9396258394305496
ACH-000086,-0.25271060985322075
ACH-000087,-0.8500081351203963
ACH-000092,-0.5634398599805489
ACH-000095,-0.6206273525038064
ACH-000097,-0.5911590201484214
ACH-000098,-0.42428514013403
ACH-000099,-0.7794490477046481
ACH-000108,-0.5509074745794339
ACH-000113,-0.6155575234183873
ACH-000116,-0.5977272582974074
ACH-000118,-0.871873841966131
ACH-000120,-0.6825923614849134
ACH-000123,-0.8091565781388224
ACH-000127,-0.8538829151235988
ACH-000128,-0.3580781788167932
ACH-000132,-0.5167413277459287
ACH-000133,-0.6427945219458521
ACH-000137,-0.4904685169047001
ACH-000138,-0.5344181524201577
ACH-000142,-0.4883853386039588
ACH-000143,-0.8061809861629939
ACH-000146,-0.4086211011844335
ACH-000148,-1.1229051053000638
ACH-000150,-0.9328123966596034
ACH-000152,-0.6963937121103145
ACH-000153,-0.8926471534658542
ACH-000159,-0.6799559687546016
ACH-000160,-0.8862693454281315
ACH-000163,-0.9471080036025952
ACH-000167,-0.4056624030654021
ACH-000168,-0.6425056986600179
ACH-000169,-0.5969681916580879
ACH-000178,-0.818763074543563
ACH-000183,-0.8744087379142161
ACH-000188,-0.7691189232406008
ACH-000189,-0.7585975371242445
ACH-000190,-0.5277070868651247
ACH-000198,-0.7349901590129484
ACH-000203,-0.8868887079351736
ACH-000204,-0.6343751223973784
ACH-000206,-0.5382507853189747
ACH-000207,-0.6317098552404747
ACH-000208,-1.022410559728728
ACH-000210,-0.5304750971774009
ACH-000211,-0.8186977509736824
ACH-000215,-0.6677817752111406
ACH-000221,-1.025497573415973
ACH-000222,-0.9093201562296354
ACH-000223,-0.8126613121801368
ACH-000226,-0.7208635387518871
ACH-000227,-0.6681397038771286
ACH-000228,-0.7521720152953485
ACH-000231,-0.9647058901728018
ACH-000232,-0.9744111442164352
ACH-000233,-0.7718608185258177
ACH-000234,-0.7174291902815545
ACH-000235,-0.6454547148329189
ACH-000237,-0.8086318009071672
ACH-000238,-1.0363327526319852
ACH-000242,-0.2468122347944819
ACH-000243,-0.8325827982389737
ACH-000244,-0.843211969175444
ACH-000246,-0.7845318010478467
ACH-000248,-0.7501867449575901
ACH-000250,-0.31413846108830396
ACH-000251,-0.6184680565702777
ACH-000252,-1.1011241876685605
ACH-000253,-0.6635548783671761
ACH-000255,-0.91533953998952
ACH-000256,-0.5708276894878328
ACH-000257,-0.3087634589493777
ACH-000258,-0.6894490443149067
ACH-000259,-0.7749015102978855
ACH-000260,-0.7063926911158732
ACH-000261,-1.0403709109382049
ACH-000262,-0.7097667982571987
ACH-000263,-0.8704001080013922
ACH-000264,-0.5816562766730382
ACH-000265,-0.8356247893983015
ACH-000266,-0.9383265132629623
ACH-000272,-0.926733727591498
ACH-000274,-0.6474391880636239
ACH-000277,-0.6668718305641967
ACH-000278,-0.6379178109296245
ACH-000279,-0.9998970693729105
ACH-000280,-0.7887168275552752
ACH-000281,-0.8420075971437627
ACH-000288,-0.8100248981513809
ACH-000291,-0.5952063412639204
ACH-000293,-0.35037649507072605
ACH-000294,-0.3797113345844043
ACH-000295,-0.8546645332434735
ACH-000296,-0.4549104097609458
ACH-000302,-0.4763309572186366
ACH-000304,-0.4284651877695256
ACH-000307,-0.7419617727211566
ACH-000308,-0.5368768117322694
ACH-000310,-0.6668285116812322
ACH-000311,-0.7067961468765326
ACH-000312,-0.6516393868137975
ACH-000315,-0.8582778626571622
ACH-000316,-0.7890118016286141
ACH-000317,-0.8828292559199609
ACH-000318,-0.4665438242711392
ACH-000319,-0.7528525776476612
ACH-000320,-0.44659386194759226
ACH-000322,-0.6783627390428157
ACH-000323,-0.8100562394700406
ACH-000324,-0.7689298094264454
ACH-000329,-0.7798029818368041
ACH-000330,-0.5905820072053216
ACH-000331,-0.5916926619087299
ACH-000332,-0.9029400126176106
ACH-000334,-0.6539913914121963
ACH-000335,-0.6239347796515401
ACH-000336,-0.5447847206007738
ACH-000337,-0.8076767949070494
ACH-000338,-0.2525358058407252
ACH-000339,-0.7658270497802896
ACH-000341,-0.5271684246508612
ACH-000348,-0.8640428716387378
ACH-000350,-0.5920062296654623
ACH-000352,-0.8047919415764404
ACH-000356,-0.67610877029422
ACH-000361,-0.9212010053120782
ACH-000362,-0.6889591777303394
ACH-000363,-0.6760242031162579
ACH-000364,-0.7837749156419319
ACH-000365,-0.8019268461646579
ACH-000366,-0.4205218834262519
ACH-000368,-0.8561595285068431
ACH-000374,-0.9846694615877588
ACH-000375,-0.7838597577164312
ACH-000376,-0.7116463233353657
