,SERTAD3 (29946)
ACH-000004,-0.07996771428987544
ACH-000005,-0.061267924721253364
ACH-000007,-0.05356160132679559
ACH-000009,0.003462598668302448
ACH-000011,0.01675271754709301
ACH-000012,0.09814086897349936
ACH-000013,-0.2573640646078721
ACH-000014,-0.08905912009944085
ACH-000015,-0.0843255893344445
ACH-000017,0.13960219041815444
ACH-000018,0.31506767805275143
ACH-000019,-0.018794570305433304
ACH-000021,-0.033077930282104866
ACH-000022,0.09568737625002803
ACH-000025,0.1461850297522553
ACH-000028,-0.008263045209995094
ACH-000030,0.0294542533028748
ACH-000035,0.002434297940744128
ACH-000036,0.014091416427940972
ACH-000037,-0.09881971631956
ACH-000039,-0.0936800945783688
ACH-000040,0.05397319649942417
ACH-000041,0.02590568820674429
ACH-000042,0.03873292204117647
ACH-000045,0.010323330541910756
ACH-000047,0.10617817849287096
ACH-000052,0.13511318524331414
ACH-000053,-0.031175886562933058
ACH-000054,0.0417186954062194
ACH-000055,0.1368670945092621
ACH-000060,0.15311071956695166
ACH-000067,0.2275693851491201
ACH-000070,0.11066853614040632
ACH-000075,-0.20056916122947013
ACH-000078,0.022276739125977867
ACH-000082,0.03570111597791064
ACH-000085,0.047736323234211835
ACH-000086,0.061282151581206465
ACH-000087,-0.049147990124811664
ACH-000092,0.05663997044325865
ACH-000095,0.02923035256695425
ACH-000097,0.01556737162060641
ACH-000098,-0.011057794195293852
ACH-000099,0.04245924632253385
ACH-000108,0.053756021878302536
ACH-000113,0.12530383998337485
ACH-000116,0.07599873899755984
ACH-000118,0.004923324880127271
ACH-000120,0.1483714002627049
ACH-000123,-0.03451162750816136
ACH-000127,0.009359334683044741
ACH-000128,-0.04066389095948732
ACH-000132,0.0020975280990811846
ACH-000133,0.06710312541523743
ACH-000137,-0.16073576575925647
ACH-000138,0.011011243697281998
ACH-000142,-0.041028816223139634
ACH-000143,0.21644794546491705
ACH-000146,-0.04943327310690595
ACH-000148,0.06986054557189207
ACH-000150,0.02347909984069619
ACH-000152,-0.04099714582293332
ACH-000153,-0.0517880290557881
ACH-000159,0.05283122644916893
ACH-000160,-0.014902405337725525
ACH-000163,0.027994918008342952
ACH-000167,-0.12498275790612524
ACH-000168,-0.08386371172732343
ACH-000169,0.044537219182524436
ACH-000178,-0.05081104685824927
ACH-000183,0.11206928510313964
ACH-000188,0.06448338276243848
ACH-000189,-0.06944290316457516
ACH-000190,-0.10260223436230936
ACH-000198,0.16484472726345112
ACH-000203,0.03173425263186833
ACH-000204,-0.1255015569416009
ACH-000206,0.07838780911346607
ACH-000207,-0.0032728054127637266
ACH-000208,0.15780016996676874
ACH-000210,0.15607728858958525
ACH-000211,0.06704780617848093
ACH-000215,0.059040954809552515
ACH-000221,-0.11030961582418897
ACH-000222,0.1317782860040509
ACH-000223,0.06902789924010948
ACH-000226,0.06259767240667367
ACH-000227,0.04272029369143246
ACH-000228,-0.07277503118467069
ACH-000231,0.03974235227164849
ACH-000232,-0.01295849850156564
ACH-000233,-0.004033871158325696
ACH-000234,0.07870727288894998
ACH-000235,0.07823803738542362
ACH-000237,-0.0714059463584158
ACH-000238,0.03061568776159973
ACH-000242,0.17231688944199552
ACH-000243,0.02748921114494194
ACH-000244,-0.2298955178270468
ACH-000246,0.03590628844199608
ACH-000248,-0.19653992185016975
ACH-000250,0.01684511424744446
ACH-000251,0.011533426005547557
ACH-000252,0.0779223684390871
ACH-000253,0.14131616321036955
ACH-000255,0.029370652264448162
ACH-000256,-0.007321345392134631
ACH-000257,0.18157657460154467
ACH-000258,0.18120404911943336
ACH-000259,-0.029898095507846563
ACH-000260,0.09471916685822536
ACH-000261,0.017697490778310863
ACH-000262,-0.07039707283690705
ACH-000263,-0.0692361688754794
ACH-000264,-0.003192609165060701
ACH-000265,-0.062453453749515414
ACH-000266,0.0686395096205622
ACH-000272,0.11822275941523927
ACH-000274,-0.016614972966106763
ACH-000277,-0.028675765142098863
ACH-000278,0.056902634618811176
ACH-000279,0.06356624703831958
ACH-000280,-0.11896895649754675
ACH-000281,0.2528481052934136
ACH-000288,0.15643938288838666
ACH-000291,0.026016979730981327
ACH-000293,0.1520529767509823
ACH-000294,-0.030111704918543036
ACH-000295,0.10041004322311836
ACH-000296,0.07228921371499862
ACH-000302,-0.2107790181652481
ACH-000304,-0.0545401318631771
ACH-000307,0.1434744863814023
ACH-000308,0.0015096995129791882
ACH-000310,0.07731545350211118
ACH-000311,0.2141111397131044
ACH-000312,0.22850534256109464
ACH-000315,-0.007120412673446774
ACH-000316,0.011968522777040176
ACH-000317,-0.0447108040771709
ACH-000318,0.027032323730127237
ACH-000319,-0.03366611606715465
ACH-000320,0.1747237655836868
ACH-000322,0.019183832346477026
ACH-000323,0.0743243030689166
ACH-000324,0.04119352284121995
ACH-000329,0.0012315327758967128
ACH-000330,0.021475377172222858
ACH-000331,-0.016572098433918356
ACH-000332,0.01470862600685435
ACH-000334,0.053264876792809834
ACH-000335,-0.06113744279809901
ACH-000336,0.17876563419462918
ACH-000337,0.04495053262891962
ACH-000338,0.2091935029244641
ACH-000339,-0.061462909693275725
ACH-000341,0.10431961892392393
ACH-000348,0.02581547536627966
ACH-000350,-0.08774580348548433
ACH-000352,-0.04660691314766603
ACH-000356,-0.05591159641518645
ACH-000361,0.1519986923725213
ACH-000362,-0.024247631369487797
ACH-000363,0.08906796127883977
ACH-000364,-0.2156986981166193
ACH-000365,0.03135620490077029
ACH-000366,-0.08144156596216891
ACH-000368,0.08398814642034293
ACH-000374,0.14256399544618228
ACH-000375,-0.09775178375727002
ACH-000376,0.14281577450809527
ACH-000381,0.10704036920145618
ACH-000383,-0.0241401410428044
ACH-000387,0.04560979061915666
ACH-000389,0.032053247204145686
ACH-000390,0.08316867174807874
ACH-000393,0.0491573913999146
ACH-000395,-0.1960089820186132
ACH-000396,0.01072376387230586
ACH-000397,0.04378313603558676
ACH-000401,0.12745879472293775
ACH-000402,0.3105885328611269
ACH-000403,0.11669924817567813
