,EVI5 (7813)
ACH-000004,0.031546000263964084
ACH-000005,-0.04661890214691088
ACH-000007,-0.20827088442309452
ACH-000009,-0.047466048553588505
ACH-000011,0.017829772655310272
ACH-000012,-0.153777767886699
ACH-000013,-0.14367407192873374
ACH-000014,0.036789668117472
ACH-000015,-0.1255606377238532
ACH-000017,-0.09663386094555576
ACH-000018,-0.17855653084694775
ACH-000019,-0.2263872315966615
ACH-000021,-0.15172543672229724
ACH-000022,-0.03972143095165116
ACH-000025,-0.39073390865840535
ACH-000028,-0.1108542859464934
ACH-000030,-0.08275997957189961
ACH-000035,-0.12670985683572505
ACH-000036,-0.189443974951994
ACH-000037,-0.12279096628830975
ACH-000039,-0.08684676885444774
ACH-000040,-0.07107804590384408
ACH-000041,-0.17927962070502002
ACH-000042,-0.14118783894933395
ACH-000045,-0.11934748095000935
ACH-000047,-0.13307039987500785
ACH-000052,-0.2067850523259668
ACH-000053,-0.052157563745113315
ACH-000054,-0.04872098584861656
ACH-000055,-0.1258052788609392
ACH-000060,-0.1766292984352145
ACH-000067,-0.1942249768001753
ACH-000070,-0.025741816341976472
ACH-000075,-0.025317416580191338
ACH-000078,-0.14962532876277326
ACH-000082,-0.35951354130647706
ACH-000085,-0.10736500534103924
ACH-000086,-0.14163217961985933
ACH-000087,-0.2712985397912165
ACH-000092,-0.33973842904169715
ACH-000095,-0.07202708900364173
ACH-000097,-0.2755784292440148
ACH-000098,-0.2015635867899446
ACH-000099,-0.15334200422857308
ACH-000108,-0.030826863000682832
ACH-000113,-0.2042765835720777
ACH-000116,-0.1130134399318456
ACH-000118,-0.10077178291540904
ACH-000120,0.19290418082335686
ACH-000123,-0.05113102265888958
ACH-000127,-0.04500177466284605
ACH-000128,-0.24843387211295945
ACH-000132,-0.08590309377863553
ACH-000133,-0.2932296905765789
ACH-000137,-0.12668110695011536
ACH-000138,-0.024472638761952683
ACH-000142,-0.1390227996042433
ACH-000143,-0.09373670401146816
ACH-000146,0.01998565773442667
ACH-000148,-0.06947657712491666
ACH-000150,-0.25525483937996485
ACH-000152,-0.049160304865666304
ACH-000153,-0.06844127432024323
ACH-000159,-0.1535142870761896
ACH-000160,-0.024430681181834803
ACH-000163,-0.03159805766261412
ACH-000167,-0.1971384686393587
ACH-000168,0.0047879691443465395
ACH-000169,-0.14841613546426638
ACH-000178,-0.06809268032673448
ACH-000183,-0.17300187924453875
ACH-000188,-0.2891003063305852
ACH-000189,-0.10572842409917943
ACH-000190,-0.2041306049682468
ACH-000198,-0.1259455809180358
ACH-000203,0.09680647177931256
ACH-000204,-0.09426770950235888
ACH-000206,-0.2796672502212401
ACH-000207,-0.11156883859088493
ACH-000208,-0.039404362815522
ACH-000210,0.14625264088833845
ACH-000211,-0.1405604791344009
ACH-000215,-0.05137612476726694
ACH-000221,-0.09437810513406694
ACH-000222,0.05439619869634189
ACH-000223,-0.2103499343260957
ACH-000226,-0.07847026300361591
ACH-000227,-0.13669690694649572
ACH-000228,-0.19158175071619452
ACH-000231,-0.056411189573417925
ACH-000232,-0.20884597417999687
ACH-000233,-0.059035480157276166
ACH-000234,-0.015023085558587303
ACH-000235,-0.06864889826295617
ACH-000237,-0.19591530071632526
ACH-000238,-0.07976210087497519
ACH-000242,-0.018388079411286114
ACH-000243,-0.04975726519090395
ACH-000244,-0.4675155394537878
ACH-000246,-0.10782967981981267
ACH-000248,-0.10589004994751484
ACH-000250,-0.1289150640482914
ACH-000251,-0.2280344454583775
ACH-000252,-0.16574849192320365
ACH-000253,-0.20142162331152128
ACH-000255,-0.19783697196258054
ACH-000256,-0.016667853966660356
ACH-000257,0.021220622602427054
ACH-000258,-0.033119118668185954
ACH-000259,-0.06934492118210052
ACH-000260,-0.18249773680873566
ACH-000261,-0.10598168766107602
ACH-000262,-0.06793228388492903
ACH-000263,-0.312531457707762
ACH-000264,-0.15495723238125908
ACH-000265,-0.16870044386413033
ACH-000266,-0.015950853249939122
ACH-000272,-0.3355312474342611
ACH-000274,-0.1406640507326592
ACH-000277,-0.2132937295598126
ACH-000278,-0.2556167393413893
ACH-000279,-0.17321860166206735
ACH-000280,-0.05960740985117356
ACH-000281,0.1618741161403395
ACH-000288,-0.02327315100684942
ACH-000291,-0.096963265359265
ACH-000293,-0.1759389096126435
ACH-000294,-0.0809126917209998
ACH-000295,0.009510196515431212
ACH-000296,-0.2536524930144026
ACH-000302,-0.17065347113479715
ACH-000304,0.07948209955367806
ACH-000307,-0.09792917750173884
ACH-000308,-0.08738788833672398
ACH-000310,-0.1415370623791657
ACH-000311,0.01724939669938717
ACH-000312,-0.11371534073801567
ACH-000315,0.11276520683714565
ACH-000316,-0.2051793797341896
ACH-000317,-0.08461900007671808
ACH-000318,-0.11379528476608143
ACH-000319,-0.14179065193683474
ACH-000320,-0.3668762187477952
ACH-000322,-0.03743592747122032
ACH-000323,-0.2071313553275746
ACH-000324,-0.16754769306793318
ACH-000329,-0.03731981462900921
ACH-000330,-0.21215770205940504
ACH-000331,-0.27415533132409525
ACH-000332,-0.11477697060928076
ACH-000334,-0.1963204525665128
ACH-000335,-0.28902986301777217
ACH-000336,-0.09991901939180704
ACH-000337,-0.062143130387773235
ACH-000338,0.1261117191705068
ACH-000339,-0.06324095630525771
ACH-000341,-0.16802966293227745
ACH-000348,-0.1168706041871164
ACH-000350,-0.07975265150594013
ACH-000352,-0.1363985220874706
ACH-000356,-0.19090583811486173
ACH-000361,-0.07558877536837898
ACH-000362,-0.005355591788650841
ACH-000363,-0.18885882558014533
ACH-000364,-0.11264866490320685
ACH-000365,-0.08684972278945785
ACH-000366,-0.016687129501402352
ACH-000368,-0.1511965997605923
ACH-000374,-0.04813048576390185
ACH-000375,-0.21377163399322785
ACH-000376,-0.16864281369795034
ACH-000381,0.02586011055910373
ACH-000383,-0.14259018360400708
ACH-000387,-0.08819391561497332
ACH-000389,-0.23498044090125386
ACH-000390,-0.12811168692494074
ACH-000393,-0.10741279932956994
ACH-000395,-0.2230781931538467
ACH-000396,-0.21652704698837424
ACH-000397,-0.12797346957576067
ACH-000401,-0.21482910843653905
ACH-000402,-0.08046505518020443
ACH-000403,-0.1182530793777706
ACH-000404,0.14154390916180476
ACH-000406,0.01983886400995752
ACH-000407,-0.16847542970199
ACH-000408,-0.3316083299934169
ACH-000410,-0.33081765009223424
ACH-000411,-0.25701449873664023
ACH-000414,-0.08156820351509199
ACH-000415,-0.18845489588968567
ACH-000416,-0.13444637809618715
ACH-000420,-0.3578990095878377
ACH-000421,0.005428346070924031
ACH-000424,-0.3336834962375906
ACH-000425,-0.007768497218823179
ACH-000426,0.139735874906661
ACH-000427,-0.035234097699862736
ACH-000433,0.0139646917021731
ACH-000435,-0.21774204418153145
ACH-000436,-0.18497777875188395
ACH-000444,0.05184716965511764
ACH-000445,-0.06569782879556905
ACH-000448,-0.11946777296627455
ACH-000450,-0.019895491390747377
ACH-000452,-0.07605933681997977
ACH-000454,-0.12465054343096768
ACH-000458,-0.07245642406106374
ACH-000459,-0.0513979312814981
ACH-000460,-0.12578321246465435
ACH-000461,-0.22014428018170484
ACH-000463,-0.02431336882375149
ACH-000464,-0.173743213070229
ACH-000466,-0.1049678592384602
ACH-000467,-0.1079717164969366
ACH-000468,-0.14466094104713995
ACH-000469,-0.051832080860307085
ACH-000470,-0.049816304517812826
ACH-000471,-0.10165312543705067
ACH-000472,-0.07178433940397058
ACH-000473,-0.06547027995294999
ACH-000475,-0.1568344648228999
ACH-000476,-0.0964617376255065
ACH-000477,-0.07016118388545889
ACH-000479,-0.1126606003257937
ACH-000480,-0.1268140060289645
ACH-000481,-0.0823719971352966
ACH-000483,-0.14985363892197773
ACH-000484,-0.1070799372060457
ACH-000485,-0.06317182753073312
ACH-000486,-0.1441265923169317
ACH-000487,-0.07627107669145795
ACH-000488,-0.19326161789107407
ACH-000490,-0.17671009843875835
ACH-000491,-0.1149424733524318
ACH-000495,-0.18946119232447964
ACH-000496,-0.23282356483988806
ACH-000499,-0.07811341773166225
ACH-000500,0.013045862627994002
ACH-000502,-0.06417551951434346
ACH-000503,-0.1566011176915516
ACH-000505,-0.2026566671846131
ACH-000507,-0.023216954951655776
ACH-000510,-0.10946206413660878
ACH-000511,-0.22231903970513425
ACH-000512,-0.05531239203787223
ACH-000516,-0.2239142309186686
ACH-000517,-0.09260348815290892
ACH-000518,0.04410010027214577
ACH-000520,-0.2742035802714234
ACH-000521,-0.11763730646189854
ACH-000522,-0.24234781977363665
ACH-000524,-0.2096512629492253
ACH-000527,-0.04673502982458955
ACH-000528,-0.07876118136001534
ACH-000537,-0.18266900763584396
ACH-000541,-0.2489818585354306
ACH-000542,-0.11345493855490045
ACH-000544,-0.10171567839946268
ACH-000545,-0.15196813520405758
ACH-000547,0.026530756035450933
ACH-000548,-0.2293221206255235
ACH-000549,-0.2059474362217684
ACH-000550,-0.18050942092488215
ACH-000552,-0.2222917659069988
ACH-000556,-0.08662441133103704
ACH-000557,-0.17464184420749587
ACH-000569,-0.21643771230803807
ACH-000570,-0.16545908175721633
ACH-000571,-0.10131782772739956
ACH-000573,-0.05420601966870518
ACH-000576,-0.2500082626740435
ACH-000579,-0.08917220532335479
ACH-000580,-0.048176462200293216
ACH-000584,-0.1433166084992711
ACH-000585,-0.04957968493024675
ACH-000588,-0.13831680564709942
ACH-000589,-0.05021584467868948
ACH-000591,-0.03129697938515272
ACH-000593,-0.08157066647333132
ACH-000600,-0.21504459570976675
ACH-000601,-0.04876299679184522
ACH-000605,-0.22984272228673314
ACH-000606,-0.10595674162388938
ACH-000608,-0.09911485469980784
ACH-000614,0.00963755489410463
ACH-000616,-0.10294196677730827
ACH-000618,-0.10301961685552684
ACH-000619,-0.14566140903012614
ACH-000620,-0.18386072906104164
ACH-000621,-0.2569246802433081
ACH-000622,-0.04965666717234531
ACH-000623,-0.045912915239185365
ACH-000624,-0.12208392255970076
ACH-000627,-0.21770370265396616
ACH-000630,-0.3079361364904433
ACH-000631,-0.0991474293641144
ACH-000632,-0.16372080043417267
ACH-000633,-0.19386886360519887
ACH-000637,-0.02671867340421255
ACH-000638,0.0254194246110725
ACH-000646,-0.10522095403409698
ACH-000647,0.010125145517290495
ACH-000648,-0.22073685096932816
ACH-000649,-0.10655532914028508
ACH-000651,-0.019248508171479668
ACH-000652,0.02140309125357051
ACH-000653,-0.07042595122129885
ACH-000657,-0.0843522532967953
ACH-000658,-0.24595896950955476
ACH-000661,0.028291502916891663
ACH-000662,-0.13682174636645733
ACH-000663,-0.0629757851509664
ACH-000665,-0.17655172411265885
ACH-000671,-0.157922678949982
ACH-000672,-0.3299953927685282
ACH-000673,-0.13334964734604088
ACH-000676,-0.20643855194280172
ACH-000677,0.023464259839440102
ACH-000681,0.02571394998694821
ACH-000683,-0.16747690372266272
ACH-000684,-0.0307247184312112
ACH-000688,-0.2655574240918793
ACH-000693,-0.14749036647799782
ACH-000694,-0.1066815533658961
ACH-000695,-0.06721365096003089
ACH-000696,-0.17487040390492048
ACH-000697,-0.28763767802333123
ACH-000699,-0.06215938794500062
ACH-000701,-0.19225175638602704
ACH-000706,-0.16807724714085434
ACH-000711,-0.14221999507520156
ACH-000713,-0.17335962482788972
ACH-000714,-0.27632984723280946
ACH-000718,-0.057424684028103815
ACH-000720,-0.13607634580395994
ACH-000721,-0.07289223678783498
ACH-000724,-0.19597358518248814
ACH-000725,-0.038046200324010584
ACH-000732,-0.06895016841621184
ACH-000734,-0.12762224605199474
ACH-000735,-0.17704437158862585
ACH-000736,-0.1274522081678066
ACH-000738,-0.057692715818388335
ACH-000746,-0.11101007224744212
ACH-000747,-0.08123816640068626
ACH-000748,-0.1258074081309227
ACH-000753,-0.13266031721519012
ACH-000756,0.09920645545592953
ACH-000757,-0.034145073583334073
ACH-000758,-0.19456681814052396
ACH-000760,-0.16087772841311035
ACH-000762,-0.14941051016965126
ACH-000763,-0.1393680190094753
ACH-000764,0.03863512258360171
ACH-000765,-0.22248047841328306
ACH-000766,-0.017534841215271546
ACH-000767,-0.19684048434865548
ACH-000768,-0.023172475205204712
ACH-000769,-0.22645502321711616
ACH-000770,-0.06913476046089358
ACH-000771,-0.1409550924621841
ACH-000773,0.017431008836507868
ACH-000776,-0.13263028289088302
ACH-000777,-0.054975398190850136
ACH-000778,-0.21919654011879885
ACH-000781,-0.025641447133875308
ACH-000782,-0.07657953297493877
ACH-000783,-0.2806390121937689
ACH-000784,-0.052175215879701635
ACH-000785,-0.10245566970886523
ACH-000787,-0.18357088435708566
ACH-000788,-0.02486812317024825
ACH-000791,-0.2514557338950946
ACH-000792,-0.05966968148745985
ACH-000794,-0.1019138475867765
ACH-000796,-0.09667425521012564
ACH-000798,-0.09056728446095537
ACH-000799,-0.1995033990135205
ACH-000800,-0.2162431450695395
ACH-000802,-0.07355465915276123
ACH-000804,-0.14086499035038302
ACH-000805,0.09862948022751343
ACH-000809,-0.05218759433562048
ACH-000810,-0.2894661347466537
ACH-000811,-0.11453277017514095
ACH-000817,-0.16000915352108713
ACH-000819,-0.07833552398472386
ACH-000820,-0.13739957427864172
ACH-000821,-0.2574821280966882
ACH-000822,0.013620445154323388
ACH-000823,-0.0715195770219385
ACH-000824,-0.00999087992130008
ACH-000827,-0.163221749239476
ACH-000829,-0.07856302962340575
ACH-000831,-0.18820976995697047
ACH-000832,-0.11159043850415633
ACH-000833,-0.04730912938005551
ACH-000834,-0.1847005029583948
ACH-000835,-0.06685838866195368
ACH-000836,-0.09043900365689804
ACH-000837,-0.03595234048954368
ACH-000838,0.04973995863954213
ACH-000839,-0.3736724378929208
ACH-000840,-0.1853764990452308
ACH-000841,-0.0584643108535701
ACH-000843,-0.14729165173340436
ACH-000846,-0.10375318608142133
ACH-000847,0.009586700376392405
ACH-000848,-0.11196417477790592
ACH-000849,-0.16652165641642772
ACH-000851,-0.2098676324750346
ACH-000855,0.013244051390347495
ACH-000856,-0.15705991298276364
ACH-000858,-0.17162519133764687
ACH-000859,-0.1965971394379195
ACH-000861,-0.17372197334193498
ACH-000862,-0.15141756966902928
ACH-000865,0.029931751799519568
ACH-000866,-0.01854123108636508
ACH-000867,-0.09517316768476863
ACH-000869,-0.18691204825967955
ACH-000872,-0.10820513287853097
ACH-000873,0.04801554409618571
ACH-000876,-0.02248930035327807
ACH-000878,0.1002686322445861
ACH-000880,-0.04424384569294305
ACH-000881,-0.21191033007817625
ACH-000882,-0.11562174925105413
ACH-000884,-0.2590669545958754
ACH-000885,-0.20346161386250536
ACH-000887,-0.15842029302192215
ACH-000889,-0.14847787510434796
ACH-000896,-0.16832543468711514
ACH-000898,-0.15839981489107915
ACH-000900,-0.15198400191228692
ACH-000901,-0.1071678338262493
ACH-000905,-0.14634711137426895
ACH-000906,-0.015642517886970634
ACH-000907,-0.2583322029703146
ACH-000910,-0.08688173048172479
ACH-000911,-0.08407408771021613
ACH-000912,-0.014521279487968447
ACH-000913,-0.08698560486264496
ACH-000915,0.018547567559500055
ACH-000916,-0.12886717083574512
ACH-000917,-0.08996419560026664
ACH-000920,-0.3944219372371902
ACH-000921,-0.2259771570142365
ACH-000924,-0.13255665666269678
ACH-000926,-0.10297095727540084
ACH-000928,-0.12613018432640666
ACH-000929,0.0006083128879448178
ACH-000932,-0.18627144311583627
ACH-000935,-0.16516334511565364
ACH-000936,-0.15025815232961795
ACH-000937,-0.1355988338679128
ACH-000938,0.04082026629228508
ACH-000939,-0.04923384058113306
ACH-000941,-0.03491282802974864
ACH-000943,-0.1456203126565276
ACH-000946,-0.2064570780660281
ACH-000947,-0.009963992574476228
ACH-000948,-0.1268472953082165
ACH-000950,-0.060305281938491925
ACH-000953,-0.14495377617046526
ACH-000954,-0.003550401979830311
ACH-000957,-0.11959350769964333
ACH-000958,0.007567366674147772
ACH-000960,-0.03720216596261902
ACH-000963,0.08006819381078703
ACH-000968,-0.1156804676275558
ACH-000969,-0.10645594551312564
ACH-000972,-0.1733674485797564
ACH-000973,-0.1058190793635606
ACH-000974,-0.11217602777906044
ACH-000978,-0.2051804078699452
ACH-000984,-0.2064084544400007
ACH-000986,-0.12261881972982687
ACH-000988,-0.11170602504659692
ACH-000993,-0.2713486310553098
ACH-000994,-0.1555039156276864
ACH-000996,-0.2567734043894119
ACH-001001,-0.041151828133090096
ACH-001020,-0.16979805666135372
ACH-001028,-0.02052464055688397
ACH-001031,0.01130028765494258
ACH-001038,-0.05359441958831335
ACH-001048,-0.17474640920896545
ACH-001050,-0.21704329122966787
ACH-001053,-0.09150705941388457
ACH-001054,-0.14974757636938335
ACH-001061,-0.08051854532670975
ACH-001067,-0.18253538852041806
ACH-001075,-0.12652180412435352
ACH-001096,-0.01614843776630565
ACH-001111,-0.3164579499917524
ACH-001119,-0.16050043582561152
ACH-001128,-0.13555903935880118
ACH-001134,-0.15716823650498468
ACH-001151,-0.05260975583739486
ACH-001163,-0.0964231286924579
ACH-001164,-0.15204637091515413
ACH-001183,-0.2100437719035307
ACH-001192,-0.15557045219882054
ACH-001193,-0.18697391508536704
ACH-001196,-0.08998309644147665
ACH-001197,-0.007674132982673381
ACH-001205,0.026421722468153323
ACH-001211,0.1301585342670157
ACH-001212,0.012168975646215116
ACH-001228,-0.17919587081904886
ACH-001232,-0.22604643251229314
ACH-001239,-0.15361508365152046
ACH-001270,0.09986324553663853
ACH-001274,-0.13117658748998326
ACH-001275,-0.06955749529744676
ACH-001277,-0.06973544894423248
ACH-001278,-0.020507296283577142
ACH-001280,-0.26459790589960724
ACH-001283,0.01788941209716851
ACH-001289,0.03311466951929735
ACH-001300,-0.20175731828520246
ACH-001301,-0.15061878160218675
