,NRG3 (10718)
ACH-000004,0.08470077861133693
ACH-000005,0.050477996702272585
ACH-000007,0.07901728753564546
ACH-000009,-0.049801176247253234
ACH-000011,-0.1524958658729203
ACH-000012,-0.006167497583001225
ACH-000013,0.054573053117302345
ACH-000014,-0.06206024689501308
ACH-000015,0.012952182131390188
ACH-000017,-0.07791353214066313
ACH-000018,-0.04707207225825305
ACH-000019,0.16164485166684553
ACH-000021,0.10194781247719603
ACH-000022,0.09960705707710046
ACH-000025,-0.04730063185090089
ACH-000028,0.018214503159555532
ACH-000030,-0.2688983398004917
ACH-000035,-0.0626432529204277
ACH-000036,-0.044042795918463086
ACH-000037,-0.10393153798061187
ACH-000039,-0.13233369166777445
ACH-000040,-0.08775838715915366
ACH-000041,-0.013795315041646184
ACH-000042,0.013707567558899555
ACH-000045,0.06781824781770579
ACH-000047,-0.007301433509631577
ACH-000052,-0.3149636653259764
ACH-000053,-0.02921303078594483
ACH-000054,-0.11829200001354476
ACH-000055,0.01270561591387644
ACH-000060,-0.054480884979994496
ACH-000067,-0.17899662372921027
ACH-000070,0.06386794589850958
ACH-000075,-0.11086456791929004
ACH-000078,-0.002788147798214593
ACH-000082,-0.008650701581646152
ACH-000085,0.040999765577459976
ACH-000086,-0.07689905270098182
ACH-000087,0.08897086616577457
ACH-000092,0.02602714799310477
ACH-000095,-0.08492355408260598
ACH-000097,-0.0769071148357807
ACH-000098,-0.0006057516681981807
ACH-000099,-0.08086904543083259
ACH-000108,0.10853967437678994
ACH-000113,0.003826288270972914
ACH-000116,-0.03783859863531341
ACH-000118,-0.06278409632700675
ACH-000120,0.026676068330646625
ACH-000123,-0.1415750903094043
ACH-000127,-0.002861518741918517
ACH-000128,0.1331043177194442
ACH-000132,-0.07978210044874243
ACH-000133,-0.07012652013469263
ACH-000137,-0.0964535928809122
ACH-000138,0.09677597273491087
ACH-000142,0.19985321541894308
ACH-000143,0.04463561016545192
ACH-000146,0.06096160222517881
ACH-000148,-0.0969196619970524
ACH-000150,-0.10129821712392208
ACH-000152,0.037525405386355536
ACH-000153,0.1403979755884877
ACH-000159,0.005298641803328466
ACH-000160,-0.08813301494957405
ACH-000163,-0.12036530969322992
ACH-000167,0.0170441910213194
ACH-000168,-0.04014144826293546
ACH-000169,0.09520165164700573
ACH-000178,-0.006037016258149899
ACH-000183,-0.18828529942086905
ACH-000188,-0.01602770149412251
ACH-000189,0.07822240810601451
ACH-000190,-0.06538687705167992
ACH-000198,0.0118332840120319
ACH-000203,0.34541441776691045
ACH-000204,-0.00987705114358418
ACH-000206,0.06681074480936355
ACH-000207,0.0053410445896522355
ACH-000208,-0.07680022730177186
ACH-000210,-0.4686692746485781
ACH-000211,-0.07220602920153889
ACH-000215,0.07706292027971699
ACH-000221,0.09575860701266584
ACH-000222,0.16593195241202294
ACH-000223,0.05823175642462058
ACH-000226,-0.05665445611906481
ACH-000227,-0.130910355091307
ACH-000228,-0.1439829409420079
ACH-000231,-0.008439866590073345
ACH-000232,-0.10804712447239258
ACH-000233,0.023304438757044073
ACH-000234,0.05596498703325747
ACH-000235,0.0215799653710354
ACH-000237,0.009725927988954395
ACH-000238,-0.08286576588403585
ACH-000242,-0.21736348585641416
