,SCGB1D2 (10647)
ACH-000004,-0.08678105861915374
ACH-000005,-0.15994903546472472
ACH-000007,-0.013527736000520858
ACH-000009,-0.07743111853027039
ACH-000011,-0.05236020445828383
ACH-000012,-0.14050687858361385
ACH-000013,-0.051154793749271926
ACH-000014,0.2024847623810528
ACH-000015,-0.15883891526599078
ACH-000017,-0.07887660058013116
ACH-000018,0.034429675903476765
ACH-000019,-0.20993808212334364
ACH-000021,-0.25051522075556154
ACH-000022,-0.13350686519362054
ACH-000025,-0.11851454736878328
ACH-000028,0.014353103661436429
ACH-000030,-0.12432553057246093
ACH-000035,-0.0645426628827312
ACH-000036,-0.12064220093218447
ACH-000037,-0.1938401416795129
ACH-000039,-0.2274330579065065
ACH-000040,-0.20797599695195013
ACH-000041,-0.0194597374510176
ACH-000042,-0.11645619611695145
ACH-000045,-0.026798367783917768
ACH-000047,-0.10753616913345657
ACH-000052,-0.33014819439678084
ACH-000053,-0.20180852248878947
ACH-000054,-0.07679520743521555
ACH-000055,-0.20520287242262927
ACH-000060,-0.15190678967414484
ACH-000067,0.11474617861150932
ACH-000070,-0.06491293094007068
ACH-000075,-0.2608464388617369
ACH-000078,-0.21967812603420733
ACH-000082,-0.1845568822596464
ACH-000085,0.12009084861276655
ACH-000086,-0.16958591107952778
ACH-000087,-0.007608916501161736
ACH-000092,-0.15713761670062718
ACH-000095,-0.08385669054559808
ACH-000097,-0.09001525192089142
ACH-000098,-0.1419196527026531
ACH-000099,-0.0763364762469563
ACH-000108,-0.009612714828656206
ACH-000113,-0.2402782289277145
ACH-000116,-0.2261837890441276
ACH-000118,-0.22002248703765254
ACH-000120,-0.0994075153786692
ACH-000123,-0.11905270238146055
ACH-000127,-0.18393960635624065
ACH-000128,-0.030558743582168445
ACH-000132,-0.12541596872502114
ACH-000133,-0.08753035008649825
ACH-000137,-0.07119842937250835
ACH-000138,-0.16514226056407927
ACH-000142,-0.20265149662996146
ACH-000143,-0.14992562505008766
ACH-000146,-0.17156734688688352
ACH-000148,-0.11827275058699355
ACH-000150,-0.1775964678468753
ACH-000152,-0.03337826691446883
ACH-000153,-0.06677331115584498
ACH-000159,-0.13698596374583924
ACH-000160,-0.1815405164011216
ACH-000163,0.03969459083368961
ACH-000167,-0.07921940007756617
ACH-000168,-0.19447568337113566
ACH-000169,-0.21575994467195994
ACH-000178,-0.07815854391126341
ACH-000183,-0.07636981204648025
ACH-000188,-0.2951007083720641
ACH-000189,-0.2552317610944697
ACH-000190,-0.07277908432330545
ACH-000198,-0.08114714212884899
ACH-000203,-0.2272115414920113
ACH-000204,-0.2475560942776268
ACH-000206,-0.15419421516443466
ACH-000207,-0.20229731543234827
ACH-000208,-0.03842037974660865
ACH-000210,-0.1253129008384242
ACH-000211,-0.1426242604839203
ACH-000215,-0.05518310435407344
ACH-000221,-0.15626432958898664
ACH-000222,-0.15895974048914258
ACH-000223,-0.16296702343290445
ACH-000226,-0.07508182489422784
ACH-000227,0.017249517908279176
ACH-000228,-0.20176855632813964
ACH-000231,-0.04336274937628806
ACH-000232,-0.14792867837305948
ACH-000233,-0.051332726336510856
ACH-000234,-0.1626924285088832
ACH-000235,-0.07980782025751723
ACH-000237,-0.1308815761357157
ACH-000238,-0.08543193753446064
ACH-000242,0.06233611232596476
ACH-000243,-0.06447191641962736
ACH-000244,-0.03402473309593725
ACH-000246,-0.10858192853305153
ACH-000248,-0.07681546767277624
ACH-000250,-0.10284365662529887
ACH-000251,0.018373340206263928
ACH-000252,-0.12760142411228342
ACH-000253,-0.0056803513719109995
ACH-000255,-0.02060502270118196
ACH-000256,-0.3016167108533123
ACH-000257,-0.06005461075927844
ACH-000258,0.02095245996106653
ACH-000259,-0.057689838197925586
ACH-000260,-0.18329620638660715
ACH-000261,-0.15906394568942114
ACH-000262,-0.2146497476556029
ACH-000263,-0.01592258879188783
ACH-000264,-0.14148991248422196
ACH-000265,-0.13443612225713822
ACH-000266,-0.11314568708147575
ACH-000272,-0.10054044943852564
ACH-000274,-0.009840999483276032
ACH-000277,-0.11857205128793863
ACH-000278,0.00851314223117023
ACH-000279,-0.11802827248502212
ACH-000280,-0.13354110960936488
ACH-000281,-0.0681394327091168
ACH-000288,-0.10929828290469536
ACH-000291,-0.08078348386629687
ACH-000293,-0.16273615381573034
ACH-000294,-0.16420629036705006
ACH-000295,-0.1555697921304775
ACH-000296,0.025953743716850625
ACH-000302,-0.050913474890374184
ACH-000304,-0.008611052631383622
ACH-000307,-0.07894839860910025
ACH-000308,-0.1513337556969538
ACH-000310,-0.2428004516967336
ACH-000311,-0.10346951723906796
ACH-000312,-0.11292779572269858
ACH-000315,-0.12601506788100236
ACH-000316,-0.2090305753323742
ACH-000317,-0.26432585014048826
ACH-000318,-0.31453616561944525
ACH-000319,-0.1336728774479712
ACH-000320,0.03385295976039625
ACH-000322,-0.004589317894984316
ACH-000323,-0.11789277219555927
ACH-000324,-0.12022727960104615
ACH-000329,-0.024984494600723783
ACH-000330,-0.2287461148498365
ACH-000331,-0.1650200274378162
ACH-000332,-0.1001430160186839
ACH-000334,-0.2479089534838821
ACH-000335,-0.08071727979962914
ACH-000336,0.1971179096022699
ACH-000337,-0.38024827351121865
ACH-000338,-0.4464819012380548
ACH-000339,-0.06185315595939226
ACH-000341,-0.20090125516570995
ACH-000348,-0.08644347640957553
