,ATRN (8455)
ACH-000004,-0.2713809173443633
ACH-000005,-0.4381755373496507
ACH-000007,0.013175921111500972
ACH-000009,0.00400970279857666
ACH-000011,-0.5479507804294284
ACH-000012,-0.004201664522532002
ACH-000013,-0.05365055746962828
ACH-000014,-0.05941666103033754
ACH-000015,-0.012857106200033356
ACH-000017,-0.1289479822034555
ACH-000018,-0.2569758159063269
ACH-000019,0.038290914957877634
ACH-000021,-0.031075109393465705
ACH-000022,-0.008627230395631848
ACH-000025,-0.15354450995992286
ACH-000028,-0.1393299210773992
ACH-000030,0.07163858229182397
ACH-000035,0.07368785252667426
ACH-000036,-0.1026358375967188
ACH-000037,-0.004760112518178441
ACH-000039,-0.02718342162298731
ACH-000040,-0.07041455539002052
ACH-000041,-0.09737435308208316
ACH-000042,-0.0990013865241976
ACH-000045,-0.021317848604882728
ACH-000047,-0.07256519280782786
ACH-000052,0.052443887190595916
ACH-000053,-0.032023363652029915
ACH-000054,-0.1052153540288544
ACH-000055,0.26494930583735865
ACH-000060,-0.15918897187253153
ACH-000067,0.05637740157830125
ACH-000070,-0.011343414743357124
ACH-000075,-0.06539837230179261
ACH-000078,-0.02638328354176087
ACH-000082,-0.0753544069055362
ACH-000085,-0.2476327448078226
ACH-000086,0.01901665188672534
ACH-000087,-0.10002910097002647
ACH-000092,-0.3426677122824978
ACH-000095,-0.038580789382204994
ACH-000097,0.025280550765527758
ACH-000098,-0.3781115970594869
ACH-000099,-0.15834926520451795
ACH-000108,-0.3259443535497517
ACH-000113,-0.13403975312720448
ACH-000116,-0.052905891800189016
ACH-000118,-0.06508716421265051
ACH-000120,0.056815374959452526
ACH-000123,-0.02482894291533299
ACH-000127,-0.13494490021220662
ACH-000128,-0.04290786557862202
ACH-000132,-0.1544777920735605
ACH-000133,-0.17063497352354307
ACH-000137,-0.027162764218808144
ACH-000138,-0.08535047704094026
ACH-000142,-0.051526519460285435
ACH-000143,-0.14410552548836972
ACH-000146,0.0033866783239626984
ACH-000148,-0.1266184572734838
ACH-000150,-0.3159584516272887
ACH-000152,-0.030744437593161176
ACH-000153,0.2133255868020382
ACH-000159,-0.012150653129124394
ACH-000160,0.059692035174247815
ACH-000163,-0.05652882467767323
ACH-000167,-0.19704771896511675
ACH-000168,-0.18412274075511534
ACH-000169,-0.19927811385478414
ACH-000178,-0.0852853084815923
ACH-000183,-0.0955429003381491
ACH-000188,0.07559174470010553
ACH-000189,-0.3562850826934397
ACH-000190,0.011953125506511607
ACH-000198,-0.07391978383637952
ACH-000203,0.3169525338804953
ACH-000204,0.07407138625045585
ACH-000206,-0.0426873325375654
ACH-000207,-0.08710779557011912
ACH-000208,-0.30978770676976136
ACH-000210,-0.14647685100801364
ACH-000211,-0.007792939230937043
ACH-000215,-0.09165091363920692
ACH-000221,0.0565265783138148
ACH-000222,-0.024212679192776226
ACH-000223,-0.12067540346654088
ACH-000226,0.1269292810091534
ACH-000227,-0.20176703433661305
ACH-000228,0.057221317455397325
ACH-000231,-0.3100821192837427
ACH-000232,-0.04023242298455208
ACH-000233,-0.07066088408217636
ACH-000234,-0.10657226645557777
ACH-000235,0.004732510641529608
ACH-000237,-0.04350030731219185
ACH-000238,0.022738745713308903
ACH-000242,0.10247312891746822
ACH-000243,-0.09722293478434442
ACH-000244,-0.5322593395460212
ACH-000246,-0.2369867456605676
ACH-000248,-0.031963421998843285
ACH-000250,-0.02641195894063626
ACH-000251,-0.0285599042215692
ACH-000252,-0.3325224949980009
ACH-000253,-0.16656974553389234
ACH-000255,-0.35370879990455395
ACH-000256,-0.03381065905122793
ACH-000257,-0.12800180219528354
ACH-000258,-0.2447253705601456
ACH-000259,-0.049803415233099085
ACH-000260,-0.2395950164011145
ACH-000261,-0.1649994026643908
ACH-000262,-0.10281325654233897
ACH-000263,-0.004910344923388894
ACH-000264,-0.19993582072540986
ACH-000265,-0.1257579620232529
ACH-000266,-0.005695205956036612
ACH-000272,-0.17206700823282212
ACH-000274,-0.20694123341935447
ACH-000277,0.014871164445226256
ACH-000278,-0.07588906699615508
ACH-000279,-0.0011892399284670716
ACH-000280,-0.1391320504100668
ACH-000281,-0.2752908412734361
ACH-000288,-0.3605565398453392
ACH-000291,-0.1818307685836326
ACH-000293,-0.007239226197802049
ACH-000294,-0.17458641920280385
ACH-000295,-0.012799224622061229
ACH-000296,-0.18190809658479412
ACH-000302,-0.07456138077345019
ACH-000304,-0.13970830094757494
ACH-000307,-0.1723777179194546
ACH-000308,-0.08601115496203494
ACH-000310,-0.09965272092524964
ACH-000311,-0.09485824495963337
ACH-000312,0.006850739323379385
ACH-000315,-0.2418118629453324
ACH-000316,0.019114823778102655
ACH-000317,0.09877242067857588
ACH-000318,0.09899670034326223
ACH-000319,0.024086900394516702
ACH-000320,-0.12424746564183205
ACH-000322,-0.06319030679091511
ACH-000323,0.08265018786575191
ACH-000324,-0.0533087664415859
ACH-000329,-0.07614407009684049
ACH-000330,-0.00678943408225901
ACH-000331,-0.14635859182657482
ACH-000332,-0.03376733702147417
ACH-000334,-0.16970085028368515
ACH-000335,0.020735791259069512
ACH-000336,-0.2487202727512227
ACH-000337,0.06818323029498652
ACH-000338,0.3146485841534842
ACH-000339,-0.14410769909201446
ACH-000341,-0.01858394098741741
ACH-000348,-0.196609815077553
ACH-000350,-0.07791297006438486
ACH-000352,-0.027301676649453568
ACH-000356,-0.14755008177010845
ACH-000361,-0.06016388944413883
ACH-000362,-0.09230790310764983
ACH-000363,-0.13843722850886744
ACH-000364,-0.13218178050151555
ACH-000365,-0.02538037457207629
ACH-000366,-0.0727738223489078
ACH-000368,-0.1272995522845556
ACH-000374,0.08121240259834492
ACH-000375,-0.6428849168434116
ACH-000376,-0.09711715199032267
ACH-000381,-0.03888283508459077
ACH-000383,-0.05483603621572265
ACH-000387,-0.11337858100119405
ACH-000389,-0.1464808908497858
ACH-000390,0.32479518351234715
ACH-000393,-0.15356422566208836
ACH-000395,-0.3130042445597934
ACH-000396,-0.19599745820258616
ACH-000397,-0.10635784212834294
ACH-000401,-0.3102628683144775
ACH-000402,-0.05368258617564015
ACH-000403,-0.16534655547171673
ACH-000404,0.1649860398345394
ACH-000406,0.028895910559309294
ACH-000407,-0.4011913516385217
ACH-000408,-0.14790213000098218
ACH-000410,-0.11934368025132085
ACH-000411,-0.03817358917491315
ACH-000414,0.07622761558912262
ACH-000415,0.028639759532365132
ACH-000416,-0.046571661051364864
ACH-000420,-0.11568615201034325
ACH-000421,-0.013990117002772884
ACH-000424,0.15974753089786609
ACH-000425,0.039045043230167546
ACH-000426,-0.2432997771113285
ACH-000427,-0.04994647355779447
ACH-000433,-0.3769698074249748
ACH-000435,-0.16288866182858294
ACH-000436,-0.11979662749356425
ACH-000444,-0.17873642925298694
ACH-000445,0.024681484244807476
ACH-000448,-0.0377597633364813
ACH-000450,0.16264569779718366
ACH-000452,-0.030125203873371493
ACH-000454,0.08083074535534693
ACH-000458,0.031908268050725816
ACH-000459,-0.2038094805768445
ACH-000460,-0.1857485446896092
ACH-000461,0.04188238562506183
ACH-000463,-0.17727953270375835
ACH-000464,-0.2690568570482118
ACH-000466,-0.1265334872220865
ACH-000467,0.04794783134044385
ACH-000468,-0.0790346716684522
ACH-000469,-0.2034518506372464
ACH-000470,-0.15761757595567175
ACH-000471,-0.09679844903625556
ACH-000472,0.01265974963610858
ACH-000473,0.11723959666758099
ACH-000475,-0.1007170672499591
ACH-000476,-0.07745474439841163
ACH-000477,0.013581697370807902
ACH-000479,0.06262811591618485
ACH-000480,-0.044511551416219916
ACH-000481,-0.04379856256105747
ACH-000483,-0.21250932713569232
ACH-000484,-0.2655184075925871
ACH-000485,0.06946960954097743
ACH-000486,-0.17685564174529114
ACH-000487,-0.16387770081402162
ACH-000488,-0.04308511728221034
ACH-000490,0.011484406239185566
ACH-000491,-0.02081761116091872
ACH-000495,-0.1025160569394814
ACH-000496,-0.09058245044320548
ACH-000499,-0.09624092170876164
ACH-000500,0.4098775129112114
ACH-000502,-0.11415971698397567
ACH-000503,0.01973132359171159
ACH-000505,-0.05925649395874616
ACH-000507,-0.08045166882443543
ACH-000510,-0.023455419696883997
ACH-000511,-0.3087903745769709
ACH-000512,0.00790521064178102
ACH-000516,-0.08799830734755831
ACH-000517,-0.06092440762802623
ACH-000518,0.006875856552687586
ACH-000520,-0.09001461397366042
ACH-000521,-0.5963042384991216
ACH-000522,-0.41509760091375625
ACH-000524,-0.0920434947991801
ACH-000527,0.0037326411702632368
ACH-000528,-0.04803917161941303
ACH-000537,0.06453930720195818
ACH-000541,-0.07269732124206447
ACH-000542,-0.10427485208994468
ACH-000544,0.05132917990755796
ACH-000545,0.03702357830725065
ACH-000547,-0.2036951794658784
ACH-000548,-0.06345576652854677
ACH-000549,-0.14523950721234305
ACH-000550,-0.08138794932951036
ACH-000552,-0.04531275964746077
ACH-000556,-0.10738986604122687
ACH-000557,-0.12228279738342256
ACH-000569,-0.22455050794945605
ACH-000570,-0.11759646031614407
ACH-000571,-0.08982346821115703
ACH-000573,-0.10937931772116513
ACH-000576,-0.2374050631075455
ACH-000579,0.01344652773530217
ACH-000580,-0.0017655791573991614
ACH-000584,0.019014358141767874
ACH-000585,-0.052828660364772816
ACH-000588,-0.03783840011091815
ACH-000589,-0.043818426887045285
ACH-000591,-0.17213071387569126
ACH-000593,-0.15288344483761065
ACH-000600,-0.09728538139655572
ACH-000601,-0.2851726260454998
ACH-000605,0.0010966080330105405
ACH-000606,0.059880059694720385
ACH-000608,-0.11206519248439543
ACH-000614,-0.033984906460980964
ACH-000616,-0.193953555924376
ACH-000618,0.08115695800239672
ACH-000619,-0.1036406721872996
ACH-000620,-0.000955472458832072
ACH-000621,-0.052364499881969784
ACH-000622,-0.14290917335269165
ACH-000623,-0.11261461192849012
ACH-000624,-0.01293500668517452
ACH-000627,-0.09494779642617177
ACH-000630,-0.12962817500861915
ACH-000631,0.29806122148122305
ACH-000632,0.060298789365853527
ACH-000633,-0.10467494433700393
ACH-000637,0.056454308081468924
ACH-000638,0.08610018741771834
ACH-000646,-0.03221871388988203
ACH-000647,0.006057521873680929
ACH-000648,-0.06866481484238374
ACH-000649,-0.029741621391962927
ACH-000651,-0.1064443931944286
ACH-000652,-0.016756232219381623
ACH-000653,-0.19071677096622205
ACH-000657,-0.25119305733495234
ACH-000658,-0.0866283854774037
ACH-000661,0.09228054479037756
ACH-000662,-0.03146972498947439
ACH-000663,-0.028842546165896325
ACH-000665,-0.054877489095619215
ACH-000671,-0.15585444202487242
ACH-000672,-0.1716651175327099
ACH-000673,-0.1250338688975108
ACH-000676,0.0527765196995218
ACH-000677,-0.19635848218782154
ACH-000681,-0.07433321813282162
ACH-000683,0.010262618559186722
ACH-000684,-0.14603134444026228
ACH-000688,-0.5987643343303766
ACH-000693,-0.12222667485437495
ACH-000694,0.03201688434149707
ACH-000695,-0.2362808069681595
ACH-000696,-0.0059003878790999595
ACH-000697,0.07459375646826727
ACH-000699,-0.1559579362834421
ACH-000701,-0.15398231668996792
ACH-000706,-0.006544353070533282
ACH-000711,-0.026525696517855395
ACH-000713,-0.10298418676689496
ACH-000714,-0.04992186484716141
ACH-000718,-0.20770958075811344
ACH-000720,-0.18114162127363956
ACH-000721,-0.6859961126603776
ACH-000724,-0.021652564458080743
ACH-000725,0.1216229714936842
ACH-000732,0.08449790585092078
ACH-000734,-0.02940334416684402
ACH-000735,-0.06973731796407674
ACH-000736,0.02745785955855733
ACH-000738,0.031003953951819
ACH-000746,-0.004854569386014907
ACH-000747,-0.24282509853649895
ACH-000748,-0.08389690926257537
ACH-000753,0.0007258416392767245
ACH-000756,-0.2403800971166229
ACH-000757,-0.13946564331371344
ACH-000758,0.02578521351025247
ACH-000760,-0.007488941356847156
ACH-000762,-0.0231504744509327
ACH-000763,-0.10867567067410164
ACH-000764,-0.5051753741783741
ACH-000765,-0.008164330893135811
ACH-000766,0.04516109295229545
ACH-000767,-0.05431106769977997
ACH-000768,-0.14767684408099852
ACH-000769,-0.0356050839271418
ACH-000770,-0.035953366313703466
ACH-000771,-0.005813570497325244
ACH-000773,-0.23864035583082244
ACH-000776,-0.03822554271610865
ACH-000777,-0.10902868192494664
ACH-000778,-0.08873227762064746
ACH-000781,-0.15600693268838908
ACH-000782,0.1349958054276293
ACH-000783,-0.04481015805294458
ACH-000784,-0.0115249026038361
ACH-000785,-0.10234537534476684
ACH-000787,-0.2908652644963253
ACH-000788,-0.0960718969211686
ACH-000791,-0.08624758460637295
ACH-000792,-0.09876047546159228
ACH-000794,0.07810521890566241
ACH-000796,0.03865874708735871
ACH-000798,0.2107532222338207
ACH-000799,-0.07679198731695708
ACH-000800,-0.07323771847544064
ACH-000802,-0.0004916642451113269
ACH-000804,-0.1270967685112736
ACH-000805,-0.05965936918933005
ACH-000809,-0.1919548394642004
ACH-000810,-0.22469901649927065
ACH-000811,-0.2529126129712437
ACH-000817,-0.0099889102185683
ACH-000819,0.05208891585098368
ACH-000820,-0.16604824839289387
ACH-000821,0.028500707489882045
ACH-000822,0.06877849749928044
ACH-000823,-0.12414945126680847
ACH-000824,0.0036776683520209907
ACH-000827,-0.0048347615553328
ACH-000829,0.011070245129890964
ACH-000831,0.07276040320070823
ACH-000832,0.11086112533529008
ACH-000833,0.07288979435381668
ACH-000834,0.07312502477470402
ACH-000835,-0.12980513460088536
ACH-000836,-0.058471149137118525
ACH-000837,0.0247672809672177
ACH-000838,-0.011299039815286929
ACH-000839,0.0165453485239023
ACH-000840,-0.2318698319984084
ACH-000841,-0.0172430703244638
ACH-000843,0.0809966932183081
ACH-000846,-0.13840633135246866
ACH-000847,-0.1921463977853466
ACH-000848,-0.03012780268451065
ACH-000849,0.013098579359708548
ACH-000851,-0.17462857581612964
ACH-000855,0.1974258968604886
ACH-000856,-0.13741848032053516
ACH-000858,0.062269114342305386
ACH-000859,-0.02633842533900432
ACH-000861,-0.09789885363005787
ACH-000862,-0.1854706603888264
ACH-000865,-0.0684403599112545
ACH-000866,-0.028541202716398376
ACH-000867,-0.18908077081506844
ACH-000869,0.01623049706368591
ACH-000872,-0.016212708997476878
ACH-000873,0.08502431466743338
ACH-000876,-0.01523854545362709
ACH-000878,0.05947863716973158
ACH-000880,-0.11507254591132444
ACH-000881,-0.06668147529416146
ACH-000882,-0.0919015405888751
ACH-000884,-0.1903877654151007
ACH-000885,-0.3884947462896909
ACH-000887,0.04496008607889287
ACH-000889,0.045739711563245085
ACH-000896,0.04740053175754313
ACH-000898,0.07097624829809507
ACH-000900,-0.014803874045005529
ACH-000901,-0.13019860620089296
ACH-000905,-0.034790823287295734
ACH-000906,-0.14162153515188214
ACH-000907,-0.4314898487746087
ACH-000910,-0.04635727360884893
ACH-000911,-0.0503084254097376
ACH-000912,-0.5729899600502717
ACH-000913,-0.2037927407065747
ACH-000915,-0.1470430037219078
ACH-000916,-0.34237668996037085
ACH-000917,0.11266959857319032
ACH-000920,-0.18145126225188396
ACH-000921,0.05254108387374126
ACH-000924,-0.18758244245614875
ACH-000926,-0.000813544623585072
ACH-000928,-0.1619101471658348
ACH-000929,0.07643558169555748
ACH-000932,-0.0735681015479847
ACH-000935,0.15199718627240172
ACH-000936,-0.26953874048061865
ACH-000937,-0.20425578808599534
ACH-000938,0.1695284118131581
ACH-000939,-0.2526920888260003
ACH-000941,-0.12917186827238436
ACH-000943,-0.4881463629334842
ACH-000946,0.07524030568309445
ACH-000947,-0.2044893187154314
ACH-000948,0.032475989997532734
ACH-000950,0.01148663049045752
ACH-000953,0.0784355560691279
ACH-000954,0.09956739600664036
ACH-000957,-0.15997826808989962
ACH-000958,0.0590564664090757
ACH-000960,-0.10843869860817393
ACH-000963,-0.08954289358369961
ACH-000968,0.06469704712431934
ACH-000969,-0.024411961399687248
ACH-000972,-0.119468911731298
ACH-000973,-0.04299567119426748
ACH-000974,-0.27927320626844376
ACH-000978,-0.23940576309386075
ACH-000984,-0.06583639894404532
ACH-000986,0.017860785289680797
ACH-000988,-0.1273490915840595
ACH-000993,-0.10112450827909904
ACH-000994,-0.06026850773722878
ACH-000996,-0.04269801692092397
ACH-001001,-0.10524041699368196
ACH-001020,-0.09045675654642002
ACH-001028,-0.015989938590660443
ACH-001031,-0.1800605429991812
ACH-001038,0.04929168648798447
ACH-001048,-0.11969217162673232
ACH-001050,-0.1010242070493372
ACH-001053,0.16603747977349312
ACH-001054,-0.08923323615694234
ACH-001061,0.007517930526164843
ACH-001067,-0.5012382180115662
ACH-001075,0.15330997583787453
ACH-001096,-0.33299486113567045
ACH-001111,0.11735908126506644
ACH-001119,-0.12160465474567562
ACH-001128,-0.4235571979980912
ACH-001134,-0.05301581734613135
ACH-001151,-0.352825332784286
ACH-001163,-0.41636160217306606
ACH-001164,0.004664594251071904
ACH-001183,-0.10804416588390747
ACH-001192,-0.0503008034061898
ACH-001193,-0.11716696171229547
ACH-001196,-0.26044693627385385
ACH-001197,0.042149174533761866
ACH-001205,0.014890595906314738
ACH-001211,-0.15815889983398854
ACH-001212,-0.4199803604729742
ACH-001228,0.07882413048290031
ACH-001232,-0.04203011787548188
ACH-001239,-0.022195499163189983
ACH-001270,-0.2425896804236547
ACH-001274,-0.057076523341420125
ACH-001275,-0.08718463576030364
ACH-001277,-0.0986437466958038
ACH-001278,-0.11213494880126702
ACH-001280,-0.34716884618997496
ACH-001283,-0.027615588756006247
ACH-001289,-0.19840982060560824
ACH-001300,-0.163872138883095
ACH-001301,-0.20649393443902467
ACH-001302,-0.06106789830667313
ACH-001306,-0.24163982728346345
ACH-001318,0.015485728266995713
ACH-001322,-0.4498025191058301
ACH-001328,0.026832406951366503
ACH-001332,0.14585770412714086
ACH-001336,0.049693330334239984
ACH-001346,0.0036304128731017037
ACH-001353,-0.2270547028609436
ACH-001354,-0.16187302239782314
ACH-001367,0.05727826572849666
ACH-001368,0.011751367999637836
ACH-001374,-0.5789679832917884
ACH-001377,-0.044394500975301225
ACH-001380,-0.37764950792935226
ACH-001391,-0.031171694241305812
ACH-001408,-0.10863792752498788
ACH-001430,0.034008807202097965
ACH-001431,-0.11233223125521977
ACH-001450,-0.050441424405992176
ACH-001496,-0.020994851310813
ACH-001500,-0.5642570679153174
ACH-001523,0.0654520181966894
ACH-001532,-0.2681815394778689
ACH-001550,-0.0063898156129712225
ACH-001552,-0.10828307687784723
ACH-001554,-0.048103551029862135
ACH-001654,-0.002972979048000644
ACH-001735,-0.14512628382634002
ACH-001736,-0.13430687530922752
ACH-001737,-0.060675364029860214
ACH-001740,-0.1679001690098036
ACH-001745,-0.14788452941432814
ACH-001765,0.020679857171466583
