,UBN1 (29855)
ACH-000004,-0.06997031398905999
ACH-000005,0.09802733248137288
ACH-000007,-0.15373975445598387
ACH-000009,-0.010075286041345777
ACH-000011,-0.09906540506033504
ACH-000012,-0.2462905663873559
ACH-000013,-0.16471909906069512
ACH-000014,0.023747258268497173
ACH-000015,-0.12193186306191245
ACH-000017,-0.12112777813955833
ACH-000018,-0.3752183046885748
ACH-000019,-0.22023047543669425
ACH-000021,-0.11757859218258965
ACH-000022,-0.1355045695407059
ACH-000025,-0.08712780881584413
ACH-000028,-0.047041120948763115
ACH-000030,-0.06467071474967585
ACH-000035,-0.2034191914895972
ACH-000036,-0.05170960481244364
ACH-000037,-0.09510959714706453
ACH-000039,-0.08660806495071519
ACH-000040,-0.2763250754948943
ACH-000041,-0.11419082512487105
ACH-000042,-0.028749987398252862
ACH-000045,-0.06801218255467371
ACH-000047,-0.3101173473291034
ACH-000052,-0.17166076516195447
ACH-000053,0.005541398383519088
ACH-000054,-0.10178953130240456
ACH-000055,-0.12364402425660895
ACH-000060,-0.13358976044950516
ACH-000067,-0.12940553322315826
ACH-000070,-0.08128081023524683
ACH-000075,0.02400926728031792
ACH-000078,-0.19527496785429446
ACH-000082,-0.2304563551244318
ACH-000085,-0.10655967432307442
ACH-000086,-0.13972804653709298
ACH-000087,-0.08462489116119329
ACH-000092,-0.05275112901877252
ACH-000095,-0.1983887661943498
ACH-000097,-0.26879331315391114
ACH-000098,-0.13341513615886866
ACH-000099,-0.21050662189026006
ACH-000108,-0.17337929200688126
ACH-000113,-0.18600430179826566
ACH-000116,-0.15655023619850544
ACH-000118,-0.0930869650498098
ACH-000120,-0.17848329829265636
ACH-000123,-0.17686983579221324
ACH-000127,-0.09726841669701684
ACH-000128,0.030469514162132595
ACH-000132,-0.16786374232847395
ACH-000133,-0.1353341951325957
ACH-000137,-0.1590221282305916
ACH-000138,-0.10621190361183888
ACH-000142,-0.19653069506863116
ACH-000143,0.2099296281320392
ACH-000146,-0.13831009261069035
ACH-000148,-0.13255034680681174
ACH-000150,-0.3308630516536207
ACH-000152,-0.1288889453805939
ACH-000153,0.11863720676137765
ACH-000159,-0.2423144091682091
ACH-000160,0.3078846682439429
ACH-000163,-0.08923385448449908
ACH-000167,0.7507789809010423
ACH-000168,-0.22799861079926406
ACH-000169,-0.15539444137183786
ACH-000178,-0.259647080312175
ACH-000183,-0.09853593323788018
ACH-000188,-0.10433101074118804
ACH-000189,-0.07493340790028423
ACH-000190,0.23746865951410706
ACH-000198,-0.16627112366166336
ACH-000203,-1.2154189179784798
ACH-000204,-0.13928263903093102
ACH-000206,-0.29864143521453423
ACH-000207,-0.3028416663713832
ACH-000208,0.08044628216030443
ACH-000210,-0.35795236664066565
ACH-000211,-0.08200235405980473
ACH-000215,-0.15618611473296254
ACH-000221,-0.05551098131855786
ACH-000222,0.003044883811274768
ACH-000223,-0.077359962527657
ACH-000226,-0.05444365007706693
ACH-000227,0.009151066999417413
ACH-000228,-0.3039250183754605
ACH-000231,-0.175880886145171
ACH-000232,-0.20714226856087925
ACH-000233,-0.07028797476504713
ACH-000234,-0.09226458555586237
ACH-000235,-0.19203467164879212
ACH-000237,-0.15465669613737185
ACH-000238,-0.16882495981675347
ACH-000242,-0.09007388712083687
ACH-000243,-0.3223298621859067
ACH-000244,-0.16692016042868055
ACH-000246,-0.0044642588596077405
ACH-000248,0.1195721371910498
ACH-000250,-0.19138066098392106
ACH-000251,-0.4105416539914592
ACH-000252,-0.08976842251792856
ACH-000253,-0.09846001491463548
ACH-000255,0.046198950104833686
ACH-000256,-0.022332548193485874
ACH-000257,-0.3497659896801241
ACH-000258,-0.2423677102034275
ACH-000259,-0.08224835911717372
ACH-000260,-0.23162543611264
ACH-000261,-0.0900616001155979
ACH-000262,-0.15605359119259213
ACH-000263,-0.3221591174886041
ACH-000264,-0.165081836295261
ACH-000265,-0.30997808349751177
ACH-000266,-0.08808361179115992
ACH-000272,-0.16231175888678293
ACH-000274,-0.17408482258373734
ACH-000277,-0.15434578725011672
ACH-000278,-0.011710146906729021
ACH-000279,-0.06355319475870362
ACH-000280,-0.2465232258466147
ACH-000281,-0.2312676757474522
ACH-000288,-0.20232980920066013
ACH-000291,-0.15928325240469451
ACH-000293,-0.0052420629442298155
ACH-000294,-0.15075085130910978
ACH-000295,-0.032421316770120535
ACH-000296,-0.3380143979678852
ACH-000302,-0.12060663344993862
ACH-000304,-0.1437189347393214
ACH-000307,-0.11097953712281633
ACH-000308,-0.10894339249616497
ACH-000310,-0.1772711931482361
ACH-000311,-0.12975668120521855
ACH-000312,-0.12747954127739264
ACH-000315,-0.6398017877527716
ACH-000316,-0.20081636229781186
ACH-000317,-0.18467909376655012
ACH-000318,-0.11172585036078428
ACH-000319,-0.10611573893381236
ACH-000320,-0.141737261330728
ACH-000322,-0.308136960495424
ACH-000323,-0.134491061147844
ACH-000324,-0.2425211716010774
ACH-000329,-0.02260870174979849
ACH-000330,-0.1826440386525354
ACH-000331,-0.18896188461057933
ACH-000332,-0.20807644363122896
ACH-000334,-0.07282492660614348
ACH-000335,-0.07439865691994453
ACH-000336,-0.3411005725767225
ACH-000337,-0.18935519569787074
ACH-000338,-0.18117048843391773
ACH-000339,-0.07718556549800819
ACH-000341,0.06535621341412312
ACH-000348,-0.11551588974772185
ACH-000350,-0.17221839798376187
ACH-000352,-0.14781591820398726
ACH-000356,-0.049431705670982304
ACH-000361,-0.15006262767550815
ACH-000362,-0.14556528350970135
ACH-000363,-0.14302837469036034
ACH-000364,-0.3715541472076713
ACH-000365,-0.10190349720364757
ACH-000366,-0.05961056271386481
ACH-000368,-0.14144022455561955
