,PSMC4 (5704)
ACH-000004,-0.4101833770788334
ACH-000005,-0.4113841068167918
ACH-000007,-0.4756619013411707
ACH-000009,-0.626139916796519
ACH-000011,-0.5342132241768156
ACH-000012,-0.8398241863031867
ACH-000013,-0.5408627937581636
ACH-000014,-0.5621914747773261
ACH-000015,-0.7092926374588447
ACH-000017,-0.6504713414813612
ACH-000018,-0.7282051233578356
ACH-000019,-0.6877143093571685
ACH-000021,-0.5480266614709343
ACH-000022,-0.4926644248759682
ACH-000025,-0.5421285693487398
ACH-000028,-0.6367418427803011
ACH-000030,-0.6251256102882314
ACH-000035,-0.5508478961232879
ACH-000036,-0.5393478164008187
ACH-000037,-0.4521512243671364
ACH-000039,-0.3220259203190992
ACH-000040,-0.5959046950904947
ACH-000041,-0.7490706706603871
ACH-000042,-0.5533620878338276
ACH-000045,-0.4706437819900054
ACH-000047,-0.5179144956550028
ACH-000052,-0.6593166859349507
ACH-000053,-0.6815852117855656
ACH-000054,-0.5921934515366499
ACH-000055,-0.7410321215497023
ACH-000060,-0.6045203370553451
ACH-000067,-0.5487528339199013
ACH-000070,-0.5908227199790991
ACH-000075,-0.525579865713653
ACH-000078,-0.5643370763598049
ACH-000082,-0.7216257395591347
ACH-000085,-0.40018860800939055
ACH-000086,-0.7236034109278872
ACH-000087,-0.5342445633980292
ACH-000092,-0.7189790028238369
ACH-000095,-0.6390567761496888
ACH-000097,-0.5105254317028636
ACH-000098,-0.7304393840862855
ACH-000099,-0.5303200150438333
ACH-000108,-0.7154396758701954
ACH-000113,-0.6008826243714386
ACH-000116,-0.4599827240198359
ACH-000118,-0.6913181264099968
ACH-000120,-0.5944342795894579
ACH-000123,-0.7171818311666471
ACH-000127,-0.7238453269811772
ACH-000128,-0.4589834004940679
ACH-000132,-0.7511659352203153
ACH-000133,-0.5107879832849412
ACH-000137,-0.7266073017463324
ACH-000138,-0.5486402335076673
ACH-000142,-0.41366395361536207
ACH-000143,-0.6429370764029522
ACH-000146,-0.4938651325924977
ACH-000148,-0.5190706688704103
ACH-000150,-0.4476176155358408
ACH-000152,-0.6437608321182198
ACH-000153,-0.608929545411218
ACH-000159,-0.5304556777678848
ACH-000160,-0.8499591284686014
ACH-000163,-0.6215378405789043
ACH-000167,0.027708374400438027
ACH-000168,-0.5895046604010141
ACH-000169,-0.6329787161203474
ACH-000178,-0.6703050244995711
ACH-000183,-0.7382945259647206
ACH-000188,-0.570458950122242
ACH-000189,-0.4213010926542299
ACH-000190,-0.6463357786472911
ACH-000198,-0.5229835910663688
ACH-000203,-0.7578291309983259
ACH-000204,-0.8698323855507436
ACH-000206,-0.4465733998903574
ACH-000207,-0.6709973804860578
ACH-000208,-0.8203433942833623
ACH-000210,-0.638589925069547
ACH-000211,-0.3380228315872906
ACH-000215,-0.4342399737503677
ACH-000221,-0.8742188252074946
ACH-000222,-0.450800796106083
ACH-000223,-0.5926438609216571
ACH-000226,-0.5541928711275012
ACH-000227,-0.8130293671867024
ACH-000228,-0.7040890576451527
ACH-000231,-0.6274423386283134
ACH-000232,-0.7127165937067418
ACH-000233,-0.5993056867516003
ACH-000234,-0.6627902816034086
ACH-000235,-0.6898103850987136
ACH-000237,-0.5356712438934166
ACH-000238,-0.4760417643375594
ACH-000242,-0.6305233124223165
ACH-000243,-0.5715686201141215
ACH-000244,-0.4390219039057692
ACH-000246,-0.6000347075147497
ACH-000248,-0.5721617931243285
ACH-000250,-0.6471304949639962
ACH-000251,-0.4516260435446294
ACH-000252,-0.5621582783133738
ACH-000253,-0.6330688429057673
ACH-000255,-0.7519371721958454
ACH-000256,-0.4225245482903631
ACH-000257,-0.695353551894814
ACH-000258,-0.6172573320117074
ACH-000259,-0.5586898009234871
ACH-000260,-0.6487372149544491
ACH-000261,-0.4996523712327457
ACH-000262,-0.4706657930981216
ACH-000263,-0.4910042685179318
ACH-000264,-0.7330823441676239
ACH-000265,-0.7638878213525803
ACH-000266,-0.6749225864009154
ACH-000272,-0.7566242696029538
ACH-000274,-0.6086061856891565
ACH-000277,-0.7346156009789221
ACH-000278,-0.4768485710937072
ACH-000279,-0.7364225767199125
ACH-000280,-0.4690011085834971
ACH-000281,-0.6149996770859109
ACH-000288,-0.5959011448041304
ACH-000291,-0.6093782570830655
ACH-000293,-0.6176893052942589
ACH-000294,-0.6232266658633557
ACH-000295,-0.3444592374519281
ACH-000296,-0.4925047301872603
ACH-000302,-0.6672052316715357
ACH-000304,-0.5561526285833672
ACH-000307,-0.5625727893233037
ACH-000308,-0.688433597278016
ACH-000310,-0.6212494322912899
ACH-000311,-0.4453021249371018
ACH-000312,-0.7644116925746701
ACH-000315,-0.8862944621826203
ACH-000316,-0.3683043446857712
ACH-000317,-0.500219853081671
ACH-000318,-0.5627320212969674
ACH-000319,-0.6497907164814624
ACH-000320,-0.4717048402446338
ACH-000322,-0.4664470982529711
ACH-000323,-0.781266367237275
ACH-000324,-0.7046452027829727
ACH-000329,-0.44634940528116906
ACH-000330,-0.8939300414836693
ACH-000331,-0.6505164509828627
ACH-000332,-0.5413040299083199
ACH-000334,-0.3257899203631077
ACH-000335,-0.7412075020350288
ACH-000336,-0.3061379590118803
ACH-000337,-0.8238511572113622
ACH-000338,-0.6137412127205357
ACH-000339,-0.5700974195724638
ACH-000341,-0.6758065270570769
ACH-000348,-0.5541442522133662
ACH-000350,-0.477715345894196
ACH-000352,-0.8327898269424984
ACH-000356,-0.5530296870513419
ACH-000361,-0.6196914497721655
ACH-000362,-0.5561995557239243
ACH-000363,-0.5849729357188627
ACH-000364,-0.5629087914680531
ACH-000365,-0.5693988326226066
ACH-000366,-0.6411854758076303
ACH-000368,-0.5915732665656097
ACH-000374,-0.3193340427735703
ACH-000375,-0.6005088558651591
ACH-000376,-0.4801036035151895
ACH-000381,-0.4652155933002915
ACH-000383,-0.7086965403475921
ACH-000387,-0.4982554516681105
ACH-000389,-0.640017085219335
ACH-000390,-0.6257381544196341
ACH-000393,-0.5231509804524656
ACH-000395,-0.4317678973340784
ACH-000396,-0.5379242959928106
ACH-000397,-0.6575198490169234
ACH-000401,-0.5044164398545291
ACH-000402,-0.54611604557752
ACH-000403,-0.6939723375990046
ACH-000404,-0.4792648059975998
ACH-000406,-0.495729851846791
ACH-000407,-0.5633515708009228
ACH-000408,-0.8344604753640078
ACH-000410,-0.6081589729099486
ACH-000411,-0.5563025685112866
ACH-000414,-0.4143829292991577
ACH-000415,-0.5703682513582693
ACH-000416,-0.8071721220205822
ACH-000420,-0.7614035509120691
ACH-000421,-0.6139729085688601
ACH-000424,-0.6043132786791016
ACH-000425,-0.5846756478846233
