,CD2AP (23607)
ACH-000004,-0.01485249789620828
ACH-000005,0.16122717040888662
ACH-000007,0.3199426524736196
ACH-000009,0.2507295713165662
ACH-000011,0.15128206650033152
ACH-000012,0.16389953566603946
ACH-000013,0.11355084970289644
ACH-000014,0.23151463645458176
ACH-000015,0.2450402305546583
ACH-000017,0.1359364012733318
ACH-000018,0.14882618314754004
ACH-000019,0.19644234464174876
ACH-000021,0.15043484982148525
ACH-000022,0.10321367061559407
ACH-000025,0.13619756909261346
ACH-000028,0.11388688255675344
ACH-000030,0.16406252747463312
ACH-000035,0.04879369627951723
ACH-000036,0.3309151036746205
ACH-000037,0.130706490444599
ACH-000039,0.07391869269239963
ACH-000040,0.10190445293619473
ACH-000041,0.22437099524685408
ACH-000042,0.13312571840747178
ACH-000045,0.10134197144063638
ACH-000047,0.2038237780064721
ACH-000052,0.1429755562842926
ACH-000053,0.16086618399252378
ACH-000054,0.20416781769337355
ACH-000055,0.3789884186256785
ACH-000060,0.14117285618610448
ACH-000067,0.1296054242927517
ACH-000070,0.2410590404678235
ACH-000075,0.013052839526034995
ACH-000078,0.12615478924787335
ACH-000082,0.05415415888091192
ACH-000085,0.13301373448408255
ACH-000086,0.1223705876367292
ACH-000087,0.11957870058147035
ACH-000092,0.13379897886576494
ACH-000095,0.22435727423423096
ACH-000097,0.14353814167482426
ACH-000098,0.07720148150978047
ACH-000099,0.1954207465668864
ACH-000108,0.3159943735661018
ACH-000113,0.14340990732718187
ACH-000116,0.22311271128396412
ACH-000118,0.2245680803728724
ACH-000120,0.18289233929957
ACH-000123,0.0792701036552612
ACH-000127,0.187734798853007
ACH-000128,0.1834334316275021
ACH-000132,0.07300127046700129
ACH-000133,0.23753066424637176
ACH-000137,0.2739095487190917
ACH-000138,0.1647276559378219
ACH-000142,0.17618407161565827
ACH-000143,0.1947964052611486
ACH-000146,0.20737347020596056
ACH-000148,0.18696724478912166
ACH-000150,0.1801655352176744
ACH-000152,0.2438963620157589
ACH-000153,0.09526142482020213
ACH-000159,0.1703114158855372
ACH-000160,-0.09380314771359892
ACH-000163,0.17888647074431918
ACH-000167,0.08492785971987019
ACH-000168,0.1941965196950952
ACH-000169,0.13102192617031735
ACH-000178,0.1615579184480249
ACH-000183,0.0394983439389878
ACH-000188,0.16890683240653098
ACH-000189,0.4608595978145219
ACH-000190,0.153911545059064
ACH-000198,0.2314090659059875
ACH-000203,-0.04849833063897837
ACH-000204,0.2410828989614896
ACH-000206,0.2631723789763803
ACH-000207,0.10603388822566913
ACH-000208,0.18075521823058727
ACH-000210,0.3446589122472493
ACH-000211,0.16346002190955794
ACH-000215,0.10213617938591917
ACH-000221,0.13910866329521168
ACH-000222,0.18914902673555747
ACH-000223,0.04015348629630574
ACH-000226,0.21625389074155424
ACH-000227,0.08346797987516733
ACH-000228,-0.0774697276385183
ACH-000231,0.16992926295624408
ACH-000232,0.2746415147764412
ACH-000233,0.1186746750873562
ACH-000234,0.17667720555762567
ACH-000235,0.13320519549555065
ACH-000237,0.2601034287073619
ACH-000238,-0.0013135699900322312
ACH-000242,0.10896384938421907
ACH-000243,0.2572885712894469
ACH-000244,0.34712390488865463
ACH-000246,0.1662442512661198
ACH-000248,0.08498265162712218
ACH-000250,0.027242637530426914
ACH-000251,-0.004712280943260954
ACH-000252,0.32959643344405043
ACH-000253,0.06972102683338849
ACH-000255,0.2574302373951733
ACH-000256,0.14804272686079675
ACH-000257,0.25655604932027
ACH-000258,0.251915855880129
ACH-000259,0.2097520768599952
ACH-000260,0.18301064567528144
ACH-000261,0.2259284018136085
ACH-000262,0.29193018123381803
ACH-000263,0.19175901303560508
ACH-000264,0.1719490805229189
ACH-000265,0.11794690820095925
ACH-000266,0.13376665644152771
ACH-000272,0.2264836022146131
ACH-000274,0.15543594181095946
ACH-000277,0.0777443919968996
ACH-000278,0.13102058871675054
ACH-000279,0.14161595034153446
ACH-000280,0.09805505231200692
ACH-000281,0.05868278536061651
ACH-000288,0.1949528998467937
