,RTCB (51493)
ACH-000004,-0.8965833837349076
ACH-000005,-0.9098190454573652
ACH-000007,-0.6894701634422815
ACH-000009,-1.0667890449170192
ACH-000011,-0.7425377604424008
ACH-000012,-1.0465142460723018
ACH-000013,-0.8188097671676329
ACH-000014,-0.8735852987387307
ACH-000015,-1.0424863616887592
ACH-000017,-0.6424719123160787
ACH-000018,-0.9197974182594956
ACH-000019,-0.6585688386394221
ACH-000021,-0.7180693148083169
ACH-000022,-0.6598875673028938
ACH-000025,-1.1413285025909494
ACH-000028,-0.9987587382603144
ACH-000030,-1.0288632868256675
ACH-000035,-1.002045029548068
ACH-000036,-0.8566530502858963
ACH-000037,-0.9275531468495596
ACH-000039,-0.8023014993194043
ACH-000040,-0.7332642439799599
ACH-000041,-0.7296802748588254
ACH-000042,-0.6097039530164559
ACH-000045,-0.5998071703064589
ACH-000047,-0.6635766045721085
ACH-000052,-0.7424795900258034
ACH-000053,-0.7132336406633627
ACH-000054,-0.6909928585803553
ACH-000055,-0.8267440106618056
ACH-000060,-1.241706280857013
ACH-000067,-0.8003153288862893
ACH-000070,-0.7605155191369507
ACH-000075,-0.8774696799806041
ACH-000078,-0.6380488234361913
ACH-000082,-0.5781114428750431
ACH-000085,-0.7722260383706582
ACH-000086,-1.253874882300266
ACH-000087,-0.9076929485476544
ACH-000092,-0.6133732255165525
ACH-000095,-0.7226237400733816
ACH-000097,-0.4740646688215517
ACH-000098,-1.1888112585537702
ACH-000099,-0.6037291458463663
ACH-000108,-0.7791232306858751
ACH-000113,-0.6516391486241124
ACH-000116,-0.6953324351353981
ACH-000118,-0.9269353851645272
ACH-000120,-0.9716290067361162
ACH-000123,-0.7017380432365793
ACH-000127,-1.0249149603664751
ACH-000128,-0.770278285409634
ACH-000132,-1.059286286649514
ACH-000133,-0.7194572806185426
ACH-000137,-0.7623075608946975
ACH-000138,-0.8317083079072218
ACH-000142,-0.8476490251980766
ACH-000143,-0.8766202356498974
ACH-000146,-0.6359879359872613
ACH-000148,-0.8861124996138557
ACH-000150,-1.0297943856191314
ACH-000152,-0.597699766431666
ACH-000153,-1.1545749893801254
ACH-000159,-0.5981549718787263
ACH-000160,-0.6909391689230648
ACH-000163,-0.8312206597996268
ACH-000167,-0.8403107525900897
ACH-000168,-0.7271950280151875
ACH-000169,-0.8552705684179905
ACH-000178,-0.7572419451544683
ACH-000183,-0.9272655605507064
ACH-000188,-0.9489880312340142
ACH-000189,-0.7361409125978605
ACH-000190,-0.9816213432691492
ACH-000198,-0.6347134468903604
ACH-000203,-0.3410672960270582
ACH-000204,-0.6795968457203891
ACH-000206,-0.8705274687845757
ACH-000207,-0.7792591958492056
ACH-000208,-1.043057675388827
ACH-000210,-0.5535922405103056
ACH-000211,-0.8686994667014487
ACH-000215,-1.0302936186377571
ACH-000221,-0.9869972333488832
ACH-000222,-0.7073035293475852
ACH-000223,-0.5873472578874298
ACH-000226,-0.8876310012889194
ACH-000227,-0.6663300999316986
ACH-000228,-0.8305997380329921
ACH-000231,-0.9334128119339686
ACH-000232,-1.0246125403040756
ACH-000233,-0.6593115319765668
ACH-000234,-0.5283810733198329
ACH-000235,-0.7365567484818414
ACH-000237,-1.026537552111463
ACH-000238,-0.8328526703599259
ACH-000242,-0.9146098045747773
ACH-000243,-0.8879673051450567
ACH-000244,-0.7019146495993109
ACH-000246,-0.8075503568249179
ACH-000248,-0.730429342136063
ACH-000250,-0.8591817282463509
ACH-000251,-0.9166069175177094
ACH-000252,-0.7984234780475848
ACH-000253,-0.6253402371011224
ACH-000255,-0.9792734040504312
ACH-000256,-0.7261252087229589
ACH-000257,-0.5630271889912146
ACH-000258,-0.6251709786351062
ACH-000259,-0.6130300304790359
ACH-000260,-0.9925869547015692
ACH-000261,-0.8836651462222354
ACH-000262,-0.5332078745065374
ACH-000263,-0.7321073044652219
ACH-000264,-0.58493415778863
ACH-000265,-0.8122772143041506
ACH-000266,-0.5488393086603748
ACH-000272,-0.883226154667774
ACH-000274,-0.4732812200254789
ACH-000277,-0.7425133786937236
ACH-000278,-0.9568585025132971
ACH-000279,-0.8607591154915946
ACH-000280,-1.054795112917827
ACH-000281,-1.0776306241949791
ACH-000288,-0.9973785905414184
ACH-000291,-0.7986852276280743
ACH-000293,-0.7130767706270025
ACH-000294,-0.8418621510370149
ACH-000295,-0.8371551569610521
ACH-000296,-1.0829153424925877
ACH-000302,-0.7198283434711603
ACH-000304,-0.8227880049656229
ACH-000307,-0.9924215580337462
ACH-000308,-0.6461235040372945
ACH-000310,-0.5215329856253312
ACH-000311,-0.7038571306900346
ACH-000312,-0.5766983772068193
ACH-000315,-0.7275500492508965
ACH-000316,-0.9224322561463574
ACH-000317,-0.8984592316934913
ACH-000318,-0.8421020638911668
ACH-000319,-0.8222455649223104
ACH-000320,-0.9418059167591596
ACH-000322,-0.6276497038312255
ACH-000323,-1.011119377494191
ACH-000324,-0.8454725746739248
ACH-000329,-0.6503643343767789
ACH-000330,-0.8251840505004078
ACH-000331,-0.9130904982588388
ACH-000332,-0.888794319138691
ACH-000334,-0.48388512451643
ACH-000335,-0.8093468382125812
ACH-000336,-0.7287720444796283
ACH-000337,-0.7973012544373803
ACH-000338,-0.8899824346144037
ACH-000339,-1.0334394118353771
ACH-000341,-0.8322905941760994
ACH-000348,-0.7599565875776869
ACH-000350,-0.705544285945255
ACH-000352,-0.7842120873798184
ACH-000356,-0.8525188698432866
ACH-000361,-1.1074130607567576
ACH-000362,-0.6791540458943188
ACH-000363,-0.9914015523484648
ACH-000364,-0.8012228970791573
ACH-000365,-0.7810588101040338
ACH-000366,-1.0446412088830452
ACH-000368,-1.1572096454344842
ACH-000374,-0.8653486824273611
ACH-000375,-0.6609726498433812
ACH-000376,-1.0723285440169288
ACH-000381,-0.6977826180925533
ACH-000383,-0.5856242472924903
ACH-000387,-0.8128162890759691
ACH-000389,-0.9806096896493292
ACH-000390,-0.8736968093533005
ACH-000393,-0.757817658584589
ACH-000395,-0.8039911958920969
ACH-000396,-1.0965750499626294
ACH-000397,-1.0708226725595782
ACH-000401,-0.7344095286270877
ACH-000402,-0.6939117411788147
ACH-000403,-0.5762353533823177
ACH-000404,-0.8998144454997954
ACH-000406,-0.9453344660779168
ACH-000407,-0.9589580724836796
ACH-000408,-1.0438351675596271
ACH-000410,-0.8356858557114699
ACH-000411,-0.7269829965139711
ACH-000414,-0.362324108418035
ACH-000415,-0.702091992819667
ACH-000416,-0.7320214940550452
ACH-000420,-0.911736597034242
ACH-000421,-0.8053863151291609
ACH-000424,-1.0289519107289964
ACH-000425,-0.7091334944486344
ACH-000426,-0.6977728572810811
ACH-000427,-0.8367005832253243
ACH-000433,-0.9690267588248248
ACH-000435,-1.124391987926002
ACH-000436,-0.5056000859005314
ACH-000444,-1.0509582894299772
ACH-000445,-1.1301813324638073
ACH-000448,-0.6333540482687676
ACH-000450,-0.8318029710915175
ACH-000452,-0.9444706771750696
ACH-000454,-1.0620845535057406
ACH-000458,-0.8894753080084756
ACH-000459,-0.7071032428289116
ACH-000460,-0.9177588455422914
ACH-000461,-0.7702143324612833
ACH-000463,-1.0528042291692603
ACH-000464,-0.7309940566033493
ACH-000466,-0.8151144482080591
ACH-000467,-0.7464069657295286
ACH-000468,-0.841291367935114
ACH-000469,-0.8590881086392248
ACH-000470,-0.7248994297625315
ACH-000471,-0.9900318238465292
ACH-000472,-0.7264911080305563
ACH-000473,-0.8269669658282579
ACH-000475,-0.8564502797480793
ACH-000476,-0.5862011319672273
ACH-000477,-0.6889329544199314
ACH-000479,-0.9691265684514362
ACH-000480,-0.7964187453062621
ACH-000481,-1.1840760230318872
ACH-000483,-0.8413070963473986
ACH-000484,-0.3765600264862701
ACH-000485,-0.672249691329373
ACH-000486,-0.7853203755973284
ACH-000487,-0.6820316718408658
ACH-000488,-0.7134869940664755
ACH-000490,-0.9314712254180952
ACH-000491,-0.731121133923729
ACH-000495,-0.9733506467342512
ACH-000496,-0.9908058964632092
ACH-000499,-0.8279610745328791
ACH-000500,-0.8969777900860683
ACH-000502,-0.8984586713708158
ACH-000503,-0.9427344743560214
ACH-000505,-0.8800980841681736
ACH-000507,-0.7895804465901965
ACH-000510,-1.093897580642733
ACH-000511,-0.7360466992728777
ACH-000512,-0.8135688303795718
ACH-000516,-0.6118324579335455
ACH-000517,-0.6963081717579918
ACH-000518,-0.8986417289662965
ACH-000520,-0.8057857305380159
ACH-000521,-0.942345030715692
ACH-000522,-0.9009022664612049
ACH-000524,-0.5066704040327683
ACH-000527,-0.8265183223780439
ACH-000528,-0.8799910506130576
ACH-000537,-0.7589099739999076
ACH-000541,-0.7851061629320801
ACH-000542,-1.093505614303067
ACH-000544,-0.972293819473886
ACH-000545,-0.7735370786431521
ACH-000547,-0.8741862232224354
ACH-000548,-0.9439182365286825
ACH-000549,-1.0521950111424143
ACH-000550,-0.7224522816236161
ACH-000552,-0.9617465071892568
ACH-000556,-0.6264101583436856
ACH-000557,-0.5041538064156929
ACH-000569,-0.9880652168809526
ACH-000570,-1.0444547179047643
ACH-000571,-0.6496780900861356
ACH-000573,-0.8054086024475505
ACH-000576,-0.5121692098437826
ACH-000579,-0.7535650333514528
ACH-000580,-0.5955905624666719
ACH-000584,-1.027611417472322
ACH-000585,-0.7036366993784321
ACH-000588,-0.561348703482162
ACH-000589,-0.4529218233351953
ACH-000591,-1.1185656658816987
ACH-000593,-0.9867986416432468
ACH-000600,-0.5344131785050545
ACH-000601,-0.8874568120596491
ACH-000605,-0.9006666615804051
ACH-000606,-0.924867825777286
ACH-000608,-0.548325434855769
ACH-000614,-0.6252031547861366
ACH-000616,-0.9225512018275714
ACH-000618,-0.7342192070590725
ACH-000619,-0.93585487153338
ACH-000620,-0.6942964875944388
ACH-000621,-0.4941967699337923
ACH-000622,-0.5687417639917713
ACH-000623,-0.8605847676827929
ACH-000624,-0.7563167974831944
ACH-000627,-1.0546907206721672
ACH-000630,-0.997155628060128
ACH-000631,-1.409525848352616
ACH-000632,-0.9765730828331566
ACH-000633,-0.6988505557026914
ACH-000637,-0.7257796997848458
ACH-000638,-0.8170689322863072
ACH-000646,-0.5109867158758098
ACH-000647,-0.7106260238288529
ACH-000648,-0.7842066718469382
ACH-000649,-0.8864348033413402
ACH-000651,-0.8344570908811151
ACH-000652,-0.9795722302709804
ACH-000653,-0.5198098127270873
ACH-000657,-0.7817121008606589
ACH-000658,-0.4816803065188144
ACH-000661,-0.7290251559944029
ACH-000662,-1.0528968212776892
ACH-000663,-0.7219649363134267
ACH-000665,-0.8404545618473692
ACH-000671,-0.849003646272735
ACH-000672,-0.6631293281423473
ACH-000673,-0.8643345937466727
ACH-000676,-0.9974139952264632
ACH-000677,-0.4484178296946635
ACH-000681,-1.0303903804472292
ACH-000683,-0.7662826277194792
ACH-000684,-1.0480103713972926
ACH-000688,-0.8599533888132106
ACH-000693,-0.8985847962459212
ACH-000694,-0.9367396973440624
ACH-000695,-0.3680568054755121
ACH-000696,-0.9930014348891948
ACH-000697,-0.8533941441189196
ACH-000699,-0.7361334420655893
ACH-000701,-0.7455454542717797
ACH-000706,-0.8206670606533738
ACH-000711,-0.8268812202839503
ACH-000713,-0.8177872428351992
ACH-000714,-0.5384285261166076
ACH-000718,-0.5872226775649184
ACH-000720,-1.06142606818083
ACH-000721,-1.0018005564315509
ACH-000724,-1.1327939787478996
ACH-000725,-0.4977815151738153
ACH-000732,-0.8606910126161033
ACH-000734,-0.9384894427449034
ACH-000735,-0.9552879934002032
ACH-000736,-0.574763467604634
ACH-000738,-0.9542620013001372
ACH-000746,-0.5935888121139072
ACH-000747,-0.7787161996151795
ACH-000748,-1.041030822675801
ACH-000753,-0.8424230980498012
ACH-000756,-0.9128988425262844
ACH-000757,-0.8612399648414353
ACH-000758,-0.6009889333004261
ACH-000760,-0.7951342322300846
ACH-000762,-1.0588343277723813
ACH-000763,-0.3857052856932988
ACH-000764,-1.0064350898859693
