,ZBP1 (81030)
ACH-000004,0.20052153657820468
ACH-000005,-0.08422345363100743
ACH-000007,0.318319462943692
ACH-000009,0.16125813767637526
ACH-000011,0.2496771572915497
ACH-000012,0.14591599346543546
ACH-000013,0.24818949690083894
ACH-000014,0.05064199544041242
ACH-000015,0.31307623593474754
ACH-000017,0.1717830495083283
ACH-000018,0.13036516392701294
ACH-000019,0.08097137868554692
ACH-000021,0.12471946452420199
ACH-000022,0.08183388392320523
ACH-000025,0.14211457169914468
ACH-000028,-0.12230682137920365
ACH-000030,0.1125669723471211
ACH-000035,0.039541236914871984
ACH-000036,0.15780561668553056
ACH-000037,0.23770757454313204
ACH-000039,0.1477889263337654
ACH-000040,0.18007424295700095
ACH-000041,0.21477666190902456
ACH-000042,0.02496783500749017
ACH-000045,0.0514323194883251
ACH-000047,0.0079956435788889
ACH-000052,0.15398583291293635
ACH-000053,0.10129269332001442
ACH-000054,0.15514745398515833
ACH-000055,0.02724635386981658
ACH-000060,0.1902037467074567
ACH-000067,0.17134781600527374
ACH-000070,0.031299327815451895
ACH-000075,0.3091233989384687
ACH-000078,0.16701963421889002
ACH-000082,0.19805330669180066
ACH-000085,0.12232806970538712
ACH-000086,0.18858260207445715
ACH-000087,0.11747799764020896
ACH-000092,0.08759097994778574
ACH-000095,0.12194874512754696
ACH-000097,0.2910833385966637
ACH-000098,0.17977191568059114
ACH-000099,0.10007376483628504
ACH-000108,0.12297852057503253
ACH-000113,0.1862389986511856
ACH-000116,0.13852969227818193
ACH-000118,0.12458242644986632
ACH-000120,0.06667757634157488
ACH-000123,0.26089827199113924
ACH-000127,0.15802619231929751
ACH-000128,0.1593614725962891
ACH-000132,0.2616388322505738
ACH-000133,0.12656186175580256
ACH-000137,0.20778909932623466
ACH-000138,0.11964683994514147
ACH-000142,0.2204963275729849
ACH-000143,0.07063775957680307
ACH-000146,0.13921181506686425
ACH-000148,0.12870982660442706
ACH-000150,0.22783655619112306
ACH-000152,0.12339579166126792
ACH-000153,-0.03006390299389157
ACH-000159,0.14109787489958642
ACH-000160,0.17811359371523522
ACH-000163,0.10780773126453416
ACH-000167,0.06905534105601695
ACH-000168,0.19450319537269653
ACH-000169,0.1845782511455508
ACH-000178,0.10631032096260297
ACH-000183,0.20352367024193307
ACH-000188,0.1988919987496928
ACH-000189,0.12599229305862847
ACH-000190,0.14257652525283038
ACH-000198,0.11063535519586468
ACH-000203,-0.01784252952011356
ACH-000204,-0.0021770439072615467
ACH-000206,0.11374381817673733
ACH-000207,0.0802467190384025
ACH-000208,0.2212799998332861
ACH-000210,-0.027590007580289896
ACH-000211,0.11356360674059315
ACH-000215,0.14369311832773946
ACH-000221,0.05458499296327832
ACH-000222,0.2619076871386987
ACH-000223,0.15171449253459318
ACH-000226,0.23143492231300736
ACH-000227,0.1789634220041204
ACH-000228,0.16033065082109274
ACH-000231,0.009261353759769182
ACH-000232,0.07040152222242445
ACH-000233,0.1899391792449916
ACH-000234,0.2068596068864727
ACH-000235,0.15225916240789347
ACH-000237,0.11629458096979367
ACH-000238,0.15537503085081536
ACH-000242,0.4751988982810523
ACH-000243,0.11146043988239933
ACH-000244,0.030367914744622193
ACH-000246,0.2051301249910285
ACH-000248,0.0372944569389033
ACH-000250,0.16689120854356562
ACH-000251,0.17893618142442647
ACH-000252,0.41848135058242
ACH-000253,0.14250454139505206
ACH-000255,0.025280339819194617
ACH-000256,0.1885475176910026
ACH-000257,0.04915720788726004
ACH-000258,0.0398069536052743
ACH-000259,0.19508426009527505
ACH-000260,0.04197064493717565
ACH-000261,0.09730194993532544
ACH-000262,0.03870552661194202
ACH-000263,-0.032763835719226204
ACH-000264,0.05008068693598669
ACH-000265,0.1244071296382526
ACH-000266,0.10975655756003136
ACH-000272,0.1293994117131728
ACH-000274,0.08430994952964076
ACH-000277,0.18301811258793996
ACH-000278,0.16711248787075764
ACH-000279,0.20861927580120732
ACH-000280,0.17304129166554555
ACH-000281,0.15526941631449656
ACH-000288,0.18710309849975776
ACH-000291,0.10275271751410453
ACH-000293,0.16553768774831398
ACH-000294,-0.03145905551939074
ACH-000295,0.10558372488815614
ACH-000296,-0.01955240011320478
ACH-000302,0.13309188763198734
ACH-000304,0.2897168949663997
ACH-000307,0.1148595702522513
ACH-000308,0.15695088666564067
ACH-000310,0.07751849293325952
ACH-000311,0.07105025313206884
ACH-000312,0.0837499251386582
ACH-000315,0.10249581994382248
ACH-000316,0.18311016449664344
ACH-000317,0.034205653247443984
ACH-000318,0.1887834905420226
ACH-000319,0.1006828439491836
ACH-000320,0.12101527404098295
ACH-000322,0.19803779304777425
ACH-000323,0.15640303447611506
ACH-000324,0.12819652736731332
ACH-000329,0.1608695411783806
ACH-000330,0.13384585582421318
ACH-000331,0.24220271853743155
ACH-000332,0.13395056176951156
ACH-000334,-0.051568426709627184
ACH-000335,0.09536275526711556
ACH-000336,0.05509764203776083
ACH-000337,0.15336049529313928
ACH-000338,0.3010941330836174
ACH-000339,0.1907035093829551
ACH-000341,0.2555412153479251
ACH-000348,0.08465616856586469
ACH-000350,0.16512808908312734
ACH-000352,0.16473430382949394
ACH-000356,0.11629355959275435
ACH-000361,0.02989271960503178
ACH-000362,0.1334958718257455
ACH-000363,0.06813657021015596
ACH-000364,0.13948797420703968
ACH-000365,0.07950669456686914
ACH-000366,0.11787174459070245
ACH-000368,0.15985587087974185
ACH-000374,0.13788881462070315
ACH-000375,0.14957350692911606
ACH-000376,0.08491270084918881
ACH-000381,0.04442722117992928
ACH-000383,0.14257095957971194
ACH-000387,0.052650544955750965
ACH-000389,0.1511020914493076
ACH-000390,0.14500019825723082
ACH-000393,0.19052662745343835
ACH-000395,-0.06380167658541275
ACH-000396,-0.002477682839537339
ACH-000397,0.2568045319834915
ACH-000401,0.07904769296944628
ACH-000402,0.03744162309051178
ACH-000403,0.063046907349921
ACH-000404,0.28331837194798176
ACH-000406,0.1617915780164192
ACH-000407,0.11448319116018656
ACH-000408,0.17579580022692246
