,RIF1 (55183)
ACH-000004,-0.6425994890774646
ACH-000005,-0.4767857706416042
ACH-000007,-0.2091229676547084
ACH-000009,-0.18644991617505272
ACH-000011,-0.33132207701839284
ACH-000012,-0.39579417140683293
ACH-000013,-0.469469760692786
ACH-000014,-0.16878181744172302
ACH-000015,-0.2160519260151484
ACH-000017,-0.3051670519957909
ACH-000018,-0.4049083982113402
ACH-000019,-0.4524805475821132
ACH-000021,-0.1827856095966158
ACH-000022,-0.11204683110451234
ACH-000025,-0.2982962360023517
ACH-000028,-0.30502203378340903
ACH-000030,-0.2962844299382879
ACH-000035,-0.2545806423450477
ACH-000036,-0.4402006714445809
ACH-000037,-0.3163132617638528
ACH-000039,-0.43491867911155796
ACH-000040,-0.4332200696973805
ACH-000041,-0.3605529538112999
ACH-000042,-0.2102921219225864
ACH-000045,-0.21109864631986136
ACH-000047,-0.5739191802533821
ACH-000052,-0.388947207384724
ACH-000053,-0.30362344403553715
ACH-000054,-0.37511216438932493
ACH-000055,-0.4479726816860453
ACH-000060,-0.2828146417140526
ACH-000067,-0.1757141560441277
ACH-000070,-0.28261972728354057
ACH-000075,-0.24397257895920316
ACH-000078,-0.2732678247865442
ACH-000082,-0.1334806933718505
ACH-000085,0.016263291281875977
ACH-000086,-0.18389897307973715
ACH-000087,-0.7304206643576258
ACH-000092,-0.2968918471927559
ACH-000095,-0.30414655520546185
ACH-000097,-0.12815052756427014
ACH-000098,-0.3798739412931727
ACH-000099,-0.3095519410680081
ACH-000108,-0.05233808262791174
ACH-000113,-0.29102560653120274
ACH-000116,-0.4605437321691748
ACH-000118,-0.3325569886028052
ACH-000120,-0.2795803512988327
ACH-000123,-0.3628701475375215
ACH-000127,-0.4454478082558797
ACH-000128,-0.2172222880278162
ACH-000132,-0.4704445233735067
ACH-000133,-0.5740502937173444
ACH-000137,-0.009874230380291841
ACH-000138,-0.4057572976939778
ACH-000142,-0.251947392989653
ACH-000143,-0.4517290917923085
ACH-000146,-0.3681331239242779
ACH-000148,-0.4475729561603014
ACH-000150,-0.22406604054396434
ACH-000152,-0.4578246960488298
ACH-000153,-0.10798761913121577
ACH-000159,-0.3124756926326409
ACH-000160,-0.2941014345170525
ACH-000163,-0.41638507521246537
ACH-000167,-0.3593375971814892
ACH-000168,-0.12715445050188226
ACH-000169,-0.424900779521222
ACH-000178,-0.40620754098794265
ACH-000183,-0.18519339992451386
ACH-000188,-0.21576680639260284
ACH-000189,-0.19695421495733767
ACH-000190,-0.4800062566508778
ACH-000198,-0.2903774966641289
ACH-000203,-0.1701034418647096
ACH-000204,-0.5049922234792772
ACH-000206,-0.2816855155956345
ACH-000207,-0.3466107910425835
ACH-000208,-0.019266627270589986
ACH-000210,-0.22520935323288854
ACH-000211,-0.3365745469620585
ACH-000215,-0.2309873768196563
ACH-000221,-0.13329433123388948
ACH-000222,-0.2794016181286357
ACH-000223,-0.22202047542476286
ACH-000226,-0.32748482069619866
ACH-000227,-0.20110297097294869
ACH-000228,-0.37510316173945785
ACH-000231,-0.4080188506241584
ACH-000232,-0.33732965480716104
ACH-000233,-0.2961414496840976
ACH-000234,-0.4063659493874244
ACH-000235,-0.16533302610161146
ACH-000237,-0.34916834827194904
ACH-000238,-0.3888604073396784
ACH-000242,-0.2683494069039087
ACH-000243,-0.3665040736103662
ACH-000244,-0.3122362540862529
ACH-000246,-0.3127886679583662
ACH-000248,-0.1907238628218332
ACH-000250,-0.4786343073327104
ACH-000251,-0.20710379034209472
ACH-000252,-0.45454841952203207
ACH-000253,-0.07742798833963639
ACH-000255,-0.4722524814346449
ACH-000256,-0.7017710139236824
ACH-000257,-0.36442639363124185
ACH-000258,-0.19249483240865686
ACH-000259,-0.4167654920770963
ACH-000260,-0.34831058272208504
ACH-000261,-0.3354514991212344
ACH-000262,-0.16918373956586133
ACH-000263,-0.008819706337717477
ACH-000264,-0.4079616478269049
ACH-000265,-0.3935503247088932
ACH-000266,-0.2487954340347706
ACH-000272,-0.3856767930581896
ACH-000274,-0.411348836739996
ACH-000277,-0.15784869015915284
ACH-000278,-0.3531256420125136
ACH-000279,-0.21954579190601367
ACH-000280,-0.1985997032709912
ACH-000281,-0.10204353423870474
ACH-000288,-0.3453907980583175
ACH-000291,-0.23315785812146494
ACH-000293,-0.5415760519055443
ACH-000294,-0.131257878903431
ACH-000295,-0.1936295880036364
ACH-000296,-0.3754058610747889
ACH-000302,-0.3967019875588144
