,PODNL1 (79883)
ACH-000004,-0.01918361225266307
ACH-000005,-0.06836481018893009
ACH-000007,0.005745623807309216
ACH-000009,0.056669414214468423
ACH-000011,0.08569120615332121
ACH-000012,-0.14305511242030333
ACH-000013,-0.20031862252760532
ACH-000014,-0.05880319793646609
ACH-000015,-0.10221890033814526
ACH-000017,-0.04223136188169798
ACH-000018,-0.22938280137415776
ACH-000019,-0.2695641385724559
ACH-000021,-0.1631905466868033
ACH-000022,-0.19133609218749675
ACH-000025,-0.09185148017000973
ACH-000028,-0.30661180542274835
ACH-000030,-0.006692859407937518
ACH-000035,-0.1532405694644455
ACH-000036,-0.07041485176319284
ACH-000037,0.00548753619868286
ACH-000039,-0.029602594007171995
ACH-000040,-0.13817120901316807
ACH-000041,-0.0787047794668633
ACH-000042,-0.07179468248072818
ACH-000045,-0.06317461008681413
ACH-000047,-0.23301850716476144
ACH-000052,-0.024248911895024018
ACH-000053,-0.023381144482865532
ACH-000054,-0.0694719791484908
ACH-000055,0.02405594899284679
ACH-000060,-0.032315674875249986
ACH-000067,-0.0897259038368549
ACH-000070,-0.05617026942640562
ACH-000075,3.121212507481836e-05
ACH-000078,0.1021502012830732
ACH-000082,-0.013777462283327295
ACH-000085,0.05187105587553348
ACH-000086,-0.11940772959216843
ACH-000087,-0.28241897650946063
ACH-000092,-0.025055120062909268
ACH-000095,-0.010892810458276994
ACH-000097,-0.01598372170756541
ACH-000098,-0.18540573307945216
ACH-000099,0.03554636124364845
ACH-000108,-0.03549855747501916
ACH-000113,-0.033777437472033496
ACH-000116,-0.300333652609394
ACH-000118,-0.18159102020515472
ACH-000120,-0.008574792713329222
ACH-000123,-0.06548551937619622
ACH-000127,-0.18752917072028197
ACH-000128,0.031186898533321163
ACH-000132,-0.15289581916122935
ACH-000133,0.04302412722912734
ACH-000137,0.016935649785010592
ACH-000138,-0.1182377817858563
ACH-000142,-0.061135634695875726
ACH-000143,-0.1977029099103233
ACH-000146,-0.13589213952573695
ACH-000148,-0.02728493822109433
ACH-000150,-0.06592603975052266
ACH-000152,-0.026366571019479
ACH-000153,0.26134782791075445
ACH-000159,-0.0494483348274428
ACH-000160,-0.07683884463124495
ACH-000163,-0.3180383390527255
ACH-000167,-0.2467848301516304
ACH-000168,0.07373822595632114
ACH-000169,-0.137697436110094
ACH-000178,0.027337229119417685
ACH-000183,-0.08440238146265057
ACH-000188,-0.17375317507898705
ACH-000189,-0.1043466603142769
ACH-000190,-0.08200287707119971
ACH-000198,0.041839825890611054
ACH-000203,-0.2596581495377538
ACH-000204,-0.042289891079053
ACH-000206,-0.14572157387047568
ACH-000207,-0.10563019678210638
ACH-000208,-0.06910658312828506
ACH-000210,-0.2013154548597892
ACH-000211,0.008744547821032456
ACH-000215,-0.13100485341449455
ACH-000221,0.07360966068174188
ACH-000222,-0.12025117544387134
ACH-000223,-0.2026207887470015
ACH-000226,-0.13647480804676046
ACH-000227,-0.1151421502748983
ACH-000228,-0.1903581601825663
ACH-000231,-0.04440291639312526
ACH-000232,0.010297743732670395
ACH-000233,-0.16596745189975054
ACH-000234,-0.17356225670072134
ACH-000235,-0.0477943758260871
ACH-000237,-0.07870264316371164
ACH-000238,0.12010664124068375
ACH-000242,0.12676221550137298
ACH-000243,-0.11685293150227576
ACH-000244,-0.12458458549431832
ACH-000246,-0.07250819512252618
ACH-000248,-0.13849520019996414
ACH-000250,-0.06278563004651529
ACH-000251,-0.15805830630440088
ACH-000252,-0.11033297779209794
ACH-000253,-0.12556736404281596
ACH-000255,-0.1047634286885081
ACH-000256,0.29215208816679017
ACH-000257,-0.13632638228934435
ACH-000258,0.11810445094369162
ACH-000259,-0.057644282478649375
ACH-000260,-0.08777117145270802
ACH-000261,-0.045659636075137365
ACH-000262,0.036881904099253855
ACH-000263,-0.13233683969025406
ACH-000264,0.05991758877505735
ACH-000265,-0.0049548589932719754
ACH-000266,-0.03923727292543503
ACH-000272,-0.10731318429256533
ACH-000274,-0.04154402854856594
ACH-000277,0.08791415062090731
ACH-000278,-0.21178232185184692
ACH-000279,-0.0038006305234007756
ACH-000280,-0.09593654504142338
ACH-000281,-0.09546527507363683
ACH-000288,-0.059221341055557285
ACH-000291,-0.1802016709422555
ACH-000293,-0.1344446301528663
ACH-000294,-0.11958939313506095
ACH-000295,-0.054929591597340184
ACH-000296,-0.08320110288148308
ACH-000302,-0.17752155696247915
ACH-000304,0.24848230902508855
ACH-000307,-0.050934345859615135
ACH-000308,-0.09843135735750023
ACH-000310,0.03475355886149638
ACH-000311,0.09630865861589688
ACH-000312,-0.06185314693715754
ACH-000315,-0.012579902373225331
ACH-000316,0.11765224677790415
ACH-000317,-0.1498242064644839
ACH-000318,-0.24987203587442786
ACH-000319,-0.10693039282290656
ACH-000320,-0.013788068096589908
ACH-000322,-0.18317371192985027
ACH-000323,0.025222662502394463
ACH-000324,-0.03904835605322629
ACH-000329,0.005593994815613859
ACH-000330,0.02340193477864502
ACH-000331,-0.1474205953641585
ACH-000332,-0.09542830797157646
ACH-000334,0.018401490688798032
ACH-000335,-0.14306256335436704
ACH-000336,-0.11447420806552852
ACH-000337,-0.13953241796048205
ACH-000338,-0.1314156145485522
ACH-000339,-0.09484611234891514
ACH-000341,-0.2662542919233876
ACH-000348,-0.1035534489771715
ACH-000350,-0.019054214805331652
ACH-000352,-0.029549016946880582
ACH-000356,-0.1767061115822001
ACH-000361,-0.023844292505891474
ACH-000362,0.09536257924319216
ACH-000363,-0.15959412301866133
ACH-000364,-0.17251139482025993
ACH-000365,0.034091004832965066
ACH-000366,-0.12293254576289375
ACH-000368,-0.2919127281256861
ACH-000374,-0.12668890887704565
ACH-000375,0.031509180702886413
ACH-000376,0.030734621300518437
ACH-000381,-0.1871773336115116
ACH-000383,-0.034102657680593285
ACH-000387,-0.12220251769824175
ACH-000389,-0.2463943244357454
ACH-000390,-0.15280796438343774
ACH-000393,-0.07638526182875402
ACH-000395,-0.021258123610927063
ACH-000396,0.2303901747154395
ACH-000397,0.08970034439924816
ACH-000401,0.1047149855567462
ACH-000402,-0.2880316477858417
ACH-000403,-0.02489908483371788
ACH-000404,-0.0720250765782598
ACH-000406,0.011571134525676829
ACH-000407,-0.11006112151617453
ACH-000408,0.07573360920627169
ACH-000410,0.015206584470269341
ACH-000411,-0.0048729281975026795
ACH-000414,0.006983302102847614
ACH-000415,-0.124027454783266
ACH-000416,-0.19043586561722586
ACH-000420,-0.01992838721855724
ACH-000421,-0.1245482129089006
ACH-000424,-0.04431999472931791
ACH-000425,-0.13312626980365144
ACH-000426,-0.010893892055223292
ACH-000427,0.0307917511294988
ACH-000433,-0.17885804305334055
ACH-000435,-0.2044785657069986
ACH-000436,-0.02019581805719944
ACH-000444,-0.16498032111620414
ACH-000445,-0.2741898390524822
ACH-000448,0.0009213659836292381
ACH-000450,-0.15218091146636267
ACH-000452,-0.13000078151238625
ACH-000454,-0.36680203419458224
ACH-000458,-0.05359567450442927
ACH-000459,-0.17044650220944785
ACH-000460,-0.08724001949286332
ACH-000461,-0.0758075708277683
ACH-000463,0.14157657950249009
ACH-000464,-0.07714318431169462
ACH-000466,-0.09572816401183376
ACH-000467,-0.019334830691644614
ACH-000468,0.022857549214620312
ACH-000469,-0.07140207015703555
ACH-000470,-0.11423408707642105
ACH-000471,-0.10172636893238647
ACH-000472,-0.13712283588059984
ACH-000473,0.10936962218829273
ACH-000475,-0.11661054547869534
ACH-000476,-0.02777199176131857
ACH-000477,0.013140948134069179
ACH-000479,0.285989185196298
ACH-000480,-0.2630525957719795
ACH-000481,-0.10051946449037613
ACH-000483,-0.1966319345178064
ACH-000484,-0.01953664877490181
ACH-000485,-0.09736436925946224
ACH-000486,0.018494877002037013
ACH-000487,-0.14444937069810732
ACH-000488,-0.2153408817109857
ACH-000490,-0.07813082636841932
ACH-000491,0.10782937008052534
ACH-000495,-0.03944452466034504
ACH-000496,0.07801847832477181
ACH-000499,-0.08208620774985992
ACH-000500,0.274954812294136
ACH-000502,-0.06809651176990217
ACH-000503,-0.006453993433384642
ACH-000505,-0.18857059378318494
ACH-000507,-0.08275258421021517
ACH-000510,-0.036020358787277836
ACH-000511,0.07191818550045984
ACH-000512,-0.09198479706361852
ACH-000516,-0.09285841386182933
ACH-000517,-0.055904230355879436
ACH-000518,0.0014795703121847428
ACH-000520,-0.20599528551367824
ACH-000521,0.1515652890138646
ACH-000522,-0.2854712794390971
ACH-000524,-0.040295088881477065
ACH-000527,-0.13655758910710875
ACH-000528,-0.12016517002791305
ACH-000537,0.07494071054997085
ACH-000541,-0.31760093075980234
ACH-000542,-0.07923025898593081
ACH-000544,-0.09899273335512666
ACH-000545,-0.3859176148995708
ACH-000547,-0.06051265011256227
ACH-000548,0.09011384997424053
ACH-000549,-0.12661014823124028
ACH-000550,0.0495979640652657
ACH-000552,-0.140418255116026
ACH-000556,-0.24821838333173266
ACH-000557,0.00809645248778675
ACH-000569,0.06612022615670371
ACH-000570,-0.05365263005791823
ACH-000571,-0.03589545184126535
ACH-000573,-0.0605999881708329
ACH-000576,0.09589385439280876
ACH-000579,0.17491951629978986
ACH-000580,-0.039789022022158574
ACH-000584,-0.10888912568134856
