,TBCE (6905)
ACH-000167,-1.0433409539893084
ACH-000168,-0.5799081379728629
ACH-000169,-0.7451252048333912
ACH-000178,-0.5452153044323534
ACH-000183,-0.5342871701571339
ACH-000188,-0.42098589832316174
ACH-000189,-0.6548772918021737
ACH-000190,-0.8954722306634527
ACH-000198,-0.3643858393436039
ACH-000203,-0.20062941364004305
ACH-000204,-0.8764862971281077
ACH-000206,-0.7672982935235803
ACH-000207,-0.4902620888098338
ACH-000208,-0.5408540270491043
ACH-000210,-0.5304753107872814
ACH-000211,-0.6134268147244524
ACH-000215,-0.480869111057245
ACH-000221,-0.32447363804371515
ACH-000222,-0.5121671832670336
ACH-000223,-0.4529088767897225
ACH-000226,-0.4071178972836516
ACH-000227,-0.3683652179480869
ACH-000228,-0.7156216259215256
ACH-000231,-0.4565311130270415
ACH-000232,-0.7326989068034593
ACH-000233,-0.1203309707188145
ACH-000234,-0.4040600622198174
ACH-000235,-0.4331380058708851
ACH-000237,-0.6275893192424705
ACH-000238,-0.3726431622580413
ACH-000242,-0.2795027009224181
ACH-000243,-0.5862312440023796
ACH-000244,-0.6790771520162505
ACH-000246,-0.4508845628783845
ACH-000248,-0.4995527899987511
ACH-000250,-0.6128055368707673
ACH-000251,-0.912858029029016
ACH-000252,-0.4234337459961938
ACH-000253,-0.4121131666075401
ACH-000255,-0.4997019355949368
ACH-000256,-0.2749558158119773
ACH-000257,-0.4084253355882975
ACH-000258,-0.3698193026609876
ACH-000259,-0.491137641488605
ACH-000260,-0.5134378891691226
ACH-000261,-0.7301499586882322
ACH-000262,-0.5298300760037047
ACH-000263,-0.6246690903153846
ACH-000264,-0.7595026774353436
ACH-000265,-0.4925721004853932
ACH-000266,-0.6875704725290109
ACH-000272,-0.5374992890490493
ACH-000274,-0.4764720833553403
ACH-000277,-0.3968736785079897
ACH-000278,-0.5978453161769695
ACH-000279,-0.4545778013398009
ACH-000280,-0.5266770456650626
ACH-000281,-0.7726549771529423
ACH-000288,-0.5999118334195996
ACH-000291,-0.5782765768460144
ACH-000293,-0.3820316682003369
ACH-000294,-0.5152913307677788
ACH-000295,-0.34602606046507106
ACH-000296,-0.7197327675294223
ACH-000302,-0.3685859550801647
ACH-000304,-0.3730182338718558
ACH-000307,-0.5510810081465785
ACH-000308,-0.4633219660358505
ACH-000310,-0.13797638378413804
ACH-000311,-0.5119601056562741
ACH-000312,-0.6442903966993632
ACH-000315,-0.7645364972908194
ACH-000316,-0.457151521305924
ACH-000317,-0.4509499262992083
ACH-000318,-1.029462622928652
ACH-000319,-0.6029418133073294
ACH-000320,-0.5345711846757245
ACH-000322,-0.5654739405255537
ACH-000323,-0.5854839116312828
ACH-000324,-0.497163529448039
ACH-000329,-0.3354428965854773
ACH-000330,-0.4337117012217029
ACH-000331,-0.8065189786177784
ACH-000332,-0.5265050568604318
ACH-000334,-0.3844964201775138
ACH-000335,-0.425641485994367
ACH-000336,-0.41099238260179977
ACH-000337,-0.5625093645448963
ACH-000338,-0.2631460995612139
ACH-000339,-0.4418458679295844
ACH-000341,-0.8656663516602522
ACH-000348,-0.4649284147821961
ACH-000350,-0.4836768394954306
ACH-000352,-0.3736410151912126
ACH-000356,-0.7779975061405142
ACH-000361,-0.4984626404352968
ACH-000362,-0.41404326788743184
ACH-000363,-0.5923717219839052
ACH-000364,-0.5236411898108707
ACH-000365,-0.8237297628890143
ACH-000366,-0.4652569496974554
ACH-000368,-0.6602108472319618
ACH-000374,-0.3404799944291346
ACH-000375,-0.5557839611104096
ACH-000376,-0.5219308332754564
ACH-000381,-0.6783743126322562
ACH-000383,-0.4277116114353056
ACH-000387,-0.3966905013480896
ACH-000389,-0.7191994696201651
ACH-000390,-0.5559435680600077
ACH-000393,-0.7674799242335756
ACH-000395,-0.4702114267782188
ACH-000396,-0.7884952496611178
ACH-000397,-0.7076078958959292
ACH-000401,-0.3507139245042221
ACH-000402,-0.679796129562906
ACH-000403,-0.4572439520733623
ACH-000404,-0.5530535934240585
ACH-000406,-0.3705541514960288
ACH-000407,-0.4110562649548892
ACH-000408,-0.6506720530775808
ACH-000410,-0.8427086630584766
ACH-000411,-0.4296885856081559
ACH-000414,-0.524805534040688
ACH-000415,-0.6379692769530048
ACH-000416,-0.5900922036539064
ACH-000420,-0.4002111548574154
ACH-000421,-0.5473817743616999
ACH-000424,-0.5195386791258325
ACH-000425,-0.6031815456862669
ACH-000426,-0.3039452071487488
ACH-000427,-0.5133746656327051
ACH-000433,-0.5821856729157651
ACH-000435,-0.3492342846875756
ACH-000436,-0.6372255285579019
ACH-000444,-0.5682060899713982
ACH-000445,-0.6943484759573304
ACH-000448,-0.5159724522411351
ACH-000450,-0.2436606134046489
ACH-000452,-0.665113443104842
ACH-000454,-0.5072026163333527
ACH-000458,-0.5810527796864705
ACH-000459,-0.30276046678733176
ACH-000460,-0.4597548790667713
ACH-000461,-0.6666118771924268
ACH-000463,-0.44957355533834215
ACH-000464,-0.5977756216671298
ACH-000466,-0.5093946865837335
ACH-000467,-0.6749927901610125
ACH-000468,-0.3573331588723455
ACH-000469,-0.4511959416193245
ACH-000470,-0.4138853815338363
ACH-000471,-0.5355363273394877
ACH-000472,-0.5707680974250136
ACH-000473,-0.8021029158717043
ACH-000475,-0.4695930137150298
ACH-000476,-0.4772337798894454
ACH-000477,-0.09998463730694744
ACH-000479,-0.26018116880446823
ACH-000480,-0.5562469037164253
ACH-000481,-0.5475230011579689
ACH-000483,-0.6580440931966396
ACH-000484,-0.609221184621224
ACH-000485,-0.39305800829471216
ACH-000486,-0.6825685824340346
ACH-000487,-0.4145763941648799
ACH-000488,-0.6270897752787914
ACH-000490,-0.5609612276338123
ACH-000491,-0.525117463642902
ACH-000495,-0.4610371074483936
ACH-000496,-0.5047123064517768
ACH-000499,-0.5666497030979715
ACH-000500,-0.8441542179387499
ACH-000502,-0.5522033615950154
ACH-000503,-0.5719048231191045
ACH-000505,-0.5013776075066974
ACH-000507,-0.5468529066678043
ACH-000510,-0.5668083904720925
ACH-000511,-0.6726209351237861
ACH-000512,-0.4913537201782748
ACH-000516,-0.7864370200757479
ACH-000517,-0.5846949163318831
ACH-000518,-0.7773839893503665
ACH-000520,-0.29750577261433603
ACH-000521,-0.6475077979630927
ACH-000522,-0.4777985546562766
ACH-000524,-0.4395799342659898
ACH-000527,-0.6068604743922277
ACH-000528,-0.8064401806821192
ACH-000537,-0.5704357151214026
ACH-000541,-0.2471110127613397
ACH-000542,-0.6253005051035087
ACH-000544,-0.4575255768495444
ACH-000545,-0.6194164211650389
ACH-000547,-0.5484617302838918
ACH-000548,-0.7068470037514236
ACH-000549,-0.747511828524982
ACH-000550,-0.820146279092619
ACH-000552,-0.5532045402452506
ACH-000556,-0.5850106881160175
ACH-000557,-0.4550790395451744
ACH-000569,-0.6197766654647656
ACH-000570,-0.431316088194298
ACH-000571,-0.5860354326774436
ACH-000573,-0.5054148024710673
ACH-000576,-0.4205230807098727
ACH-000579,-0.5785338638145269
ACH-000580,-0.6389023862765014
ACH-000584,-0.4180149593688284
ACH-000585,-0.640785300482137
ACH-000588,-0.6355817694493929
ACH-000589,-0.6259479267718973
ACH-000591,-0.7387576097995889
ACH-000593,-0.4951033233856389
ACH-000600,-0.4429640182053047
ACH-000601,-0.5295536815480437
ACH-000605,-0.3354256338624118
ACH-000606,-0.5816669385567452
ACH-000608,-0.3155398255579709
ACH-000614,-0.3380915908778203
ACH-000616,-0.6103805349762389
ACH-000618,-0.7231806877735373
ACH-000619,-0.6024441111719944
ACH-000620,-0.42065382336164103
ACH-000621,-0.3935815899123981
ACH-000622,-0.4341891496576766
ACH-000623,-0.4458758179650904
ACH-000624,-0.5655183366607814
ACH-000627,-0.6338613977337676
ACH-000630,-0.7027433968614373
ACH-000631,-0.22942740792637584
ACH-000632,-0.4312823035768788
ACH-000633,-0.23623603686712066
ACH-000637,-0.4251301144586776
ACH-000638,-0.5030784312589133
ACH-000646,-0.33244527750795044
ACH-000647,-0.5028500295032761
ACH-000648,-0.3367740954500309
ACH-000649,-0.5737660287052916
ACH-000651,-0.7002133963106253
ACH-000652,-0.7363284822178936
ACH-000653,-0.485833446479512
ACH-000657,-0.5391666418376456
ACH-000658,-0.5019395825972297
ACH-000661,-0.6560097733524066
ACH-000662,-0.8021520139089089
ACH-000663,-0.5356448733581697
ACH-000665,-0.4895738885633683
ACH-000671,-0.5083886656767637
ACH-000672,-0.5066397939323798
ACH-000673,-0.8013382060260212
ACH-000676,-0.7162333323943776
ACH-000677,-0.3411066100297163
ACH-000681,-0.347715390550579
ACH-000683,-0.4429660750790299
ACH-000684,-0.5110420985773636
ACH-000688,-0.7182404880936062
ACH-000693,-0.5156041287569818
ACH-000694,-0.7259787177385293
ACH-000695,-0.348841846686216
ACH-000696,-0.6082944318719962
ACH-000697,-0.4470785478252817
ACH-000699,-0.4150914178730272
ACH-000701,-0.5813438473438363
ACH-000706,-0.5548174277613455
ACH-000711,-0.6104796168170313
ACH-000713,-0.4068041056961668
ACH-000714,-0.4695912553033944
ACH-000718,-0.5914781364166429
ACH-000720,-0.4440515242676449
ACH-000721,-0.390580501903115
ACH-000724,-0.9166480263386328
ACH-000725,-0.5657503852249314
ACH-000732,-0.5661881109370017
ACH-000734,-0.4217907796553738
ACH-000735,-0.7406949454653181
ACH-000736,-0.34908899472018984
ACH-000738,-0.4673637975621875
ACH-000746,-0.21336491255990306
ACH-000747,-0.6502144308097519
ACH-000748,-0.6036365044587249
ACH-000753,-0.4996427704580695
ACH-000756,-0.5269182977032854
ACH-000757,-0.4128832690595139
ACH-000758,-0.4503630474534371
ACH-000760,-0.5164389798010086
ACH-000762,-0.2352056112201372
ACH-000763,-0.3913008098800642
ACH-000764,-0.4396512153662711
ACH-000765,-0.6878308987794558
ACH-000766,-0.5475899422973819
ACH-000767,-0.6347752723685566
ACH-000768,-0.5090972129639861
ACH-000769,-0.4643745230499163
ACH-000770,-0.5637705889728618
ACH-000771,-0.4805726333268629
ACH-000773,-0.3558422294731702
ACH-000776,-0.4166711428671134
ACH-000777,-0.4724041158103505
ACH-000778,-0.5283489902464457
ACH-000781,-0.4418513644173976
ACH-000782,-0.568201270370959
ACH-000783,-0.5944590974834301
ACH-000784,-0.7943314181323446
ACH-000785,-0.6463256314455463
ACH-000787,-0.5758729627460312
ACH-000788,-0.5364743513699725
ACH-000791,-0.6979726039971934
ACH-000792,-0.5434143835485322
ACH-000794,-0.5389856595909507
ACH-000796,-0.7705573873333706
ACH-000798,-0.6987273862839924
ACH-000799,-0.4000909925838371
ACH-000800,-0.5364110703897269
ACH-000802,-0.6939645850394739
ACH-000804,-0.4319757841507639
ACH-000805,-0.5460089346632723
ACH-000809,-0.5429884549598771
ACH-000810,-0.4727133639987467
ACH-000811,-0.7089057873070526
ACH-000817,-0.5109240832226174
ACH-000819,-0.6958797008190222
ACH-000820,-0.6068390056024794
ACH-000821,-0.3752408685414316
ACH-000822,-0.6004523611326484
ACH-000823,-0.4972196788130422
ACH-000824,-0.44273578276834136
ACH-000827,-0.5978112760232156
ACH-000829,-0.6340972792884536
ACH-000831,-0.37660466507187706
ACH-000832,-0.635000231280615
ACH-000833,-0.5372979339640592
ACH-000834,-0.5618435222492821
ACH-000835,-0.7125875445359959
ACH-000836,-0.6142465962965683
ACH-000837,-0.5146824310574326
ACH-000838,-0.4609369087334158
ACH-000839,-0.5655194728086222
ACH-000840,-0.552819638402021
ACH-000841,-0.6064849667720857
ACH-000843,-0.4864772947524025
ACH-000846,-0.5315249682253621
ACH-000847,-0.4671818895803155
ACH-000848,-0.6755511472579669
ACH-000849,-0.5941659422654302
ACH-000851,-0.3863162828227177
ACH-000855,-0.553264285778994
ACH-000856,-0.7045793622847379
ACH-000858,-0.5842753598656537
ACH-000859,-0.6221965836263698
ACH-000861,-0.5951060550882169
ACH-000862,-0.5745289190630224
ACH-000865,-0.5584876429145202
ACH-000866,-0.3304540216474899
ACH-000867,-0.7605938785760588
ACH-000869,-0.6993023803733693
ACH-000872,-0.4335102682376257
ACH-000873,-0.7197552774097563
ACH-000876,-0.3720390692016674
ACH-000878,-0.6184822709639829
ACH-000880,-0.3469756711813516
ACH-000881,-0.5818143463392942
ACH-000882,-0.95556914115171
ACH-000884,-0.7278498488551548
ACH-000885,-0.5334813420001371
ACH-000887,-0.5708676120080065
ACH-000889,-0.3739264761302688
ACH-000896,-0.5277747711170674
ACH-000898,-0.2350566394240901
ACH-000900,-0.6007585167450198
ACH-000901,-0.5791672744187445
ACH-000905,-0.5175300515425748
ACH-000906,-0.5274546305941735
ACH-000907,-0.5204032353194201
ACH-000910,-0.4827801123097933
ACH-000911,-0.5280171042327092
ACH-000912,-0.5541358355605619
ACH-000913,-0.5058782122808126
ACH-000915,-0.4249351262920317
ACH-000916,-0.6279248494847026
ACH-000917,-0.6066338857549944
ACH-000920,-0.3339649160602993
ACH-000921,-0.5753589746168067
ACH-000924,-0.5291603376954915
ACH-000926,-0.5049332926759106
ACH-000928,-0.5380381570604247
ACH-000929,-0.4880972389139183
ACH-000932,-0.5569052411781155
ACH-000935,-0.6710562925856187
ACH-000936,-0.6193420754867616
ACH-000937,-0.2963479232549209
ACH-000938,-0.4437937377580864
ACH-000939,-0.7840153427016551
ACH-000941,-0.5957074259502614
ACH-000943,-0.8344361382972281
ACH-000946,-0.3939592443534222
ACH-000947,-0.3625420064434584
ACH-000948,-0.477055175707955
ACH-000950,-0.4302480642251549
ACH-000953,-0.37781583084898696
ACH-000954,-0.8231984457443721
ACH-000957,-0.5409611268856219
ACH-000958,-0.5012624363845305
ACH-000960,-0.5650305196688868
ACH-000963,-0.36448088453522265
ACH-000968,-0.7096313354053001
ACH-000969,-0.5717302025707933
ACH-000972,-0.8600765395991435
ACH-000973,-0.4807267543993065
ACH-000974,-0.5249686279737773
ACH-000978,-0.6090161098679661
ACH-000984,-0.5380913907610251
ACH-000986,-0.5920269557385262
ACH-000988,-0.6923406474672976
ACH-000993,-0.8312184858149493
ACH-000994,-0.6476780659430434
ACH-000996,-0.685441556288662
ACH-001001,-0.4815623145173583
ACH-001020,-0.6468252207015238
ACH-001028,-0.4631758902576476
ACH-001031,-0.7359460125443246
ACH-001038,-0.6453766540370811
ACH-001048,-0.6725496527042407
ACH-001050,-0.6889850292065562
ACH-001053,-0.7573417776508785
ACH-001054,-0.3788995697016895
ACH-001061,-0.7023578208031254
ACH-001067,-0.4984122516853937
ACH-001075,-0.6843247314680456
ACH-001096,-0.5816530581568761
ACH-001111,-0.35518546638983584
ACH-001119,-0.3814801890777009
ACH-001128,-0.4627404067473122
ACH-001134,-0.3950824278036331
ACH-001151,-0.7193886079979703
ACH-001163,-0.4394598494460301
ACH-001164,-0.7525746911484067
ACH-001183,-0.5435159075900566
ACH-001192,-0.4453913575536876
ACH-001193,-0.8792249479856422
ACH-001196,-0.6265878436351323
ACH-001197,-0.5922278134601957
ACH-001205,-0.648676864622969
ACH-001211,-0.3426922294191113
ACH-001212,-0.5034708770330097
ACH-001228,-0.3145783017930071
ACH-001232,-0.5585408431625974
ACH-001239,-0.3391897913558109
ACH-001270,-0.4655245084514961
ACH-001274,-0.6097404963534787
ACH-001275,-0.6576875042310361
ACH-001277,-0.474553768936051
ACH-001278,-0.7765315173465207
ACH-001280,-0.4698181102089294
ACH-001283,-0.5322461734423489
ACH-001289,-0.5649483227114096
ACH-001300,-0.5478578927061785
ACH-001301,-0.41697915045396095
ACH-001302,-0.3038384008409613
ACH-001306,-0.6497141384784378
ACH-001318,-0.534234666044123
ACH-001322,-0.30108696254362377
ACH-001328,-0.5282991917927223
ACH-001332,-0.6295112870153569
ACH-001336,-0.6345750546991082
ACH-001346,-0.6348445340096003
ACH-001353,-0.6709296404323964
ACH-001354,-0.702826929698629
ACH-001367,-0.5028886018997566
ACH-001368,-0.5120206330136635
ACH-001374,-0.5553397653791684
ACH-001377,-0.3999245902379438
ACH-001380,-0.46048272904214294
ACH-001391,-0.6127688723688715
ACH-001408,-0.4924712943480787
ACH-001430,-0.5803783290250375
ACH-001431,-0.5700835810028448
ACH-001450,-0.6238617715811717
ACH-001496,-0.6558086158822707
ACH-001500,-0.6946102621647274
ACH-001523,-0.4894265369981304
ACH-001532,-0.5594894829845908
ACH-001550,-0.7639440006255928
ACH-001552,-0.6069507659084663
ACH-001554,-0.4652198885915847
ACH-001654,-0.6318244186776637
ACH-001735,-0.5846370253319534
ACH-001736,-0.5736914588245251
ACH-001737,-0.3494134192332677
ACH-001740,-0.4356808202413688
ACH-001745,-0.4399064281760017
ACH-001765,-0.40561567731517406
