,NUTF2 (10204)
ACH-000004,-1.1811419629618172
ACH-000005,-1.0928516988501886
ACH-000007,-0.7005404682488922
ACH-000009,-1.029820917395775
ACH-000011,-0.8534372737125888
ACH-000012,-1.0227190931445318
ACH-000013,-1.0706107830287797
ACH-000014,-0.777311595864544
ACH-000015,-0.9316255201656358
ACH-000017,-0.8652178011064962
ACH-000018,-0.7388001535857925
ACH-000019,-0.8374803209614029
ACH-000021,-1.1689862559800472
ACH-000022,-0.8339637689392462
ACH-000025,-1.1135134408191858
ACH-000028,-0.9118698543585224
ACH-000030,-1.1151967570026842
ACH-000035,-0.9144366010377784
ACH-000036,-0.7260272950584444
ACH-000037,-0.5769747902760949
ACH-000039,-1.18363740885921
ACH-000040,-0.9399502062294184
ACH-000041,-1.064998146457964
ACH-000042,-0.9701344172839338
ACH-000045,-0.9508294164622068
ACH-000047,-0.9366191331027994
ACH-000052,-1.0681238395748085
ACH-000053,-1.0005064717496883
ACH-000054,-0.9328645026403812
ACH-000055,-0.9936504247533536
ACH-000060,-0.7832552083713166
ACH-000067,-0.8914535124671331
ACH-000070,-0.8388358808965184
ACH-000075,-1.088797316452877
ACH-000078,-0.9448540276486228
ACH-000082,-1.1192493858462609
ACH-000085,-0.9907785119409408
ACH-000086,-0.8509370124050366
ACH-000087,-1.1091482683734697
ACH-000092,-1.025515026189054
ACH-000095,-1.0283504700412829
ACH-000097,-0.9537377428054556
ACH-000098,-1.085687334134047
ACH-000099,-0.929194476186974
ACH-000108,-0.9129973038207444
ACH-000113,-0.8641318087716529
ACH-000116,-0.7766071637995449
ACH-000118,-0.8403551391894029
ACH-000120,-0.9131340714884556
ACH-000123,-0.9601068189429762
ACH-000127,-0.8702934581551399
ACH-000128,-0.9510898811861472
ACH-000132,-1.1388417450694062
ACH-000133,-0.7855935710822123
ACH-000137,-0.9800033627489372
ACH-000138,-0.9187792199812626
ACH-000142,-1.0625808468279636
ACH-000143,-0.6943549066331484
ACH-000146,-1.0224529200092287
ACH-000148,-1.0934369323029642
ACH-000150,-0.5446086367936182
ACH-000152,-1.0266458274872559
ACH-000153,-1.1474908659893792
ACH-000159,-0.9103426535779228
ACH-000160,-1.229737297648529
ACH-000163,-0.7486937579608017
ACH-000167,-1.6703408186927076
ACH-000168,-0.955225135643036
ACH-000169,-0.9817692309818536
ACH-000178,-0.9939022212792116
ACH-000183,-0.7718859024518898
ACH-000188,-0.8732209951753739
ACH-000189,-0.9770323719659936
ACH-000190,-0.83922786740363
ACH-000198,-1.0494281737207236
ACH-000203,-1.1208588643753297
ACH-000204,-0.9198884652347834
ACH-000206,-0.7735447834171207
ACH-000207,-0.8043457515129973
ACH-000208,-0.848421788057645
ACH-000210,-1.166206993860562
ACH-000211,-0.9743061715895688
ACH-000215,-1.1131332181422628
ACH-000221,-1.1550171829330542
ACH-000222,-0.7438061681803299
ACH-000223,-0.9761104337975732
ACH-000226,-0.8491321442449209
ACH-000227,-0.9151354644183828
ACH-000228,-1.1154008994342948
ACH-000231,-1.0009294848154708
ACH-000232,-1.0876473030126026
ACH-000233,-0.9153523620408128
ACH-000234,-0.9428670181024172
ACH-000235,-0.9638273534273054
ACH-000237,-1.0451763609483176
ACH-000238,-0.7861887348758058
ACH-000242,-0.8887320358680332
ACH-000243,-0.9492874749737829
ACH-000244,-0.8863811301160693
ACH-000246,-0.7637801927901523
ACH-000248,-0.9132925841654721
ACH-000250,-1.0254347617129804
ACH-000251,-1.0803395893151853
ACH-000252,-0.7293977308462143
ACH-000253,-0.886752633434149
ACH-000255,-1.0424802775007391
ACH-000256,-0.9971048205933442
ACH-000257,-1.1632596094407872
ACH-000258,-0.7907719251198971
ACH-000259,-1.068229976058395
ACH-000260,-0.9307579862798144
ACH-000261,-0.9925676911911806
ACH-000262,-0.9752108776807634
ACH-000263,-1.088218255371928
ACH-000264,-1.2748925205704895
ACH-000265,-1.0193203594696945
ACH-000266,-1.0433234604513928
ACH-000272,-0.961904171609063
ACH-000274,-1.139196550770205
ACH-000277,-0.9796205966208532
ACH-000278,-1.0232992980097413
ACH-000279,-1.1710806998026144
ACH-000280,-0.9743655079456484
ACH-000281,-0.9060580132125008
ACH-000288,-0.9691028492456606
ACH-000291,-1.0251119166329925
ACH-000293,-1.0745809644996298
ACH-000294,-0.974188709941182
ACH-000295,-0.986767895440942
ACH-000296,-0.9496648340587016
ACH-000302,-1.2165932466255436
ACH-000304,-0.980067664520492
ACH-000307,-0.8723886563623281
ACH-000308,-1.279144423659407
ACH-000310,-1.0802981233702598
ACH-000311,-1.0394267750586803
ACH-000312,-1.0140257689794734
ACH-000315,-0.9291120120905886
ACH-000316,-1.064798912044172
ACH-000317,-1.0283282270767384
ACH-000318,-0.9504949460974742
ACH-000319,-0.7479486025172686
ACH-000320,-0.7650064796967865
ACH-000322,-0.9196067250210376
ACH-000323,-1.1252888107927113
ACH-000324,-0.8694958930514576
ACH-000329,-0.9494667475989612
ACH-000330,-0.8110845129281793
ACH-000331,-0.9535485604821171
ACH-000332,-0.9950004415810368
ACH-000334,-0.925959764093876
ACH-000335,-0.908479727297917
ACH-000336,-0.9955892237355272
ACH-000337,-1.2688456223283704
ACH-000338,-0.8969125885527024
ACH-000339,-1.1076162291888758
ACH-000341,-1.1245509984984798
ACH-000348,-1.1285829444776765
ACH-000350,-1.05256923680799
ACH-000352,-0.8664556554968983
ACH-000356,-0.985273492386862
ACH-000361,-0.7841360378007282
ACH-000362,-0.9705204662500948
ACH-000363,-1.0071458268514637
ACH-000364,-0.7441530551274154
ACH-000365,-0.9385172512051708
ACH-000366,-0.8782765164869931
ACH-000368,-0.9330985369461416
ACH-000374,-1.0203142396328049
ACH-000375,-0.7809973651797318
ACH-000376,-1.015127794159899
ACH-000381,-0.6983540461979081
ACH-000383,-1.1744265309023203
ACH-000387,-1.0366552017326387
ACH-000389,-0.8901300305116749
ACH-000390,-1.0474842911797249
ACH-000393,-0.9734274563672914
ACH-000395,-0.9182248266982748
ACH-000396,-1.0370128539202246
ACH-000397,-1.032038031421944
ACH-000401,-0.9201340471178344
ACH-000402,-0.8434431994561984
ACH-000403,-1.2386462066990047
ACH-000404,-0.7345415239085524
ACH-000406,-1.2375101397474992
ACH-000407,-0.9379381350279248
ACH-000408,-0.8948583824754341
ACH-000410,-1.0146970164536917
ACH-000411,-0.8292503315915041
ACH-000414,-1.022869941702912
ACH-000415,-0.9859618523671756
ACH-000416,-0.9647038118393364
ACH-000420,-0.8238053267252058
ACH-000421,-0.9639208674873602
ACH-000424,-1.0539379825431
ACH-000425,-1.0738398727994198
ACH-000426,-1.0901760227381838
ACH-000427,-1.0453590453569854
ACH-000433,-0.8746218562769386
ACH-000435,-1.1199084177091123
ACH-000436,-1.068603422199325
ACH-000444,-0.9090187514952576
ACH-000445,-0.6516573422414038
ACH-000448,-0.9574717006303104
ACH-000450,-0.8390973217540975
ACH-000452,-0.9469436878339011
ACH-000454,-1.1088333208778431
ACH-000458,-0.7889162194368862
ACH-000459,-1.2399417040741485
ACH-000460,-1.0385833712908066
ACH-000461,-0.912985034750797
ACH-000463,-0.8665613960085037
ACH-000464,-0.6919324454653474
ACH-000466,-0.9633069181036736
ACH-000467,-0.915419735158126
ACH-000468,-1.2372184159547142
ACH-000469,-1.0505296426399682
ACH-000470,-1.1202849405727848
ACH-000471,-1.160331350807977
ACH-000472,-1.116450885418252
ACH-000473,-0.8264201956920545
ACH-000475,-1.1300634647632155
ACH-000476,-0.990388782933764
ACH-000477,-0.9828320741160792
ACH-000479,-0.8324397698107006
ACH-000480,-0.8614079308427027
ACH-000481,-1.0982116613194366
ACH-000483,-1.210780457090712
ACH-000484,-0.9423403393922823
ACH-000485,-0.9222806106920252
ACH-000486,-0.9217293982114788
ACH-000487,-1.156191721056416
ACH-000488,-0.8386588680236549
ACH-000490,-0.7834064266433638
ACH-000491,-1.0606524657495953
ACH-000495,-0.7421919175908288
ACH-000496,-0.9682234094664036
ACH-000499,-1.2304836035408355
ACH-000500,-0.6995175580074717
ACH-000502,-0.9798105354583044
ACH-000503,-0.8075451328637963
ACH-000505,-0.933622397134672
ACH-000507,-1.0684890485473808
ACH-000510,-0.9777346950980438
ACH-000511,-1.0177947547663369
ACH-000512,-0.8758326790784103
ACH-000516,-1.1931155670947975
ACH-000517,-1.2195894210371474
ACH-000518,-0.9683551286486268
ACH-000520,-1.0516042024741166
ACH-000521,-0.8096009706744582
ACH-000522,-1.206397616918349
ACH-000524,-1.1324670897714508
ACH-000527,-0.9516091449202406
ACH-000528,-0.9253384012161641
ACH-000537,-0.9305824483818008
ACH-000541,-0.9742211192787772
ACH-000542,-0.9341210881341112
ACH-000544,-0.7706184857714902
ACH-000545,-1.0464213813435357
ACH-000547,-0.9549113564928122
ACH-000548,-0.975278141094318
ACH-000549,-0.961887847964488
ACH-000550,-1.05032304302386
ACH-000552,-0.9799562561323768
ACH-000556,-0.9348041478331944
ACH-000557,-1.0155200922992804
ACH-000569,-1.2080251517816558
ACH-000570,-0.8120335468001505
ACH-000571,-1.088770880115483
ACH-000573,-1.0991904951615965
ACH-000576,-0.9177968939215996
ACH-000579,-1.3156556544751576
ACH-000580,-0.5692013043299996
ACH-000584,-1.1931429609392776
ACH-000585,-0.9732230628666748
ACH-000588,-0.8247604505506908
ACH-000589,-1.0469983476375702
ACH-000591,-0.8311153959845649
ACH-000593,-0.9413797776002176
ACH-000600,-1.034182853295502
ACH-000601,-0.9059409123159586
ACH-000605,-0.9616084559649928
ACH-000606,-0.8662664074694414
ACH-000608,-1.2520956540381354
ACH-000614,-0.8417680636844866
ACH-000616,-0.5415119968806849
ACH-000618,-1.0694014601498658
ACH-000619,-0.9328285272551472
ACH-000620,-0.8397208664772495
ACH-000621,-1.1828356256616015
ACH-000622,-1.2268512558133138
ACH-000623,-0.97188149156018
ACH-000624,-1.0894587984340762
ACH-000627,-0.8599352328484846
ACH-000630,-0.7844387349391472
ACH-000631,-0.9769881337626284
ACH-000632,-1.2263217443403411
ACH-000633,-0.9154205461999408
ACH-000637,-0.8627348891078364
ACH-000638,-0.8361362085312932
ACH-000646,-0.9137407103577114
ACH-000647,-1.033315417656979
ACH-000648,-0.954544854280252
ACH-000649,-0.8835368310592171
ACH-000651,-0.9194593303622254
ACH-000652,-0.8297324030635337
ACH-000653,-1.0238830725402506
ACH-000657,-1.0276163129221805
ACH-000658,-0.8742131345992558
ACH-000661,-1.0056250196872836
ACH-000662,-1.3156481680651717
ACH-000663,-0.8512577434056483
ACH-000665,-0.8378306338228272
ACH-000671,-0.8979769205397625
ACH-000672,-0.992208072554924
ACH-000673,-0.8907699503392698
ACH-000676,-0.9993369748621606
ACH-000677,-1.050978180328982
ACH-000681,-0.9754099630450208
ACH-000683,-0.968794994263732
ACH-000684,-1.023581958161675
ACH-000688,-1.3052112238664093
ACH-000693,-0.9699614720174441
ACH-000694,-1.085223550052602
ACH-000695,-1.0185781251349215
ACH-000696,-1.101021235534584
ACH-000697,-0.9226171578413944
ACH-000699,-1.0513072134158428
ACH-000701,-1.243326591330706
ACH-000706,-1.0722620058661307
ACH-000711,-1.1915831619675663
ACH-000713,-0.8616492873356477
ACH-000714,-1.182743956820948
ACH-000718,-1.0915919184863956
ACH-000720,-0.8978700171611251
ACH-000721,-1.0819090187195806
ACH-000724,-0.8556164045842781
ACH-000725,-0.8965407776676959
ACH-000732,-0.9261257142891646
ACH-000734,-1.1180537822987602
ACH-000735,-1.1048253057492932
ACH-000736,-0.9018890727028264
ACH-000738,-1.0092416697178743
ACH-000746,-0.9969935483642834
ACH-000747,-0.9549215909394856
ACH-000748,-1.0351757226924172
ACH-000753,-0.9160663129953652
ACH-000756,-1.1960415312404142
ACH-000757,-1.2699238679277018
ACH-000758,-0.9498116551925581
ACH-000760,-1.0147518863869185
ACH-000762,-0.8391938286013148
ACH-000763,-0.958089219567899
ACH-000764,-1.1055464585423422
ACH-000765,-0.989050469309154
ACH-000766,-0.9889508530273992
ACH-000767,-1.1492364750296789
ACH-000768,-0.9850011956499884
ACH-000769,-1.071590298147626
ACH-000770,-1.051843423881338
ACH-000771,-0.8632564443220566
ACH-000773,-0.827494740120271
ACH-000776,-0.8721106039510323
ACH-000777,-0.998787394885512
ACH-000778,-1.1667273734621542
ACH-000781,-1.0015192174071232
ACH-000782,-1.1351913918785888
ACH-000783,-1.1591021957769747
ACH-000784,-1.0000539795797805
ACH-000785,-1.215404225397768
ACH-000787,-0.9525828133751828
ACH-000788,-1.141248289975222
ACH-000791,-1.0143258479164277
ACH-000792,-0.9261185092133188
ACH-000794,-0.9237210176753308
ACH-000796,-0.9938572076557396
ACH-000798,-0.944099991700726
ACH-000799,-0.9184812301638962
ACH-000800,-1.3216447404867608
ACH-000802,-1.0237120928291374
ACH-000804,-1.1370036093616156
ACH-000805,-0.8900592056855573
ACH-000809,-0.8075467909129238
ACH-000810,-0.7067332433128276
ACH-000811,-0.7493475219233676
ACH-000817,-0.8441502196226941
ACH-000819,-0.8658115856792457
ACH-000820,-0.9589274988357456
ACH-000821,-0.8474678363955459
ACH-000822,-1.153234625192186
ACH-000823,-0.9510249499542692
ACH-000824,-0.9250437960350496
ACH-000827,-1.0307629352900238
ACH-000829,-0.8849145045519237
ACH-000831,-0.9353871088108766
ACH-000832,-1.0205359020956406
ACH-000833,-1.2172643869167834
ACH-000834,-1.0027577458552883
ACH-000835,-0.8567321479651425
ACH-000836,-1.0440317589501658
ACH-000837,-0.8766061309861188
ACH-000838,-0.9222701846752502
ACH-000839,-0.7233764810837177
ACH-000840,-0.9099508488188164
ACH-000841,-0.896121912257621
ACH-000843,-0.8024293708526523
ACH-000846,-0.7708938559396974
ACH-000847,-1.066250668022934
ACH-000848,-0.8971069438807469
ACH-000849,-1.0621258467141446
ACH-000851,-0.919425883202683
ACH-000855,-1.0143386329047168
ACH-000856,-0.9934844486374644
ACH-000858,-1.0081090926802525
ACH-000859,-0.7957046526195366
ACH-000861,-0.9205081138988774
ACH-000862,-0.9484101815210494
ACH-000865,-0.7505241191936771
ACH-000866,-1.2875262816796331
ACH-000867,-1.0352523814005898
ACH-000869,-0.8711789410578109
ACH-000872,-1.0751512045315907
ACH-000873,-0.7963290150947085
ACH-000876,-0.9744023555439209
ACH-000878,-0.9347528034890628
ACH-000880,-0.8164554010584076
ACH-000881,-1.0869402311049452
ACH-000882,-0.9860550576309108
ACH-000884,-1.0251997873356329
ACH-000885,-0.9206961546861304
ACH-000887,-1.004578908866727
ACH-000889,-0.8068360027649252
ACH-000896,-0.8629285699858489
ACH-000898,-0.9702974040454114
ACH-000900,-0.9872024831610176
ACH-000901,-1.1163243028013117
ACH-000905,-0.8271360017303734
ACH-000906,-0.9597118382460834
ACH-000907,-0.9393980496503048
ACH-000910,-0.8495233900609882
ACH-000911,-0.9619219404919076
ACH-000912,-0.9744271595158192
ACH-000913,-0.8990056586666066
ACH-000915,-1.0338875891716948
ACH-000916,-1.3316353923418416
ACH-000917,-0.9039086706261475
ACH-000920,-0.9741378965650592
ACH-000921,-0.8053004767174902
ACH-000924,-1.0215400418102238
ACH-000926,-0.9358466644509535
ACH-000928,-1.1986280355379657
ACH-000929,-0.8504397915954742
ACH-000932,-0.9508822348833113
ACH-000935,-0.969141833813068
ACH-000936,-0.9991174625910504
ACH-000937,-1.1861701730436884
ACH-000938,-0.9800611118743144
ACH-000939,-1.0452563964463464
ACH-000941,-1.151386522624886
ACH-000943,-1.0134833013274058
ACH-000946,-0.9188121465554372
ACH-000947,-1.0705901769551756
ACH-000948,-0.8472417857399652
ACH-000950,-0.8818703083676798
ACH-000953,-0.9574001662148574
ACH-000954,-0.843202563029381
ACH-000957,-0.8936328772144614
ACH-000958,-0.7654135719736509
ACH-000960,-1.050513941802698
ACH-000963,-1.1706314140187812
ACH-000968,-1.0140731058237609
ACH-000969,-0.9417970123837996
ACH-000972,-1.0729935411029925
ACH-000973,-1.0312566442371816
ACH-000974,-0.9871252474993196
ACH-000978,-1.1206303249234566
ACH-000984,-0.8912394852795001
ACH-000986,-1.064715377218444
ACH-000988,-1.065630742394758
ACH-000993,-0.924960594651009
ACH-000994,-1.0614585802343912
ACH-000996,-0.8500138844943239
ACH-001001,-1.0239981661430066
ACH-001020,-1.1349352390495548
ACH-001028,-1.22592277653159
ACH-001031,-1.164573158329413
ACH-001038,-1.2690170464693908
ACH-001048,-1.0448570974845266
ACH-001050,-0.8453223097239662
ACH-001053,-0.6598022734112048
ACH-001054,-0.8756004668738371
ACH-001061,-1.0350496010406984
ACH-001067,-1.1118875081560948
ACH-001075,-0.8342490132095584
ACH-001096,-0.9950444507430134
ACH-001111,-0.990639050377728
ACH-001119,-0.8278974294342941
ACH-001128,-1.5731184770911624
ACH-001134,-0.9603148573721112
ACH-001151,-1.0521064869786556
ACH-001163,-1.1108193404948274
ACH-001164,-0.7966451766025715
ACH-001183,-0.8786386436861386
ACH-001192,-1.274234933051971
ACH-001193,-1.0294330493616493
ACH-001196,-1.046051569822414
ACH-001197,-1.0057508408148883
ACH-001205,-1.3169284595537551
ACH-001211,-1.1137715355222635
ACH-001212,-1.1724548445943603
ACH-001228,-0.9382754427463674
ACH-001232,-1.113300538223912
ACH-001239,-0.8516673418273725
ACH-001270,-0.8036461542267801
ACH-001274,-1.0117199810454212
ACH-001275,-0.8675258674246287
ACH-001277,-1.1935233056753405
ACH-001278,-1.0102417299443478
ACH-001280,-0.7967537235373302
ACH-001283,-1.1072620988270736
ACH-001289,-1.0698455755282166
ACH-001300,-1.0101344667889085
ACH-001301,-1.0702238600175769
ACH-001302,-0.8930694189704779
ACH-001306,-0.91434228418005
ACH-001318,-0.9779635599837057
ACH-001322,-0.8642126155097147
ACH-001328,-0.8920861143701038
ACH-001332,-0.8656338384584296
ACH-001336,-1.1099193089228758
ACH-001346,-0.8110629341064883
ACH-001353,-0.9506196238518888
ACH-001354,-1.02088886743571
ACH-001367,-0.7672413952514515
ACH-001368,-0.9945667127450992
ACH-001374,-0.9307208315149664
ACH-001377,-0.8937769998182178
ACH-001380,-1.006010757232359
ACH-001391,-0.979701713247168
ACH-001408,-1.0298579093719975
ACH-001430,-1.0667736828329883
ACH-001431,-1.1711651560675969
ACH-001450,-0.6211335854054287
ACH-001496,-0.9017623035271004
ACH-001500,-1.066631093481535
ACH-001523,-0.811828097797896
ACH-001532,-1.0544788887615526
ACH-001550,-1.2963263870064956
ACH-001552,-1.0595466945041403
ACH-001554,-0.9801393663010692
ACH-001654,-0.8796199270707135
ACH-001735,-0.8422278956761019
ACH-001736,-0.9820751909944491
ACH-001737,-1.540744693487602
ACH-001740,-0.8983800383026108
ACH-001745,-0.8962953573488859
ACH-001765,-1.0570309977365653
