,APRT (353)
ACH-000253,-0.2993136556342393
ACH-000255,-0.25523167094869986
ACH-000256,-0.32163748745929754
ACH-000257,-0.19137474929125872
ACH-000258,-0.3816627431664736
ACH-000259,-0.16574421604429512
ACH-000260,-0.183880893559392
ACH-000261,-0.2781846473386625
ACH-000262,-0.3373660812121498
ACH-000263,-0.0032073564375229065
ACH-000264,-0.2773601003085992
ACH-000265,-0.11952270725898036
ACH-000266,-0.2556525128665606
ACH-000272,-0.23647724542540965
ACH-000274,-0.156145982340109
ACH-000277,-0.2675282265038398
ACH-000278,-0.1891278467967039
ACH-000279,-0.1175478179192873
ACH-000280,-0.3093922487161069
ACH-000281,-0.22654795232394706
ACH-000288,-0.269233884192452
ACH-000291,-0.12392922356100353
ACH-000293,-0.2446360392743148
ACH-000294,-0.3417916018555565
ACH-000295,-0.016181639981400382
ACH-000296,-0.2136350709273993
ACH-000302,-0.08730578149223876
ACH-000304,-0.03907786102705893
ACH-000307,-0.30581191358193216
ACH-000308,-0.2139936310098496
ACH-000310,-0.11675794211288552
ACH-000311,-0.3291291606396305
ACH-000312,-0.13485413577968555
ACH-000315,-0.1456700022289941
ACH-000316,-0.20066132905311707
ACH-000317,-0.15174953254134568
ACH-000318,-0.16050623051639895
ACH-000319,-0.2510621120899341
ACH-000320,-0.03613548771081069
ACH-000322,-0.3292040926747401
ACH-000323,-0.12392842263033516
ACH-000324,-0.3554321122631537
ACH-000329,-0.11469829727766916
ACH-000330,-0.10832679954479514
ACH-000331,-0.19873518226799528
ACH-000332,-0.15950200075375312
ACH-000334,-0.3693947526622797
ACH-000335,-0.17182305662462444
ACH-000336,-0.31898103541697903
ACH-000337,-0.16256732092173454
ACH-000338,-0.025859894361051683
ACH-000339,-0.22747252087242484
ACH-000341,0.036704327301459914
ACH-000348,-0.1331966812952599
ACH-000350,-0.14985732638849822
ACH-000352,-0.1660969554394837
ACH-000356,-0.331817192761224
ACH-000361,-0.3327849747439516
ACH-000362,-0.17184562351573854
ACH-000363,-0.18355605526115404
ACH-000364,-0.17213053310004864
ACH-000365,-0.1543284534568797
ACH-000366,-0.2662137999750688
ACH-000368,-0.23883129215008925
ACH-000374,-0.1628889462098312
ACH-000375,-0.26171026416672577
ACH-000376,-0.1820491417141261
ACH-000381,-0.284358128403602
ACH-000383,-0.2704630107898689
ACH-000387,-0.39955302340867216
ACH-000389,-0.3367741222395102
ACH-000390,-0.1782780175008256
ACH-000393,-0.33076740013087363
ACH-000395,-0.09970955421519577
ACH-000396,-0.1380228279031067
ACH-000397,-0.2730692040701086
ACH-000401,-0.17666232504379928
ACH-000402,-0.4149235210384712
ACH-000403,-0.26484925861145897
ACH-000404,-0.036608441260937125
ACH-000406,-0.17368883249120762
ACH-000407,-0.2865126834412021
ACH-000408,-0.15919390092581753
ACH-000410,-0.2683480135799943
ACH-000411,-0.19047884431679385
ACH-000414,-0.14832780952205324
ACH-000415,-0.08789071862020782
ACH-000416,-0.17230034994076227
ACH-000420,-0.421096553810844
ACH-000421,-0.24622828233905725
ACH-000424,-0.19483601213137935
ACH-000425,-0.19106567451003906
ACH-000426,-0.5140626429128795
ACH-000427,-0.4147988699119334
ACH-000433,-0.31242877725105445
ACH-000435,-0.02345501623172464
ACH-000436,-0.10493992014697898
ACH-000444,-0.19077754277294226
ACH-000445,-0.2007041865910957
ACH-000448,-0.26702095363835504
ACH-000450,-0.22056807989583227
ACH-000452,-0.2396309248766449
ACH-000454,0.012582691782805704
ACH-000458,-0.13370411706266666
ACH-000459,-0.3202901628684806
ACH-000460,-0.23356409543457785
ACH-000461,-0.2856729400593169
ACH-000463,-0.25275539354998555
ACH-000464,-0.2740721860450865
ACH-000466,-0.2565304243807517
ACH-000467,-0.3119728808736816
ACH-000468,-0.3743051867104597
ACH-000469,-0.3391965629540669
ACH-000470,-0.05058469674961402
ACH-000471,-0.1851860308675142
ACH-000472,-0.3114386848850506
ACH-000473,-0.17758203591705082
ACH-000475,-0.2554448795410009
ACH-000476,-0.27926477862857
ACH-000477,-0.10944150622411522
ACH-000479,-0.3163090182106073
ACH-000480,-0.21509438975056416
ACH-000481,-0.07974261833075767
ACH-000483,-0.32836417995478184
ACH-000484,-0.1990598539555919
ACH-000485,-0.2841671299801917
ACH-000486,-0.3361424130206155
ACH-000487,-0.20302965204853446
ACH-000488,-0.15648903478976234
ACH-000490,-0.17576753878728318
ACH-000491,-0.2364084068705681
ACH-000495,-0.20540352189221733
ACH-000496,-0.16749250554685055
ACH-000499,0.002969209419108433
ACH-000500,0.0492131802669564
ACH-000502,-0.32196707114918555
ACH-000503,-0.39220922186536106
ACH-000505,-0.2630741761752888
ACH-000507,-0.3003253404067112
ACH-000510,-0.2849282325159182
ACH-000511,-0.19476244937577505
ACH-000512,-0.09142275233130172
ACH-000516,-0.11388532974545522
ACH-000517,-0.3292181402302739
ACH-000518,-0.049058451077087936
ACH-000520,-0.1284666894628713
ACH-000521,-0.3592768797030226
ACH-000522,-0.14062647311957113
ACH-000524,-0.2879012106404993
ACH-000527,-0.2121420336751956
ACH-000528,-0.3189194888048524
ACH-000537,-0.13812531965451513
ACH-000541,-0.11874445884017495
ACH-000542,-0.3092189049241353
ACH-000544,-0.2997074278024867
ACH-000545,-0.19186104511250232
ACH-000547,-0.1854139486952228
ACH-000548,-0.2541851829319053
ACH-000549,-0.18468210776453686
ACH-000550,-0.245113312429342
ACH-000552,-0.17356952545871293
ACH-000556,-0.2133343458285984
ACH-000557,-0.22877254699541666
ACH-000569,-0.3454677109323612
ACH-000570,-0.17566938637145946
ACH-000571,-0.2673777470261094
ACH-000573,-0.10910591212182973
ACH-000576,-0.1810369674010296
ACH-000579,-0.14433283765384722
ACH-000580,-0.13994458915505295
ACH-000584,-0.29770411763405896
ACH-000585,-0.1985465084988314
ACH-000588,-0.1892968044717124
ACH-000589,-0.1685191433346765
ACH-000591,-0.2592898033736463
ACH-000593,-0.27484940964728155
ACH-000600,-0.24289274331355576
ACH-000601,-0.25068330673409595
ACH-000605,-0.22922337141911975
ACH-000606,-0.04485008179507894
ACH-000608,-0.1840499427062946
ACH-000614,-0.260960764719435
ACH-000616,-0.2391592079207797
ACH-000618,-0.16912151750513013
ACH-000619,-0.2520100494898715
ACH-000620,-0.258408978655541
ACH-000621,-0.19209072973468505
ACH-000622,-0.19738363332674272
ACH-000623,-0.19876887889641745
ACH-000624,-0.25604373986345746
ACH-000627,-0.1104427106205388
ACH-000630,-0.2883433393391298
ACH-000631,-0.4802114247105104
ACH-000632,-0.017121422937476396
ACH-000633,-0.3488865782780696
ACH-000637,-0.2496237577637473
ACH-000638,-0.19000365592199564
ACH-000646,-0.27414052059529626
ACH-000647,-0.29799769510197666
ACH-000648,-0.30679264868191225
ACH-000649,-0.16878883430534186
ACH-000651,0.035838224143706625
ACH-000652,-0.3064478236411129
ACH-000653,-0.10966697323142202
ACH-000657,-0.14621884227012186
ACH-000658,-0.36890627767541706
ACH-000661,-0.1831665251672173
ACH-000662,-0.1386124414609267
ACH-000663,-0.3525533361840616
ACH-000665,-0.1513839786250147
ACH-000671,-0.22352273872191114
ACH-000672,-0.1429354652183043
ACH-000673,-0.09094714135968326
ACH-000676,-0.10255681605241206
ACH-000677,-0.19403369152018154
ACH-000681,-0.08468134620965652
ACH-000683,-0.36250564289697706
ACH-000684,-0.20210706993862892
ACH-000688,-0.16981511786384051
ACH-000693,-0.041281602773073085
ACH-000694,-0.10173550967961717
ACH-000695,-0.06785850802305328
ACH-000696,-0.16599804031924795
ACH-000697,-0.22436850141139966
ACH-000699,-0.2737402600816116
ACH-000701,-0.3083992222204019
ACH-000706,-0.11214933991134617
ACH-000711,-0.02826723373963272
ACH-000713,-0.28855405021690844
ACH-000714,-0.2364660874898636
ACH-000718,-0.029365898194427413
ACH-000720,-0.14713805023340276
ACH-000721,-0.17914846514082966
ACH-000724,-0.06467559352749369
ACH-000725,-0.11685108918928805
ACH-000732,0.06537129622619736
ACH-000734,-0.21452735180900906
ACH-000735,-0.18369990198979844
ACH-000736,-0.1634195246156362
ACH-000738,-0.1995127075934872
ACH-000746,0.0014544013265276776
ACH-000747,-0.1305672184482622
ACH-000748,-0.2195455712890622
ACH-000753,-0.2526561697059244
ACH-000756,-0.19225770395489625
ACH-000757,-0.08923055642088848
ACH-000758,-0.3634589035365421
ACH-000760,-0.10063536538893966
ACH-000762,-0.3722082969877895
ACH-000763,-0.18813467899294986
ACH-000764,-0.5457704898527013
ACH-000765,-0.05872749018004455
ACH-000766,-0.1762658705061932
ACH-000767,-0.1824088720988641
ACH-000768,-0.296538371958112
ACH-000769,-0.16539414100533803
ACH-000770,-0.17811274322459522
ACH-000771,-0.11743815090021127
ACH-000773,-0.22006841385949188
ACH-000776,-0.30652831111545936
ACH-000777,-0.30012717021714475
ACH-000778,-0.1935724400027149
ACH-000781,-0.10178299040661737
ACH-000782,-0.32846026805902473
ACH-000783,-0.27833939993435525
ACH-000784,-0.2389712283404495
ACH-000785,-0.1384617991064858
ACH-000787,-0.1361166904282593
ACH-000788,-0.23746072778815744
ACH-000791,-0.21891841311460725
ACH-000792,-0.175460641082304
ACH-000794,-0.15419472843972873
ACH-000796,-0.3929988968231432
ACH-000798,-0.3325416591570733
ACH-000799,-0.2844297377544243
ACH-000800,-0.0786248643422826
ACH-000802,-0.2783792997310541
ACH-000804,-0.35763693603076946
ACH-000805,-0.037467850321057684
ACH-000809,-0.1818769490762084
ACH-000810,-0.21837997095092448
ACH-000811,-0.18162227725660526
ACH-000817,-0.3197901521594386
ACH-000819,-0.06969442166115229
ACH-000820,-0.2582791811706868
ACH-000821,-0.11621831661583057
ACH-000822,-0.1956026637294805
ACH-000823,-0.11999526258589074
ACH-000824,-0.2991992367445744
ACH-000827,-0.24601183473617874
ACH-000829,0.012964333277374084
ACH-000831,-0.2662427767692664
ACH-000832,-0.14197869880450004
ACH-000833,-0.13128386170941733
ACH-000834,-0.3650566496191592
ACH-000835,-0.2985321624404311
ACH-000836,-0.2885546700462998
ACH-000837,-0.16149411981456044
ACH-000838,-0.24488074286596784
ACH-000839,-0.19874931476769528
ACH-000840,-0.2410362026185933
ACH-000841,-0.18580960648320008
ACH-000843,-0.23182186820770995
ACH-000846,-0.12122012928081588
ACH-000847,-0.23928476658568046
ACH-000848,-0.2070506549703232
ACH-000849,-0.3065561702086961
ACH-000851,-0.2667931612612094
ACH-000855,-0.12013370891126762
ACH-000856,-0.25426104432026536
ACH-000858,-0.1293269222905316
ACH-000859,-0.2999820618818601
ACH-000861,-0.33332933435040035
ACH-000862,-0.17597155052499958
ACH-000865,-0.2308392940496354
ACH-000866,-0.07170474250542523
ACH-000867,-0.2486617958709764
ACH-000869,-0.03821901078151838
ACH-000872,-0.11537858210284432
ACH-000873,-0.2317426836538123
ACH-000876,-0.2804243731888981
ACH-000878,-0.008228082028491134
ACH-000880,-0.025593583817700463
ACH-000881,-0.14161984740509714
ACH-000882,-0.1655866245549848
ACH-000884,-0.10215017471242277
ACH-000885,-0.1522249515292957
ACH-000887,-0.11142300917578736
ACH-000889,-0.3315439233122495
ACH-000896,-0.08591907397613759
ACH-000898,-0.2409603774930614
ACH-000900,-0.15792738951892227
ACH-000901,-0.2310502882090099
ACH-000905,-0.1921941602054127
ACH-000906,-0.19186339845540595
ACH-000907,-0.3246579773979021
ACH-000910,-0.16711848632883267
ACH-000911,-0.2828222561971395
ACH-000912,-0.1865651107820056
ACH-000913,-0.12039832453118865
ACH-000915,-0.3971171373299488
ACH-000916,-0.11899829510032862
ACH-000917,-0.16533732710399268
ACH-000920,-0.3475178886646898
ACH-000921,-0.3338735423209499
ACH-000924,-0.15737868147613818
ACH-000926,-0.2848624477310711
ACH-000928,-0.3299080673228322
ACH-000929,-0.2675482486721186
ACH-000932,-0.3423229308952776
ACH-000935,-0.269962323662186
ACH-000936,-0.06976135666370274
ACH-000937,-0.1801406321100669
ACH-000938,-0.13631406608022806
ACH-000939,-0.4594965281200197
ACH-000941,-0.2588977654804149
ACH-000943,-0.2270745768697585
ACH-000946,-0.090130276469373
ACH-000947,-0.09907306511842848
ACH-000948,-0.07666739343276806
ACH-000950,-0.08041576040354974
ACH-000953,-0.32260655250762554
ACH-000954,0.009776161183787735
ACH-000957,-0.25999409909245497
ACH-000958,-0.2385991278538863
ACH-000960,-0.13376832887764373
ACH-000963,-0.17090998116544334
ACH-000968,-0.19671908948620684
ACH-000969,-0.3522246752158845
ACH-000972,-0.15353727254777008
ACH-000973,-0.12480515817457605
ACH-000974,-0.23924293432909124
ACH-000978,-0.3331657468358984
ACH-000984,-0.3209433354459304
ACH-000986,-0.1342518718987934
ACH-000988,-0.02471566809626942
ACH-000993,-0.5656812725182521
ACH-000994,-0.11797242105101448
ACH-000996,-0.23818702092108066
ACH-001001,-0.18727742988693968
ACH-001020,-0.3143890781378341
ACH-001028,-0.18228261719847527
ACH-001031,-0.13819971616127466
ACH-001038,-0.12836309913142388
ACH-001048,-0.2525599346509368
ACH-001050,-0.4184468414851957
ACH-001053,-0.20897775960717505
ACH-001054,-0.24865700817526476
ACH-001061,-0.260632988755239
ACH-001067,-0.1640863265922389
ACH-001075,-0.16298345079644
ACH-001096,-0.18200158418256354
ACH-001111,-0.3162412506069259
ACH-001119,-0.2270602709766777
ACH-001128,-0.0950197116738936
ACH-001134,-0.15150930866528345
ACH-001151,-0.22303991107942955
ACH-001163,-0.32360912647029755
ACH-001164,-0.10711874623218154
ACH-001183,-0.13590061499268793
ACH-001192,0.003565013862112915
ACH-001193,-0.1195074959319211
ACH-001196,-0.27303227100455035
ACH-001197,-0.3078502880077121
ACH-001205,0.018121659136295126
ACH-001211,-0.2620742235404604
ACH-001212,-0.2399793014263703
ACH-001228,-0.19179114301892133
ACH-001232,-0.2419730599300865
ACH-001239,-0.1586510270624794
ACH-001270,-0.10350328616489893
ACH-001274,-0.24830860256481266
ACH-001275,0.0006105695003628225
ACH-001277,-0.06852097118879608
ACH-001278,-0.08493204327654942
ACH-001280,-0.2960184007059617
ACH-001283,-0.020648297050910067
ACH-001289,-0.1142473317915177
ACH-001300,-0.07992746174430139
ACH-001301,-0.2240840441299762
ACH-001302,-0.39959176472873337
ACH-001306,-0.04901096888000297
ACH-001318,-0.1166896798924162
ACH-001322,-0.249935571490978
ACH-001328,-0.20841895239293956
ACH-001332,-0.3128306454012165
ACH-001336,-0.23554359505202965
ACH-001346,-0.17604462317047676
ACH-001353,-0.15226091476508893
ACH-001354,-0.037831908384021916
ACH-001367,-0.24368264122788336
ACH-001368,-0.2503210911824394
ACH-001374,0.22533437457220865
ACH-001377,-0.2875568294955277
ACH-001380,-0.4291763341808608
ACH-001391,-0.21029197929856247
ACH-001408,-0.27408011327033793
ACH-001430,-0.013649496117865902
ACH-001431,-0.12133431299493
ACH-001450,-0.11215895628503324
ACH-001496,-0.2684101887702225
ACH-001500,-0.24756158313277915
ACH-001523,-0.15490563254048556
ACH-001532,-0.35869693838518
ACH-001550,-0.09937378110402732
ACH-001552,-0.2196076265062082
ACH-001554,-0.17520445036568535
ACH-001654,-0.2830179711383701
ACH-001735,-0.12036353857425992
ACH-001736,-0.2637757455988741
ACH-001737,-0.40959293068413866
ACH-001740,-0.26396346796493325
ACH-001745,-0.25832144228833
ACH-001765,-0.11070283726178576
