,SCUBE3 (222663)
ACH-000004,-0.16679632361629998
ACH-000005,-0.2051080983365342
ACH-000007,-0.006869964760562825
ACH-000009,-0.013200526411171731
ACH-000011,-0.07409168158161655
ACH-000012,-0.1018126893338002
ACH-000013,-0.2337110660290899
ACH-000014,-0.14062672586935626
ACH-000015,0.039754802027716515
ACH-000017,-0.05743445803150723
ACH-000018,-0.022477684399388225
ACH-000019,-0.1343117597698886
ACH-000021,-0.0499884526745927
ACH-000022,-0.13487825778317414
ACH-000025,-0.06755153548987551
ACH-000028,0.05762146987360469
ACH-000030,-0.05438190836593019
ACH-000035,-0.1394262487264213
ACH-000036,-0.10411420882912822
ACH-000037,0.0035301216972718906
ACH-000039,0.12447566756022295
ACH-000040,-0.08907738463643995
ACH-000041,0.005913078655571975
ACH-000042,-0.04245963602373919
ACH-000045,-0.02200282948117576
ACH-000047,-0.04887205940162947
ACH-000052,-0.020595115851938826
ACH-000053,-0.11425304396082953
ACH-000054,-0.09820124887865143
ACH-000055,-0.30991640175706825
ACH-000060,0.01597756934466641
ACH-000067,0.08831271744571513
ACH-000070,-0.06246201175180316
ACH-000075,0.05274963173110485
ACH-000078,-0.0913708488721052
ACH-000082,-0.07096394145563227
ACH-000085,-0.01378167885960413
ACH-000086,-0.21934010640125548
ACH-000087,-0.26536006171541565
ACH-000092,-0.06649513275849861
ACH-000095,-0.054268832418615486
ACH-000097,-0.017829401342550382
ACH-000098,0.02593678191819522
ACH-000099,-0.061511697464401174
ACH-000108,-0.09631519518768554
ACH-000113,-0.03822208019338711
ACH-000116,-0.04576800433181998
ACH-000118,-0.014318046477389853
ACH-000120,-0.13366302377767236
ACH-000123,-0.0952024326274562
ACH-000127,-0.0986723892855604
ACH-000128,-0.16224065560482562
ACH-000132,-0.009330578754844956
ACH-000133,-0.002735954493475732
ACH-000137,-0.1079277112592058
ACH-000138,-0.1036480506865313
ACH-000142,-0.3400741704075506
ACH-000143,-0.17563218762314312
ACH-000146,-0.053747859368063616
ACH-000148,0.04411678753599784
ACH-000150,-0.11266095964237585
ACH-000152,-0.05936321421170172
ACH-000153,-0.3807575920466448
ACH-000159,-0.07826673605817805
ACH-000160,-0.02099060261201243
ACH-000163,-0.08009995590918928
ACH-000167,0.05376338218984908
ACH-000168,-0.07604630810881663
ACH-000169,-0.002526086129348068
ACH-000178,0.02476272777573576
ACH-000183,-0.14589596475295052
ACH-000188,-0.23288492162042465
ACH-000189,-0.10583973519752662
ACH-000190,0.03320813016570492
ACH-000198,-0.10767092118323787
ACH-000203,0.010032774786193728
ACH-000204,-0.17452242534521706
ACH-000206,-0.07145441144925573
ACH-000207,-0.34320070947647835
ACH-000208,0.33799658574929564
ACH-000210,-0.07608069714586486
ACH-000211,-0.11057980035238901
ACH-000215,-0.0334813125986571
ACH-000221,-0.0339714521525439
ACH-000222,-0.23427635091393745
ACH-000223,0.05640404581645483
ACH-000226,-0.13712953798412675
ACH-000227,-0.22310059970432985
ACH-000228,-0.04660645610156467
ACH-000231,-0.1314378889506926
ACH-000232,-0.028584770435377292
ACH-000233,-0.17030961190201538
ACH-000234,0.059248132831289976
ACH-000235,-0.0051151037624878395
ACH-000237,-0.01855854897714289
ACH-000238,-0.2087807134176324
ACH-000242,-0.3971654865568376
ACH-000243,-0.012367214191114476
ACH-000244,-0.17155273750759278
ACH-000246,-0.11958828927295395
ACH-000248,-0.15116343422288098
ACH-000250,-0.02227215853851389
ACH-000251,-0.0025275209420439764
ACH-000252,-0.03428554689681152
ACH-000253,-0.07243010698085943
ACH-000255,-0.08219410355380273
ACH-000256,-0.10727463027288102
ACH-000257,-0.2077620540760549
ACH-000258,-0.0256453196562737
ACH-000259,0.002617881982764625
ACH-000260,-0.08654164706445923
ACH-000261,-0.051222114145009885
ACH-000262,-0.2358879583871605
ACH-000263,-0.038307429587283864
ACH-000264,-0.08170441715222967
ACH-000265,-0.0003887948569829181
ACH-000266,-0.015557112187963937
ACH-000272,-0.07368113268973335
ACH-000274,-0.020120566428267712
ACH-000277,-0.1483630978929929
ACH-000278,-0.01787581039936884
ACH-000279,-0.07628393258604155
ACH-000280,-0.13537383889354
ACH-000281,-0.2124662003571167
ACH-000288,-0.04537406664395041
