,OGN (4969)
ACH-000004,0.023355832111924397
ACH-000005,0.055211181828325295
ACH-000007,0.1094464635399198
ACH-000009,0.006547316273313827
ACH-000011,0.10707752084703036
ACH-000012,-0.08039604308442405
ACH-000013,-0.0437053119122453
ACH-000014,0.09050523646886756
ACH-000015,-0.09254048834394524
ACH-000017,-0.0056320180470286465
ACH-000018,0.05589311095534108
ACH-000019,0.016587377052730043
ACH-000021,-0.06531229953609767
ACH-000022,0.04234773270175739
ACH-000025,0.039583902575770935
ACH-000028,0.11837344414093733
ACH-000030,0.0747610950670854
ACH-000035,-0.044516248988240366
ACH-000036,0.0776449584317613
ACH-000037,0.08453148581428115
ACH-000039,-0.05524794543920642
ACH-000040,0.05910353011070565
ACH-000041,-0.0015906432871348696
ACH-000042,-0.025839321347792783
ACH-000045,0.06523612709662344
ACH-000047,-0.032168509755292264
ACH-000052,0.08384506565521394
ACH-000053,0.017381593249346943
ACH-000054,0.1473546301700151
ACH-000055,-0.07457363305739026
ACH-000060,0.08929962036493591
ACH-000067,-0.023684518240658738
ACH-000070,0.15166012388547365
ACH-000075,0.14032017614444875
ACH-000078,0.03669217064916155
ACH-000082,0.051736630690540894
ACH-000085,-0.010786616866816713
ACH-000086,-0.031047948489633725
ACH-000087,0.20196123464779525
ACH-000092,0.05178952891008308
ACH-000095,-0.018128846208008347
ACH-000097,0.05278921414683255
ACH-000098,0.06392805571371023
ACH-000099,0.029975442102819806
ACH-000108,-0.008897037674177172
ACH-000113,0.11435741371279755
ACH-000116,0.12413674158322802
ACH-000118,0.030002838098220474
ACH-000120,0.1258254634327624
ACH-000123,0.0019106737257845593
ACH-000127,0.06464788775576556
ACH-000128,0.07329623731998879
ACH-000132,0.020044812640746416
ACH-000133,0.03070551270123908
ACH-000137,0.017796047237957757
ACH-000138,-0.09393180324315324
ACH-000142,0.08567122357934001
ACH-000143,0.06594819893593204
ACH-000146,0.008315671486830526
ACH-000148,0.041957249431334616
ACH-000150,0.18543990148085326
ACH-000152,0.1161329814584496
ACH-000153,-0.08264875359628192
ACH-000159,-0.02908114067275457
ACH-000160,-0.015277415803303059
ACH-000163,0.0013860314176859614
ACH-000167,0.01222953628585723
ACH-000168,0.05128917281047322
ACH-000169,0.01166515375138115
ACH-000178,0.06726808363837687
ACH-000183,0.037123540490177326
ACH-000188,0.013197026833544458
ACH-000189,0.17588692153647614
ACH-000190,0.045415609957225066
ACH-000198,-0.060859941466513315
ACH-000203,0.07193767006534728
ACH-000204,-0.09400014275148592
ACH-000206,0.15042951403573884
ACH-000207,0.09477707946204336
ACH-000208,-0.08319826165867912
ACH-000210,-0.0042587197543257375
ACH-000211,0.018087118201321924
ACH-000215,-0.02234818864067853
ACH-000221,0.01385961411345192
ACH-000222,0.06712745900781279
ACH-000223,-0.01925948580571788
ACH-000226,0.05738063697960345
ACH-000227,-0.05812738183207743
ACH-000228,0.0213534981858922
ACH-000231,0.11971206327686736
ACH-000232,0.007408663475942445
ACH-000233,-0.06332359850684577
ACH-000234,0.07850158405357338
ACH-000235,0.004692014418638192
ACH-000237,0.052512649694028316
ACH-000238,-0.02182282846783552
ACH-000242,-0.02875392847349339
ACH-000243,0.12984138709164444
ACH-000244,0.15478278340950666
ACH-000246,0.013105320944506563
ACH-000248,0.14476869185172436
ACH-000250,-0.008773540835862645
ACH-000251,0.02643602544393525
ACH-000252,0.025507969755102618
ACH-000253,0.0387272282541763
ACH-000255,-0.02900031972469428
ACH-000256,0.03268669839115574
ACH-000257,0.16927697287689095
ACH-000258,0.17972199077991033
ACH-000259,0.042716444752468816
ACH-000260,0.013493259662473042
ACH-000261,0.02725388487891851
ACH-000262,0.07398317802553553
ACH-000263,-0.1789033186584871
ACH-000264,0.023702432108047698
ACH-000265,0.16809048683979574
ACH-000266,0.02731888508659106
ACH-000272,0.031688857839352776
ACH-000274,0.030583802656649624
ACH-000277,0.09820545884257773
ACH-000278,0.03968388065210096
ACH-000279,0.14773335942824795
ACH-000280,0.007003194393821475
ACH-000281,-0.01640524094213024
ACH-000288,0.014409352152369813
ACH-000291,0.027986977569927785
ACH-000293,-0.09988354235800816
ACH-000294,0.002238943722797027
ACH-000295,0.13783839876200055
ACH-000296,0.12649567086816127
ACH-000302,0.0007555755707296182
ACH-000304,-0.2228982103736798
ACH-000307,-0.0012178100742383233
ACH-000308,0.004035774120274064
ACH-000310,-0.028228874763868806
ACH-000311,0.10088583331915936
ACH-000312,0.1150180895940101
ACH-000315,-0.06043010336840255
ACH-000316,0.06631660121264434
ACH-000317,0.058491410516573125
ACH-000318,-0.14193936707799426
ACH-000319,-0.03961209500969956
ACH-000320,-0.0358856040823997
ACH-000322,-0.06934727067828242
ACH-000323,-0.0050748756369872
ACH-000324,-0.050467259981745664
ACH-000329,0.0013576783089996136
ACH-000330,0.16799762708251476
ACH-000331,-0.037599904576334484
ACH-000332,0.0001161686126730455
ACH-000334,-0.13116383752923086
ACH-000335,-0.012723175756702934
ACH-000336,0.1766951196632728
ACH-000337,0.0626075415274145
ACH-000338,-0.4230024899885341
ACH-000339,-0.023978550924779955
ACH-000341,-0.00964015920508427
ACH-000348,0.04573698129299245
ACH-000350,-0.060945909304533585
ACH-000352,0.0731519444013777
ACH-000356,0.10713953984916053
