,PYGM (5837)
ACH-000411,-0.22020849332482131
ACH-000414,-0.2625829917006072
ACH-000415,-0.5591980509982077
ACH-000416,-0.11496220748774555
ACH-000420,-0.18383213820199368
ACH-000421,-0.2573156520999899
ACH-000424,-0.502589604159168
ACH-000425,-0.1407140501094883
ACH-000426,-0.07379308446522799
ACH-000427,-0.13847353285628058
ACH-000433,-0.4946989648804422
ACH-000435,-0.4416800359784774
ACH-000436,-0.04808482503147183
ACH-000444,-0.12066554401936536
ACH-000445,-0.27108547813394324
ACH-000448,-0.24736721991623756
ACH-000450,-0.20537023567261548
ACH-000452,-0.264901056014858
ACH-000454,-0.2724223197975148
ACH-000458,-0.2844737217945111
ACH-000459,-0.09981820203489036
ACH-000460,-0.15043341575745
ACH-000461,-0.5586405901944285
ACH-000463,-0.23218064068935934
ACH-000464,-0.08083796506285468
ACH-000466,-0.19011102762574408
ACH-000467,-0.2773475253345493
ACH-000468,-0.4153665662292975
ACH-000469,-0.3336099895807741
ACH-000470,-0.0045710747052318795
ACH-000471,-0.17596184426490005
ACH-000472,-0.23613017414969115
ACH-000473,-0.2803712896093874
ACH-000475,-0.3341485419178169
ACH-000476,-0.2287578411035241
ACH-000477,-0.4181270441436599
ACH-000479,0.16559283529494478
ACH-000480,-0.2530117698732716
ACH-000481,-0.2242612810444738
ACH-000483,-0.015905793402489606
ACH-000484,-0.16804131667852704
ACH-000485,-0.16686625284529466
ACH-000486,-0.30559284742291803
ACH-000487,-0.3117007817383173
ACH-000488,-0.3338640794521032
ACH-000490,-0.1881209943950156
ACH-000491,-0.22067377867923765
ACH-000495,-0.17197693950825688
ACH-000496,-0.3549071681880964
ACH-000499,-0.27717350748567304
ACH-000500,-0.5449745645579303
ACH-000502,-0.2582055007058424
ACH-000503,-0.4335138013945025
ACH-000505,-0.29332117113577105
ACH-000507,-0.22879871843901198
ACH-000510,-0.200552011276665
ACH-000511,-0.27843939514749066
ACH-000512,-0.3750262339555866
ACH-000516,-0.055948433892137966
ACH-000517,-0.15874341623030758
ACH-000518,-0.27601202023615923
ACH-000520,-0.2643257173791433
ACH-000521,-0.2234320935330359
ACH-000522,-0.2639431058594424
ACH-000524,-0.2578022837504593
ACH-000527,-0.2246043293712404
ACH-000528,-0.27960458618536604
ACH-000537,-0.15283451104833026
ACH-000541,-0.04031111608486961
ACH-000542,-0.3263657486838705
ACH-000544,-0.362512754686508
ACH-000545,-0.34921496847198474
ACH-000547,-0.05580572874424436
ACH-000548,-0.31961788696932125
ACH-000549,-0.43903118550596615
ACH-000550,-0.05273393114313693
ACH-000552,-0.3263019474756043
ACH-000556,-0.3774334234422179
ACH-000557,-0.1652116669864756
ACH-000569,-0.2293023286714293
ACH-000570,-0.1820820026459453
ACH-000571,-0.2350342438114518
ACH-000573,-0.2558412742238652
ACH-000576,-0.11592691412038435
ACH-000579,0.02990261659549429
ACH-000580,-0.2677367140156907
ACH-000584,-0.20889497276739807
ACH-000585,-0.405658108188589
ACH-000588,-0.1518381216424811
ACH-000589,-0.20930051253830784
ACH-000591,-0.17534705634945758
ACH-000593,-0.3130578413313844
ACH-000600,-0.3282595281525193
ACH-000601,-0.2389872970860977
ACH-000605,-0.19033901117489527
ACH-000606,-0.4359782996976328
ACH-000608,-0.2590588453526588
ACH-000614,-0.2863558501850382
ACH-000616,-0.2599915025471499
ACH-000618,-0.4921852825465208
ACH-000619,-0.5365766771991288
ACH-000620,-0.07445735351869383
ACH-000621,-0.221881050600428
ACH-000622,-0.25048524182874354
ACH-000623,-0.28861382360278204
ACH-000624,-0.16804942057076094
ACH-000627,-0.23296726595235
ACH-000630,-0.3344021455192117
ACH-000631,-0.26471280776665584
ACH-000632,-0.1666607891378729
ACH-000633,-0.2776548337469301
ACH-000637,-0.3801387342235805
ACH-000638,-0.3200411327622242
ACH-000646,-0.020901505227896033
ACH-000647,-0.2624904715231925
ACH-000648,-0.37907738923256906
ACH-000649,-0.3295620830723216
ACH-000651,-0.17235321405634402
ACH-000652,-0.028222018099009726
ACH-000653,-0.2623114342293795
ACH-000657,-0.2281527743056692
ACH-000658,-0.2938275273096857
ACH-000661,-0.4208928823006947
ACH-000662,-0.3554387951104094
ACH-000663,-0.271422652027899
ACH-000665,-0.3328743081228869
ACH-000671,-0.35858062914603706
ACH-000672,-0.4293495565580319
ACH-000673,-0.23399756617133885
ACH-000676,-0.2653775237871974
ACH-000677,-0.06613730705546934
ACH-000681,-0.17796299261252935
ACH-000683,-0.3834996199686846
ACH-000684,-0.3882507569990133
ACH-000688,-0.17969271609321658
ACH-000693,-0.339800184593053
ACH-000694,-0.4355654709119233
ACH-000695,-0.2635511621013569
ACH-000696,-0.10132130802849494
ACH-000697,-0.3399348324086986
ACH-000699,-0.17173040384231705
ACH-000701,0.018622381840957998
ACH-000706,-0.2875963018884231
ACH-000711,-0.19547655059667796
ACH-000713,-0.3317154483469311
ACH-000714,-0.2079631884380628
ACH-000718,-0.43909187326797255
ACH-000720,-0.23794249962407998
ACH-000721,-0.17936493422325586
ACH-000724,-0.2090867368364914
ACH-000725,-0.17463227436586526
ACH-000732,-0.4593769026581563
ACH-000734,-0.42887520378616617
ACH-000735,-0.33933406688838713
ACH-000736,-0.41029709307387946
ACH-000738,-0.2734085514137677
ACH-000746,-0.15354871458095978
ACH-000747,-0.3274872231905617
ACH-000748,-0.3337941368789949
ACH-000753,-0.3690452937297564
ACH-000756,-0.3468198728068468
ACH-000757,-0.3813032803545871
ACH-000758,-0.31471096259394
ACH-000760,-0.5360751602384469
ACH-000762,-0.5319955196044621
ACH-000763,-0.15000936077611213
ACH-000764,-0.2506592705448504
ACH-000765,-0.5123078016963646
ACH-000766,-0.3300051150779229
ACH-000767,-0.21690289328397694
ACH-000768,-0.2430344922991284
ACH-000769,-0.1834901285365016
ACH-000770,-0.2525288928676028
ACH-000771,-0.18730707488983864
ACH-000773,-0.2801383573566443
ACH-000776,-0.2643426637923598
ACH-000777,-0.1981208580869953
ACH-000778,-0.3886711015904886
ACH-000781,-0.2640521383843735
ACH-000782,-0.4523712716846354
ACH-000783,-0.25920988653620425
ACH-000784,-0.22012173901520335
ACH-000785,-0.07665979148768716
ACH-000787,-0.25323095934370354
ACH-000788,-0.12478733514119265
ACH-000791,-0.3811884112964133
ACH-000792,-0.33448885343952445
ACH-000794,-0.6417505583877877
ACH-000796,-0.14443094294313116
ACH-000798,-0.4340172950707207
ACH-000799,-0.24371173411196745
ACH-000800,0.059637904521212426
ACH-000802,-0.4893721611579776
ACH-000804,-0.4109683172162741
ACH-000805,-0.22765283173240874
ACH-000809,-0.24189730649455976
ACH-000810,0.125763770611802
ACH-000811,-0.288245111262121
ACH-000817,-0.38736376755076063
ACH-000819,-0.2428540047788761
ACH-000820,-0.08774735300395049
ACH-000821,-0.07564672462752281
ACH-000822,-0.30751991809824675
ACH-000823,-0.2307558838621677
ACH-000824,-0.3458025259581743
ACH-000827,-0.23441360988489804
ACH-000829,-0.1963533549282802
ACH-000831,-0.262155351657189
ACH-000832,-0.3338210951838332
ACH-000833,-0.3260395440454096
ACH-000834,-0.3705931371686065
ACH-000835,-0.1174330594640496
ACH-000836,-0.3722652667256763
ACH-000837,-0.23537890781353116
ACH-000838,-0.24497346997703925
ACH-000839,-0.5461970590114716
ACH-000840,-0.3259875677684869
ACH-000841,-0.22330010682775087
ACH-000843,-0.20535910413546965
ACH-000846,-0.08510704059544147
ACH-000847,-0.24226200334756534
ACH-000848,-0.2585714696286894
ACH-000849,-0.22593506741113475
ACH-000851,-0.0995363141213517
ACH-000855,-0.042839594441332216
ACH-000856,-0.16243201048061456
ACH-000858,-0.15860376296457074
ACH-000859,-0.31716989720662225
ACH-000861,-0.3481258647759776
ACH-000862,-0.10361052634620242
ACH-000865,-0.2507582298041979
ACH-000866,-0.2561818115911314
ACH-000867,-0.2564802005045353
ACH-000869,-0.14774302822071672
ACH-000872,-0.2963769382489785
ACH-000873,-0.02517866803822054
ACH-000876,-0.2393033775578444
ACH-000878,-0.04089529631931476
ACH-000880,-0.2159954183647492
ACH-000881,-0.21363422251241065
ACH-000882,-0.1755443000553828
ACH-000884,-0.07201298416494724
ACH-000885,-0.13979155492410805
ACH-000887,-0.4270803151748107
ACH-000889,-0.3250843319694819
ACH-000896,-0.2880044256793124
ACH-000898,-0.29115160922669797
ACH-000900,-0.3748143615900328
ACH-000901,-0.5245992370696925
ACH-000905,-0.20019266966631755
ACH-000906,-0.29182987071283395
ACH-000907,-0.16799832971532094
ACH-000910,-0.2350383437720281
ACH-000911,-0.12933161957518674
ACH-000912,-0.23305985184359065
ACH-000913,-0.2241613215520624
ACH-000915,-0.3595948459072165
ACH-000916,-0.20885071507657746
ACH-000917,-0.35539140211354897
ACH-000920,-0.27912386632003955
ACH-000921,-0.14341723862409125
ACH-000924,-0.12952926661637598
ACH-000926,-0.2383339946898522
ACH-000928,-0.3678840643262953
ACH-000929,-0.3550336486745104
ACH-000932,-0.2370164097120367
ACH-000935,-0.4650301039408132
ACH-000936,-0.2969539893455593
ACH-000937,-0.3005378128061376
ACH-000938,-0.23071402164894256
ACH-000939,-0.2894273113422902
ACH-000941,-0.2625222190466329
ACH-000943,-0.2101435129457151
ACH-000946,-0.09604351010831018
ACH-000947,-0.06263216450908753
ACH-000948,-0.25404344686958913
ACH-000950,-0.31704730828647715
ACH-000953,-0.21112493051701128
ACH-000954,-0.3027865045073565
ACH-000957,-0.5709246483854243
ACH-000958,-0.3199064162236093
ACH-000960,-0.29749345764108936
ACH-000963,-0.439186488384635
ACH-000968,-0.3463824118534149
ACH-000969,-0.2369795727802539
ACH-000972,-0.27550687056729994
ACH-000973,-0.21907530563656694
ACH-000974,-0.13998461634682316
ACH-000978,-0.00961766132387768
ACH-000984,-0.259071577691484
ACH-000986,-0.2797831526014281
ACH-000988,-0.04021448145386417
ACH-000993,-0.16815160941856147
ACH-000994,-0.131535500403934
ACH-000996,-0.33266312200684073
ACH-001001,-0.1651766865834586
ACH-001020,-0.06913261347571205
ACH-001028,-0.2895704800280464
ACH-001031,-0.20068269858282095
ACH-001038,-0.14165937038838822
ACH-001048,-0.3171077750168702
ACH-001050,-0.13303172356382267
ACH-001053,-0.08418540911950105
ACH-001054,-0.32023057345479417
ACH-001061,-0.34742624100709585
ACH-001067,-0.3604667939136641
ACH-001075,-0.2424952822294756
ACH-001096,-0.2847697219124031
ACH-001111,-0.3789597676739085
ACH-001119,-0.1053687124764912
ACH-001128,-0.024532295558211292
ACH-001134,-0.11930572097015844
ACH-001151,-0.19606036068001545
ACH-001163,-0.3582766474923017
ACH-001164,-0.4170370391705265
ACH-001183,-0.2345999516089052
ACH-001192,-0.19472300255134573
ACH-001193,-0.5384093364574191
ACH-001196,-0.15869498984634342
ACH-001197,-0.4854891379512628
ACH-001205,-0.3041788962640096
ACH-001211,-0.1951332451182409
ACH-001212,-0.10058651620358762
ACH-001228,-0.1983425501691077
ACH-001232,-0.1427831853266648
ACH-001239,-0.0486824157712375
ACH-001270,-0.3082820592673269
ACH-001274,-0.05667127190172098
ACH-001275,-0.043838698585737586
ACH-001277,-0.3689777583579008
ACH-001278,-0.2518474786833443
ACH-001280,-0.4535887207682981
ACH-001283,-0.15889659264740394
ACH-001289,-0.19347736042633545
ACH-001300,-0.22244418661337856
ACH-001301,0.001392186888639793
ACH-001302,-0.5490542173718911
ACH-001306,-0.3266192739383537
ACH-001318,-0.11955041102902494
ACH-001322,-0.12972399836129211
ACH-001328,-0.31820242670400123
ACH-001332,-0.581104657230732
ACH-001336,-0.4364953174865497
ACH-001346,-0.3764124220404727
ACH-001353,-0.37840229994662217
ACH-001354,-0.3186966485400204
ACH-001367,-0.3667110566663748
ACH-001368,-0.27577455828110325
ACH-001374,0.16251200943725733
ACH-001377,-0.13825605248319545
ACH-001380,-0.2732902759358593
ACH-001391,-0.07314314357750074
ACH-001408,-0.3462744602947198
ACH-001430,0.1720621453609925
ACH-001431,-0.11973850530120005
ACH-001450,-0.4124101207828781
ACH-001496,-0.19189706098801654
ACH-001500,-0.19570940513792034
ACH-001523,-0.2255197094933577
ACH-001532,-0.19547388942991445
ACH-001550,-0.3770477919285481
ACH-001552,-0.27242508446153896
ACH-001554,-0.17527741057460652
ACH-001654,-0.3121783139512149
ACH-001735,-0.2711623113355318
ACH-001736,-0.2457265205110913
ACH-001737,-0.36937845219603466
ACH-001740,-0.3142117840192258
ACH-001745,-0.1698835911098658
ACH-001765,-0.2463384615309035
