,CDC37L1 (55664)
ACH-000004,-0.8478191847131896
ACH-000005,-0.9757343208261844
ACH-000007,0.02248266158997364
ACH-000009,-0.2626352296339032
ACH-000011,-0.18968475245607616
ACH-000012,-0.19618578059298197
ACH-000013,-0.051693971237339695
ACH-000014,-0.0019914818036625027
ACH-000015,-0.11047780070521772
ACH-000017,-0.0697484968559082
ACH-000018,0.07885980211767331
ACH-000019,-0.3272064967435053
ACH-000021,-0.07454247144343609
ACH-000022,0.01659544036979145
ACH-000025,-0.11458221157908625
ACH-000028,-0.15075376540298702
ACH-000030,-0.007793937132323105
ACH-000035,0.0797308162993812
ACH-000036,-0.256239021399972
ACH-000037,-0.10135005987999313
ACH-000039,-0.0028260926098440174
ACH-000040,-0.12507292785146945
ACH-000041,-0.02181251134142759
ACH-000042,-0.09642812406625606
ACH-000045,-0.029239687615696813
ACH-000047,-0.08113162252830203
ACH-000052,0.18994427862130026
ACH-000053,-0.1337995933909815
ACH-000054,-0.29798752171084264
ACH-000055,-0.1927923155594248
ACH-000060,-0.16745229424838046
ACH-000067,0.025067678475840488
ACH-000070,-0.07846174483788958
ACH-000075,-0.13369142635816306
ACH-000078,-0.20893543518434712
ACH-000082,-0.03852817603781845
ACH-000085,-0.3614651013278799
ACH-000086,-0.1232152676463346
ACH-000087,-0.17405101695524064
ACH-000092,-0.034773468115904725
ACH-000095,-0.2010960706733419
ACH-000097,-0.0050646705706131855
ACH-000098,-0.10769192808367622
ACH-000099,-0.1241269083713084
ACH-000108,-0.012326126498340063
ACH-000113,-0.11364288242245445
ACH-000116,-0.0007226132848710642
ACH-000118,-0.041992176882669284
ACH-000120,-0.00942169718923523
ACH-000123,-0.11596336342579225
ACH-000127,0.10598478243669084
ACH-000128,0.05576576279588987
ACH-000132,-0.300625074043842
ACH-000133,-0.16483639259015878
ACH-000137,-0.05145430612141837
ACH-000138,-0.11710511792097085
ACH-000142,0.014720286893130798
ACH-000143,0.063373720684899
ACH-000146,-0.1713614810989714
ACH-000148,-0.12039968964502334
ACH-000150,0.02629648330949185
ACH-000152,-0.07707603292121318
ACH-000153,-0.11593721503623095
ACH-000159,-0.16834550900192494
ACH-000160,0.011207048562976949
ACH-000163,-0.10479071258401104
ACH-000167,0.0756681976864061
ACH-000168,-0.10310011311400448
ACH-000169,-0.14109880371332514
ACH-000178,-0.011106843431706495
ACH-000183,0.030825676966911363
ACH-000188,-0.10861028620559417
ACH-000189,-0.30406955908976235
ACH-000190,-0.25006516558360303
