,SEC61A1 (29927)
ACH-000004,-0.932845158799621
ACH-000005,-1.1974627906258122
ACH-000007,-1.1326537109628294
ACH-000009,-1.1427086420264798
ACH-000011,-0.9593594476556226
ACH-000012,-1.0820383736616443
ACH-000013,-1.037038522977218
ACH-000014,-1.1339095335046288
ACH-000015,-0.9767136837561056
ACH-000017,-1.0351434890012474
ACH-000018,-1.0674739238068038
ACH-000019,-1.07774969015607
ACH-000021,-1.1920533442258758
ACH-000022,-1.1374613197442698
ACH-000025,-1.0524546224397815
ACH-000028,-0.9305253085092612
ACH-000030,-1.1316250083361916
ACH-000035,-0.9379560130351924
ACH-000036,-1.1198199196863317
ACH-000037,-0.9772330875756304
ACH-000039,-1.016748304389296
ACH-000040,-0.9585254038981864
ACH-000041,-1.1875524781024176
ACH-000042,-1.0508250784651232
ACH-000045,-1.283037260818343
ACH-000047,-1.1739324570632037
ACH-000052,-1.0667596703305158
ACH-000053,-1.1076210941376985
ACH-000054,-0.8957786755498639
ACH-000055,-0.9749004672218772
ACH-000060,-1.0188415304524858
ACH-000067,-1.2411454396944377
ACH-000070,-1.0081741376692082
ACH-000075,-1.1945780068309728
ACH-000078,-0.8025408800859656
ACH-000082,-1.2723178929900905
ACH-000085,-1.0215072374809775
ACH-000086,-1.0284749055113074
ACH-000087,-0.9590558364683882
ACH-000092,-1.1554249082142738
ACH-000095,-1.037313595034686
ACH-000097,-1.0554262419639244
ACH-000098,-1.094154249888467
ACH-000099,-0.9697266396447976
ACH-000108,-1.0617310708288294
ACH-000113,-1.0705166354271591
ACH-000116,-1.1814233552730673
ACH-000118,-1.1104835646950533
ACH-000120,-1.1589975515291613
ACH-000123,-1.1225855923725052
ACH-000127,-1.2338551192674745
ACH-000128,-0.9930077911761904
ACH-000132,-1.3794437156577826
ACH-000133,-1.0571315214899308
ACH-000137,-0.9161958029947366
ACH-000138,-1.0310531884192242
ACH-000142,-0.8063742234366693
ACH-000143,-1.0559033399763795
ACH-000146,-1.1242894357049673
ACH-000148,-1.1062885417297423
ACH-000150,-1.1025599756346776
ACH-000152,-1.196216890373054
ACH-000153,-1.3380194541129538
ACH-000159,-0.9306244297443242
ACH-000160,-1.0793011132208443
ACH-000163,-1.096877262997167
ACH-000167,-1.8466312110526837
ACH-000168,-1.2687581554407608
ACH-000169,-1.0708283137809964
ACH-000178,-1.1385183224279043
ACH-000183,-1.2342189503419128
ACH-000188,-1.0995396451723958
ACH-000189,-0.9957546361340064
ACH-000190,-1.222946938486343
ACH-000198,-1.0857983365328108
ACH-000203,-0.9951059697897949
ACH-000204,-1.0957215013937247
ACH-000206,-1.479343260256411
ACH-000207,-0.8377441954649952
ACH-000208,-0.9633234613152932
ACH-000210,-1.2513961090674637
ACH-000211,-1.03844576169911
ACH-000215,-1.049397170040582
ACH-000221,-1.217668151387104
ACH-000222,-1.0280126967396128
ACH-000223,-1.2316208624632652
ACH-000226,-1.1542293977055271
ACH-000227,-1.067217597344851
ACH-000228,-1.208414061588652
ACH-000231,-1.0552156001894308
ACH-000232,-1.3089401822120883
ACH-000233,-1.0593387655377224
ACH-000234,-1.301491184696564
ACH-000235,-1.2284197635105802
ACH-000237,-1.1048211733075273
ACH-000238,-1.0362879990379206
ACH-000242,-1.4476227131707
ACH-000243,-1.0196004074721272
ACH-000244,-0.9344004523010356
ACH-000246,-0.9499540932685412
ACH-000248,-1.1526691359031074
ACH-000250,-1.1815056076911123
ACH-000251,-1.1591401870998392
ACH-000252,-0.9637755718087024
ACH-000253,-1.0943905340928757
ACH-000255,-1.1730272895892808
ACH-000256,-0.8911534133980935
ACH-000257,-0.9115152308336808
ACH-000258,-0.8021676532482298
ACH-000259,-1.0670086335022249
ACH-000260,-1.0045580602323838
ACH-000261,-0.9072030090554096
ACH-000262,-1.0721693233387275
ACH-000263,-0.9958063613517408
ACH-000264,-1.2976079856114917
ACH-000265,-1.0078164941684913
ACH-000266,-1.0716176567045712
ACH-000272,-1.2511990525338277
ACH-000274,-1.2431577416639574
ACH-000277,-1.3142355743943228
ACH-000278,-1.0575127802409932
ACH-000279,-1.3072577130255805
ACH-000280,-1.0288042578480463
ACH-000281,-0.915606623522778
ACH-000288,-1.0649496907085705
ACH-000291,-1.197532395920709
ACH-000293,-1.132546550956551
ACH-000294,-1.1165915443414758
ACH-000295,-1.0883300912801204
ACH-000296,-1.267729597041885
ACH-000302,-1.2209916093504984
ACH-000304,-1.442471519868005
ACH-000307,-1.04978599560517
ACH-000308,-1.0984331677529358
ACH-000310,-0.9718556170555784
ACH-000311,-1.2675764350696974
ACH-000312,-1.0770526977255956
ACH-000315,-1.145507679695281
ACH-000316,-1.1016273747350318
ACH-000317,-1.3006483586156183
ACH-000318,-1.2517054565581134
ACH-000319,-1.1139639484649777
ACH-000320,-1.4000525514879911
ACH-000322,-1.143123391480321
ACH-000323,-1.3075844603781082
ACH-000324,-1.134035514187724
ACH-000329,-1.0040966613912121
ACH-000330,-0.8560172817402613
ACH-000331,-1.1757254931256451
ACH-000332,-1.0737890575718212
ACH-000334,-1.0924324269516337
ACH-000335,-1.1641260855501685
ACH-000336,-1.151362977929551
ACH-000337,-0.9962313828967608
ACH-000338,-1.1839925234336468
ACH-000339,-1.1831428318391592
ACH-000341,-0.8506526256258928
ACH-000348,-1.1289726733754415
ACH-000350,-0.9842981104743332
ACH-000352,-0.9914619257175552
ACH-000356,-1.05569105612834
ACH-000361,-0.9632328109538656
ACH-000362,-1.239563961990352
ACH-000363,-1.1130035561197424
ACH-000364,-1.0893376959326402
ACH-000365,-1.0696641872469923
ACH-000366,-0.7820934345068623
ACH-000368,-1.018617625632206
ACH-000374,-1.0589930873387217
ACH-000375,-1.0117028785576947
ACH-000376,-1.0900756481128833
ACH-000381,-1.1818065247741445
ACH-000383,-1.203844426767954
ACH-000387,-1.2100508604473768
ACH-000389,-0.9180816714566079
ACH-000390,-1.3069070503826266
ACH-000393,-1.1919108080182177
ACH-000395,-1.0101252726822167
ACH-000396,-1.0739324785185322
ACH-000397,-0.9178025344830252
ACH-000401,-0.8801820531816331
ACH-000402,-1.0812861648411785
ACH-000403,-1.2551376930384988
ACH-000404,-0.9368967395544684
ACH-000406,-1.2423896067308384
ACH-000407,-1.1201900742735749
ACH-000408,-1.100673210019158
ACH-000410,-1.0512571789818368
ACH-000411,-1.1661901875806264
ACH-000414,-1.183086775907345
ACH-000415,-1.1887965267260536
ACH-000416,-1.0765654078708624
ACH-000420,-0.939545164068553
ACH-000421,-1.123145601673566
ACH-000424,-1.0819258159780758
ACH-000425,-0.8381499541394485
ACH-000426,-1.2733675661894943
ACH-000427,-1.2028713569860952
ACH-000433,-1.2164524563877557
ACH-000435,-1.31434432018346
ACH-000436,-0.9575075143841112
ACH-000444,-1.0355588661398052
ACH-000445,-0.9246928623409372
ACH-000448,-1.1436841771725603
ACH-000450,-1.1171288261391097
ACH-000452,-1.0519868441784126
ACH-000454,-1.2377261415206622
ACH-000458,-1.2728726418649097
ACH-000459,-0.954976270365353
ACH-000460,-1.0863775319097977
ACH-000461,-1.1071066182001683
ACH-000463,-1.1129394587701087
ACH-000464,-1.0161007698113422
ACH-000466,-1.0495115206381935
ACH-000467,-1.0561676926331978
ACH-000468,-1.3186760746673027
ACH-000469,-1.2053373978170572
ACH-000470,-1.218536078617157
ACH-000471,-1.3998625017449715
ACH-000472,-1.1219006818124502
ACH-000473,-0.9049349275594176
ACH-000475,-1.2075586832619194
ACH-000476,-1.0216382944639228
ACH-000477,-1.2806390592433479
ACH-000479,-0.9417974402756132
ACH-000480,-1.1015508566964838
ACH-000481,-1.3521539835313725
ACH-000483,-1.4333142854440637
ACH-000484,-0.9263032927016128
ACH-000485,-1.0267574111951223
ACH-000486,-1.0239290923662998
ACH-000487,-1.3473281583904673
ACH-000488,-1.0156233142520883
ACH-000490,-1.111193320388194
ACH-000491,-1.2888477130165894
ACH-000495,-0.7739757890611629
ACH-000496,-1.0004603800785121
ACH-000499,-1.1631441325476928
ACH-000500,-1.0752567878279302
ACH-000502,-1.0424199303691866
ACH-000503,-0.8831499048381942
ACH-000505,-1.2647639526146035
ACH-000507,-1.033010913295506
ACH-000510,-0.9279543342174048
ACH-000511,-1.2361951748384783
ACH-000512,-1.0524264961915863
ACH-000516,-1.149875350288443
ACH-000517,-0.9140362779640601
ACH-000518,-1.1075516893788486
ACH-000520,-1.2666605637116826
ACH-000521,-0.8653032863408321
ACH-000522,-1.0059220236355042
ACH-000524,-1.02190369607929
ACH-000527,-0.9162213222195822
ACH-000528,-0.9316913356949568
ACH-000537,-1.300029578212117
ACH-000541,-1.256633070987336
ACH-000542,-1.2241125730306284
ACH-000544,-1.2565272516170394
ACH-000545,-1.2062781812809271
ACH-000547,-1.0558789936896833
ACH-000548,-1.0440600005250786
ACH-000549,-1.0059610841927376
ACH-000550,-1.1005237603084408
ACH-000552,-1.0418111443229996
ACH-000556,-1.1643294295040174
ACH-000557,-1.1409774676920148
ACH-000569,-1.033444263571193
ACH-000570,-1.0336667737990748
ACH-000571,-1.1962454702717782
ACH-000573,-1.2342905887270093
ACH-000576,-1.0619897313883702
ACH-000579,-1.02181633568322
ACH-000580,-1.2508774372279672
ACH-000584,-1.0238680086405076
ACH-000585,-1.1832107379211965
ACH-000588,-1.097832039542988
ACH-000589,-1.1678479195969218
ACH-000591,-0.913589950579697
ACH-000593,-1.1580323609492658
ACH-000600,-1.094634405597506
ACH-000601,-0.9949417205002632
