,HNRNPA2B1 (3181)
ACH-000004,-0.26773079793482
ACH-000005,-0.3229695617104251
ACH-000007,-0.16205544716293294
ACH-000009,0.012064282262580871
ACH-000011,-0.5746405196302861
ACH-000012,-0.3004288605892276
ACH-000013,-0.2594698391407764
ACH-000014,-0.454547094210613
ACH-000015,-0.2954007459203873
ACH-000017,-0.5891611276515681
ACH-000018,-0.21046747540028946
ACH-000019,-0.03350587801980303
ACH-000021,-0.4658635884350739
ACH-000022,-0.2401339517471666
ACH-000025,-0.17351795882986187
ACH-000028,-0.3178101242642943
ACH-000030,0.09838410773748073
ACH-000035,-0.2483050717600816
ACH-000036,-0.3246287581196291
ACH-000037,-0.3601996524644419
ACH-000039,-0.30642628224343904
ACH-000040,-0.15008332305887295
ACH-000041,-0.0341341569388396
ACH-000042,-0.2114579161837121
ACH-000045,-0.32713718731168273
ACH-000047,-0.42699481729154254
ACH-000052,-0.2546117972401013
ACH-000053,-0.13615213300131607
ACH-000054,-0.4591455533070027
ACH-000055,-0.026234467438812536
ACH-000060,-0.3949408695072675
ACH-000067,-0.4763760150524788
ACH-000070,-0.2376138319606567
ACH-000075,-0.3614692925053492
ACH-000078,-0.11830489576667645
ACH-000082,-0.3344851296500332
ACH-000085,-0.13063915610697868
ACH-000086,0.06737686761079296
ACH-000087,-0.3721519519330602
ACH-000092,-0.112888132491836
ACH-000095,-0.4082273845497352
ACH-000097,-0.20123697256805634
ACH-000098,-0.5034311678155843
ACH-000099,-0.37518914228839534
ACH-000108,-0.43300348805381694
ACH-000113,-0.4667666771733432
ACH-000116,-0.4684687921896453
ACH-000118,-0.4908335439522138
ACH-000120,-0.2610150656910039
ACH-000123,-0.6935225981102503
ACH-000127,-0.32262987082202105
ACH-000128,-0.6240293624230729
ACH-000132,-0.12246226962965465
ACH-000133,-0.5329704382969126
ACH-000137,-0.4631559355183291
ACH-000138,-0.10337586727425273
ACH-000142,-0.33593934448885365
ACH-000143,0.07796698637471818
ACH-000146,-0.6130775323518995
ACH-000148,-0.2243578367686488
ACH-000150,-0.3039862432102149
ACH-000152,-0.3182828469215059
ACH-000153,-0.39042442730391536
ACH-000159,-0.475686398271021
ACH-000160,0.033445286796288325
ACH-000163,0.047346031573522115
ACH-000167,0.2728114868456264
ACH-000168,0.041786923935871134
ACH-000169,0.2578259970814899
ACH-000178,-0.17010723285514398
ACH-000183,-0.4621140607052238
ACH-000188,-0.0803604140764622
ACH-000189,-0.7990310851570394
ACH-000190,0.11981256133105275
ACH-000198,-0.7644944986352876
ACH-000203,-0.1836936088455636
ACH-000204,-0.4330611742108254
ACH-000206,-0.7419848447206017
ACH-000207,-0.3682727494527197
ACH-000208,-0.4989886474831118
ACH-000210,0.2087230269846952
ACH-000211,-0.5208595608185521
ACH-000215,-0.17778668886165475
ACH-000221,-0.20987408694429766
ACH-000222,-0.19651965179153488
ACH-000223,-0.06879658116098884
ACH-000226,-0.059628456054322286
ACH-000227,-0.2695519261034566
ACH-000228,-0.3628922130433478
ACH-000231,-0.2547528144247556
ACH-000232,0.04180348278371202
ACH-000233,-0.2482667157391104
ACH-000234,-0.5006837503098516
ACH-000235,-0.30283532283383513
ACH-000237,-0.31436659042454873
ACH-000238,-0.2669580638859017
ACH-000242,0.30767912516223195
ACH-000243,-0.501103785222477
ACH-000244,0.1866800901631669
ACH-000246,-0.6578178698607965
ACH-000248,-0.21599431671236446
ACH-000250,-0.5673046572757507
ACH-000251,-0.10298286335395747
ACH-000252,-0.06733266211147272
ACH-000253,-0.2885856947431465
ACH-000255,-0.17857107940685898
ACH-000256,-0.22917665136002224
ACH-000257,-0.3747243916033692
ACH-000258,-0.5775031818472087
ACH-000259,-0.09287541623060026
ACH-000260,0.010456664313373413
ACH-000261,-0.522439087557666
ACH-000262,-0.8643796121278945
ACH-000263,-0.4256039526285392
ACH-000264,-0.28044020352694976
ACH-000265,-0.43888742076065984
ACH-000266,-0.05757267926419021
ACH-000272,-0.5154042593639725
ACH-000274,0.2025026989750203
ACH-000277,-0.10444490089823068
ACH-000278,-0.13269272997783524
ACH-000279,-0.13979827502270775
ACH-000280,-0.3391783623681369
ACH-000281,0.2024807547557431
ACH-000288,-0.4483282874583109
ACH-000291,-0.3713010504109886
ACH-000293,-0.31656317926137634
ACH-000294,-0.01840881610358706
ACH-000295,-0.3871184719811077
ACH-000296,-0.23116265603405986
ACH-000302,-0.4050702684154625
ACH-000304,-0.0830278750228685
ACH-000307,-0.2377948125308061
ACH-000308,-0.08986488750956907
ACH-000310,0.15583718717064746
ACH-000311,-0.5031942828678011
ACH-000312,-0.06527182187672073
ACH-000315,-0.7057552018881241
ACH-000316,-0.3768166893110503
ACH-000317,-0.32926560240652675
ACH-000318,-0.3515393593373196
ACH-000319,-0.3160591665279537
ACH-000320,0.07857222987139015
ACH-000322,-0.4266731419280856
ACH-000323,-0.006815697424936787
ACH-000324,-0.5203441935349286
ACH-000329,-0.11653655934823615
ACH-000330,-0.5005808187106326
ACH-000331,-0.2089597439651142
ACH-000332,-0.18077582877667076
ACH-000334,-0.017307858589776477
ACH-000335,-0.21284318759292686
ACH-000336,-0.20069086579900206
ACH-000337,-0.15005669132444024
ACH-000338,-0.23078492156057426
ACH-000339,-0.22062825444290413
ACH-000341,-0.09742858766273216
ACH-000348,-0.3852038190371061
ACH-000350,-0.2362256225254383
ACH-000352,-0.3504852190769702
ACH-000356,-0.33858418749018404
ACH-000361,-0.3925078678447469
ACH-000362,-0.4556784524728248
ACH-000363,-0.06309960358704131
ACH-000364,-0.3296242303050748
ACH-000365,-0.2424537358514116
ACH-000366,-0.3827207038545944
ACH-000368,-0.2472129760157088
ACH-000374,-0.4191153808326221
ACH-000375,-0.053407586480456
ACH-000376,-0.34646954795621593
ACH-000381,-0.0562282852946178
ACH-000383,-0.1997266073961668
ACH-000387,0.02373251612763105
ACH-000389,-0.8022845975803657
ACH-000390,-0.11831025788467668
ACH-000393,-0.5194999469374408
ACH-000395,-0.19703196685532096
ACH-000396,-0.5210920308043938
ACH-000397,-0.2424193672199457
ACH-000401,-0.7308790193617942
ACH-000402,-0.15673248045860766
ACH-000403,-0.17804662698308907
ACH-000404,-0.21524892737022056
ACH-000406,-0.4429119719556121
ACH-000407,0.1152942277116539
ACH-000408,-0.17322413150726804
ACH-000410,-0.5776399259794479
ACH-000411,-0.5753528949466096
ACH-000414,-0.2903494696424901
ACH-000415,-0.340218871000451
ACH-000416,-0.24968701826969586
ACH-000420,-0.3997439786669629
ACH-000421,-0.12998019315472262
ACH-000424,-0.08850027733135978
ACH-000425,-0.5508605212017283
ACH-000426,-0.3779087145206466
ACH-000427,0.002427366357641901
ACH-000433,-0.2907725498371571
ACH-000435,-0.6369858837700365
ACH-000436,-0.12299272657567235
ACH-000444,-0.8178303203333838
ACH-000445,-0.18775344982472988
ACH-000448,-0.09948853262134273
ACH-000450,-0.023633142840867948
ACH-000452,-0.267524380794328
ACH-000454,-0.2568411693146753
ACH-000458,-0.06572868532953248
ACH-000459,-0.5261112794054537
ACH-000460,-0.4408863722090525
ACH-000461,-0.17440999209724944
ACH-000463,-0.15364971437332015
ACH-000464,-0.2380403516166204
ACH-000466,-0.1596839342629666
ACH-000467,-0.255658955479494
ACH-000468,-0.30561619567084525
ACH-000469,-0.2252443499882231
ACH-000470,-0.2476097677473177
