,FOXQ1 (94234)
ACH-000004,0.21527973788939805
ACH-000005,0.12271593705651385
ACH-000007,0.059859384714695776
ACH-000009,0.005006519041894442
ACH-000011,0.08668996179276678
ACH-000012,0.16510721153704208
ACH-000013,0.02592536233331013
ACH-000014,0.052119308768437234
ACH-000015,0.021075694728918012
ACH-000017,0.06414035238550278
ACH-000018,0.0421732478732917
ACH-000019,0.17356456792941366
ACH-000021,0.05888228443879226
ACH-000022,0.3361336489264344
ACH-000025,0.06795144870915891
ACH-000028,0.06702988588652506
ACH-000030,0.20331225943139467
ACH-000035,0.08606320345754924
ACH-000036,0.11962972524319948
ACH-000037,0.0185737981672928
ACH-000039,0.013020587469408372
ACH-000040,0.04589618822786247
ACH-000041,-0.035077226941186916
ACH-000042,0.3486948997136408
ACH-000045,0.005994738180106025
ACH-000047,0.11331006961275054
ACH-000052,-0.039557700381334916
ACH-000053,0.009117130638760832
ACH-000054,0.05998972352883901
ACH-000055,0.007786730675254335
ACH-000060,0.08549544968058621
ACH-000067,0.07297052075527911
ACH-000070,0.1338590284781261
ACH-000075,0.10677500806843343
ACH-000078,-0.00046544979547529636
ACH-000082,-0.0642141404983461
ACH-000085,0.34281366774227
ACH-000086,0.05193224477529035
ACH-000087,0.06330512482198923
ACH-000092,0.07603323202448238
ACH-000095,-0.007264609216061928
ACH-000097,0.09276035297152242
ACH-000098,-0.030312405639478436
ACH-000099,-0.005794180073785883
ACH-000108,0.06253857016330758
ACH-000113,0.0060396687296257676
ACH-000116,0.004945201086749785
ACH-000118,0.04192729389464405
ACH-000120,-0.11657138836463099
ACH-000123,0.11253484025490106
ACH-000127,-0.02810736445711651
ACH-000128,0.11397791134794726
ACH-000132,-0.07197468276826384
ACH-000133,0.020329954046249116
ACH-000137,0.1364855376828718
ACH-000138,0.32082012389604464
ACH-000142,0.3365598601134895
ACH-000143,0.028404655311992967
ACH-000146,0.04493810866385968
ACH-000148,0.052340641269501435
ACH-000150,0.04125513574361285
ACH-000152,0.1000858433964356
ACH-000153,0.047937697314647386
ACH-000159,0.046656115131721125
ACH-000160,0.3135972923528159
ACH-000163,0.11789907621556255
ACH-000167,0.1790614318365311
ACH-000168,0.029029103834756213
ACH-000169,0.08789105061408428
ACH-000178,-0.09507651335395743
ACH-000183,-0.07490625794544634
ACH-000188,0.15543407675162674
ACH-000189,-0.1687426242018945
ACH-000190,0.19647381069956524
ACH-000198,0.03056115246812658
ACH-000203,-0.15751814502003475
ACH-000204,-0.033116078870210834
ACH-000206,0.1862062969718669
ACH-000207,0.16507604909417914
ACH-000208,0.051859326643280926
ACH-000210,0.14306465277598032
ACH-000211,-0.04334649341547083
ACH-000215,-0.07655776522637897
ACH-000221,0.04257268614203537
ACH-000222,0.16011469635167105
ACH-000223,0.1542115509204392
ACH-000226,0.1381485202465996
ACH-000227,0.12424950175369708
ACH-000228,0.1620120744572165
ACH-000231,0.059984782582180686
ACH-000232,0.031994335893943064
ACH-000233,0.03063163203362104
ACH-000234,0.16855601563333325
ACH-000235,0.36334540680989
ACH-000237,0.14944934967501025
ACH-000238,0.054365275518167125
ACH-000242,-0.03412343035099432
ACH-000243,0.0766884614487426
ACH-000244,0.09239951586277728
ACH-000246,-0.020020699989721225
ACH-000248,0.05420460126139219
ACH-000250,0.02385412620900844
