,CDO1 (1036)
ACH-000004,0.14680454528491965
ACH-000005,0.1863013892011416
ACH-000007,0.17065128739822266
ACH-000009,0.021019691079087768
ACH-000011,0.11208983371694856
ACH-000012,0.05353788734721187
ACH-000013,0.0905498019748968
ACH-000014,0.020146292858583027
ACH-000015,-0.04421328923376805
ACH-000017,0.11007995040171284
ACH-000018,0.041763241317879785
ACH-000019,0.15249541897772734
ACH-000021,0.13688144338356456
ACH-000022,0.07663779650287206
ACH-000025,0.17130162039410907
ACH-000028,0.062011614351438815
ACH-000030,0.1427140479137447
ACH-000035,0.08571107362126068
ACH-000036,0.2344324816866048
ACH-000037,0.13291809997626766
ACH-000039,0.16429727921022125
ACH-000040,0.2501816339207452
ACH-000041,0.15686238177260475
ACH-000042,0.09898106910363534
ACH-000045,0.20703057825349155
ACH-000047,0.05104624310563713
ACH-000052,0.06519696778879278
ACH-000053,0.04247698847535805
ACH-000054,-0.011487046421215756
ACH-000055,0.31912528773353604
ACH-000060,0.0325585279744896
ACH-000067,0.05775990688177205
ACH-000070,-0.0037550938735035656
ACH-000075,0.1820241823120758
ACH-000078,0.10227888407590686
ACH-000082,0.06115169792441062
ACH-000085,0.16096018937984138
ACH-000086,0.003385881201112179
ACH-000087,0.24059497159468335
ACH-000092,0.13449446715195496
ACH-000095,0.10002939765578582
ACH-000097,0.11193615958716853
ACH-000098,0.19263163641999687
ACH-000099,0.23418280767235505
ACH-000108,0.05579388940373649
ACH-000113,0.12983958907850365
ACH-000116,0.0727149050136385
ACH-000118,0.15408622816818304
ACH-000120,0.11999070825149365
ACH-000123,0.1304437902004424
ACH-000127,0.09156934008053176
ACH-000128,-0.041860378335847236
ACH-000132,0.21239457474382065
ACH-000133,0.07128206259639401
ACH-000137,0.10401467206313868
ACH-000138,0.1749971222799775
ACH-000142,0.1854338760083323
ACH-000143,0.0959257070086103
ACH-000146,0.11308346453088385
ACH-000148,0.07140598219062391
ACH-000150,0.05911048875898274
ACH-000152,0.17841757664912064
ACH-000153,0.22227430117310185
ACH-000159,0.11502620318026552
ACH-000160,0.2968535506351557
ACH-000163,0.19593119806156736
ACH-000167,0.6406548758887352
ACH-000168,0.05607210330242345
ACH-000169,0.09059298383357554
ACH-000178,-0.005662996731522361
ACH-000183,0.045606204893612105
ACH-000188,-0.015143574334433226
ACH-000189,0.17497848452874454
ACH-000190,0.22298729689883287
ACH-000198,0.12842210801839934
ACH-000203,-0.08718763521361833
ACH-000204,-0.1198100484144754
ACH-000206,-0.04991483363769537
ACH-000207,0.02851629260221626
ACH-000208,0.0070359488769288474
ACH-000210,0.11321633320267832
ACH-000211,0.1867102044399164
ACH-000215,0.13187261921193355
ACH-000221,0.1054496887001288
ACH-000222,0.04471152203882089
ACH-000223,0.18527308619383376
ACH-000226,-0.012500136104379866
ACH-000227,0.17587562844000426
ACH-000228,0.0725219684718794
ACH-000231,0.1361434747536932
ACH-000232,-0.001956758761802966
ACH-000233,0.09708048158374594
ACH-000234,0.04888314261535731
ACH-000235,0.15957487869548687
ACH-000237,0.027083289324498758
ACH-000238,0.039218187273996896
ACH-000242,0.18970669907398507
ACH-000243,0.1216873882365087
ACH-000244,0.1856959355530158
ACH-000246,0.09344121650523694
ACH-000248,0.15411606488133445
ACH-000250,0.0966098942483823
ACH-000251,0.15229217987708882
ACH-000252,0.2991336110664571
ACH-000253,0.08004895479264226
ACH-000255,0.07726875515968973
