,SPESP1 (246777)
ACH-000004,0.14524420782473646
ACH-000005,0.13940127902987373
ACH-000007,-0.07429562472636048
ACH-000009,-0.012630121215387854
ACH-000011,0.02422165629457221
ACH-000012,-0.01984170933469944
ACH-000013,0.01923584489905513
ACH-000014,-0.1906459094711812
ACH-000015,0.08523832303951913
ACH-000017,0.02253412701317877
ACH-000018,0.03581401199030198
ACH-000019,-0.22196924946977806
ACH-000021,0.10798692304614102
ACH-000022,-0.04964843817028128
ACH-000025,0.040165046077690336
ACH-000028,-0.010925093836810559
ACH-000030,0.0788208061609583
ACH-000035,0.16615949952435954
ACH-000036,0.16206173940289129
ACH-000037,0.07991200874125387
ACH-000039,-0.010297145501738693
ACH-000040,0.027383442444045697
ACH-000041,0.18660176779066293
ACH-000042,-0.003141377407464644
ACH-000045,-0.0056122131207170176
ACH-000047,-0.07826244192799348
ACH-000052,-0.0041332074227304035
ACH-000053,0.047086968683400315
ACH-000054,-0.0013625060043626815
ACH-000055,0.2273701964946388
ACH-000060,0.015609216280401916
ACH-000067,0.06841417291526518
ACH-000070,0.0551426174937508
ACH-000075,-0.043361406921006006
ACH-000078,0.0216276765513559
ACH-000082,0.10696555177608504
ACH-000085,0.01617158705667316
ACH-000086,0.0320216847453496
ACH-000087,-0.14870287428410614
ACH-000092,0.029763826430448826
ACH-000095,0.009366319833600973
ACH-000097,0.08083860841903114
ACH-000098,0.017883505142803797
ACH-000099,0.03592185694461618
ACH-000108,0.04739814679221031
ACH-000113,0.02143796138799783
ACH-000116,-0.056121803129311136
ACH-000118,0.05868374425536161
ACH-000120,-0.18513117765439105
ACH-000123,0.057650617283353564
ACH-000127,0.04213832580565062
ACH-000128,0.004393214812621607
ACH-000132,-0.07113336102861621
ACH-000133,0.018934580192601004
ACH-000137,-0.045280455379895515
ACH-000138,0.0013737084605822175
ACH-000142,0.0897762227112167
ACH-000143,0.14763326226576828
ACH-000146,0.02644538512286044
ACH-000148,-0.07764310271437334
ACH-000150,0.055419720283184516
ACH-000152,-0.02779709259405597
ACH-000153,0.016869800717216953
ACH-000159,-0.007117366008453547
