,CUTC (51076)
ACH-000004,0.05394652823552543
ACH-000005,0.06184969427474804
ACH-000007,0.08513748928112749
ACH-000009,-0.0636943413590814
ACH-000011,-0.01703523896514985
ACH-000012,-0.09313918733401676
ACH-000013,0.004336505623585594
ACH-000014,-0.008460807794772098
ACH-000015,-0.07695549090273883
ACH-000017,-0.008626438386561859
ACH-000018,0.059403230315103576
ACH-000019,-0.059826331665776576
ACH-000021,0.01333758358852228
ACH-000022,-0.04893761037423575
ACH-000025,-0.08167963925894947
ACH-000028,-0.057035771178351735
ACH-000030,-0.023963345378387232
ACH-000035,-0.01884389592111993
ACH-000036,0.060609704571165886
ACH-000037,0.01693464418559486
ACH-000039,-0.16618406375596134
ACH-000040,-0.15662058877388452
ACH-000041,-0.12666725153878858
ACH-000042,0.0643764629019991
ACH-000045,-0.07218297046257534
ACH-000047,0.030812743409231437
ACH-000052,-0.14957429738465394
ACH-000053,0.11067480929445993
ACH-000054,0.0235315714089531
ACH-000055,0.0804107577119336
ACH-000060,-0.0969748728830802
ACH-000067,0.005353087441311578
ACH-000070,-0.0015804248706086429
ACH-000075,-0.05020540779414565
ACH-000078,0.031521992518617176
ACH-000082,0.06546140767392472
ACH-000085,-0.055624863661568234
ACH-000086,-0.0393424679567126
ACH-000087,0.007251182640345773
ACH-000092,-0.016381337891243884
ACH-000095,-0.061758384133697025
ACH-000097,0.03655036248505657
ACH-000098,-0.0351289712710193
ACH-000099,0.01989092303817221
ACH-000108,0.030357937098081007
ACH-000113,0.007297184348053073
ACH-000116,-0.11406351975034168
ACH-000118,0.014248939964020713
ACH-000120,0.0617570344798874
ACH-000123,0.019907321173719232
ACH-000127,-0.052449785052860916
ACH-000128,-0.07529430177063537
ACH-000132,-0.03741666833201132
ACH-000133,0.013485844992498816
ACH-000137,0.047338937280520216
ACH-000138,0.007428954324098319
ACH-000142,-0.09098056534911957
ACH-000143,-0.013908607664212891
ACH-000146,-0.0019737863612731784
ACH-000148,-0.09596305513435896
ACH-000150,0.035321609584926535
ACH-000152,-0.007008149024705496
ACH-000153,0.24513866387767475
ACH-000159,-0.08379704684998908
ACH-000160,-0.02087753787682361
ACH-000163,-0.12156571739511313
ACH-000167,-0.03434618501348071
ACH-000168,-0.03849482375143844
ACH-000169,-0.07798827517074748
ACH-000178,-0.007934901049479703
ACH-000183,-0.05564737756378749
ACH-000188,-0.0023429009635896163
ACH-000189,-0.20951467224407092
ACH-000190,-0.004856818306478885
ACH-000198,-0.025042637038810427
ACH-000203,-0.06576011180880942
ACH-000204,-0.17006095827052908
ACH-000206,-0.05839590674040414
ACH-000207,-0.07946538268612915
ACH-000208,-0.06511122540637476
ACH-000210,0.1879531323365904
ACH-000211,-0.024081872314184908
ACH-000215,-0.018952087236515484
ACH-000221,-0.005480621724381096
ACH-000222,-0.02768663016327864
ACH-000223,-0.1116801438132214
ACH-000226,0.05675466628670794
ACH-000227,0.02360663945903331
ACH-000228,-0.04019439424499476
ACH-000231,-0.05203670535679651
ACH-000232,-0.014203384764723031
ACH-000233,0.006603612165141552
ACH-000234,-0.040251536753193116
ACH-000235,-0.0370278680025935
ACH-000237,-0.05938207415815405
ACH-000238,-0.030765476660302982
ACH-000242,0.1989386503038831
ACH-000243,-0.07380677558286426
ACH-000244,0.14548886546028256
ACH-000246,-0.012686152129578908
ACH-000248,-0.028727841475890067
ACH-000250,-0.03408663658593432
ACH-000251,0.04765283075972759
ACH-000252,-0.1774004156544982
ACH-000253,-0.09113343690961792
ACH-000255,0.032416286146713394
ACH-000256,-0.1089300924206006
ACH-000257,-0.2805017135379655
ACH-000258,-0.014801634366632562
ACH-000259,-0.03857129683244487
ACH-000260,0.032369016339970774
ACH-000261,-0.05717301339878165
ACH-000262,-0.06940300148188604
ACH-000263,0.11086057235809883
ACH-000264,-0.08104102489800732
ACH-000265,-0.08689768379826625
ACH-000266,-0.01503196214232759
ACH-000272,-0.07778684539648915
ACH-000274,0.03773075201487752
ACH-000277,-0.07162345566460103
ACH-000278,0.03812686668477687
ACH-000279,0.06324631749513862
ACH-000280,-0.004483290719152708
ACH-000281,-0.04753231082917245
ACH-000288,-0.0849018620046308
ACH-000291,0.013210890869335594
ACH-000293,-0.15837164974898954
ACH-000294,-0.046831502665104406
ACH-000295,-0.2749307128945853
ACH-000296,-0.22226075053940106
ACH-000302,0.002567252713651854
ACH-000304,-0.08892429894856957
ACH-000307,-0.10088069354965844
ACH-000308,0.007876193116476155
ACH-000310,0.0034005543976054486
ACH-000311,-0.04284481691345608
ACH-000312,0.011110373086301672
ACH-000315,-0.11514865130678956
ACH-000316,0.01555329144722135
ACH-000317,0.02598513316273541
ACH-000318,0.0122132264778425
ACH-000319,-0.08658213838663263
ACH-000320,0.06908034355131211
ACH-000322,-0.08659384701971024
ACH-000323,-0.12500392814332828
ACH-000324,-0.13372475977847673
ACH-000329,-0.059281162957430286
ACH-000330,0.030972327731818693
ACH-000331,-0.004636618546395457
ACH-000332,-0.08099399892742618
ACH-000334,-0.057864870230326014
ACH-000335,-0.10266914772061177
ACH-000336,-0.14284801868043034
ACH-000337,0.025007203653772743
ACH-000338,0.218216788114046
ACH-000339,0.009094748161753072
ACH-000341,0.11889448383216165
ACH-000348,-0.004105101762581347
ACH-000350,-0.0236464110986465
ACH-000352,0.050489563781185534
ACH-000356,-0.06277430990175559
ACH-000361,-0.05462662790822048
ACH-000362,-0.05177944443220145
ACH-000363,0.03876864059689885
ACH-000364,-0.01775284835713048
ACH-000365,-0.035121543441930414
ACH-000366,-0.05174756014979705
ACH-000368,-0.00205645830007553
ACH-000374,0.01174002873656468
ACH-000375,-0.17799817089938616
ACH-000376,-0.0716855396320296
ACH-000381,0.04663722317601838
ACH-000383,-0.0004239099436632174
ACH-000387,-0.05316911071954762
ACH-000389,-0.030798840542582917
ACH-000390,0.05403803447993851
ACH-000393,0.05047847395574634
ACH-000395,0.02102900931701155
ACH-000396,0.040216585584158734
ACH-000397,0.06438666085063095
ACH-000401,0.14531732773991046
ACH-000402,-0.03882102116609473
ACH-000403,-0.04366098594793268
