,ABCE1 (6059)
ACH-000004,-0.851906866696021
ACH-000005,-0.6967002593673963
ACH-000007,-0.8613009417048305
ACH-000009,-0.8786500640133753
ACH-000011,-0.6349829994306286
ACH-000012,-1.0247258004079796
ACH-000013,-0.7573343230328279
ACH-000014,-0.7800687377614414
ACH-000015,-0.8113373588378127
ACH-000017,-0.8164564385302998
ACH-000018,-0.7249600721573544
ACH-000019,-0.8379817627505257
ACH-000021,-0.8624457835561262
ACH-000022,-0.7759189965944618
ACH-000025,-0.8577539751330234
ACH-000028,-0.7455213261999393
ACH-000030,-0.8844873225201453
ACH-000035,-0.8369099525740128
ACH-000036,-0.7630557573698546
ACH-000037,-1.0342249145519262
ACH-000039,-0.9267953432207612
ACH-000040,-0.8231245574120442
ACH-000041,-0.6328347765313154
ACH-000042,-0.7436940663155226
ACH-000045,-0.6958371390794077
ACH-000047,-0.7621330193205151
ACH-000052,-1.0603206030523225
ACH-000053,-0.8341523770449604
ACH-000054,-0.8468933046430276
ACH-000055,-0.8248052070725038
ACH-000060,-1.173783761390529
ACH-000067,-1.0287760348057684
ACH-000070,-0.9358260217637869
ACH-000075,-0.9592335605836956
ACH-000078,-0.7614198318275001
ACH-000082,-0.8664662817673203
ACH-000085,-0.7872971428810741
ACH-000086,-1.036532229244295
ACH-000087,-0.6361857652171956
ACH-000092,-1.18194193712557
ACH-000095,-0.8421710359174241
ACH-000097,-0.5955355100033619
ACH-000098,-1.147900738806461
ACH-000099,-0.7861037038873113
ACH-000108,-0.9109268625655932
ACH-000113,-0.7216449941898029
ACH-000116,-0.8438384532072798
ACH-000118,-0.7669674073145458
ACH-000120,-0.8948232411171959
ACH-000123,-0.7804676065028426
ACH-000127,-0.9371636038587944
ACH-000128,-0.9946812035687586
ACH-000132,-0.9441731793698526
ACH-000133,-0.8416277484888187
ACH-000137,-0.6984885782738511
ACH-000138,-0.8650106349044812
ACH-000142,-0.7695619617291121
ACH-000143,-0.7823348070790168
ACH-000146,-0.5680078204912131
ACH-000148,-0.8636002347971679
ACH-000150,-1.0447480032529315
ACH-000152,-0.9412902905575238
ACH-000153,-0.9567488684141712
ACH-000159,-0.969084683207238
ACH-000160,-0.9003958839217336
ACH-000163,-0.7891131827969149
ACH-000167,-1.3882312683301186
ACH-000168,-0.9195595030151712
ACH-000169,-0.7543274678720987
ACH-000178,-0.6736782209869634
ACH-000183,-0.8595253235548804
ACH-000188,-0.7171248228667242
ACH-000189,-0.8355499003066733
ACH-000190,-0.9868365294633614
ACH-000198,-0.6751253572636139
ACH-000203,-0.7050057232775648
ACH-000204,-0.9085409655140148
ACH-000206,-0.9031599580803108
ACH-000207,-0.8071381396889545
ACH-000208,-0.8082798493979486
ACH-000210,-0.6203489283341163
ACH-000211,-0.8823223249646102
ACH-000215,-1.0014114742400693
ACH-000221,-0.8933903633555825
ACH-000222,-0.936333660805596
ACH-000223,-0.8923672070943897
ACH-000226,-0.899821214633969
ACH-000227,-0.7879842296292129
ACH-000228,-0.832717130847251
ACH-000231,-0.9871393410000806
ACH-000232,-0.7367977669747808
ACH-000233,-0.7811629281038446
ACH-000234,-0.7443422722293539
ACH-000235,-0.8503120548388661
ACH-000237,-0.7453433925507567
ACH-000238,-0.9831269417454134
ACH-000242,-0.7382756556847906
ACH-000243,-0.7323707408572011
ACH-000244,-0.7919964393263577
ACH-000246,-0.6454189446806363
ACH-000248,-0.9186972238400036
ACH-000250,-0.9438168843803548
ACH-000251,-0.9874461732594916
ACH-000252,-1.0374735647323343
ACH-000253,-0.8086573013638629
ACH-000255,-0.5789549837663084
ACH-000256,-0.9487617095086746
ACH-000257,-1.144629145442121
ACH-000258,-0.8263398123247329
ACH-000259,-0.7023647887411117
ACH-000260,-0.8376795872743564
ACH-000261,-0.9001436214045355
ACH-000262,-0.8970339085175721
ACH-000263,-0.7828118391900072
ACH-000264,-1.0136688248947867
ACH-000265,-0.8151890620353912
ACH-000266,-0.9394698783376162
ACH-000272,-0.9583761748197891
ACH-000274,-0.951686960157886
ACH-000277,-0.6945235722061437
ACH-000278,-0.8321214685924526
ACH-000279,-1.0158315462651522
ACH-000280,-0.9530004228227226
ACH-000281,-0.8882070306812209
ACH-000288,-0.9021596977321006
ACH-000291,-0.8483911667547215
ACH-000293,-0.7346611454509986
ACH-000294,-0.4681406563692949
ACH-000295,-0.5969074111414943
ACH-000296,-0.9732679235882508
ACH-000302,-0.7656876679945719
ACH-000304,-1.0011499020421928
ACH-000307,-0.7977139979611337
ACH-000308,-1.2891820479624854
ACH-000310,-1.0158037165437863
ACH-000311,-0.7214833724788928
ACH-000312,-0.7349647204628172
ACH-000315,-0.6169000038642548
ACH-000316,-0.7140002855521924
ACH-000317,-0.8567183793174065
ACH-000318,-0.6842294944262917
ACH-000319,-0.8378859697887175
ACH-000320,-0.7893482352676928
ACH-000322,-1.1259186162449262
ACH-000323,-1.0215068526742574
ACH-000324,-0.9661145017682734
ACH-000329,-0.8213916393298171
ACH-000330,-0.7682429851414156
ACH-000331,-0.7271898528786829
ACH-000332,-0.8164068486962219
ACH-000334,-0.9697515611609572
ACH-000335,-0.6265484932768024
ACH-000336,-0.6980940650828843
ACH-000337,-0.9652755650581544
ACH-000338,-1.0252676772842635
ACH-000339,-0.8895648547857052
ACH-000341,-0.8649246647796218
ACH-000348,-0.8900336289224573
ACH-000350,-0.6454189529882967
ACH-000352,-0.7746567922716587
ACH-000356,-0.9007477659136064
ACH-000361,-0.8831450543523096
ACH-000362,-0.6942145934047229
ACH-000363,-0.8727860847685612
ACH-000364,-0.8673647676688127
ACH-000365,-0.7947084336035316
ACH-000366,-0.8247009134838342
ACH-000368,-0.7765558945535159
ACH-000374,-0.9203072060061028
ACH-000375,-0.9305973656755816
ACH-000376,-0.9133685900833034
ACH-000381,-0.9721364554204184
