,RHCG (51458)
ACH-000004,0.049331785213179886
ACH-000005,-0.3683367963039615
ACH-000007,-0.18370810455152992
ACH-000009,-0.07940781524413264
ACH-000011,-0.05807834554912751
ACH-000012,-0.08497373284519781
ACH-000013,-0.05575280767277765
ACH-000014,-0.125554664058977
ACH-000015,0.028449621338382705
ACH-000017,-0.021036432521135708
ACH-000018,-0.07148523326323199
ACH-000019,0.03318510862091606
ACH-000021,0.02186171764307569
ACH-000022,-0.09800064393267556
ACH-000025,-0.02906338016866881
ACH-000028,0.03598743001362452
ACH-000030,-0.034809020213621616
ACH-000035,-0.1349429486739029
ACH-000036,-0.0027773483204796834
ACH-000037,-0.057492523265088274
ACH-000039,0.045325693951694966
ACH-000040,-0.08303193038965684
ACH-000041,-0.21937464486224906
ACH-000042,-0.15710295180102732
ACH-000045,-0.03291323338753005
ACH-000047,-0.12771950244351582
ACH-000052,-0.1580541338019625
ACH-000053,-0.16116576683638925
ACH-000054,-0.034021095554348686
ACH-000055,0.01809526216509236
ACH-000060,-0.10604486399536543
ACH-000067,0.015897110767480068
ACH-000070,-0.09351411111532132
ACH-000075,-0.1458336169021224
ACH-000078,-0.16378729891916974
ACH-000082,-0.11605278142670708
ACH-000085,-0.2983119991056421
ACH-000086,-0.007747556752063531
ACH-000087,-0.06464490030430656
ACH-000092,-0.07760303335317732
ACH-000095,-0.0238712115935714
ACH-000097,-0.060946251801287016
ACH-000098,0.003466437104707274
ACH-000099,-0.07650509727144954
ACH-000108,-0.041558162118897166
ACH-000113,-0.0419745303890863
ACH-000116,-0.22100327509523227
ACH-000118,-0.09273843208601597
ACH-000120,-0.21257154803750428
ACH-000123,-0.03320222550300922
ACH-000127,-0.052084878829691435
ACH-000128,-0.08280728578614546
ACH-000132,-0.07195630075766843
ACH-000133,-0.021532871930407645
ACH-000137,-0.04725465773069566
ACH-000138,-0.1392008577182984
ACH-000142,-0.15186985573030906
ACH-000143,-0.08573720560262876
ACH-000146,-0.062387081018911175
ACH-000148,-0.16414935127993946
ACH-000150,0.014169203220480634
ACH-000152,0.004546631653748311
ACH-000153,-0.04031725989094143
ACH-000159,0.005378610957898051
ACH-000160,-0.04140060099729615
ACH-000163,-0.03767329925373115
ACH-000167,-0.2771595141214956
ACH-000168,-0.2741303299677175
ACH-000169,0.030473739951912326
ACH-000178,-0.10659002590180083
ACH-000183,-0.031711577122858
ACH-000188,-0.04485468952399757
ACH-000189,-0.4448373953756367
ACH-000190,0.18873618813168
ACH-000198,-0.08554995130959549
ACH-000203,0.20769100538194268
ACH-000204,-0.1019955447169698
ACH-000206,0.08009585956132195
ACH-000207,0.02480250338148947
ACH-000208,-0.13508453739629486
ACH-000210,-0.16889741604073508
ACH-000211,-0.017944491154317874
ACH-000215,0.0322647416312247
ACH-000221,0.05584039084850803
ACH-000222,-0.10186662642888927
ACH-000223,-0.06017082574623873
ACH-000226,0.07851334534953906
ACH-000227,-0.17795925951282165
ACH-000228,-0.0971745089538217
ACH-000231,-0.10006743252752133
ACH-000232,-0.010206797970007451
ACH-000233,-0.16190802610061325
ACH-000234,-0.06167371367711377
ACH-000235,-0.030187085566597705
ACH-000237,-0.03837222760784701
ACH-000238,-0.15648034804145852
ACH-000242,-0.028961515114251508
ACH-000243,-0.06128633918461473
ACH-000244,0.030072767698867388
ACH-000246,-0.01670890891597871
ACH-000248,-0.032190882126918535
ACH-000250,-0.044773144285992314
ACH-000251,-0.03641369207128868
ACH-000252,-0.028260788311636836
ACH-000253,-0.05380202370957474
ACH-000255,-0.02519742420651662
ACH-000256,-0.018850088411119136
ACH-000257,-0.09049584408784353
ACH-000258,0.03876212267518146
ACH-000259,-0.07436871549802804
ACH-000260,-0.05597777038610293
ACH-000261,-0.03978326193358714
ACH-000262,0.009558853887848813
ACH-000263,-0.2599370761437416
ACH-000264,-0.15408053928191875
ACH-000265,-0.09926609461522967
ACH-000266,-0.1254811782392383
ACH-000272,-0.1711562976413549
ACH-000274,-0.16651752340030815
ACH-000277,-0.0657349646006258
ACH-000278,-0.02093664148014868
ACH-000279,-0.1732999538551082
ACH-000280,-0.1425583180554671
ACH-000281,-0.2135080557904432
ACH-000288,-0.1392824671806063
ACH-000291,-0.09052945915147352
ACH-000293,0.12164286346059212
ACH-000294,-0.011462869390878323
ACH-000295,0.2031462506574105
ACH-000296,0.023122944502138608
ACH-000302,-0.11263883229162365
ACH-000304,-0.12631470559407226
ACH-000307,-0.1340131470847562
ACH-000308,-0.15389897968101454
ACH-000310,-0.2223194223764835
ACH-000311,-0.054131512540187436
ACH-000312,-0.11147788567471573
ACH-000315,-0.020799282054943788
ACH-000316,-0.013737939265295113
ACH-000317,0.11349016391860114
ACH-000318,-0.07935051921355916
ACH-000319,-0.04740347680953075
ACH-000320,-0.003832220268685651
ACH-000322,-0.07399123390206516
ACH-000323,0.15182705392286144
ACH-000324,-0.017540436707149408
ACH-000329,-0.10674821849116932
ACH-000330,-0.03762013261072874
ACH-000331,-0.04231078922619513
ACH-000332,-0.02246882912341985
ACH-000334,-0.025908472331874568
ACH-000335,0.02135559003258217
ACH-000336,0.16803748715963598
ACH-000337,-0.2335907457321062
ACH-000338,0.14976632107648954
ACH-000339,-0.04476472033466168
ACH-000341,-0.2576782182206614
ACH-000348,-0.047991851632772906
ACH-000350,-0.19841041179881194
ACH-000352,-0.052904151894700005
ACH-000356,0.014689262222558409
ACH-000361,-0.0644448951434498
ACH-000362,-0.03728957974533802
ACH-000363,-0.01789460511406233
ACH-000364,-0.1715757168199546
ACH-000365,-0.09001789722630027
ACH-000366,-0.07913866073304976
ACH-000368,-0.1218308783902027
ACH-000374,-0.009966608456338151
ACH-000375,-0.24846311129368714
ACH-000376,-0.1633441603540023
ACH-000381,0.036608957542999684
ACH-000383,-0.07145730934341422
ACH-000387,-0.07007601563657002
ACH-000389,0.024765706343102604
ACH-000390,-0.2165570180881204
ACH-000393,-0.03620754236737369
ACH-000395,-0.09864506720806412
ACH-000396,0.09681786487314684
ACH-000397,-0.13092817311393193
ACH-000401,-0.010688754858212943
ACH-000402,-0.2982423936614137
ACH-000403,-0.13624244762314894
ACH-000404,0.22065589643999795
ACH-000406,-0.10280238056395552
ACH-000407,-0.17997145351859292
ACH-000408,-0.1771278977248887
ACH-000410,-0.07464007714040688
ACH-000411,0.032336407641155696
ACH-000414,-0.13560510128144398
ACH-000415,-0.0763035545076687
ACH-000416,-0.1554346529978137
ACH-000420,-0.03896672577006372
ACH-000421,-0.0730270342422735
ACH-000424,-0.08898027020593616
ACH-000425,-0.13744785741503454
ACH-000426,0.09638140355884574
ACH-000427,0.04435072608489475
ACH-000433,0.003920906308684821
ACH-000435,-0.14187219567161158
ACH-000436,-0.049723195365914616
ACH-000444,-0.02779836055047203
ACH-000445,0.06115824870958635
ACH-000448,0.03516108998759854
ACH-000450,-0.17037089248189002
ACH-000452,-0.16365118778744234
ACH-000454,-0.16249830480445912
ACH-000458,-0.05710997867169676
ACH-000459,-0.1527382389165619
ACH-000460,-0.013826708356273984
ACH-000461,-0.06277827205388041
ACH-000463,-0.040080849668654696
ACH-000464,-0.2406251623489733
ACH-000466,-0.12243677814724192
ACH-000467,-0.17736189372810335
ACH-000468,-0.0413701650656674
ACH-000469,-0.025225981166881968
ACH-000470,-0.20407984447477204
ACH-000471,-0.0623920021197336
ACH-000472,-0.05060210132607757
ACH-000473,-0.13583441587709208
ACH-000475,-0.027581751500992995
ACH-000476,-0.013302022908211452
ACH-000477,0.0013238091943230887
ACH-000479,0.1625642419636526
ACH-000480,-0.07619582755368069
ACH-000481,-0.08104439677522222
ACH-000483,-0.18797368051814325
ACH-000484,-0.01115614132425008
ACH-000485,-0.09787287206065463
ACH-000486,-0.02165376301898824
ACH-000487,-0.013332594372390172
ACH-000488,0.0011427242713960052
ACH-000490,-0.07476802087137008
ACH-000491,-0.1456593361592565
ACH-000495,-0.20315969937800685
ACH-000496,-0.10928454020782452
ACH-000499,-0.13721183827098082
ACH-000500,0.00996100037138798
ACH-000502,-0.11066969285842801
ACH-000503,-0.034835242993819966
ACH-000505,-0.012422254961907436
ACH-000507,-0.0901396218510121
ACH-000510,0.03187397962723936
ACH-000511,-0.13010040701052553
ACH-000512,-0.011668966424490395
ACH-000516,-0.1531073393574137
ACH-000517,-0.062100555510099714
ACH-000518,-0.13032269069112595
ACH-000520,-0.02974129087910728
ACH-000521,-0.07765060628696997
ACH-000522,-0.007156856974380959
ACH-000524,-0.06574979763098435
ACH-000527,-0.10276809249326116
ACH-000528,-0.028844321216755762
ACH-000537,-0.10319708254012837
ACH-000541,-0.02358437946688249
ACH-000542,-0.03253575080413424
ACH-000544,-0.06012124485548592
ACH-000545,-0.17078705258276236
ACH-000547,-0.09163972843551084
ACH-000548,-0.04173129617755194
ACH-000549,-0.10369324643387172
ACH-000550,-0.1866363215933261
ACH-000552,-0.14421741711658678
ACH-000556,-0.0366145574056525
ACH-000557,-0.18513552569808128
ACH-000569,0.14103156403068676
ACH-000570,-0.12560342497731214
ACH-000571,-0.14846661411208675
ACH-000573,-0.031188341715627274
ACH-000576,-0.058569717022990075
ACH-000579,0.0025235820193483137
ACH-000580,-0.24869447821422555
ACH-000584,-0.11914070389225767
ACH-000585,-0.15244195663990595
ACH-000588,-0.061824354710182924
ACH-000589,-0.06939264527051718
ACH-000591,-0.16447845229237984
ACH-000593,-0.1783341646524897
ACH-000600,-0.1751581036131203
ACH-000601,-0.14552674141948355
ACH-000605,0.01134795597767372
ACH-000606,0.02704859453411316
ACH-000608,-0.03337051742572244
ACH-000614,0.06022405908535877
ACH-000616,-0.08540341472835204
ACH-000618,0.0407308069883204
ACH-000619,0.018412946354566462
ACH-000620,-0.1207274817894224
ACH-000621,-0.0341395390306642
ACH-000622,-0.1108465847276954
ACH-000623,-0.18745988278264994
ACH-000624,-0.0054389965233268426
ACH-000627,0.13487348466582472
ACH-000630,-0.019241215140979
ACH-000631,0.2410097160364721
ACH-000632,-0.044958624880186634
ACH-000633,-0.08577388716322687
ACH-000637,-0.09244431153780724
ACH-000638,-0.06190954496717024
ACH-000646,0.014981700343569625
ACH-000647,-0.0959174446606204
ACH-000648,0.007051117092625005
ACH-000649,-0.07507834632210371
ACH-000651,0.0192875996050695
ACH-000652,-0.05043870454315701
ACH-000653,0.06276636104382834
ACH-000657,-0.1255730465111447
ACH-000658,-0.2344672290330988
ACH-000661,-0.2097420513346358
ACH-000662,0.0434282489030571
ACH-000663,0.02936212329455745
ACH-000665,-0.1059119922741763
ACH-000671,-0.07607157164088213
ACH-000672,-0.3204067956902429
ACH-000673,-0.05784971637455266
ACH-000676,-0.13814076221285188
ACH-000677,-0.12427873277315304
ACH-000681,-0.05440357560823754
ACH-000683,-0.17645629831322354
ACH-000684,0.039213194417169986
ACH-000688,-0.08724936897449846
ACH-000693,-0.07430318969461268
ACH-000694,-0.07242080211558125
ACH-000695,-0.08359546710903511
ACH-000696,-0.006440840870759447
ACH-000697,-0.3553597500315133
ACH-000699,-0.09350361919670118
ACH-000701,0.21115607020323585
ACH-000706,-0.11925777754457892
ACH-000711,-0.08945471780406572
ACH-000713,-0.1627247267995349
ACH-000714,-0.12729180961669898
ACH-000718,-0.09198100496326056
ACH-000720,-0.01547465140392617
ACH-000721,-0.053019998238455664
ACH-000724,-0.12723669446353794
ACH-000725,-0.06916081298106214
ACH-000732,-0.0522377670594908
ACH-000734,-0.09397636942568877
ACH-000735,-0.1334802995267634
ACH-000736,0.06527075187615204
ACH-000738,-0.018315584971873126
ACH-000746,-0.05742503565002002
ACH-000747,-0.005227789241176928
ACH-000748,-0.01809443637183386
ACH-000753,-0.04961243244058166
ACH-000756,-0.2532436564342982
ACH-000757,-0.15121711787326345
ACH-000758,-0.08098108587388701
ACH-000760,0.07640571155901374
ACH-000762,-0.1446340437639934
ACH-000763,-0.12676461631696684
ACH-000764,0.05207311938570287
ACH-000765,-0.10683910750768108
ACH-000766,-0.05597104482258137
ACH-000767,-0.10760051513373736
ACH-000768,-0.14598654313643464
ACH-000769,0.00676780407706325
ACH-000770,-0.12733383113830532
ACH-000771,0.08533597932732828
ACH-000773,0.003039486858940391
ACH-000776,-0.038421880169095486
ACH-000777,-0.07774903172001782
ACH-000778,-0.06256097462066615
ACH-000781,-0.13222047046717308
ACH-000782,-0.3094367815844436
ACH-000783,-0.031503852448745484
ACH-000784,-0.07227816272325024
ACH-000785,-0.05500918423352706
ACH-000787,-0.10525641109822377
ACH-000788,-0.0640624712652935
ACH-000791,-0.04704610088566851
ACH-000792,-0.011640398405302095
ACH-000794,-0.005937487375199847
ACH-000796,-0.10713229322516338
ACH-000798,0.05528739796639677
ACH-000799,-0.21982451138266051
ACH-000800,0.023640689696786014
ACH-000802,-0.08363544710066753
ACH-000804,-0.1913636466212796
ACH-000805,-0.09575760348038584
ACH-000809,-0.10662171550407967
ACH-000810,0.1384355527244022
ACH-000811,-0.11662897386035885
ACH-000817,-0.17116170819044568
ACH-000819,0.03447670733393627
ACH-000820,0.14166943406394206
ACH-000821,-0.10360384538001026
ACH-000822,-0.1021322237579199
ACH-000823,-0.05011601460010599
ACH-000824,-0.1974433117607496
ACH-000827,-0.10312590373875358
ACH-000829,-0.04553131700443353
ACH-000831,-0.008526518388150819
ACH-000832,0.07507909256534183
ACH-000833,-0.0016595099481516102
ACH-000834,-0.07036239603058614
ACH-000835,-0.039918483147602137
ACH-000836,-0.07598796016771091
ACH-000837,-0.04918713521814808
ACH-000838,-0.3558359420759193
ACH-000839,-0.11068821573841978
ACH-000840,0.11371906487716545
ACH-000841,0.0014875828596922227
ACH-000843,-0.06733571730347224
ACH-000846,-0.15553858463209752
ACH-000847,0.038449410119149235
ACH-000848,0.038580360964856265
ACH-000849,-0.1598504750358109
ACH-000851,-0.08366704336171071
ACH-000855,0.023765714445905167
ACH-000856,-0.1342773681209357
ACH-000858,-0.12236046346071636
ACH-000859,0.10088945926333856
ACH-000861,-0.03335806387822946
ACH-000862,-0.1289301227105535
ACH-000865,-0.08366040480145329
ACH-000866,-0.07621600008958035
ACH-000867,-0.06659457228284367
ACH-000869,-0.15013462117251775
ACH-000872,-0.05770586758645476
ACH-000873,-0.09152271698090253
ACH-000876,-0.02432509911176676
ACH-000878,0.1143592666574961
ACH-000880,-0.07838122832247597
ACH-000881,-0.08604006821723309
ACH-000882,-0.10244285606802096
ACH-000884,-0.1075136945821612
ACH-000885,-0.0710089660860363
ACH-000887,-0.04348674239861703
ACH-000889,-0.07702499383670096
ACH-000896,-0.10854947848302446
ACH-000898,-0.09244634172696176
ACH-000900,-0.05666582036793635
ACH-000901,-0.06697639177275913
ACH-000905,0.0065614033993731
ACH-000906,-0.05253337357431946
ACH-000907,-0.11651879346743108
ACH-000910,-0.1489140886200944
ACH-000911,0.007907483255371522
ACH-000912,0.00284227312055075
ACH-000913,-0.09321770372464358
ACH-000915,0.020904712506414475
ACH-000916,-0.14471368993872774
ACH-000917,-0.003474600971956114
ACH-000920,-0.21654186548237367
ACH-000921,0.03785064951308832
ACH-000924,-0.0038445224763286384
ACH-000926,-0.10922997909032876
ACH-000928,-0.15584838060839434
ACH-000929,0.00024244937059489903
ACH-000932,-0.08619020926366222
ACH-000935,0.0167213831926534
ACH-000936,-0.04261583551574382
ACH-000937,-0.1875453129348335
ACH-000938,-0.06803729380705917
ACH-000939,-0.05181779206595973
ACH-000941,0.05877112550629161
ACH-000943,-0.018646608193408527
ACH-000946,0.1262629039750856
ACH-000947,-0.13763028830136273
ACH-000948,-0.0019305172279566211
ACH-000950,0.03367149514914052
ACH-000953,-0.13162601089090298
ACH-000954,-0.14714914416561806
ACH-000957,0.052028789045782835
ACH-000958,0.0749615904792826
ACH-000960,-0.039501338315488584
ACH-000963,-0.0497189340949024
ACH-000968,-0.14991285846809546
ACH-000969,-0.07376759729015832
ACH-000972,-0.03085153626173475
ACH-000973,-0.05789392854666511
ACH-000974,-0.09379138709233076
ACH-000978,-0.08521912946524657
ACH-000984,-0.053344755277741074
ACH-000986,0.02153958629871513
ACH-000988,-0.11214057184227673
ACH-000993,-0.13662546698937858
ACH-000994,-0.0942134349754964
ACH-000996,-0.21337898085818854
ACH-001001,-0.0512592793713481
ACH-001020,-0.23761988969064365
ACH-001028,-0.09508297877469823
ACH-001031,-0.1301257157580912
ACH-001038,-0.02071494042548273
ACH-001048,-0.09399213763036496
ACH-001050,-0.08620631683386143
ACH-001053,-0.0006190460634395459
ACH-001054,-0.0249094877685186
ACH-001061,-0.15509949479113005
ACH-001067,-0.10106755911683916
ACH-001075,-0.249662856615958
ACH-001096,0.0918193465365858
ACH-001111,-0.31463746201229803
ACH-001119,-0.06530031315280455
ACH-001128,0.0671743054913781
ACH-001134,-0.11624430020389112
ACH-001151,-0.04885636043670622
ACH-001163,-0.1459350231962182
ACH-001164,-0.03005292883075386
ACH-001183,-0.19331488000589184
ACH-001192,-0.03630872660976636
ACH-001193,0.21166664752432485
ACH-001196,-0.1343943993548248
ACH-001197,-0.08803303397529916
ACH-001205,-0.18853073739138115
ACH-001211,-0.04060189720650016
ACH-001212,-0.13552720971382526
ACH-001228,-0.3055273163283304
ACH-001232,-0.030198130119381574
ACH-001239,-0.11333995016385574
ACH-001270,-0.19946481095811466
ACH-001274,-0.02987850089139778
ACH-001275,-0.19505664307663312
ACH-001277,-0.06322285499078133
ACH-001278,-0.00379070162790445
ACH-001280,-0.28616451321678343
ACH-001283,-0.1995104252860689
ACH-001289,-0.13420593874789175
ACH-001300,-0.1427788598708017
ACH-001301,-0.20603992560947407
ACH-001302,-0.2155675041542116
ACH-001306,-0.003940978154316252
ACH-001318,0.011663456751671679
ACH-001322,0.0612555863264629
ACH-001328,-0.19586183732308451
ACH-001332,-0.062089125730142414
ACH-001336,-0.012108810913495421
ACH-001346,-0.031575484326844865
ACH-001353,-0.1161776280505953
ACH-001354,-0.2017936174524667
ACH-001367,-0.13630627370934673
ACH-001368,0.014020955449502305
ACH-001374,-0.015888609657505836
ACH-001377,-0.10447896865356783
ACH-001380,-0.05162935432082683
ACH-001391,-0.1322378624484508
ACH-001408,-0.01345158252742322
ACH-001430,-0.1680345771153299
ACH-001431,-0.15727087733455022
ACH-001450,-0.0019510246544833761
ACH-001496,-0.050342317273914784
ACH-001500,-0.022781411459890974
ACH-001523,-0.025175656482767497
ACH-001532,-0.026159780286158563
ACH-001550,-0.05668701523685717
ACH-001552,-0.10011771974725138
ACH-001554,0.01230775889525305
ACH-001654,-0.16953804850580315
ACH-001735,-0.08574576400881502
ACH-001736,-0.0826872435060209
ACH-001737,-0.042204038655377925
ACH-001740,-0.11615792576186405
ACH-001745,-0.019487090406370814
ACH-001765,-0.06827102252849357
