,C2CD4D (100191040)
ACH-000320,-0.13713008881937022
ACH-000322,-0.33810722474382765
ACH-000323,-0.1777916605874661
ACH-000324,-0.1221823630446532
ACH-000329,-0.12866523723034476
ACH-000330,-0.01942830294373175
ACH-000331,-0.002132864797250561
ACH-000332,-0.02596352091632846
ACH-000334,-0.04888331819939793
ACH-000335,-0.24674064267803186
ACH-000336,0.1297716226469474
ACH-000337,-0.3267394938080936
ACH-000338,-0.016141818002653317
ACH-000339,-0.08940523720046824
ACH-000341,-0.1924661221887807
ACH-000348,-0.14475616028174046
ACH-000350,-0.009788525588222815
ACH-000352,-0.015347864583638874
ACH-000356,-0.4542741730462003
ACH-000361,-0.2710341883962497
ACH-000362,-0.10848491610713563
ACH-000363,-0.03379175234898358
ACH-000364,-0.016509239774844867
ACH-000365,0.06118867216961892
ACH-000366,-0.03013012403439845
ACH-000368,-0.10302873880127357
ACH-000374,-0.04744800309222071
ACH-000375,-0.3658873752818853
ACH-000376,-0.07337135156485998
ACH-000381,-0.057760088112574076
ACH-000383,-0.1094970711557277
ACH-000387,-0.07581513055721506
ACH-000389,-0.12019523421406422
ACH-000390,0.019653774908665985
ACH-000393,0.0459375028312137
ACH-000395,-0.08624900909442959
ACH-000396,-0.3033955392690423
ACH-000397,-0.07717951435532554
ACH-000401,-0.07404817526493827
ACH-000402,0.20998807969612854
ACH-000403,-0.03482500391119776
ACH-000404,-0.12526454922499808
ACH-000406,-0.09326034658294274
ACH-000407,-0.16995335203410608
ACH-000408,-0.3402204294331645
ACH-000410,-0.09228959424709854
ACH-000411,-0.06702034139693834
ACH-000414,0.05682548270372115
ACH-000415,-0.14360140773679464
ACH-000416,-0.2293132152748636
ACH-000420,-0.16446706949157872
ACH-000421,-0.120836720892847
ACH-000424,0.06379485339201492
ACH-000425,0.0015580102650328256
ACH-000426,-0.4192202955031658
ACH-000427,-0.07384385265100864
ACH-000433,-0.4607037504279971
ACH-000435,0.15392351116962197
ACH-000436,-0.08392943925820863
ACH-000444,-0.20276164623771625
ACH-000445,-0.16724435888242026
ACH-000448,0.10840282870728077
ACH-000450,-0.1841091292593707
ACH-000452,-0.04416241953858386
ACH-000454,-0.22951504643501436
ACH-000458,-0.13124989657425112
ACH-000459,0.16107371640754325
ACH-000460,-0.12324795574582854
ACH-000461,-0.01979101007665015
ACH-000463,-0.07420088416638553
ACH-000464,-0.18616761150688266
ACH-000466,-0.01002756737501154
ACH-000467,-0.09058551388325634
ACH-000468,-0.10540154550219052
ACH-000469,-0.04626363418434815
ACH-000470,-0.19614966439405435
ACH-000471,-0.01228999285691193
ACH-000472,-0.04344559589081752
ACH-000473,-0.11189559858824327
ACH-000475,-0.04491492710021378
ACH-000476,-0.1063716016507408
ACH-000477,0.04357018090359952
ACH-000479,0.13125160627474974
ACH-000480,-0.04498517144944544
ACH-000481,0.06928190217468927
ACH-000483,-0.04305807345701887
ACH-000484,-0.3990634471440261
ACH-000485,-0.2626257194864625
ACH-000486,-0.17210363836987874
ACH-000487,-0.1381250856449189
ACH-000488,-0.16299078291145322
ACH-000490,-0.08914248838065576
ACH-000491,-0.0347130092847872
ACH-000495,-0.2984065724292459
ACH-000496,0.08367289099767718
ACH-000499,-0.05199502569708417
ACH-000500,0.23419928413417185
ACH-000502,-0.1395002814912643
ACH-000503,-0.15993986216083006
ACH-000505,-0.1483475313336556
ACH-000507,-0.08041632776409292
ACH-000510,-0.13589805295796553
ACH-000511,-0.10711588467745817
ACH-000512,0.01083369962451915
ACH-000516,-0.17670921603985948
ACH-000517,-0.16221203195675066
ACH-000518,-0.06848292940393813
ACH-000520,-0.01082395591734936
ACH-000521,-0.20747706165577615
ACH-000522,-0.06737136580628228
ACH-000524,-0.15024014558964227
ACH-000527,-0.18002127937247062
ACH-000528,-0.07301321496886662
ACH-000537,-0.17480636707433636
ACH-000541,0.21065501298790487
ACH-000542,-0.108566405916267
ACH-000544,-0.1465097614045041
ACH-000545,-0.1829717454377954
ACH-000547,-0.33930139322007097
ACH-000548,-0.0755842244119756
ACH-000549,-0.2565118433196733
ACH-000550,-0.0293231881015936
ACH-000552,-0.20107591323121607
ACH-000556,-0.14652057908700494
ACH-000557,0.013292655045900659
ACH-000569,-0.09816771236869576
ACH-000570,-0.05488985302683196
ACH-000571,-0.015334079655907653
ACH-000573,0.02462367260633553
ACH-000576,-0.13851738043232864
ACH-000579,-0.017607754001210396
ACH-000580,-0.2274373900150993
ACH-000584,-0.08863053944648136
ACH-000585,-0.157469030802814
ACH-000588,-0.15633637923139115
ACH-000589,-0.26754125704675946
ACH-000591,0.0782501688014622
ACH-000593,-0.2678065125532726
ACH-000600,-0.32344460132718045
ACH-000601,-0.14060735618460385
ACH-000605,-0.16747315737800045
ACH-000606,-0.3321236868896626
ACH-000608,-0.049964053678516585
ACH-000614,-0.05042107099251723
ACH-000616,-0.19682154561834306
ACH-000618,-0.1835127152702964
ACH-000619,-0.13161364801949935
ACH-000620,-0.12361746386810338
ACH-000621,-0.070876529707374
ACH-000622,0.1330091559345879
ACH-000623,-0.13113253005317604
ACH-000624,-0.17342994855980734
ACH-000627,-0.06104152960406795
ACH-000630,-0.10414109828157436
ACH-000631,-0.13657945826867632
ACH-000632,0.013513486604709484
ACH-000633,0.032878177068806684
ACH-000637,-0.1379359618804853
ACH-000638,-0.2363036322032611
ACH-000646,-0.22799613592972776
ACH-000647,-0.096591490329467
ACH-000648,-0.12301495946565685
ACH-000649,-0.06972069450553825
ACH-000651,-0.1210441856599396
ACH-000652,-0.1220371699138164
ACH-000653,-0.18887968768889293
ACH-000657,-0.19315716288957446
ACH-000658,-0.16054880097162738
ACH-000661,-0.04958240801560679
ACH-000662,-0.09948433507993873
ACH-000663,0.03171757964335537
ACH-000665,-0.14356531794050711
ACH-000671,-0.21002673349104872
ACH-000672,-0.1872658811530088
ACH-000673,-0.11740064039519008
ACH-000676,-0.1293502320928622
ACH-000677,-0.013194673895739173
ACH-000681,-0.06213940689292345
ACH-000683,-0.25409807953900604
ACH-000684,-0.176077329087159
ACH-000688,-0.004750663671463122
ACH-000693,-0.20997857512222676
ACH-000694,-0.1667616665967357
ACH-000695,0.07039276298850687
ACH-000696,-0.2570851473802341
ACH-000697,0.08971513805163911
ACH-000699,0.0012439073399339985
ACH-000701,-0.2826234329773544
ACH-000706,-0.14832836066722746
ACH-000711,-0.13957563316388452
ACH-000713,-0.28736167128580675
ACH-000714,-0.12210176015883058
ACH-000718,-0.015529607611720063
ACH-000720,-0.13011472150170875
ACH-000721,-0.04654320572039096
ACH-000724,-0.15563475319130854
ACH-000725,-0.11431680437369607
ACH-000732,-0.05542085557737555
ACH-000734,-0.05300814281403127
ACH-000735,-0.12628441999723275
ACH-000736,-0.19300425233551374
ACH-000738,0.011751961926479407
ACH-000746,-0.04256030913681329
ACH-000747,-0.3219860396310516
ACH-000748,-0.21801245742301426
ACH-000753,-0.20987008868524296
ACH-000756,-0.1153478553960426
ACH-000757,-0.08428474415750926
ACH-000758,-0.09146435386310556
ACH-000760,-0.4605222686074058
ACH-000762,-0.07413347294058499
ACH-000763,-0.15806686478808446
ACH-000764,-0.13490941176649607
ACH-000765,-0.2077937355179963
ACH-000766,-0.023016417007300838
ACH-000767,-0.2710283181441123
ACH-000768,-0.004780665279656454
ACH-000769,-0.1565597334705611
ACH-000770,-0.03905051668696972
ACH-000771,-0.13443417876381394
ACH-000773,-0.18133982289999806
ACH-000776,-0.12817235407232366
ACH-000777,-0.3112000906441166
ACH-000778,0.12125603341735207
ACH-000781,-0.08902226861823567
ACH-000782,-0.029482340826947694
ACH-000783,-0.004561600028142468
ACH-000784,-0.14882442906827073
ACH-000785,-0.06355231319826472
ACH-000787,-0.2446288916203476
ACH-000788,-0.02134351595305584
ACH-000791,-0.00841591068749067
ACH-000792,-0.10247442445997773
ACH-000794,-0.07824465463640635
ACH-000796,-0.012208084337307664
ACH-000798,-0.1317949643886508
ACH-000799,-0.1266329395868861
ACH-000800,0.04125347664447723
ACH-000802,-0.2047996184562252
ACH-000804,-0.027315600884236117
ACH-000805,0.16926162821523544
ACH-000809,0.014641895930640282
ACH-000810,0.030721420428172143
ACH-000811,-0.10963139756110626
ACH-000817,-0.03371340561047365
ACH-000819,0.010748989315404855
ACH-000820,-0.11730501561071667
ACH-000821,-0.3979374587435909
ACH-000822,-0.11829879083941235
ACH-000823,-0.16480054369002534
ACH-000824,-0.09235335346695857
ACH-000827,-0.06109600241204171
ACH-000829,-0.05139578970728608
ACH-000831,-0.07172800974659654
ACH-000832,-0.09242443819180174
ACH-000833,0.045823448003125065
ACH-000834,-0.241044053889392
ACH-000835,-0.10115156363019157
ACH-000836,-0.02554093486590317
ACH-000837,0.05345072541621337
ACH-000838,0.04961550092014464
ACH-000839,-0.09820892375691416
ACH-000840,-0.08932423542477468
ACH-000841,0.036028633220139765
ACH-000843,-0.17832630004503713
ACH-000846,-0.17714473478919088
ACH-000847,-0.02642151111858143
ACH-000848,-0.03236225651285469
ACH-000849,0.04494395413976104
ACH-000851,-0.038833040397612525
ACH-000855,-0.05332954965025493
ACH-000856,-0.0766163871925267
ACH-000858,-0.2492751125153585
ACH-000859,0.04370278597454018
ACH-000861,-0.18793277525127333
ACH-000862,-0.13355874483888866
ACH-000865,-0.18712288698658366
ACH-000866,-0.019902190842324467
ACH-000867,-0.06709504835716985
ACH-000869,-0.15899997506433106
ACH-000872,-0.13317415623186574
ACH-000873,-0.2551875549435681
ACH-000876,-0.0021030823342198125
ACH-000878,0.17161877196206068
ACH-000880,-0.18040432657583813
ACH-000881,-0.09982295567641404
ACH-000882,-0.12195946721779218
ACH-000884,-0.05341263264780249
ACH-000885,-0.17665666271824254
ACH-000887,-0.17751543674691184
ACH-000889,-0.0077001328436117735
ACH-000896,-0.125148600829991
ACH-000898,-0.061366236293423526
ACH-000900,-0.2442259564554662
ACH-000901,-0.0665194387798706
ACH-000905,-0.2002736976565335
ACH-000906,0.02462541129023323
ACH-000907,-0.18422646130238532
ACH-000910,0.0055350961271754436
ACH-000911,-0.08360744196927818
ACH-000912,-0.05860505450480245
ACH-000913,-0.13490189216842075
ACH-000915,-0.0167060245746809
ACH-000916,-0.012766173641249878
ACH-000917,-0.1037909671055886
ACH-000920,-0.07162114573508249
ACH-000921,-0.10336860128647607
ACH-000924,-0.16758685028743053
ACH-000926,-0.016170890477633437
ACH-000928,-0.383968520101937
ACH-000929,0.0399900997670322
ACH-000932,-0.16963099434464632
ACH-000935,-0.055309538408461034
ACH-000936,-0.2913665896486045
ACH-000937,-0.07235142623407315
ACH-000938,-0.24809123185524476
ACH-000939,-0.06688150757073309
ACH-000941,-0.042252234692412
ACH-000943,-0.002299732129990838
ACH-000946,-0.022657224205046685
ACH-000947,-0.1436484379423122
ACH-000948,-0.04315251605746532
ACH-000950,-0.10385371511727708
ACH-000953,-0.1677401177370466
ACH-000954,-0.2694357546641154
ACH-000957,-0.15990937066795374
ACH-000958,-0.1466927497943449
ACH-000960,-0.11968249266343693
ACH-000963,-0.05900211605429699
ACH-000968,-0.04121282712923932
ACH-000969,-0.21937588637041894
ACH-000972,-0.12922573275968696
ACH-000973,-0.011572940634756898
ACH-000974,-0.14465670390222699
ACH-000978,-0.1349035870171735
ACH-000984,-0.20220975969891905
ACH-000986,-0.2535454044709813
ACH-000988,0.011733333879955128
ACH-000993,-0.0075729244757424185
ACH-000994,-0.03413410236623782
ACH-000996,-0.06176250619491036
ACH-001001,-0.1218664877703345
ACH-001020,0.03550239509294348
ACH-001028,-0.07827002869841669
ACH-001031,0.007905485913079794
ACH-001038,-0.14297074957013314
ACH-001048,-0.06794666896968757
ACH-001050,-0.13728052327690174
ACH-001053,-0.06065709088465479
ACH-001054,-0.05529169403645789
ACH-001061,-0.011457506540085718
ACH-001067,0.03714447648193785
ACH-001075,0.10873471722724512
ACH-001096,-0.202773397638628
ACH-001111,-0.16781447079087575
ACH-001119,-0.23594437802470666
ACH-001128,-0.1339958722993435
ACH-001134,-0.0832893046149358
ACH-001151,-0.17160481004553207
ACH-001163,-0.1446244380791558
ACH-001164,0.04638694750511859
ACH-001183,-0.21178006186208434
ACH-001192,-0.20513453472719587
ACH-001193,-0.07093148115764752
ACH-001196,0.06657971428300234
ACH-001197,-0.1573998468275877
ACH-001205,-0.2521591871489766
ACH-001211,0.024911889317693683
ACH-001212,-0.04440565860953205
ACH-001228,-0.14272316931288212
ACH-001232,-0.1982699173350626
ACH-001239,0.029047799400975436
ACH-001270,-0.412301082099551
ACH-001274,-0.2311714250914081
ACH-001275,-0.014797844132850832
ACH-001277,-0.2676082196710702
ACH-001278,-0.19086011355753807
ACH-001280,0.028158756553675182
ACH-001283,0.1157831541693401
ACH-001289,-0.11979623502789713
ACH-001300,0.10370536934619318
ACH-001301,-0.4585038711709448
ACH-001302,0.2047745457440438
ACH-001306,-0.12462539026534755
ACH-001318,-0.2635210271182607
ACH-001322,-0.030882293635695127
ACH-001328,-0.110261278589001
ACH-001332,-0.22032697113340305
ACH-001336,-0.1099681367112902
ACH-001346,-0.07756496772740071
ACH-001353,-0.04216491242345506
ACH-001354,-0.2221761166850441
ACH-001367,-0.03969713104569158
ACH-001368,-0.12039612262331845
ACH-001374,-0.3782229085859266
ACH-001377,-0.07203153271011925
ACH-001380,-0.1578142362072592
ACH-001391,0.10793433457825727
ACH-001408,-0.0540961402957885
ACH-001430,-0.12893662122270352
ACH-001431,-0.003481202167138509
ACH-001450,-0.2075764257775176
ACH-001496,-0.08888524295425644
ACH-001500,-0.14356754847006298
ACH-001523,-0.11799891192487633
ACH-001532,0.01756031570979029
ACH-001550,-0.047093101288341564
ACH-001552,-0.04053703199350875
ACH-001554,-0.09078234810450854
ACH-001654,-0.09895363990321757
ACH-001735,0.005257012336458532
ACH-001736,0.061305043110517876
ACH-001737,-0.036597190047346316
ACH-001740,-0.002996603127782168
ACH-001745,-0.044781761669917326
ACH-001765,-0.05616263161907027
