,APOC2 (344)
ACH-000004,0.04732826370806496
ACH-000005,-0.18068338381022425
ACH-000007,0.0013443234680937147
ACH-000009,-0.07824669891896095
ACH-000011,-0.02883424387607588
ACH-000012,-0.2287439384567909
ACH-000013,-0.2146666277317505
ACH-000014,-0.015899011672983094
ACH-000015,-0.1383421130686031
ACH-000017,-0.05285361524786482
ACH-000018,-0.257091296711876
ACH-000019,-0.01925223043042467
ACH-000021,-0.10856788021141704
ACH-000022,-0.15150962966609888
ACH-000025,0.1466151693701735
ACH-000028,0.02813530201052086
ACH-000030,-0.1286203712282776
ACH-000035,-0.13916681729901673
ACH-000036,-0.054627715954974745
ACH-000037,0.043782434992497135
ACH-000039,-0.1356408652180384
ACH-000040,0.030456162247721637
ACH-000041,-0.11431131166158022
ACH-000042,-0.05725921404640823
ACH-000045,-0.11444003111042958
ACH-000047,-0.06785017680882098
ACH-000052,-0.09009171526573932
ACH-000053,-0.35776885686220417
ACH-000054,-0.07610504612577862
ACH-000055,-0.255950978171
ACH-000060,-0.03628324103427402
ACH-000067,0.03599487547281699
ACH-000070,-0.05287209743043493
ACH-000075,0.04318841045427863
ACH-000078,0.00547153332511124
ACH-000082,-0.12667746294678514
ACH-000085,-0.174430844193995
ACH-000086,-0.037074255637619805
ACH-000087,-0.021910000810444887
ACH-000092,-0.059627646117162814
ACH-000095,0.0138236178253757
ACH-000097,-0.060880266758520665
ACH-000098,-0.09050387921672004
ACH-000099,-0.06782251555598931
ACH-000108,-0.11687427336603905
ACH-000113,0.06711052345689428
ACH-000116,-0.03517195528673348
ACH-000118,-0.19344710365809314
ACH-000120,-0.10748767537674496
ACH-000123,-0.1277806720722531
ACH-000127,-0.06137862942851041
ACH-000128,-0.054029027088621284
ACH-000132,-0.036810532729684334
ACH-000133,-0.05340620164882921
ACH-000137,-0.2298034418003755
ACH-000138,-0.02976591993932665
ACH-000142,-0.2646053343884871
ACH-000143,-0.15732239673144344
ACH-000146,-0.0766017767349349
ACH-000148,0.02595981711925952
ACH-000150,-0.0008210885128129577
ACH-000152,-0.020494192671523102
ACH-000153,-0.0912078986904314
ACH-000159,0.006111592308502316
ACH-000160,-0.14810277856805473
ACH-000163,-0.05899419905013933
ACH-000167,-0.25158482619406525
ACH-000168,-0.026453606781113685
ACH-000169,0.0660067356656517
ACH-000178,-0.13992138857350564
ACH-000183,-0.211256531174786
ACH-000188,-0.053371856941853986
ACH-000189,0.05291077495194412
ACH-000190,-0.0029274118359110873
ACH-000198,-0.0495366051210879
ACH-000203,0.2266093688948778
ACH-000204,-0.030922671017990587
ACH-000206,-0.07528785211580911
ACH-000207,-0.04440414623186356
ACH-000208,0.1940110683742477
ACH-000210,-0.2660511894383993
ACH-000211,-0.0570077997560866
ACH-000215,-0.034507398351842064
ACH-000221,-0.08368894309005742
ACH-000222,-0.013210877597738372
ACH-000223,0.04562371979259086
ACH-000226,-0.10130193852798328
ACH-000227,-0.04362464402575055
ACH-000228,-0.028940779560090932
ACH-000231,-0.028456133404252744
ACH-000232,0.023969459744422644
ACH-000233,-0.11889583098678955
ACH-000234,-0.11593778168503427
ACH-000235,-0.09065615010494664
ACH-000237,-0.033593776746972816
ACH-000238,0.1052319304010626
ACH-000242,-0.09758637185265147
ACH-000243,-0.10751788195247047
ACH-000244,-0.18616587698726605
ACH-000246,-0.10047505039967304
ACH-000248,-0.08602097204189149
ACH-000250,-0.1193833232621997
ACH-000251,0.02407040485048115
ACH-000252,0.021914096687699853
ACH-000253,-0.08410486170938934
ACH-000255,-0.09787090354962273
ACH-000256,-0.09836595449338653
ACH-000257,-0.023792309029768432
ACH-000258,-0.06756096855725023
ACH-000259,-0.07514933763416824
ACH-000260,-0.059615000831978626
ACH-000261,-0.019039841588385228
ACH-000262,-0.12711096585900347
ACH-000263,0.02403916763934972
ACH-000264,-0.03150101877815106
ACH-000265,-0.08666516930068847
ACH-000266,-0.06801079415758322
ACH-000272,0.061006674153006285
ACH-000274,-0.04688527476275467
ACH-000277,0.09386251187902457
ACH-000278,-0.04132437710214554
ACH-000279,0.09011766191751404
ACH-000280,-0.3260981086096173
ACH-000281,-0.12160266434922813
ACH-000288,-0.05050353121659967
ACH-000291,-0.02933330885832215
ACH-000293,-0.1549377339013468
ACH-000294,-0.07116151300952073
ACH-000295,-0.2856658943364309
ACH-000296,-0.1501268417593054
ACH-000302,-0.2551387350265469
ACH-000304,0.034516419061219064
ACH-000307,-0.02361889477533961
ACH-000308,-0.19681850107567686
ACH-000310,-0.03999003642251557
ACH-000311,-0.17611257978118508
ACH-000312,-0.11253703709345053
ACH-000315,0.13317714198887015
ACH-000316,0.03996440244535445
ACH-000317,0.11426162884449825
ACH-000318,-0.1504802573472484
ACH-000319,-0.1697525061443574
ACH-000320,-0.07199469509385689
ACH-000322,0.12135025176870215
ACH-000323,-0.03913666880764796
ACH-000324,-0.02098064284139584
ACH-000329,-0.06919298221734199
ACH-000330,-0.1712039902964617
ACH-000331,0.022396768767130436
ACH-000332,-0.10902300362689543
ACH-000334,-0.05524870290376719
ACH-000335,0.02117302990290132
ACH-000336,-0.17359175168273994
ACH-000337,-0.0031916869601979047
ACH-000338,-0.3515042374838068
ACH-000339,-0.16041803694917686
ACH-000341,-0.2960121564184713
ACH-000348,0.017513691811830892
ACH-000350,-0.15324992773897558
ACH-000352,0.017974296472722428
ACH-000356,-0.06577542130159385
ACH-000361,0.07840809342201599
ACH-000362,-0.08523975063007927
ACH-000363,-0.0767790949031569
ACH-000364,-0.019570031194646884
ACH-000365,-0.11452037311487948
ACH-000366,-0.06678257636680274
ACH-000368,-0.005852706474767166
ACH-000374,0.030063785338341018
ACH-000375,-0.22154551817854568
ACH-000376,-0.07083336730992111
ACH-000381,-0.10413222698001807
ACH-000383,-0.10028189341770928
ACH-000387,0.010095537708595106
ACH-000389,0.0228805244982658
ACH-000390,0.0005767915000203955
ACH-000393,-0.07076830064329657
ACH-000395,-0.11286434564437385
ACH-000396,-0.2351706177812325
ACH-000397,-0.08711969991091835
ACH-000401,-0.1841908319406184
ACH-000402,-0.19540649878440824
ACH-000403,-0.047739389713312964
ACH-000404,-0.22465943614712305
ACH-000406,-0.06958897388712841
ACH-000407,-0.036902241003568224
ACH-000408,-0.20119625009603698
ACH-000410,-0.024394537402170083
ACH-000411,-0.027087907279981945
ACH-000414,-0.0931194308052465
ACH-000415,-0.05492238489316144
ACH-000416,-0.03480406103919706
ACH-000420,-0.11679411356505542
ACH-000421,-0.20828271011461796
ACH-000424,-0.0018847288802803226
ACH-000425,-0.038187551698664536
ACH-000426,-0.34913222447420017
ACH-000427,-0.1335810284219118
ACH-000433,-0.1421077224333928
ACH-000435,-0.4690664719631229
ACH-000436,-0.10163860597098424
ACH-000444,0.03309082971097115
