,AADAC (13)
ACH-000004,0.12974343010511302
ACH-000005,0.015659511497144472
ACH-000007,0.2414882514246559
ACH-000009,0.0669212196173213
ACH-000011,0.105539053394055
ACH-000012,0.27408552542345915
ACH-000013,0.20954435491965312
ACH-000014,0.13828797492419045
ACH-000015,0.18204174051763314
ACH-000017,0.12198294706137645
ACH-000018,-0.1541413626607582
ACH-000019,0.12158598426320776
ACH-000021,0.10009328679133106
ACH-000022,0.14821163837617382
ACH-000025,0.1425604744485716
ACH-000028,0.10818912057186668
ACH-000030,0.11038394997389753
ACH-000035,0.1597663186905455
ACH-000036,0.019138608377166792
ACH-000037,-0.015674313077165887
ACH-000039,0.08073634263633331
ACH-000040,0.17026944312760595
ACH-000041,0.11537404871773906
ACH-000042,0.17214148383154546
ACH-000045,0.022543038768204328
ACH-000047,0.09334807737276413
ACH-000052,0.10600680193209168
ACH-000053,0.0794178653015739
ACH-000054,0.07026694055260642
ACH-000055,0.07377400693148037
ACH-000060,-0.017668454853328543
ACH-000067,0.00162206033853984
ACH-000070,0.1866047512124028
ACH-000075,0.10849103902676366
ACH-000078,0.1179969631490118
ACH-000082,0.07831059517020834
ACH-000085,0.17976424612212932
ACH-000086,0.06429659159704126
ACH-000087,0.33229309533661305
ACH-000092,0.015795409198089583
ACH-000095,0.05490400904726471
ACH-000097,0.14352798697470429
ACH-000098,0.05842246491027105
ACH-000099,0.18225076295652826
ACH-000108,-0.04613643802266162
ACH-000113,0.00352238020557399
ACH-000116,0.11819264684929068
ACH-000118,0.053433779626395166
ACH-000120,0.14766189699352425
ACH-000123,0.08343321195529002
ACH-000127,0.04912606802798871
ACH-000128,0.17962789406935978
ACH-000132,0.11670671898884925
ACH-000133,0.08007085825776457
ACH-000137,0.14885666161140199
ACH-000138,0.1605966241066438
ACH-000142,0.005778238488529095
ACH-000143,0.02062032016448982
ACH-000146,0.19109681789635333
ACH-000148,0.15583328007364916
ACH-000150,0.04935911083130159
ACH-000152,0.04346840663306184
ACH-000153,0.1439833415775946
ACH-000159,0.14000576643269158
ACH-000160,0.08904264542060768
ACH-000163,0.2340876210846772
ACH-000167,0.14045774719976106
ACH-000168,-0.11416847639553085
ACH-000169,0.02597602412055549
ACH-000178,0.19671275243190195
ACH-000183,-0.09046474576479492
ACH-000188,0.13590933023039134
ACH-000189,0.12617413906357053
ACH-000190,0.09683802262656767
ACH-000198,0.09735081091133672
ACH-000203,-0.19380871448698891
ACH-000204,0.11338305451837374
ACH-000206,0.19368132364863666
ACH-000207,0.00867136764828324
ACH-000208,0.1910638699250396
ACH-000210,0.2197936921684788
ACH-000211,0.05337635585235896
ACH-000215,0.08686720264931029
ACH-000221,0.3156648503864418
ACH-000222,0.006960667731293965
ACH-000223,0.11803532683090345
ACH-000226,0.2192743404604101
ACH-000227,0.11287398841927485
ACH-000228,0.13275662727277154
ACH-000231,0.0787903066860426
ACH-000232,0.15647615296191644
ACH-000233,0.15577827485001072
ACH-000234,0.04234893288784247
ACH-000235,0.0833690539529328
ACH-000237,0.020386730656357124
ACH-000238,0.13374499727323222
ACH-000242,0.3054267265152533
ACH-000243,0.10329443497499953
ACH-000244,0.3523606771008461
ACH-000246,0.10595486717423262
ACH-000248,0.06875366716074102
ACH-000250,0.0944837991954286
ACH-000251,-0.07262966503863408
ACH-000252,0.1003672582948366
ACH-000253,0.14568636074758895
ACH-000255,0.12953924806163952
ACH-000256,0.16350821197859178
ACH-000257,-0.06922707280110102
ACH-000258,0.03512181456904658
ACH-000259,0.32411681320063074
ACH-000260,0.18413952505020015
ACH-000261,0.0671931535552294
ACH-000262,-0.0030317832856196912
ACH-000263,0.182757473940626
ACH-000264,0.0559817574340248
ACH-000265,0.21568514616044876
ACH-000266,0.11542565700920193
ACH-000272,0.0449898097864248
ACH-000274,0.16723110234977828
ACH-000277,0.26394938053883105
ACH-000278,0.032581646468324635
ACH-000279,0.03860407115301441
ACH-000280,0.06343529399767064
ACH-000281,0.12725515667546328
ACH-000288,0.14641769446273126
ACH-000291,0.2380979961682819
ACH-000293,0.07944534263466536
ACH-000294,-0.1745261545756704
ACH-000295,0.07203405978911552
ACH-000296,0.18248137088824554
ACH-000302,0.07438131781065485
ACH-000304,0.14706620409080673
ACH-000307,-0.002185987048163157
ACH-000308,0.08983995181552164
ACH-000310,0.20448392816792865
ACH-000311,0.17594821082019846
ACH-000312,0.028688254208281312
ACH-000315,0.3176795755366857
ACH-000316,0.1722016368277953
ACH-000317,0.13145482179044818
ACH-000318,0.16197286364528365
ACH-000319,0.2609925855449891
ACH-000320,0.11645951681901695
ACH-000322,0.3863676166212373
ACH-000323,0.04125992291389992
ACH-000324,0.1948310919413907
ACH-000329,0.06704244063980484
ACH-000330,0.10646118832551138
ACH-000331,0.13082766570529938
ACH-000332,0.12620866624301258
ACH-000334,0.07154490025682934
ACH-000335,0.20664252133920186
ACH-000336,0.307401120957461
ACH-000337,-0.2052950675748364
ACH-000338,-0.06655510746657782
ACH-000339,0.12963670142738115
ACH-000341,0.07361834729786756
ACH-000348,0.04059717887476982
ACH-000350,0.12157200942960705
ACH-000352,0.03141089394710765
ACH-000356,-0.04292626315616429
ACH-000361,0.0049043375200643145
ACH-000362,0.06954138626928838
ACH-000363,0.03670934483978222
ACH-000364,0.11053829625773133
ACH-000365,0.10142626810272563
ACH-000366,0.08908558964972679
ACH-000368,-0.01425717161980507
