,GLIS2 (84662)
ACH-000004,-0.2389820163584195
ACH-000005,-0.07548040385252658
ACH-000007,-0.37712272296925936
ACH-000009,-0.06563957876227319
ACH-000011,-0.08647218839546536
ACH-000012,-0.3704998887112385
ACH-000013,-0.28512607820489205
ACH-000014,-0.2392688655527225
ACH-000015,-0.2588929830861037
ACH-000017,-0.13276079529898085
ACH-000018,-0.3035896659525718
ACH-000019,-0.23356288794674054
ACH-000021,-0.19361736215472408
ACH-000022,-0.1747450566792231
ACH-000025,-0.3841555527983365
ACH-000028,-0.18602982084698969
ACH-000030,-0.047709178254536286
ACH-000035,-0.12474871514968787
ACH-000036,-0.4293593053004055
ACH-000037,-0.35348189806077396
ACH-000039,-0.024394671786649988
ACH-000040,-0.09046599323608766
ACH-000041,-0.1925533260177028
ACH-000042,-0.2605244193778122
ACH-000045,-0.21996872747489926
ACH-000047,-0.3217004191344416
ACH-000052,-0.17015541637271198
ACH-000053,-0.2508328052404227
ACH-000054,-0.17758317730047124
ACH-000055,-0.05409442965150591
ACH-000060,-0.21457032082589392
ACH-000067,-0.13330234586578565
ACH-000070,-0.0993071963834841
ACH-000075,-0.08023152560931372
ACH-000078,-0.11856334850800015
ACH-000082,-0.22455792115768208
ACH-000085,-0.20816026692948608
ACH-000086,-0.09239848642113316
ACH-000087,-0.07030203489608929
ACH-000092,-0.2421567941110353
ACH-000095,-0.1738041643849363
ACH-000097,-0.2892984272511785
ACH-000098,-0.36200790487974543
ACH-000099,-0.16924667901119145
ACH-000108,-0.2717588599895194
ACH-000113,-0.2535277361857074
ACH-000116,-0.192512237076396
ACH-000118,-0.2127724959700464
ACH-000120,-0.13553980469147842
ACH-000123,-0.22322679478377047
ACH-000127,-0.17615049494730536
ACH-000128,-0.28684655971372314
ACH-000132,-0.3238366001645751
ACH-000133,-0.1652386335299285
ACH-000137,-0.020507943664763842
ACH-000138,-0.22258209641358825
ACH-000142,-0.236236912825089
ACH-000143,-0.37048457819521935
ACH-000146,-0.1961118877393719
ACH-000148,-0.21361618380432584
ACH-000150,-0.3391412826300464
ACH-000152,-0.1563666943222773
ACH-000153,-0.1079417413256528
ACH-000159,-0.2571388383422094
ACH-000160,-0.14725127632533244
ACH-000163,-0.19977008437456972
