,MUT (4594)
ACH-000004,-0.00038864831831161167
ACH-000005,0.18538680825826576
ACH-000007,-0.04636944521644922
ACH-000009,0.11628014889225008
ACH-000011,0.13083393940632365
ACH-000012,0.01522034556487612
ACH-000013,0.002027352314466466
ACH-000014,0.052054071165339263
ACH-000015,0.12163885366610395
ACH-000017,0.009690154446991905
ACH-000018,0.07481475179857408
ACH-000019,-0.005986002882273996
ACH-000021,0.11689213128922588
ACH-000022,0.05089046126022547
ACH-000025,0.00496016051679578
ACH-000028,-0.07490841911878199
ACH-000030,0.13832633970801628
ACH-000035,-0.028407172516802512
ACH-000036,-0.030877401898705543
ACH-000037,0.14834712874969405
ACH-000039,0.034445713166096036
ACH-000040,0.013166937441634226
ACH-000041,0.1658000205761814
ACH-000042,0.08975976144807375
ACH-000045,0.13821461068714302
ACH-000047,0.1520869920508537
ACH-000052,0.12150767816718723
ACH-000053,0.03746096112505674
ACH-000054,0.026939800805369042
ACH-000055,-0.007385504454210802
ACH-000060,0.10182127102087853
ACH-000067,-0.12606370642978235
ACH-000070,0.01894840324538312
ACH-000075,0.267518226275209
ACH-000078,0.10902674282906716
ACH-000082,0.0012843048338629795
ACH-000085,0.13188360460368942
ACH-000086,0.106975080924974
ACH-000087,-0.045258013715037695
ACH-000092,0.030546524638513477
ACH-000095,0.01462111012263258
ACH-000097,0.08688677729497031
ACH-000098,-0.08793155062797807
ACH-000099,0.12537705229821333
ACH-000108,-0.03616740673722331
ACH-000113,0.0640414087978218
ACH-000116,0.08399632216122932
ACH-000118,0.11448924322400755
ACH-000120,0.02659249943328638
ACH-000123,0.048375110253249816
ACH-000127,0.029072135091132836
ACH-000128,0.0931791684346736
ACH-000132,0.004502272164263707
ACH-000133,-0.011579956252923284
ACH-000137,0.09999710464729528
ACH-000138,0.04798743500317136
ACH-000142,0.25783599426532955
ACH-000143,-0.050296358734378085
ACH-000146,0.0980000478451606
ACH-000148,0.0677570453349422
ACH-000150,0.021365154109471183
ACH-000152,0.05051986638632987
ACH-000153,0.17355604597053706
ACH-000159,0.09379566967879104
ACH-000160,-0.034968819237191126
ACH-000163,0.08973349208468291
ACH-000167,-0.017289451118308968
ACH-000168,0.20291381817964446
ACH-000169,0.08063302624443112
ACH-000178,0.17188870478372134
ACH-000183,0.07961383406643241
ACH-000188,0.10568562001278027
ACH-000189,0.3152261033923093
ACH-000190,-0.0995408504383105
ACH-000198,0.04550022664617267
ACH-000203,0.3146705470350387
ACH-000204,0.13213974458903874
ACH-000206,0.1977115136347933
ACH-000207,0.03940162087552253
ACH-000208,-0.05687741111631224
ACH-000210,0.1967159927799552
ACH-000211,0.13345343566930834
ACH-000215,-0.00010678787161371604
ACH-000221,0.1516156716760312
ACH-000222,-0.08952884399773096
ACH-000223,-0.016642185165401474
ACH-000226,0.15594223752873165
ACH-000227,-0.057479032365010424
ACH-000228,0.03176381214991583
ACH-000231,-0.03988852410328582
ACH-000232,0.038763103541541534
ACH-000233,0.0060843668135570975
ACH-000234,0.07252159235099119
ACH-000235,0.05185590179161443
ACH-000237,0.07284665700429792
ACH-000238,-0.015851153789794584
ACH-000242,0.27677499318132465
ACH-000243,0.06955114020102884
ACH-000244,0.016690574981414737
ACH-000246,-0.03123768505506725
ACH-000248,-0.04640746319386466
ACH-000250,0.0512242432904216
ACH-000251,-0.0860182585685922
ACH-000252,-0.053011676971631685
ACH-000253,0.017677016417950716
ACH-000255,0.11211501284803534
ACH-000256,0.2501051718175547
ACH-000257,0.1573027394905269
ACH-000258,-0.0823296702181569
ACH-000259,0.06681406121859647
ACH-000260,-0.007250224913432305
ACH-000261,0.045645138073543916
ACH-000262,0.07379291601471281
ACH-000263,0.15280899746192822
ACH-000264,-0.13635295740155234
ACH-000265,0.0224364188074653
ACH-000266,0.06773097107438153
ACH-000272,0.04744523614398684
ACH-000274,0.11118447729881964
ACH-000277,0.12127982021389255
ACH-000278,0.04692481363125254
ACH-000279,0.04744611484587689
ACH-000280,0.12794275155744414
ACH-000281,0.15215589488544215
ACH-000288,0.06719047462834565
ACH-000291,0.14109467038217774
ACH-000293,-0.08107075412218487
ACH-000294,0.16686560319311794
ACH-000295,0.057683973750220024
ACH-000296,0.09771605766452893
ACH-000302,0.05147590840566398
ACH-000304,0.06459471744432363
ACH-000307,0.008539231662775449
ACH-000308,0.07656022405095975
ACH-000310,0.07863823282571687
ACH-000311,0.1498935638557989
ACH-000312,0.07443825346343427
ACH-000315,0.2234791708966547
ACH-000316,0.0241838157474137
ACH-000317,0.06514013211536104
ACH-000318,0.16480549498324668
ACH-000319,0.11281501740693453
ACH-000320,0.09858065720003747
ACH-000322,0.048434817672981766
ACH-000323,-0.011569080826110894
ACH-000324,0.13725494126267854
ACH-000329,0.11269039046496925
ACH-000330,0.043026811405830534
ACH-000331,0.019267206108413547
ACH-000332,0.039674944400155294
ACH-000334,0.18034925943715047
ACH-000335,0.0540009360522957
ACH-000336,0.1405016869581123
ACH-000337,0.12869037450264673
ACH-000338,-0.1271118210517101
ACH-000339,0.12272708870794174
ACH-000341,-0.03434899588642406
ACH-000348,0.08013161689578165
ACH-000350,0.2343674714595035
ACH-000352,0.04815808927870559
ACH-000356,0.08682892767913461
ACH-000361,0.09504217763747336
ACH-000362,-0.02042084241286696
ACH-000363,0.1796179697364241
ACH-000364,0.08343773660426594
ACH-000365,0.1036798668920736
ACH-000366,0.12906856409794148
ACH-000368,-0.046073807651748136
ACH-000374,0.030784671653258686
ACH-000375,0.12614553036982898
ACH-000376,0.027934719602957608
ACH-000381,0.18260113961251093
ACH-000383,0.10503230145443407
