,PLD4 (122618)
ACH-000004,0.10303693128551156
ACH-000005,-0.17198453056153432
ACH-000007,-0.08571978431622868
ACH-000009,-0.22517193353077794
ACH-000011,-0.08658192987822454
ACH-000012,-0.046125005248505636
ACH-000013,-0.10931225035356322
ACH-000014,-0.026946867815286813
ACH-000015,-0.015470188653403326
ACH-000017,-0.0507557785170987
ACH-000018,0.04648020218019253
ACH-000019,-0.03542988234211117
ACH-000021,-0.07059548869965251
ACH-000022,-0.3248093939404152
ACH-000025,0.02937752444446456
ACH-000028,-0.27550473542354514
ACH-000030,-0.12211160539429325
ACH-000035,-0.16065229593336414
ACH-000036,0.02961900466820018
ACH-000037,-0.18820808759219987
ACH-000039,-0.2540619115822245
ACH-000040,-0.06921067435855012
ACH-000041,-0.05474765041361823
ACH-000042,-0.183912574182968
ACH-000045,-0.05337163559287148
ACH-000047,-0.13440455483144004
ACH-000052,-0.10197329260392718
ACH-000053,-0.2687950515838001
ACH-000054,-0.1811257266880382
ACH-000055,-0.07293049296374075
ACH-000060,-0.17875207469197835
ACH-000067,-0.13468953141885795
ACH-000070,-0.22615726734298305
ACH-000075,-0.11219468213424194
ACH-000078,-0.3147518575181077
ACH-000082,-0.10475534838608444
ACH-000085,-0.17748126791020974
ACH-000086,-0.13502842302343185
ACH-000087,-0.1326790692855936
ACH-000092,-0.039274877956127024
ACH-000095,-0.1341010694967552
ACH-000097,-0.11519031300557606
ACH-000098,-0.09875002698423656
ACH-000099,-0.03208979178403766
ACH-000108,-0.015019622119210747
ACH-000113,-0.0876112660208813
ACH-000116,-0.2359387824587987
ACH-000118,-0.12739502377881956
ACH-000120,-0.1871589993254587
ACH-000123,-0.1688093519754996
ACH-000127,-0.13825595592825315
ACH-000128,0.07046818863970104
ACH-000132,-0.17191535161421534
ACH-000133,-0.2805702303506504
ACH-000137,-0.06334434646135897
ACH-000138,-0.0365798466989757
ACH-000142,-0.17822865758149956
ACH-000143,0.1693072166643751
ACH-000146,-0.08969863983987289
ACH-000148,-0.18777267574029666
ACH-000150,-0.15733698509922708
ACH-000152,-0.10455922646765096
ACH-000153,0.058378752391752074
ACH-000159,-0.05823023091368317
ACH-000160,-0.14472825888981505
ACH-000163,-0.08530384538534169
ACH-000167,-0.11850135379770955
ACH-000168,-0.19220527855590688
ACH-000169,-0.1870766487770676
ACH-000178,-0.11385200165375887
ACH-000183,-0.19446998566044346
ACH-000188,-0.13752862364153576
ACH-000189,-0.6598959731718183
ACH-000190,-0.5823730080870417
ACH-000198,-0.03163400142313953
ACH-000203,0.11286655054342873
ACH-000204,0.07526391102384823
ACH-000206,0.04229316287316905
ACH-000207,-0.3803428939847099
ACH-000208,-0.07752042278681846
ACH-000210,0.0943609686443741
ACH-000211,-0.1841993572392353
ACH-000215,-0.036776379036034826
ACH-000221,0.07995028427333521
ACH-000222,-0.1386103920271425
ACH-000223,-0.057838267806037263
ACH-000226,-0.1698264311832368
ACH-000227,-0.17136613166068562
ACH-000228,-0.08883027697302763
ACH-000231,-0.13585417354933216
ACH-000232,-0.16283771066932193
ACH-000233,-0.0035651540422559744
ACH-000234,-0.08620637926224269
ACH-000235,-0.08782174118311474
ACH-000237,-0.05433146855097325
ACH-000238,-0.2395365977028925
ACH-000242,-0.2711910272142135
ACH-000243,-0.08218619380320565
ACH-000244,0.12452927702273513
ACH-000246,-0.1777402057686501
ACH-000248,-0.09320018220178647
ACH-000250,-0.14411497226335535
ACH-000251,-0.4529536253489639
ACH-000252,-0.11958364612419968
ACH-000253,-0.11477509170018355
ACH-000255,-0.021023450360854824
ACH-000256,-0.10811173876124977
ACH-000257,-0.30359856040069017
ACH-000258,-0.08577267513674447
ACH-000259,-0.01789178756381863
ACH-000260,-0.20662514525792774
ACH-000261,-0.07946780412561577
ACH-000262,-0.1163107260685748
ACH-000263,-0.2857170911694277
ACH-000264,-0.046188277109441116
ACH-000265,-0.12760705389475735
ACH-000266,-0.10344419468465277
ACH-000272,-0.08565213339202929
ACH-000274,-0.22580875578502746
ACH-000277,-0.04730910372495112
ACH-000278,-0.09831003337912407
ACH-000279,0.06457537407751142
ACH-000280,-0.2621225296470437
ACH-000281,-0.20312323735828805
ACH-000288,-0.14404249314863274
ACH-000291,-0.07178891129001277
ACH-000293,-0.18301472181289555
ACH-000294,-0.2280159492946903
ACH-000295,-0.20574327338029572
ACH-000296,-0.1571346509456095
ACH-000302,-0.16023791488181707
ACH-000304,0.18201088118229364
ACH-000307,-0.15388664046493014
ACH-000308,-0.14875702889357395
ACH-000310,-0.16830219847872588
ACH-000311,-0.023882097083814325
ACH-000312,-0.04024335845575283
ACH-000315,-0.2602137962611459
ACH-000316,-0.0874677613200472
ACH-000317,-0.14310982431615174
ACH-000318,-0.04411888145030505
ACH-000319,-0.1738108959823387
ACH-000320,-0.12286455608444427
ACH-000322,-0.2304152451939066
ACH-000323,-0.1312982239169192
ACH-000324,-0.20054927648360896
ACH-000329,-0.060318646795318086
ACH-000330,-0.012572740134026409
ACH-000331,-0.03259147420672372
ACH-000332,-0.09739732993285287
ACH-000334,-0.1928916754318612
ACH-000335,0.02330333789678742
ACH-000336,-0.11125113582990692
ACH-000337,-0.2614729637599291
ACH-000338,-0.461886804227873
ACH-000339,-0.13591912551150534
ACH-000341,0.10537271572302026
ACH-000348,-0.1856988638486549
ACH-000350,-0.18235032812353885
ACH-000352,-0.04385959860443675
ACH-000356,-0.1399802728967772
ACH-000361,-0.00018600729582000624
ACH-000362,-0.0923443725350473
ACH-000363,-0.180435898780654
ACH-000364,-0.13621217462482382
ACH-000365,0.011596797126108343
ACH-000366,-0.13596635209200753
ACH-000368,-0.2592502763371345
ACH-000374,0.0036223910385546096
ACH-000375,-0.14173314580712648
ACH-000376,-0.2554685463279007
ACH-000381,-0.3171681348432768
ACH-000383,-0.14692245497847276
ACH-000387,-0.18950952909239446
ACH-000389,-0.07900568283489014
ACH-000390,-0.12115325044606035
ACH-000393,-0.1870343955146356
ACH-000395,-0.2181481229921096
ACH-000396,0.011188036063213105
ACH-000397,0.0493588191361301
ACH-000401,-0.3558324240620709
ACH-000402,-0.14665374323025454
ACH-000403,-0.10726424278242676
ACH-000404,0.08065518040561882
ACH-000406,-0.17189843286020556
ACH-000407,-0.06013364180270135
ACH-000408,0.05388941338399587
ACH-000410,-0.051217851306965816
ACH-000411,-0.20333620969988503
ACH-000414,-0.08180941712714565
ACH-000415,-0.03078175522476725
ACH-000416,-0.1559617565216202
ACH-000420,-0.2987590980816036
ACH-000421,-0.1846560196120894
ACH-000424,-0.19168619971573908
ACH-000425,-0.04654067050921232
ACH-000426,-0.14470961384854514
ACH-000427,-0.2085615153198822
ACH-000433,-0.15960531934348546
ACH-000435,-0.10555813529120103
ACH-000436,-0.3531687443803578
ACH-000444,-0.0393045947121339
ACH-000445,-0.15488793066745446
ACH-000448,-0.12580032081315945
ACH-000450,-0.12775497971621752
ACH-000452,-0.1135386516144148
ACH-000454,-0.08019742257853106
ACH-000458,0.03112362138340864
ACH-000459,0.02271014792155229
ACH-000460,-0.2517990319364452
ACH-000461,0.005960037541155107
ACH-000463,-0.0879136574728397
ACH-000464,-0.24416888266970685
ACH-000466,-0.04085891116985298
ACH-000467,-0.10537481606225478
ACH-000468,-0.126511414954145
ACH-000469,-0.19983165096003275
ACH-000470,-0.12162459294390697
ACH-000471,-0.05624233509226016
ACH-000472,-0.18339680102300285
ACH-000473,-0.12859457208448075
ACH-000475,-0.10698245446059586
ACH-000476,-0.08844359163681957
ACH-000477,0.07917529450199916
ACH-000479,0.04948175204521495
ACH-000480,-0.31470293269504285
ACH-000481,-0.062321007331647436
ACH-000483,0.02112938273991005
ACH-000484,-0.18130450836332426
ACH-000485,-0.3966628547559544
ACH-000486,-0.12655882020174442
ACH-000487,0.0116528004468788
ACH-000488,-0.059712118634012636
ACH-000490,-0.10485689361712354
ACH-000491,-0.10416295617581317
ACH-000495,-0.06923383858219981
ACH-000496,0.003411573146407441
ACH-000499,-0.09191914138070108
ACH-000500,-0.34991726378814003
ACH-000502,-0.22454626439334344
ACH-000503,-0.05672157563242715
ACH-000505,-0.1708970152522257
ACH-000507,-0.11907894907224922
ACH-000510,-0.022313586744954168
ACH-000511,-0.11773522551899382
ACH-000512,-0.20985502425668195
ACH-000516,-0.15434490003497414
ACH-000517,-0.230962339313016
ACH-000518,-0.08059786215733633
ACH-000520,0.003838968193761335
ACH-000521,-0.4077876645367814
ACH-000522,-0.06273303241282427
ACH-000524,-0.2293791317900081
ACH-000527,-0.1495476971605088
ACH-000528,-0.09817895929771148
ACH-000537,-0.06640822907754201
ACH-000541,-0.1178716086493521
ACH-000542,-0.1760460840955116
ACH-000544,0.1613643927187403
ACH-000545,-0.0683312788684155
ACH-000547,-0.13600369447756525
ACH-000548,-0.029308090335399137
ACH-000549,0.04378237650871655
ACH-000550,-0.07351682462601161
ACH-000552,-0.15023662295934725
ACH-000556,-0.11583387557713652
ACH-000557,-0.08205852485397172
ACH-000569,0.13262579623537366
ACH-000570,-0.1085042808029656
ACH-000571,-0.1674336968711185
ACH-000573,-0.061080269390505815
ACH-000576,-0.055087732333700665
ACH-000579,-0.030589103426695807
ACH-000580,-0.4181504693430767
ACH-000584,-0.2381714647285748
ACH-000585,-0.10962738516091873
ACH-000588,-0.16526786017945064
ACH-000589,0.0020937985165727585
ACH-000591,-0.23240675219692164
ACH-000593,-0.07179345430562763
ACH-000600,-0.0699594288191385
ACH-000601,-0.03828788738927864
ACH-000605,-0.07882585454486989
ACH-000606,-0.1258475793037928
ACH-000608,-0.04978829533592063
ACH-000614,-0.00030205656217211884
ACH-000616,-0.06402306674174488
ACH-000618,-0.059602680024723735
ACH-000619,0.05372971831199834
ACH-000620,-0.18756548996946504
ACH-000621,-0.11757416347456337
ACH-000622,-0.25729244393899503
ACH-000623,-0.3000308413903282
ACH-000624,-0.07685512560217818
ACH-000627,-0.235740198929272
ACH-000630,-0.035972376310027115
ACH-000631,-0.3557360035559032
ACH-000632,-0.05875573798946026
ACH-000633,-0.1269783963215546
ACH-000637,-0.012366015340862449
ACH-000638,-0.1211557565905402
ACH-000646,-0.14996359606195073
ACH-000647,-0.06954098509530565
ACH-000648,-0.21448377433277846
ACH-000649,-0.17822717171300634
ACH-000651,-0.14663401365204942
ACH-000652,-0.1637281566290433
ACH-000653,-0.2278109695426412
ACH-000657,-0.11595487179677864
ACH-000658,-0.1194399327078489
ACH-000661,-0.13671288955429978
ACH-000662,-0.048546362613750366
ACH-000663,-0.13972856785107665
ACH-000665,-0.10328913928973568
ACH-000671,-0.039905428691800464
ACH-000672,-0.5749875895434056
ACH-000673,-0.1189364104185022
ACH-000676,-0.19071399364616115
ACH-000677,-0.1296642542272991
ACH-000681,-0.04784327832933017
ACH-000683,-0.11478788560161525
ACH-000684,-0.1238190916088544
ACH-000688,-0.14082633610614992
ACH-000693,-0.09619059853330332
ACH-000694,-0.14328080559215425
ACH-000695,-0.0055520863666835745
ACH-000696,-0.09830521853028516
ACH-000697,-0.07567030686575144
ACH-000699,-0.028464813598980912
ACH-000701,-0.2277778203869011
ACH-000706,-0.1933158364299562
ACH-000711,-0.08540684036034575
ACH-000713,-0.16864109883563974
ACH-000714,-0.17193013961206888
ACH-000718,-0.024857660035903888
ACH-000720,-0.038779347338041836
ACH-000721,-0.1022544867620662
ACH-000724,-0.14940894475714592
ACH-000725,0.022509509441532974
ACH-000732,0.08506533265445844
ACH-000734,-0.058823115813236265
ACH-000735,-0.11596610888356998
ACH-000736,-0.13599009588596492
ACH-000738,-0.3026031078112049
ACH-000746,0.042763295627842916
ACH-000747,-0.14886878339944604
ACH-000748,-0.12160529464227506
ACH-000753,-0.03849856579995185
ACH-000756,-0.22337036546379468
ACH-000757,-0.08241012279800024
ACH-000758,-0.17983194457321158
ACH-000760,-0.026322158694747785
ACH-000762,-0.02234022252007713
ACH-000763,-0.00462785256313315
ACH-000764,0.057539181274218865
ACH-000765,-0.052080788965572486
ACH-000766,-0.04465719514654038
