,ZC3H12A (80149)
ACH-000004,-0.16279585763513074
ACH-000005,-0.2599228399576088
ACH-000007,-0.14873293311842548
ACH-000009,-0.181924594612126
ACH-000011,-0.1847474614028291
ACH-000012,0.008295032593520331
ACH-000013,-0.07412068796427919
ACH-000014,-0.09966966077449696
ACH-000015,-0.23612392193284865
ACH-000017,-0.07552985292199171
ACH-000018,-0.05737239624007157
ACH-000019,-0.35006319359067856
ACH-000021,-0.047883324357305135
ACH-000022,0.00956954698828639
ACH-000025,-0.2031417476910293
ACH-000028,-0.12101210788014186
ACH-000030,-0.01823644598454069
ACH-000035,-0.08991902650980703
ACH-000036,-0.11230937436027798
ACH-000037,-0.22424603293071493
ACH-000039,0.09804626713659424
ACH-000040,-0.18544048337073585
ACH-000041,-0.1187468280352804
ACH-000042,-0.13469893171255407
ACH-000045,-0.21893296336739715
ACH-000047,0.1538078582469731
ACH-000052,-0.10886079282983248
ACH-000053,-0.05629945187612565
ACH-000054,-0.11327569985501135
ACH-000055,-0.17695391640270872
ACH-000060,-0.11320312318276213
ACH-000067,-0.09306770326469097
ACH-000070,-0.07881416345774478
ACH-000075,-0.5095895645074042
ACH-000078,-0.09183651730198143
ACH-000082,-0.14661910709248524
ACH-000085,-0.20645880984743206
ACH-000086,0.04827065605925344
ACH-000087,-0.17335076103835834
ACH-000092,-0.13552308726622378
ACH-000095,-0.06456374526786521
ACH-000097,0.002814402078004695
ACH-000098,-0.07474136093802962
ACH-000099,-0.22330923210712844
ACH-000108,-0.06545532993254717
ACH-000113,-0.051904535123618985
ACH-000116,-0.11596419800937305
ACH-000118,-0.04295632578920975
ACH-000120,-0.08127894847575451
ACH-000123,-0.08746326290962213
ACH-000127,0.02460766007873583
ACH-000128,0.03442852694560787
ACH-000132,-0.29253026238420915
ACH-000133,-0.2255116393759624
ACH-000137,-0.21501518902714645
ACH-000138,-0.1111638113515112
ACH-000142,-0.08290631487062823
ACH-000143,-0.2365007731643953
ACH-000146,-0.1760404541826307
ACH-000148,-0.02163971069596493
ACH-000150,-0.19075913947095471
ACH-000152,-0.20724282986721868
ACH-000153,-0.0693151748938143
ACH-000159,-0.08511383389232198
ACH-000160,-0.09550117993239547
ACH-000163,-0.05226998302277828
ACH-000167,-0.39215297152331546
ACH-000168,-0.06835008016260104
ACH-000169,-0.2619971573902296
ACH-000178,0.007592186476424144
ACH-000183,0.038963681474741635
ACH-000188,-0.24542983279420966
ACH-000189,-0.08653091063518807
ACH-000190,-0.05326335466515327
ACH-000198,0.12516400257447652
ACH-000203,-0.21042228188289025
ACH-000204,-0.1774958458158867
ACH-000206,-0.2713886793264895
ACH-000207,-0.16329416372819913
ACH-000208,0.20826924807013208
ACH-000210,-0.09648749181233324
ACH-000211,-0.06622647686449902
ACH-000215,-0.07245808662680389
ACH-000221,-0.10150248207682436
ACH-000222,0.0039334836895201395
ACH-000223,-0.074284817680866
ACH-000226,-0.10878152774191956
ACH-000227,-0.08229677651011222
ACH-000228,-0.14623205679328952
ACH-000231,-0.09335918764204143
ACH-000232,-0.016857024184435233
ACH-000233,-0.12317022911053488
ACH-000234,-0.032909502873327195
ACH-000235,-0.05644290890741128
ACH-000237,-0.1119118106484566
ACH-000238,-0.01423126097028313
ACH-000242,-0.15441208121833494
ACH-000243,-0.06644525903474544
ACH-000244,-0.08129983037855007
ACH-000246,0.0647257775074137
ACH-000248,-0.13250341824630585
ACH-000250,-0.07057702763787964
ACH-000251,0.0860254098171119
ACH-000252,-0.05181760942995206
ACH-000253,0.031201887887656713
ACH-000255,-0.3085614383037903
ACH-000256,-0.08542276096627159
ACH-000257,-0.15688543733221702
ACH-000258,-0.2754931997112718
ACH-000259,-0.1558392828758343
ACH-000260,-0.21231191446152145
ACH-000261,-0.09439322798007342
ACH-000262,0.02013896587908145
ACH-000263,-0.007467192857460487
ACH-000264,-0.26669932650901673
ACH-000265,-0.10487165168364837
ACH-000266,-0.1748103810274571
ACH-000272,-0.2294287238680821
ACH-000274,-0.11049261196953894
ACH-000277,0.018242388515731036
ACH-000278,-0.00230740494141362
ACH-000279,-0.06954813375158707
ACH-000280,-0.13528243423308886
ACH-000281,0.033073846544543664
ACH-000288,-0.14103963749729778
ACH-000291,0.21780827724480947
ACH-000293,-0.2323811017333129
ACH-000294,0.017149824547773213
ACH-000295,-0.13356117124397146
ACH-000296,-0.224530712650457
ACH-000302,-0.13766981419540766
ACH-000304,-0.2022556162126428
ACH-000307,-0.0614285401235822
ACH-000308,-0.01419557949582325
ACH-000310,-0.13736163679755928
ACH-000311,0.1614667180335562
ACH-000312,-0.24281822009960194
ACH-000315,-0.19839650166951492
ACH-000316,-0.08958094128572468
ACH-000317,-0.18250029793348707
ACH-000318,-0.2205859163846284
ACH-000319,-0.009774132778825604
ACH-000320,-0.24725580999846186
ACH-000322,0.002691018420567662
ACH-000323,0.0007885326890216495
ACH-000324,0.058183584812146937
ACH-000329,-0.01408457103913608
ACH-000330,-0.19383949741808773
ACH-000331,-0.2895084818280002
