,ABCG1 (9619)
ACH-000004,-0.7342833110381901
ACH-000005,-0.914280499542412
ACH-000007,-0.3382777659707974
ACH-000009,-0.3384887155130222
ACH-000011,-0.2499200173380916
ACH-000012,-0.3459274828188953
ACH-000013,-0.7287847080640418
ACH-000014,-0.38679545944805777
ACH-000015,-0.5182309576755202
ACH-000017,-0.3754921459003192
ACH-000018,-0.225604666048102
ACH-000019,-0.2780105411307266
ACH-000021,-0.3409360302182624
ACH-000022,-0.3148724853784847
ACH-000025,-0.2269400584978549
ACH-000028,-0.3384987451447932
ACH-000030,-0.412582181743072
ACH-000035,-0.3201651791281244
ACH-000036,-0.14151814324305584
ACH-000037,-0.5666369228003774
ACH-000039,-0.5837300986829144
ACH-000040,-0.11768422205123676
ACH-000041,-0.7226292598579979
ACH-000042,-0.4459180867382269
ACH-000045,-0.4256187170651857
ACH-000047,-0.3002542132593876
ACH-000052,-0.19493317373452207
ACH-000053,-0.34543860434312784
ACH-000054,-0.17597644728808512
ACH-000055,-0.21950376846341116
ACH-000060,-0.4313867685654425
ACH-000067,-0.09164229756286868
ACH-000070,-0.3695231267023391
ACH-000075,-0.20102995439362212
ACH-000078,-0.4489131572336091
ACH-000082,-0.3403484342240288
ACH-000085,-0.5133953515776827
ACH-000086,-0.489041390012817
ACH-000087,-0.6224002508130839
ACH-000092,-0.34580782947265554
ACH-000095,-0.3698292623619125
ACH-000097,-0.3934722695518864
ACH-000098,-0.20424849824860453
ACH-000099,-0.3557403347710111
ACH-000108,-0.4063976392061317
ACH-000113,-0.4705496452608055
ACH-000116,-0.5051891195730797
ACH-000118,-0.4144943861918637
ACH-000120,-0.2790502655825535
ACH-000123,-0.4427746811040175
ACH-000127,-0.5431673451868936
ACH-000128,-0.1907251984474592
ACH-000132,-0.23398079488275256
ACH-000133,-0.2792421641877628
ACH-000137,-0.2096142345492677
ACH-000138,-0.2960333337792558
ACH-000142,-0.21994816586197105
ACH-000143,-0.21999545948022908
ACH-000146,-0.5870002706243187
ACH-000148,-0.4464831364483177
ACH-000150,-0.30136558149773385
ACH-000152,-0.13503903729446462
ACH-000153,-0.35370637640901703
ACH-000159,-0.3828751369278913
ACH-000160,-0.5433184048870244
ACH-000163,-0.3680633212576251
ACH-000167,-1.0793419790248104
ACH-000168,-0.4642453289462844
ACH-000169,-0.166041732470806
ACH-000178,-0.33169614790880336
ACH-000183,-0.45002347137028176
ACH-000188,-0.3969593322252768
ACH-000189,-0.5324911062970251
ACH-000190,-0.4680086723707495
ACH-000198,-0.22344303511721986
ACH-000203,0.12031986680261753
ACH-000204,-0.15807654546062902
ACH-000206,-0.8515676393318659
ACH-000207,-0.4570277281956698
ACH-000208,-0.3648994753312396
ACH-000210,-0.2922867452200169
ACH-000211,-0.3531379664043377
ACH-000215,-0.3541309218767961
ACH-000221,-0.7044939055511249
ACH-000222,-0.2337714923386005
ACH-000223,-0.3858905725681072
ACH-000226,-0.5091557990048048
ACH-000227,-0.5735351886700204
ACH-000228,-0.5102059659355888
ACH-000231,-0.3775770724523722
ACH-000232,-0.37950658254239145
ACH-000233,-0.4076922837743703
ACH-000234,-0.5430055024135232
ACH-000235,-0.4716264275782691
ACH-000237,-0.3983609742528776
ACH-000238,-0.037196465672099034
ACH-000242,-0.2556677491378735
ACH-000243,-0.29742596847237035
ACH-000244,-0.3281860402408169
ACH-000246,-0.4071836699186448
ACH-000248,-0.232071204562742
ACH-000250,-0.4232421653134052
ACH-000251,-0.15355129173807314
ACH-000252,0.1258661768818372
ACH-000253,-0.2515723463546636
ACH-000255,-0.3223130830027042
ACH-000256,-0.4097420670383864
ACH-000257,-0.3934973829026279
ACH-000258,-0.2505674428983605
ACH-000259,-0.4933332945678397
ACH-000260,-0.5224974313986611
ACH-000261,-0.4948220618413097
ACH-000262,-0.06131458935595216
ACH-000263,-0.6137554478148602
ACH-000264,-0.4347397947048038
ACH-000265,-0.4329732232598129
ACH-000266,-0.4338225131578802
ACH-000272,-0.374579586000782
ACH-000274,-0.3528063908104956
ACH-000277,-0.3862910017136377
ACH-000278,-0.3801582737253854
ACH-000279,-0.4804274423412729
ACH-000280,-0.4659154081033685
ACH-000281,-0.3028121579937402
ACH-000288,-0.3765707979412593
ACH-000291,-0.3732388663318158
ACH-000293,-0.6784411442311011
ACH-000294,-0.4285010045425553
ACH-000295,-0.2540716933333158
ACH-000296,-0.3395784232586287
ACH-000302,-0.8305542402945528
ACH-000304,-0.6693028884933006
ACH-000307,-0.4573913818620769
ACH-000308,-0.3786924784292116
ACH-000310,-0.4617070243223462
ACH-000311,-0.4730816467500191
ACH-000312,-0.3311008544637553
ACH-000315,-0.3773840755635707
ACH-000316,-0.3683548799998729
ACH-000317,-0.16870139582273244
ACH-000318,-0.4971003619306116
ACH-000319,-0.3481788019946124
ACH-000320,-0.3688380185448396
ACH-000322,-0.13497962023782478
ACH-000323,-0.14263870527940092
ACH-000324,-0.4432242533460776
ACH-000329,-0.3323951015203697
ACH-000330,-0.2805544159075063
ACH-000331,-0.4091542205968601
ACH-000332,-0.5340078616070673
ACH-000334,-0.6646295856771697
ACH-000335,-0.3203896694816326
ACH-000336,-0.6859363757837069
ACH-000337,-0.3907915028138658
ACH-000338,0.4721527975662159
ACH-000339,-0.449087862623676
ACH-000341,-0.7614665094708181
ACH-000348,-0.4716244705514761
ACH-000350,-0.5813144236420466
ACH-000352,-0.5384105440477539
ACH-000356,-0.6101164305083425
ACH-000361,0.0393805574505226
ACH-000362,-0.4072402278343265
ACH-000363,-0.5739042367237472
ACH-000364,-0.3428767328740302
ACH-000365,-0.5520287693505923
ACH-000366,-0.2565464850436374
ACH-000368,-0.16250538226535233
ACH-000374,-0.4380130669284201
ACH-000375,-0.5171223672492945
