,FDCSP (260436)
ACH-000004,0.04179722995198104
ACH-000005,-0.1246210123060002
ACH-000007,-0.21924451595526265
ACH-000009,-0.01620841805828736
ACH-000011,0.01787043429163405
ACH-000012,-0.010817215290820302
ACH-000013,0.0355984350726827
ACH-000014,0.031560536871573765
ACH-000015,-0.018001416154991675
ACH-000017,-0.04303890489330235
ACH-000018,0.0717795626399995
ACH-000019,-0.16611363943984495
ACH-000021,0.054877378401704285
ACH-000022,0.057949302030004535
ACH-000025,-0.0007429363224161111
ACH-000028,0.02314586877664644
ACH-000030,-0.012807235120002852
ACH-000035,-0.06708362699696907
ACH-000036,0.029237567442504494
ACH-000037,-0.04602422465826779
ACH-000039,0.10031591223370112
ACH-000040,-0.08728436848163328
ACH-000041,-0.05262966963133657
ACH-000042,0.0769536985142557
ACH-000045,-0.03584414999477127
ACH-000047,0.028419916757054443
ACH-000052,-0.01576937756645854
ACH-000053,0.0721019120963964
ACH-000054,0.03509464336015728
ACH-000055,0.19890039312183075
ACH-000060,-0.05486555788315085
ACH-000067,0.04569741802690065
ACH-000070,-0.041849116115500185
ACH-000075,0.08351050660555448
ACH-000078,0.11022917379242042
ACH-000082,-0.0448774685586305
ACH-000085,0.024194277259406392
ACH-000086,0.05770123886477015
ACH-000087,0.09021438176438876
ACH-000092,0.029066869132578638
ACH-000095,-0.007791290992293395
ACH-000097,0.03180084509298688
ACH-000098,-0.12889415260725484
ACH-000099,-0.02864466231058082
ACH-000108,0.11723256141684192
ACH-000113,0.00908702735547007
ACH-000116,-0.09840910670903164
ACH-000118,-0.013152032866914298
ACH-000120,-0.07143075197721893
ACH-000123,-0.025934695947999537
ACH-000127,-0.08008816513291485
ACH-000128,0.034573166906840085
ACH-000132,0.07212562113385082
ACH-000133,0.07065754749079221
ACH-000137,-0.08659214281128723
ACH-000138,0.1274279474235633
ACH-000142,0.07810181882464118
ACH-000143,0.1671131454509731
ACH-000146,-0.03570447276054789
ACH-000148,-0.0024028702579663016
ACH-000150,0.016011420470110362
ACH-000152,-0.055307143248220815
ACH-000153,-0.20297912902399126
ACH-000159,0.03778058446783722
ACH-000160,-0.0061154715108821716
ACH-000163,-0.0788895966301024
ACH-000167,0.19206867276441508
ACH-000168,0.02790983751035764
ACH-000169,0.006053512565972855
ACH-000178,0.03783197300935779
ACH-000183,0.0024605536538541035
ACH-000188,-0.02623428395973219
ACH-000189,-0.1635991700470683
ACH-000190,-0.08790436073985447
ACH-000198,-0.16097289131429887
ACH-000203,-0.29652233047724097
ACH-000204,-0.09007700203131136
ACH-000206,0.1195809293464182
ACH-000207,0.09255213251995828
