,BAZ2A (11176)
ACH-000004,-0.30110646385936063
ACH-000005,-0.0816661698556576
ACH-000007,-0.08852675109449328
ACH-000009,0.03846990930036664
ACH-000011,-0.021052642139481256
ACH-000012,-0.11537145434920912
ACH-000013,-0.11985138413559103
ACH-000014,-0.06708974462480086
ACH-000015,-0.057930503865638985
ACH-000017,-0.031526798387910906
ACH-000018,-0.0693873815716916
ACH-000019,-0.1042886372427811
ACH-000021,0.09345451490355987
ACH-000022,-0.07081382438869008
ACH-000025,-0.23759007258300824
ACH-000028,0.037127654183870144
ACH-000030,0.050545533776398366
ACH-000035,-0.02135920007839544
ACH-000036,-0.0027748386921615967
ACH-000037,-0.07950203804912885
ACH-000039,-0.052626538167137006
ACH-000040,0.019052117543935675
ACH-000041,-0.36774944136698706
ACH-000042,-0.20814717596833127
ACH-000045,0.24289617193624374
ACH-000047,-0.030322127591336036
ACH-000052,0.10905986393114664
ACH-000053,0.16905835394240398
ACH-000054,0.048249541597037635
ACH-000055,-0.2473073764106047
ACH-000060,-0.12037112599632532
ACH-000067,-0.09188982287407474
ACH-000070,-0.04699755273398282
ACH-000075,-0.00866861318099338
ACH-000078,0.016153852940869098
ACH-000082,-0.01775522748366121
ACH-000085,0.12131624201733232
ACH-000086,-0.28026227224615546
ACH-000087,-0.3091661643532061
ACH-000092,0.002976339386156511
ACH-000095,-0.09837045910753216
ACH-000097,0.06486532215391136
ACH-000098,0.07830490906690571
ACH-000099,-0.08641469990230168
ACH-000108,0.039033045242047586
ACH-000113,0.11427485426899613
ACH-000116,0.009642330629815284
ACH-000118,-0.0011565969061714527
ACH-000120,-0.0147989450271303
ACH-000123,-0.0939339944473392
ACH-000127,-0.03302893254031128
ACH-000128,-0.20235358077606055
ACH-000132,-0.039426644306282815
ACH-000133,-0.06602275803282485
ACH-000137,-0.11480756758918745
ACH-000138,0.040388674398264
ACH-000142,0.1450934895617951
ACH-000143,-0.13790250413324387
ACH-000146,-0.01017701762771096
ACH-000148,0.05541861710180975
ACH-000150,-0.22141906616282755
ACH-000152,-0.041508022299253884
ACH-000153,-0.409028910606852
ACH-000159,0.06781973745837426
ACH-000160,0.2403417264126836
ACH-000163,-0.15726068522307088
ACH-000167,0.4718186064552083
ACH-000168,0.0363200324481575
ACH-000169,-0.03030667645265575
ACH-000178,0.03166135352052337
ACH-000183,-0.06721331569035678
ACH-000188,-0.029168997976545364
ACH-000189,-0.2846917069014604
ACH-000190,0.2662677863315302
ACH-000198,-0.187656757079754
ACH-000203,-0.4123448770198226
ACH-000204,-0.1041833084407381
ACH-000206,0.1408733066517975
ACH-000207,0.061527977067089575
ACH-000208,-0.1738522340110085
ACH-000210,-0.06621831675547797
ACH-000211,-0.06313335949075613
ACH-000215,0.019697696458196814
ACH-000221,-0.2642532690128399
ACH-000222,0.048256358096731115
ACH-000223,-0.007475750545307483
ACH-000226,0.027235485060685218
ACH-000227,0.004061698014994908
ACH-000228,-0.07767219503975249
ACH-000231,-0.014038465846167344
ACH-000232,-0.023696938215562825
ACH-000233,-0.013314744095124405
ACH-000234,-0.1276404793701685
ACH-000235,-0.10907033415970936
ACH-000237,0.07505138748848737
ACH-000238,-0.028043774389262702
ACH-000242,0.2566871474249545
ACH-000243,0.06248346572005676
ACH-000244,-0.12369109872212727
ACH-000246,-0.005179299489017143
ACH-000248,0.0587638108570442
ACH-000250,-0.0379015592840212
ACH-000251,-0.01801256975905366
ACH-000252,-0.1070817590237384
ACH-000253,-0.02896641276737812
ACH-000255,-0.09685987187408286
ACH-000256,-0.10167266602284544
ACH-000257,-0.1115212205150239
ACH-000258,0.3508346010668776
ACH-000259,-0.1156627295792701
ACH-000260,-0.02310625924578889
ACH-000261,-0.07162669908683554
ACH-000262,-0.04032715297398404
ACH-000263,0.22197060033252572
ACH-000264,0.033239386618060536
ACH-000265,-0.13418733448242182
