,ATG9A (79065)
ACH-000004,-0.6252635424090041
ACH-000005,0.11862931010158452
ACH-000007,-0.3527121462578309
ACH-000009,-0.17392971425660175
ACH-000011,0.08068750751239946
ACH-000012,-0.13969100474281032
ACH-000013,-0.07576314327909422
ACH-000014,-0.021690284581411784
ACH-000015,-0.17104790140735532
ACH-000017,-0.09407750075568286
ACH-000018,-0.6858498063144858
ACH-000019,-0.13357742112034718
ACH-000021,-0.0406533435491723
ACH-000022,-0.3359887922206073
ACH-000025,-0.4242559097362419
ACH-000028,-0.13396580762869165
ACH-000030,-0.2208625754361672
ACH-000035,-0.19551858279480525
ACH-000036,-0.26414221093893364
ACH-000037,-0.17933495578749908
ACH-000039,0.006810248398771264
ACH-000040,0.004773147716964099
ACH-000041,-0.045801251768899855
ACH-000042,0.05750145360577229
ACH-000045,0.06494254876681513
ACH-000047,-0.05126870426954679
ACH-000052,-0.22497866888053586
ACH-000053,-0.6484348826631261
ACH-000054,-0.2078635502144642
ACH-000055,-0.08906385014128045
ACH-000060,0.28715646447245163
ACH-000067,-0.10301458402792267
ACH-000070,0.03162657834477958
ACH-000075,-0.1832203311395977
ACH-000078,-0.13382865237180944
ACH-000082,-0.16007617623698456
ACH-000085,-0.3290371063928159
ACH-000086,-0.1021875770183969
ACH-000087,-0.3250740411047561
ACH-000092,-0.5369349614993942
ACH-000095,-0.3569151461426556
ACH-000097,-0.1581833047139944
ACH-000098,0.08165617602810353
ACH-000099,-0.09888012145774414
ACH-000108,-0.20914922668246144
ACH-000113,0.008789108217652407
ACH-000116,-0.01485466838460038
ACH-000118,-0.5190781096079116
ACH-000120,-0.16790027544671132
ACH-000123,-0.028073247828460518
ACH-000127,-0.6973833227782126
ACH-000128,-0.12090085588661816
ACH-000132,-0.057491750182994926
ACH-000133,-0.31853394880780755
ACH-000137,-0.5658434177265954
ACH-000138,-0.21334075949641693
ACH-000142,-0.1542606478982535
ACH-000143,-0.06922247474359823
ACH-000146,-0.14614279479056982
ACH-000148,-0.07818194888276676
ACH-000150,-0.4413742413294382
ACH-000152,-0.4041941872831474
ACH-000153,-0.15916297601452029
ACH-000159,-0.17321971136870795
ACH-000160,-0.11766634132794125
ACH-000163,-0.3145591768456758
ACH-000167,-0.3042929483745977
ACH-000168,-0.0972810803577961
ACH-000169,-0.4162950047023356
ACH-000178,-0.3216720879419033
ACH-000183,-0.41255891782670817
ACH-000188,-0.30081274808487296
ACH-000189,-0.024715660331162608
ACH-000190,-0.4408205345872756
ACH-000198,-0.19202180733740112
ACH-000203,-0.23470332870617724
ACH-000204,-0.15720699418126075
ACH-000206,-0.19456073048096176
ACH-000207,-0.0819676282392585
ACH-000208,-0.19847358578403748
ACH-000210,-0.2576333412217392
ACH-000211,-0.5034607968660479
ACH-000215,-0.4906249862030992
ACH-000221,-0.16066409333799206
ACH-000222,-0.056415592499884426
ACH-000223,-0.4343408009508679
ACH-000226,-0.6794716725120376
ACH-000227,-0.078984109115877
ACH-000228,0.0021673226937866294
ACH-000231,-0.1706240188732356
ACH-000232,0.18766761991322176
ACH-000233,-0.5455714509527189
ACH-000234,-0.42276911350483537
ACH-000235,0.03861184398225556
ACH-000237,-0.7096832645665462
ACH-000238,-0.08947710635050136
ACH-000242,-0.3264343402006705
ACH-000243,-0.149594070722628
ACH-000244,-0.015791639682678486
ACH-000246,-0.1768136076816854
ACH-000248,-0.010776661490509588
ACH-000250,-0.4148245975805191
ACH-000251,-0.11327812783811746
ACH-000252,-0.2715027057510042
ACH-000253,0.027823972301605143
ACH-000255,-0.2266059060709504
ACH-000256,-0.03320607701627926
ACH-000257,-0.31816829436327865
ACH-000258,-0.08599038625572004
ACH-000259,-0.1686016123692435
ACH-000260,-0.17964325965136782
ACH-000261,-0.3514061967324412
ACH-000262,-0.4378133651733187
ACH-000263,-0.30374406415710703
ACH-000264,-0.05064352696240986
ACH-000265,-0.15227994187301772
ACH-000266,-0.09519722892335346
ACH-000272,0.004762794981834076
ACH-000274,-0.04249811382571541
ACH-000277,-0.23438991091411795
ACH-000278,-0.3459050777591898
ACH-000279,-0.09587040663683932
ACH-000280,0.08266163641325053
ACH-000281,-0.14707026186376032
ACH-000288,-0.2509046595191755
ACH-000291,-0.1140560786131858
ACH-000293,-0.11229372208141386
ACH-000294,0.04506813302495157
ACH-000295,-0.3138059271302345
ACH-000296,-0.19588987976929234
ACH-000302,-0.009915202728778768
ACH-000304,-0.2877458286726901
ACH-000307,-0.12009440449542158
ACH-000308,-0.5828382523819055
ACH-000310,0.08343129633750927
ACH-000311,-0.1947438990572945
ACH-000312,-0.18990315411888856
ACH-000315,-0.059255641700794885
ACH-000316,-0.2237322579547613
ACH-000317,-0.6042427636179113
ACH-000318,-0.21034330829564846
ACH-000319,-0.2590824355178573
ACH-000320,-0.006390365027934854
ACH-000322,-0.08016911396046783
ACH-000323,0.08205045935751798
ACH-000324,-0.245561807874164
ACH-000329,-0.17498335006632967
ACH-000330,-0.16226272058859942
ACH-000331,-0.6237684107140326
ACH-000332,0.04199573644500499
ACH-000334,-0.09824691255801164
ACH-000335,-0.2208749030722017
ACH-000336,-0.02424498008841986
ACH-000337,-0.19668067976849968
ACH-000338,-0.3644309719478721
ACH-000339,-0.4426672502454015
ACH-000341,-0.13090592354968894
ACH-000348,-0.3728054469492906
ACH-000350,-0.1922629542339648
ACH-000352,-0.15686448789700164
ACH-000356,-0.256811765557296
ACH-000361,-0.2747582420223547
ACH-000362,-0.1678226082013457
ACH-000363,0.02152449503432523
ACH-000364,0.07915680681976613
ACH-000365,-0.0919250787387878
ACH-000366,-0.2687217216192384
ACH-000368,0.07274154987081895
ACH-000374,-0.3916607918554486
ACH-000375,-0.17782523382509915
ACH-000376,-0.1713774322815188
ACH-000381,-0.3568033056234575
ACH-000383,-0.14625181856893696
ACH-000387,-0.12191805354956252
ACH-000389,-0.16795926839171196
ACH-000390,-0.0876472545238204
ACH-000393,-0.16556554073920096
ACH-000395,-0.053154253638306205
ACH-000396,-0.5892956664396666
ACH-000397,-0.40315142974358426
ACH-000401,-0.2893295788500631
ACH-000402,0.16256076996616908
ACH-000403,-0.006883287604781217
ACH-000404,-0.35061703323437754
ACH-000406,-0.1901124406722993
ACH-000407,-0.06338288379214291
ACH-000408,-5.177628873682616e-05
ACH-000410,-0.1632027864234022
ACH-000411,-0.2064835815870348
ACH-000414,-0.21528469450443147
ACH-000415,-0.17597458162040236
ACH-000416,-0.1662752455789911
ACH-000420,-0.028370780193530568
ACH-000421,-0.208245739399272
ACH-000424,-0.3238738784022929
ACH-000425,-0.2732381623077383
ACH-000426,-0.2396773276983801
ACH-000427,-0.1207712386245241
ACH-000433,-0.21797858646688145
ACH-000435,-0.24881649277652745
ACH-000436,-0.4753700165446013
ACH-000444,0.06683769186994186
ACH-000445,-0.032113490373862234
ACH-000448,-0.06592673543769174
ACH-000450,-0.2036575631818448
ACH-000452,0.044182422698008386
ACH-000454,-0.14105570383657848
ACH-000458,-0.31302214597137945
ACH-000459,-0.0905283334885211
ACH-000460,-0.3514463759156557
ACH-000461,0.09573675577739822
ACH-000463,-0.08705431658511227
ACH-000464,0.008734914006164815
ACH-000466,-0.0011377450585525082
ACH-000467,-0.004301843920199243
ACH-000468,-0.232394807067112
ACH-000469,-0.3868914686675929
ACH-000470,-0.4680016208346469
ACH-000471,0.20871002786489054
ACH-000472,-0.22051740466984449
ACH-000473,-0.0017104728754510606
ACH-000475,-0.03420675182512293
ACH-000476,-0.05301631927444172
ACH-000477,-0.10855034902558457
ACH-000479,-0.22455268687659752
ACH-000480,0.1856883177444537
ACH-000481,-0.12753845843591816
ACH-000483,-0.06829179555713474
ACH-000484,-0.4719559085834653
ACH-000485,0.10132754727966532
ACH-000486,-0.044028290446505296
ACH-000487,-0.2925830619940239
ACH-000488,-0.3195272816115777
ACH-000490,0.02625940621887546
ACH-000491,-0.10876385865723402
ACH-000495,-0.6527276991629609
ACH-000496,-0.059672565991432364
ACH-000499,-0.2798096383891171
ACH-000500,-0.7674420519332519
ACH-000502,-0.3934262435759373
ACH-000503,-0.19844881036097864
ACH-000505,-0.2424247786588804
ACH-000507,0.13715691656316306
ACH-000510,-0.1563227132997774
ACH-000511,-0.16337162969456373
ACH-000512,-0.27412073020127803
ACH-000516,-0.2415411116641393
ACH-000517,-0.005930341845171994
ACH-000518,-0.09077521296740483
ACH-000520,-0.25124713460864845
ACH-000521,-0.08068992076060974
ACH-000522,-0.2667106397015675
ACH-000524,-0.05386179736259295
ACH-000527,-0.1862748601058768
ACH-000528,0.02696260503147592
ACH-000537,0.0413077553359268
ACH-000541,-0.1464577652433313
ACH-000542,-0.1252169259339372
ACH-000544,-0.5447917722197035
ACH-000545,-0.2985859595233923
ACH-000547,-0.1304417933601493
ACH-000548,-0.2772866635751924
ACH-000549,-0.26513226166152826
ACH-000550,-0.16190962484329088
ACH-000552,-0.5234679989307333
ACH-000556,-0.27769955651166195
ACH-000557,0.0270572662304674
ACH-000569,-0.3259157519656261
ACH-000570,-0.06792048916949002
ACH-000571,-0.4575541482410275
ACH-000573,-0.3141098040023806
ACH-000576,-0.1765345766414918
ACH-000579,-0.06604804411079987
ACH-000580,-0.1567385634325516
ACH-000584,-0.39897944525658297
ACH-000585,-0.23419419499632355
ACH-000588,-0.10857412507362857
ACH-000589,-0.43592473975263996
ACH-000591,-0.43314871172163627
ACH-000593,-0.11744430845228315
ACH-000600,-0.012194057643490243
ACH-000601,-0.08470617057544308
ACH-000605,-0.04950584560220675
ACH-000606,-0.15678348834804468
ACH-000608,-0.13584308666221592
ACH-000614,-0.22293265414571195
ACH-000616,-0.1361116893888326
ACH-000618,-0.11398148477792355
ACH-000619,-0.4633369684519839
ACH-000620,-0.040416721876814096
ACH-000621,-0.2615485401321567
ACH-000622,-0.12916839296702734
ACH-000623,0.29478458831316057
ACH-000624,-0.1363761882915368
ACH-000627,-0.3739370581292765
ACH-000630,-0.11580755130873142
ACH-000631,0.3951664377379229
ACH-000632,-0.4228991894474229
ACH-000633,0.07045659801196756
ACH-000637,-0.22303262938692414
ACH-000638,-0.14003439201672938
ACH-000646,-0.09555783318478177
ACH-000647,-0.2857196922290829
ACH-000648,-0.2948045735289904
ACH-000649,-0.4253428546973057
ACH-000651,-0.05781614627255214
ACH-000652,-0.2821295439074568
ACH-000653,-0.23692770622047415
ACH-000657,-0.2177130667762668
ACH-000658,-0.1145369893737148
