,LOXL4 (84171)
ACH-000004,0.1569151856104796
ACH-000005,-0.40414017237823
ACH-000007,0.09831841858266346
ACH-000009,-0.10477711031153096
ACH-000011,-0.2811901466414386
ACH-000012,-0.1456457871364793
ACH-000013,-0.15719138604045224
ACH-000014,-0.2074468215940749
ACH-000015,-0.22456532616574584
ACH-000017,-0.2856731775071174
ACH-000018,-0.2197864799187781
ACH-000019,-0.051079981828330435
ACH-000021,0.008284166537581851
ACH-000022,-0.11892103570281155
ACH-000025,-0.2523455550399337
ACH-000028,-0.10249291322613724
ACH-000030,-0.18574118885845173
ACH-000035,-0.11471932274028067
ACH-000036,-0.1667528178129301
ACH-000037,-0.2240022936726504
ACH-000039,-0.015259504724362934
ACH-000040,-0.19336779839397508
ACH-000041,-0.2908782690164382
ACH-000042,-0.08966836042979369
ACH-000045,-0.021084035345756896
ACH-000047,-0.11868007844893501
ACH-000052,-0.19060807174485908
ACH-000053,-0.06273502351912304
ACH-000054,-0.13191186659810664
ACH-000055,-0.15503770037692938
ACH-000060,-0.2205154479257691
ACH-000067,-0.10717860855489553
ACH-000070,0.08661779803568673
ACH-000075,-0.3868570059444339
ACH-000078,-0.07752658603406283
ACH-000082,-0.031683052498047815
ACH-000085,-0.4883574638895632
ACH-000086,-0.0694045881621574
ACH-000087,-0.31395204429195656
ACH-000092,-0.12433198954441367
ACH-000095,-0.10971740883083733
ACH-000097,0.001431074721456099
ACH-000098,-0.08056479235057193
ACH-000099,-0.12077429529849598
ACH-000108,-0.13756727333143492
ACH-000113,-0.1905877282920636
ACH-000116,-0.00038761648327551035
ACH-000118,-0.13053961644792722
ACH-000120,-0.07346841300323284
ACH-000123,-0.018407699023264
ACH-000127,-0.1290001329151398
ACH-000128,-0.02276080384328921
ACH-000132,-0.13713141856309433
ACH-000133,-0.18305409380892534
ACH-000137,-0.20802351529566868
ACH-000138,-0.13600733016584915
ACH-000142,-0.2255139867824481
ACH-000143,-0.07661112757072526
ACH-000146,-0.15485126396990342
ACH-000148,-0.19945472291064595
ACH-000150,-0.1507419170148236
ACH-000152,-0.1701983961489584
ACH-000153,-0.20984481858055312
ACH-000159,-0.08541903531132504
ACH-000160,-0.05544462548257036
ACH-000163,-0.22417721665782375
ACH-000167,-0.22328225796378276
ACH-000168,-0.17567032494919688
ACH-000169,-0.2308515046959773
ACH-000178,-0.05276998222221172
ACH-000183,-0.3381560666466769
ACH-000188,-0.07424007943285729
ACH-000189,-0.2614021538734201
ACH-000190,-0.21217073650085636
ACH-000198,-0.07600796834961908
ACH-000203,-0.17196883600869642
ACH-000204,-0.2200487537187869
ACH-000206,-0.21982804483949164
ACH-000207,0.004934254119359749
ACH-000208,-0.2631033603163141
ACH-000210,0.01501266708886285
ACH-000211,-0.15686944807750333
ACH-000215,-0.007193028276382001
ACH-000221,-0.01892663784406134
ACH-000222,-0.03547364251372355
ACH-000223,-0.19991413031124894
ACH-000226,-0.18764136678568527
ACH-000227,-0.16968624704756385
ACH-000228,-0.04052210662731905
ACH-000231,-0.1406332611318597
ACH-000232,-0.18782611800708776
ACH-000233,-0.0785989531096564
ACH-000234,-0.054054362179857936
ACH-000235,-0.18134808116702772
ACH-000237,-0.15487710710513833
ACH-000238,-0.2312951904882902
ACH-000242,-0.3029929273913177
ACH-000243,-0.25808132019793245
ACH-000244,0.06700982684839088
ACH-000246,-0.0986949412878932
ACH-000248,-0.20640802218116272
ACH-000250,-0.14873969033691647
ACH-000251,0.09221204834671534
ACH-000252,0.0341778190496061
ACH-000253,-0.09756885533575914
ACH-000255,-0.0987845750387516
ACH-000256,-0.08611245388402143
ACH-000257,-0.2767425687956089
ACH-000258,-0.21337466262570215
ACH-000259,-0.13780526903885634
ACH-000260,-0.08626201256490411
ACH-000261,-0.14335590267175938
ACH-000262,-0.044131486403487984
ACH-000263,0.12422385998707768
ACH-000264,-0.22370247207522367
ACH-000265,-0.19275002798892474
ACH-000266,-0.11639770157267593
ACH-000272,0.026829818876400558
ACH-000274,-0.018246695787907743
