,NAGA (4668)
ACH-000004,0.052511397019498716
ACH-000005,0.03575471222509066
ACH-000007,0.0349362528236922
ACH-000009,0.05002991371141216
ACH-000011,-0.0358103967136208
ACH-000012,-0.030510881427879045
ACH-000013,-0.0023626540706415387
ACH-000014,0.025402002851352884
ACH-000015,0.02010005464223484
ACH-000017,0.005807849146764997
ACH-000018,0.12282068907801436
ACH-000019,0.029400212322012644
ACH-000021,-0.015281487787985916
ACH-000022,0.00225981152704
ACH-000025,0.023446229972362943
ACH-000028,0.06285752496464876
ACH-000030,-0.0775922341380938
ACH-000035,0.03008420400089233
ACH-000036,0.048194424447974914
ACH-000037,0.06743064687518352
ACH-000039,0.0928622415030736
ACH-000040,0.14915843856777775
ACH-000041,0.0601026102782925
ACH-000042,0.011321044419918144
ACH-000045,0.06595755342673612
ACH-000047,0.0008023639689677428
ACH-000052,-0.19975207734727315
ACH-000053,0.05143300676081408
ACH-000054,0.10566674371490314
ACH-000055,0.17881139124388565
ACH-000060,0.013602890264760943
ACH-000067,0.07047917093636354
ACH-000070,-0.17378312993699316
ACH-000075,0.051446608426369084
ACH-000078,0.0494673471645604
ACH-000082,0.046739998812124615
ACH-000085,0.19075203023047016
ACH-000086,0.1841531776352832
ACH-000087,0.12643839373846152
ACH-000092,0.0165014998358775
ACH-000095,0.03771617580771917
ACH-000097,0.04145240690638069
ACH-000098,0.061056686045126575
ACH-000099,0.039333522736472934
ACH-000108,0.060792507552762776
ACH-000113,0.07565756740917119
ACH-000116,0.09076849147209942
ACH-000118,0.09780241966746696
ACH-000120,-0.11789396001021707
ACH-000123,-0.12277773305276506
ACH-000127,0.14496008436333402
ACH-000128,0.03508863595545804
ACH-000132,0.12335198810268135
ACH-000133,0.04023597072719472
ACH-000137,0.2025136169888108
ACH-000138,0.17958529944639487
ACH-000142,0.06827421422460772
ACH-000143,0.17611179928186754
ACH-000146,0.03407833094337243
ACH-000148,0.0965966718297989
ACH-000150,0.1990269221977257
ACH-000152,-0.004996746309780323
ACH-000153,0.14942705234432782
ACH-000159,0.005391987540172986
ACH-000160,0.02133302518496896
ACH-000163,0.10672366412617304
ACH-000167,0.40294187509592017
ACH-000168,-0.04209342694892572
ACH-000169,-0.002455347452068479
ACH-000178,0.035848675480896035
ACH-000183,-0.1530617137589712
ACH-000188,0.040221611690624735
ACH-000189,0.2039900977321421
ACH-000190,-0.010968503442031962
ACH-000198,0.010198909220037316
ACH-000203,-0.1989085598715602
ACH-000204,0.06828353131737054
ACH-000206,0.09750975742947014
ACH-000207,0.08031179522887091
ACH-000208,0.24200592574338875
ACH-000210,-0.054230904785243735
ACH-000211,0.15749231922101065
ACH-000215,0.06862191467136974
ACH-000221,0.054585882536093616
ACH-000222,-0.1474744326908041
ACH-000223,0.03829945634733888
ACH-000226,0.08314286578766295
ACH-000227,-0.08663449910653709
