,TEN1 (100134934)
ACH-000004,-0.7886347520358189
ACH-000005,-0.8219893285489909
ACH-000007,-0.723587268710535
ACH-000009,-0.5122265272940177
ACH-000011,-0.8264483241444807
ACH-000012,-0.801001173465538
ACH-000013,-0.1750200509915919
ACH-000014,-0.5930692798671231
ACH-000015,-0.11505144411719542
ACH-000017,-0.4347401462534879
ACH-000018,-0.6293590771053149
ACH-000019,-0.4547453472585885
ACH-000021,-0.4068041931653767
ACH-000022,-0.7657357246141072
ACH-000025,-0.4402505639517973
ACH-000028,-0.8057751521656479
ACH-000030,-0.19561963996923395
ACH-000035,-0.6635249530899929
ACH-000036,-0.4224341830300402
ACH-000037,-0.5088859892976683
ACH-000039,-0.6118835477944786
ACH-000040,-0.6223733510715951
ACH-000041,-0.6579867088772883
ACH-000042,-0.5841831241447559
ACH-000045,-0.5432352691383922
ACH-000047,-0.24459774256048186
ACH-000052,-0.6941719222159822
ACH-000053,-0.4143940832412376
ACH-000054,-0.3342254978042179
ACH-000055,-0.7087573248502209
ACH-000060,-0.7576237190738845
ACH-000067,-0.455925818623019
ACH-000070,-0.6741540454192765
ACH-000075,-0.4377595987701193
ACH-000078,-0.1545345236764709
ACH-000082,-0.4667217274374987
ACH-000085,-0.2002715456328601
ACH-000086,-0.2649565124877262
ACH-000087,-0.6956070991139528
ACH-000092,-0.3392432585385625
ACH-000095,-0.6319281857376976
ACH-000097,-0.19816512456845453
ACH-000098,-0.32465696851260545
ACH-000099,-0.6125601738511746
ACH-000108,-0.3795459586008354
ACH-000113,-0.7964142215277349
ACH-000116,-0.6876044050500604
ACH-000118,-0.7758559021958391
ACH-000120,-0.6297116028355878
ACH-000123,-0.4157342569183805
ACH-000127,-0.4841516311005843
ACH-000128,-0.359783906002699
ACH-000132,-0.4004610707650465
ACH-000133,-0.5189858923963265
ACH-000137,-0.2908813222287914
ACH-000138,-0.5169334495128624
ACH-000142,-0.3018098286439755
ACH-000143,-0.6091349524107872
ACH-000146,-0.4741251779537114
ACH-000148,-0.7795846061092062
ACH-000150,-0.5771748668228049
ACH-000152,-0.6005609918333126
ACH-000153,-0.6141418051810971
ACH-000159,-0.4384216458619594
ACH-000160,-0.4450242746750671
ACH-000163,-0.8531706102750723
ACH-000167,-0.4828507274399634
ACH-000168,-0.8848372087457523
ACH-000169,-0.2818771433808874
ACH-000178,-0.734141426113016
ACH-000183,-0.9120154947667648
ACH-000188,-1.001176437682982
ACH-000189,-0.8068823907418923
ACH-000190,-0.7516120494740032
ACH-000198,-0.9205656926201632
ACH-000203,-0.7399370939091807
ACH-000204,-0.3070230558035965
ACH-000206,-0.3860928671330989
ACH-000207,-0.6036534636316867
ACH-000208,-0.9581734397027531
ACH-000210,-0.8529336667779616
ACH-000211,-0.3958869419367069
ACH-000215,-0.662180012897319
ACH-000221,-0.7722682827362133
ACH-000222,-0.4964621501335314
ACH-000223,-0.5736802401734452
ACH-000226,-0.6522924377699332
ACH-000227,-0.5018408174101084
ACH-000228,-0.7021549920207575
ACH-000231,-0.9855242491555374
ACH-000232,-0.20595011562597554
ACH-000233,-0.4299364449580367
ACH-000234,-0.4836081479567178
ACH-000235,-0.750677319128039
ACH-000237,-0.6301036250625246
ACH-000238,-0.6730757683282126
ACH-000242,-0.7219051794608612
ACH-000243,-0.8127627289145181
ACH-000244,-0.39616908758745945
ACH-000246,-0.33339970101365324
ACH-000248,-0.4225089782808976
ACH-000250,-0.4050766004973236
ACH-000251,-0.85058010474792
ACH-000252,-0.6117827636691769
ACH-000253,-0.6248485657695081
ACH-000255,-0.4189441561046136
ACH-000256,-0.5436940265411137
ACH-000257,-0.8178272500522138
ACH-000258,-0.6831282213468469
ACH-000259,-0.4863012191113
ACH-000260,-0.5339076500584617
ACH-000261,-0.5539087963515942
ACH-000262,-0.5134678332743843
ACH-000263,-0.4580264989980342
ACH-000264,-0.8253348700557473
ACH-000265,-0.2614394401526924
ACH-000266,-0.8006596870083713
ACH-000272,-0.6048246669665539
ACH-000274,-0.4301469839396045
ACH-000277,-0.3823045383381031
ACH-000278,-0.4618143597416359
ACH-000279,-1.1037707077524204
ACH-000280,-0.773920334900674
ACH-000281,-0.7594238432106273
ACH-000288,-1.094065252919581
ACH-000291,-0.5455027266472926
ACH-000293,-0.4263111307885654
ACH-000294,-0.7930125773248006
ACH-000295,-0.99884697520088
ACH-000296,-0.6420813353525007
ACH-000302,-0.3633337794148073
ACH-000304,-0.3927386963559133
ACH-000307,-0.9237230190177036
ACH-000308,-0.4374713273216986
ACH-000310,-0.2375881540118693
ACH-000311,-0.4473790470553103
ACH-000312,-0.5131051934728814
ACH-000315,-0.7150496316637721
ACH-000316,-0.8607140585599088
ACH-000317,-0.8549243442975516
ACH-000318,-0.7067233691443797
ACH-000319,-0.43700352669847853
ACH-000320,-0.505104076917795
ACH-000322,-0.4355496493472124
ACH-000323,-0.3434632259192608
ACH-000324,-0.7709975057636617
ACH-000329,-0.5991868720658358
ACH-000330,-0.4074640032056552
ACH-000331,-0.552549069033922
ACH-000332,-0.7053507840061918
ACH-000334,-0.4084153547692063
ACH-000335,-0.4871162651412807
ACH-000336,-0.8447198266722703
ACH-000337,-0.6675793430792635
ACH-000338,-0.04059674864456871
ACH-000339,-0.5279066083662156
ACH-000341,-0.4665365961887674
ACH-000348,-0.6148040232982953
ACH-000350,-0.4577888450873763
ACH-000352,-0.12571745729869574
ACH-000356,-0.5306584990585433
ACH-000361,-0.789738193050476
ACH-000362,-0.9105198748741218
ACH-000363,-0.3385248770650235
ACH-000364,-0.3436717286476711
ACH-000365,-0.24658370035797705
ACH-000366,-0.8512021591483213
ACH-000368,-0.578347606235075
ACH-000374,-0.9545995944430454
ACH-000375,-0.8351803334630461
ACH-000376,-0.9808527332114522
ACH-000381,-1.086711662765019
ACH-000383,-0.3207848094795734
ACH-000387,-0.5399935574616025
ACH-000389,-0.7449956548410063
ACH-000390,-0.4327925567246367
ACH-000393,-0.4295419242904357
ACH-000395,-0.3199728688885208
ACH-000396,-0.6588541034973681
ACH-000397,-0.7162171834127485
ACH-000401,-0.6439425266528939
ACH-000402,-0.4004612269544253
ACH-000403,-0.6931405944513978
ACH-000404,-0.15345632988555774
ACH-000406,-0.33807623924357544
ACH-000407,-0.3792675013508576
ACH-000408,-1.0295300958249851
ACH-000410,-0.3482564395336508
ACH-000411,-0.19462304531296268
ACH-000414,-0.32692811969016844
ACH-000415,-0.8108210467508444
ACH-000416,-0.690654004887297
ACH-000420,-0.5751678804055492
ACH-000421,-0.4253097261556813
ACH-000424,-0.6725944902163665
ACH-000425,-0.4166065776459606
ACH-000426,-0.6036599891147103
ACH-000427,-0.3476005363730195
ACH-000433,-0.6192882566457496
ACH-000435,-0.5449806519740383
ACH-000436,-0.3991388836705809
ACH-000444,-0.7256824005237658
ACH-000445,-0.4158521266395427
ACH-000448,-0.3204400736130408
ACH-000450,-0.30485433489821034
ACH-000452,-0.4270194294792794
ACH-000454,-0.8179679902874353
ACH-000458,-0.9655673855439592
ACH-000459,-0.5411656322363926
ACH-000460,-0.7985033394520554
ACH-000461,-0.7575803284970939
ACH-000463,-0.7193008035298348
ACH-000464,-0.6903577974643309
ACH-000466,-0.6138513840935376
ACH-000467,-0.3406941588601156
ACH-000468,-0.6035415871088113
ACH-000469,-0.41718090813411896
ACH-000470,-1.1861614736947916
ACH-000471,-0.9918185347971225
ACH-000472,-0.5928182659245167
ACH-000473,-0.3056434687255166
ACH-000475,-0.29598530765193193
ACH-000476,-0.4015894740605058
ACH-000477,-0.3575262113789228
ACH-000479,-0.2710214457690708
ACH-000480,-0.4839006406930494
ACH-000481,-0.3428518852728545
ACH-000483,-0.3866002347456535
ACH-000484,-0.6168241392011821
ACH-000485,-0.4964269021892075
ACH-000486,-0.3851616045681461
ACH-000487,-0.02318852376566944
ACH-000488,-0.562609613054173
ACH-000490,-0.7296570634951065
ACH-000491,-0.5117631728150921
ACH-000495,-0.6172631767973744
ACH-000496,-0.3912096952242446
ACH-000499,-0.3201853158637374
ACH-000500,-0.3945092795982222
ACH-000502,-0.6771283948035247
ACH-000503,-1.2098588106930912
ACH-000505,-0.5547707514309057
ACH-000507,-0.3743729548640962
ACH-000510,-0.24010551826400764
ACH-000511,-0.4769423207009427
ACH-000512,-0.8955224589971479
ACH-000516,-0.35705065280232623
ACH-000517,-0.489009997897139
ACH-000518,-0.5516522302174064
ACH-000520,-0.3311662198799385
ACH-000521,-0.6582369335782032
ACH-000522,-0.6150759879007689
ACH-000524,-0.291858355855142
ACH-000527,-0.5682000695226155
ACH-000528,-0.3151150122372913
ACH-000537,-0.20665277312641864
