,PAIP2B (400961)
ACH-000004,0.03939429357237607
ACH-000005,-0.1198935087237042
ACH-000007,0.249950145339944
ACH-000009,0.0666770769883523
ACH-000011,-0.06754572404477553
ACH-000012,-0.060827095188944726
ACH-000013,0.14110302983836887
ACH-000014,-0.04208765446612752
ACH-000015,0.06946935051757169
ACH-000017,0.12501042470582813
ACH-000018,0.07007605256340649
ACH-000019,0.2588478568179303
ACH-000021,0.014264258722749388
ACH-000022,0.13045873970352495
ACH-000025,0.21692164540646325
ACH-000028,-0.015931683247285514
ACH-000030,0.07422403449648278
ACH-000035,0.0038528397070789655
ACH-000036,0.08861607407174057
ACH-000037,0.040681018592921975
ACH-000039,0.13434128698895995
ACH-000040,0.22608414836648744
ACH-000041,0.007769032110022998
ACH-000042,-0.06831635447448946
ACH-000045,0.08727147352545253
ACH-000047,0.0691167550091224
ACH-000052,0.07512637246833669
ACH-000053,-0.03503921270426319
ACH-000054,0.10596092094841576
ACH-000055,-0.037278763389020336
ACH-000060,0.0686704745056132
ACH-000067,0.052884819883060166
ACH-000070,-0.04948429309351222
ACH-000075,0.0673269228690553
ACH-000078,0.18016211144689626
ACH-000082,0.00085327786903353
ACH-000085,-0.04727035572912705
ACH-000086,-0.017880279656470974
ACH-000087,0.1554261682134304
ACH-000092,0.06598204682601655
ACH-000095,0.055033045324230825
ACH-000097,0.1136595746771806
ACH-000098,0.25438622315481313
ACH-000099,0.045640088912658895
ACH-000108,0.1067400598689715
ACH-000113,0.16248105112906513
ACH-000116,0.030348000736874988
ACH-000118,0.006414012920596854
ACH-000120,0.13021550464993836
ACH-000123,0.0512847959905382
ACH-000127,0.005896088408756846
ACH-000128,0.14498191018203427
ACH-000132,0.14668486204731646
ACH-000133,0.1258728779807438
ACH-000137,0.15035670949104854
ACH-000138,0.0011753340271476599
ACH-000142,-0.2531007698601038
ACH-000143,0.14229627797433947
ACH-000146,0.035179162917334736
ACH-000148,0.08529102277825963
ACH-000150,0.03612235258192175
ACH-000152,-0.011813918793561808
ACH-000153,0.16351742077136566
ACH-000159,-0.05266602642461438
ACH-000160,-0.08747652429391682
ACH-000163,0.0518575418793565
ACH-000167,-0.14819472395977693
ACH-000168,-0.10591577735222817
ACH-000169,0.08809093972424135
ACH-000178,0.09484369022152844
ACH-000183,0.10260918674617747
ACH-000188,0.022584948277265544
ACH-000189,0.006766461499615683
ACH-000190,0.17395150781199664
ACH-000198,0.0716450662059348
ACH-000203,-0.3669300373748024
ACH-000204,0.039149328448775465
ACH-000206,-0.09896966975400448
ACH-000207,0.05802602257495049
ACH-000208,0.3213834714438894
ACH-000210,0.2433858540353001
ACH-000211,0.10479299780211256
ACH-000215,0.09213639989396163
ACH-000221,-0.05277805683787189
ACH-000222,0.16290051940985792
ACH-000223,0.035220278630424484
ACH-000226,-0.014182386575826359
ACH-000227,0.07816536909885169
ACH-000228,0.08511503464928205
ACH-000231,-0.0366631292032566
ACH-000232,0.07081210688355266
ACH-000233,-0.13563612559658592
ACH-000234,0.1159551192921703
ACH-000235,0.0664099499752149
ACH-000237,0.12541780703884645
ACH-000238,-0.05076410212291568
ACH-000242,0.17099301138753745
ACH-000243,0.034836654110128554
ACH-000244,0.03808245242434116
ACH-000246,0.10966938801321116
ACH-000248,0.18531573332878387
ACH-000250,-0.01889330853985605
ACH-000251,0.1069351507460971
ACH-000252,0.03786632967408608
ACH-000253,0.08762877677882165
ACH-000255,0.06708896042641342
ACH-000256,0.180144627659125
ACH-000257,0.2309635879040065
ACH-000258,0.27852560681093835
ACH-000259,-0.02298032332551489
ACH-000260,0.0628577934293963
ACH-000261,-0.01750998328893704
ACH-000262,-0.003622649267264961
ACH-000263,-0.16417432726337808
ACH-000264,0.0010788433773670505
ACH-000265,0.01933579356426029
ACH-000266,0.059873924921803164
ACH-000272,0.07400230400050975
ACH-000274,0.04266334327268146
ACH-000277,-0.14041215202986884
ACH-000278,0.012043400637820736
ACH-000279,0.03538744385381184
ACH-000280,0.08382069724486564
ACH-000281,0.15464892693869714
ACH-000288,0.055370813560495384
ACH-000291,0.011666568781141829
ACH-000293,0.03624566691570575
ACH-000294,0.09927141986371807
ACH-000295,0.08105645043254295
ACH-000296,0.02970625056837397
ACH-000302,0.1068225128437972
ACH-000304,0.01168814902796963
ACH-000307,0.03219129145084358
ACH-000308,0.07189800671999846
ACH-000310,0.15485567615166565
ACH-000311,-0.039837756134148486
ACH-000312,0.09124923554122914
ACH-000315,0.19467939231902864
ACH-000316,0.1165389952437866
ACH-000317,0.02135221170781033
ACH-000318,0.0035378619918821205
ACH-000319,0.2505334227015517
ACH-000320,0.0073184579317532765
ACH-000322,-0.27068370061432234
ACH-000323,0.10756189349091888
ACH-000324,0.05080671988649581
ACH-000329,0.22695488940573946
ACH-000330,-0.06549111116866993
ACH-000331,-0.03316548655935165
ACH-000332,0.0066065239944787454
ACH-000334,0.005731342154797332
ACH-000335,0.2652929673875579
ACH-000336,0.3412812253625296
ACH-000337,0.2597809529821197
ACH-000338,-0.02389868459895325
ACH-000339,0.11947424572805508
ACH-000341,0.04932608042815477
ACH-000348,0.09226279831473007
ACH-000350,0.006712183554289349
ACH-000352,0.12356318244096726
ACH-000356,-0.02808420111536572
ACH-000361,-0.02157296419445855
ACH-000362,0.06713133312187522
ACH-000363,0.10297910028332083
ACH-000364,0.1890074742730257
ACH-000365,0.07780940560520443
ACH-000366,0.059020056611796164
ACH-000368,0.09990950847348663
