,CDIP1 (29965)
ACH-000004,0.233809991233124
ACH-000005,0.07754635230633278
ACH-000007,-0.09683221227196508
ACH-000009,0.09377228633569924
ACH-000011,0.18352988141179927
ACH-000012,0.12800786429199612
ACH-000013,0.06174693414690596
ACH-000014,-0.01580213772667059
ACH-000015,0.008965659516377638
ACH-000017,0.1372432254753634
ACH-000018,0.12422068396172928
ACH-000019,0.011804887282092991
ACH-000021,0.1254690085554588
ACH-000022,0.1559509231681606
ACH-000025,0.06358766371205776
ACH-000028,0.027825032950034072
ACH-000030,0.17019037548321708
ACH-000035,0.06691511152601881
ACH-000036,-0.17990241863333326
ACH-000037,-0.07880958750337577
ACH-000039,0.17911782555071334
ACH-000040,0.06440001608869919
ACH-000041,0.14597593493593694
ACH-000042,0.036114984229423885
ACH-000045,0.015290205636922091
ACH-000047,-0.11609378096730255
ACH-000052,0.1157302871960084
ACH-000053,0.10880887504773024
ACH-000054,0.1275733149843684
ACH-000055,0.1610230038119365
ACH-000060,0.08530113059794563
ACH-000067,0.04350655869748123
ACH-000070,-0.05312477603823095
ACH-000075,-0.11088824167870384
ACH-000078,0.16885036966503764
ACH-000082,0.018014057209926784
ACH-000085,0.06048454716973305
ACH-000086,0.2368167916915417
ACH-000087,0.04506654890276183
ACH-000092,0.05203473452119448
ACH-000095,0.11362319315749927
ACH-000097,0.0007337711431796692
ACH-000098,-0.008545979852221178
ACH-000099,0.124911827871949
ACH-000108,-0.050409430981712015
ACH-000113,0.08156918516032863
ACH-000116,0.03706390962915825
ACH-000118,0.07986288148743406
ACH-000120,0.0970378558470063
ACH-000123,0.025887078522782908
ACH-000127,0.10724922421651714
ACH-000128,0.1618734909363422
ACH-000132,0.1303663053826538
ACH-000133,-0.043613346254634665
ACH-000137,-0.1528702419130917
ACH-000138,0.12122535298737006
ACH-000142,0.05231492059300289
ACH-000143,0.17037301225239693
ACH-000146,0.10008334949308652
ACH-000148,0.016204685976049075
ACH-000150,-0.15461198034753548
ACH-000152,0.14664509160537684
ACH-000153,0.11441816081806565
ACH-000159,0.12395930616157624
ACH-000160,0.13551598763142414
ACH-000163,0.05066137044116581
ACH-000167,-0.05989532398470599
ACH-000168,0.08289025350788895
ACH-000169,0.08466847051576107
ACH-000178,0.00024193578276147573
ACH-000183,0.14357401459302968
ACH-000188,0.1983026320311207
ACH-000189,0.05997171939720955
ACH-000190,0.1310988435462333
ACH-000198,0.23310215499809805
ACH-000203,0.24432630370225805
ACH-000204,0.0775789586528242
