,SLPI (6590)
ACH-000004,0.08862232313510726
ACH-000005,0.18255614355868052
ACH-000007,-0.2083349569201052
ACH-000009,-0.12234260837038198
ACH-000011,-0.19160026476771316
ACH-000012,0.08279651203163263
ACH-000013,-0.014446407968405203
ACH-000014,-0.10242660830887887
ACH-000015,-0.0064422066606968425
ACH-000017,-0.180628271236122
ACH-000018,0.08512469376909437
ACH-000019,-0.04900917958961498
ACH-000021,-0.02449940472241841
ACH-000022,-0.14440817266695233
ACH-000025,-0.06328337550472493
ACH-000028,-0.03768985603318594
ACH-000030,-0.0745929596145456
ACH-000035,0.019685364370648068
ACH-000036,-0.16087452760625956
ACH-000037,-0.005472709537900082
ACH-000039,0.06990755732001051
ACH-000040,-0.122214168673369
ACH-000041,0.09800645633736292
ACH-000042,-0.028790048460254843
ACH-000045,0.06152665676603933
ACH-000047,-0.13698391747695993
ACH-000052,-0.06220245397052495
ACH-000053,-0.020928287395605663
ACH-000054,-0.06251126292771926
ACH-000055,-0.018604548801777088
ACH-000060,0.08566440560029118
ACH-000067,-0.17654820551528927
ACH-000070,-0.06254379579905844
ACH-000075,-0.12165555906333606
ACH-000078,-0.011714696776081966
ACH-000082,-0.22004479102816765
ACH-000085,-0.15467965066244035
ACH-000086,-0.18082996008683933
ACH-000087,-0.08510584431843053
ACH-000092,-0.17185672700151494
ACH-000095,-0.005878476110505715
ACH-000097,-0.24228813447754835
ACH-000098,0.041464163700619935
ACH-000099,-0.04485734301681342
ACH-000108,0.04762841623849595
ACH-000113,-0.01374222110591808
ACH-000116,-0.09775855149746948
ACH-000118,-0.048806094277414634
ACH-000120,-0.06835794302308926
ACH-000123,-0.042465612115472035
ACH-000127,0.028740231565328594
ACH-000128,0.1674138958009132
ACH-000132,0.09898200198409042
ACH-000133,-0.16749086285695294
ACH-000137,-0.1465875960214095
ACH-000138,-0.07140392241592905
ACH-000142,0.04541849974592475
ACH-000143,-0.06312183061930719
ACH-000146,-0.08743087893537292
ACH-000148,-0.09953130319047593
ACH-000150,-0.03594634379114962
ACH-000152,-0.0502904029593277
ACH-000153,-0.05024530121354484
ACH-000159,-0.1058553605246786
