,ZGLP1 (100125288)
ACH-000004,-0.1628610152470131
ACH-000005,-0.17323077263821726
ACH-000007,0.11789800722175806
ACH-000009,0.1121082710784438
ACH-000011,0.13271919158256898
ACH-000012,0.017722111969343226
ACH-000013,-0.024423719607461723
ACH-000014,0.008970854144302187
ACH-000015,-0.08537748619436361
ACH-000017,-0.004749181260142753
ACH-000018,-0.1074927898651901
ACH-000019,0.012282870561426112
ACH-000021,-0.10580490521776738
ACH-000022,-1.6761102069271493e-05
ACH-000025,0.020651305162813997
ACH-000028,-0.06275042176375739
ACH-000030,-0.06429944700290639
ACH-000035,-0.14833277464056696
ACH-000036,0.02825331270724637
ACH-000037,-0.10195940317580512
ACH-000039,-0.011651369410685909
ACH-000040,-0.05311413890324188
ACH-000041,-0.03990507976716033
ACH-000042,0.025033860455734767
ACH-000045,0.03808835908960955
ACH-000047,0.026169239827676785
ACH-000052,0.10416605877229937
ACH-000053,-0.059976128672991964
ACH-000054,-0.10863628068799648
ACH-000055,-0.032018479897563415
ACH-000060,0.18048533989272186
ACH-000067,-0.029621583234946805
ACH-000070,0.06973810148517459
ACH-000075,0.027935166608183862
ACH-000078,0.017462174198366064
ACH-000082,-0.059804374975004564
ACH-000085,0.09449559508637427
ACH-000086,-0.08894013071859938
ACH-000087,0.07916295392942238
ACH-000092,-0.04947707409768786
ACH-000095,-0.00897219648081567
ACH-000097,-0.006510600334299461
ACH-000098,-0.11390275471491824
ACH-000099,0.01943389505371788
ACH-000108,-0.08185406215825408
ACH-000113,0.08186390953207766
ACH-000116,-0.09330651768889543
ACH-000118,0.002474324385642625
ACH-000120,-0.07544645896261615
ACH-000123,-0.006930660353137023
ACH-000127,-0.16115017136260434
ACH-000128,0.02869212509114808
ACH-000132,0.02603446361348585
ACH-000133,0.0526150837074444
ACH-000137,0.0037765808371220525
ACH-000138,0.012921760582350741
ACH-000142,-0.03423602831245513
ACH-000143,0.08497974294253663
ACH-000146,-0.055891418924939366
ACH-000148,0.03995407971509658
