,GSTM5 (2949)
ACH-000004,-0.22473141246488215
ACH-000005,-0.14912346102473936
ACH-000007,-0.08638381333050417
ACH-000009,-0.10149867817960097
ACH-000011,-0.02975734038952225
ACH-000012,-0.2601637213829536
ACH-000013,-0.19849415374169896
ACH-000014,-0.09834345668685608
ACH-000015,-0.09425423774926714
ACH-000017,-0.12547651403689206
ACH-000018,-0.19692280353904476
ACH-000019,-0.14208425125983745
ACH-000021,-0.045897167642162666
ACH-000022,-0.0735783574312806
ACH-000025,-0.25028328054082344
ACH-000028,-0.44661384602669546
ACH-000030,-0.15120796009401133
ACH-000035,-0.10644764316368524
ACH-000036,-0.0695286289499421
ACH-000037,-0.033371792837643126
ACH-000039,-0.3049091826084862
ACH-000040,-0.11531044664986287
ACH-000041,-0.10114901398138934
ACH-000042,-0.10802961949162958
ACH-000045,-0.22154936952357648
ACH-000047,-0.0857502865833751
ACH-000052,-0.010378736911446676
ACH-000053,-0.10991990745970352
ACH-000054,-0.08779329648997858
ACH-000055,-0.2854023096610971
ACH-000060,-0.2290840550531029
ACH-000067,-0.23347665964957515
ACH-000070,-0.1821876405109913
ACH-000075,0.002523100480892953
ACH-000078,-0.1721455570589086
ACH-000082,-0.05493544772005865
ACH-000085,-0.08745962910428004
ACH-000086,-0.2716401473681792
ACH-000087,-0.017131012200337234
ACH-000092,-0.3029704655978768
ACH-000095,-0.18533876220156115
ACH-000097,-0.13669699136032007
ACH-000098,-0.06462895166749139
ACH-000099,-0.10354909655864387
ACH-000108,-0.14470114663947942
ACH-000113,-0.05695863287790415
ACH-000116,-0.14225831264716826
ACH-000118,-0.14532789857692638
ACH-000120,-0.039804944763406326
ACH-000123,-0.13271912538438255
ACH-000127,-0.07246761129716704
ACH-000128,-0.20433724074673754
ACH-000132,-0.10564489449330246
ACH-000133,-0.10826296433684786
ACH-000137,-0.16276842883451156
ACH-000138,-0.006421716708280314
ACH-000142,-0.1614798710606692
ACH-000143,-0.07581990754590068
ACH-000146,-0.16853049382248667
ACH-000148,-0.13492127483545674
ACH-000150,-0.10907134693199316
ACH-000152,-0.1348579835469485
ACH-000153,-0.28322531275511753
ACH-000159,-0.19866123866134136
ACH-000160,-0.04198945183725005
ACH-000163,-0.13955818092209532
ACH-000167,-0.12953686059232453
ACH-000168,-0.09874442811594966
ACH-000169,-0.21151837628051326
ACH-000178,0.00706749045418618
ACH-000183,-0.08374943977163489
ACH-000188,-0.2568849055021973
ACH-000189,-0.4762845838265635
ACH-000190,0.20133106661791705
ACH-000198,-0.12566802288533205
ACH-000203,-0.4603753268739324
ACH-000204,0.0241424019969076
ACH-000206,-0.11143655929887147
ACH-000207,-0.3802185533959694
ACH-000208,-0.05929070986242456
ACH-000210,0.0572853029974275
ACH-000211,-0.051793358980411666
ACH-000215,-0.08925714897640054
ACH-000221,-0.2804439247522559
ACH-000222,-0.12769225026958309
ACH-000223,-0.0671275355494381
ACH-000226,-0.03043044182730154
ACH-000227,-0.2496575197768061
ACH-000228,-0.11669462586129127
ACH-000231,-0.09089751734877703
ACH-000232,-0.004828334222332898
ACH-000233,-0.05277650152565869
ACH-000234,0.028638915064626236
ACH-000235,-0.0566793112127417
ACH-000237,-0.15862091765833414
ACH-000238,-0.1843872242065156
ACH-000242,-0.13699635417204215
ACH-000243,-0.08104453126443532
ACH-000244,-0.16254896230338933
ACH-000246,-0.10088906678320303
ACH-000248,-0.20963352446750505
ACH-000250,-0.111946884017788
ACH-000251,-0.07542463446417316
ACH-000252,-0.27823845117399226
ACH-000253,0.06498037489031779
ACH-000255,-0.13236584708001792
ACH-000256,-0.1876163193024511
ACH-000257,-0.3961301702811769
ACH-000258,-0.007417104284823377
ACH-000259,-0.21373067751789512
ACH-000260,-0.08558574313468134
ACH-000261,-0.16971215915211196
ACH-000262,-0.09618191796957176
ACH-000263,-0.1052633145014687
ACH-000264,-0.19377413238872854
ACH-000265,-0.12617083363938747
ACH-000266,-0.10264577580431253
ACH-000272,-0.2714075718011363
ACH-000274,-0.03910074485187648
ACH-000277,0.10975769540987834
ACH-000278,-0.10952441573320862
ACH-000279,-0.10111432780730756
ACH-000280,-0.15186663207045306
ACH-000281,-0.057631836192428725
ACH-000288,-0.1743915342344684
ACH-000291,-0.0678113738800794
ACH-000293,0.10566680592129178
ACH-000294,-0.1841810404893173
ACH-000295,-0.026420049186078626
ACH-000296,-0.20765166250165085
ACH-000302,-0.21789978058415144
ACH-000304,-0.4114324795627904
ACH-000307,-0.05502402748944766
ACH-000308,-0.14256006877209768
ACH-000310,-0.3193292036625975
ACH-000311,0.005225536531773189
ACH-000312,-0.11904312621854465
ACH-000315,-0.2433979262669273
ACH-000316,-0.03426511263458616
ACH-000317,-0.4258976569465994
ACH-000318,-0.04932742828048862
ACH-000319,-0.16769085157171126
ACH-000320,-0.09139902460896653
ACH-000322,-0.20216513427082167
ACH-000323,-0.14671498752214532
ACH-000324,-0.2305423827436893
ACH-000329,-0.2646020406086837
ACH-000330,-0.07263448778691213
ACH-000331,-0.0209142637444756
ACH-000332,-0.0909165281604546
ACH-000334,-0.227332140367048
ACH-000335,-0.1483736491835917
ACH-000336,-0.19972707729135936
ACH-000337,-0.08057716419203778
ACH-000338,-0.6277200811085433
ACH-000339,-0.15656464541223236
ACH-000341,-0.1971127208774328
ACH-000348,-0.22066042841322955
ACH-000350,0.012057534064607843
ACH-000352,-0.16374959131710345
ACH-000356,0.04099473154270775
ACH-000361,-0.0756053333532684
ACH-000362,-0.16758338864345826
ACH-000363,-0.031170886082901538
ACH-000364,-0.20032716867685327
ACH-000365,-0.040572826529275234
ACH-000366,-0.15740586839289064
ACH-000368,-0.2075006830759468
ACH-000374,-0.199333163038086
ACH-000375,-0.1725159995967411
ACH-000376,-0.16579923424528928
ACH-000381,0.02609701686927704
ACH-000383,-0.21309999268418453
ACH-000387,-0.1086022414822388
ACH-000389,0.056479556148075635
ACH-000390,-0.1762820216459189
ACH-000393,-0.2956541402538786
ACH-000395,-0.24621243075633545
ACH-000396,-0.16649495316008384
ACH-000397,-0.017982904058900306
ACH-000401,-0.024974004209514945
ACH-000402,-0.21224840589073907
ACH-000403,-0.1510286393522585
ACH-000404,-0.18074813172647824
ACH-000406,-0.11678820093867512
ACH-000407,-0.17065112921289816
ACH-000408,-0.12025257009709353
ACH-000410,-0.16941866320499266
ACH-000411,0.07469499340687226
ACH-000414,0.03520425775368364
ACH-000415,-0.2737975666654879
ACH-000416,-0.09537149186595956
ACH-000420,-0.22044731322476455
ACH-000421,-0.1074601650951601
ACH-000424,-0.04330126881244583
ACH-000425,-0.06040601701964358
ACH-000426,-0.0006249458322668392
ACH-000427,-0.028734985642879962
ACH-000433,-0.22153507916169526
ACH-000435,-0.4367776461629155
ACH-000436,-0.16249480222729726
ACH-000444,-0.17674460360430008
ACH-000445,-0.10598901954991452
ACH-000448,-0.06472154643229475
ACH-000450,-0.31475709127260904
ACH-000452,-0.07671114340693991
ACH-000454,0.01368984935262957
ACH-000458,-0.0570227595446829
ACH-000459,-0.12624453127079027
ACH-000460,-0.08413369463827088
ACH-000461,-0.04505505269268398
ACH-000463,-0.1444671509097578
ACH-000464,-0.20727032119667585
ACH-000466,-0.2456397357942701
ACH-000467,-0.1367652246058531
ACH-000468,-0.11823937007040194
ACH-000469,-0.17860525812013275
ACH-000470,-0.014705473209587209
ACH-000471,-0.09692044533930737
ACH-000472,-0.11290754912654308
ACH-000473,-0.032748646714019815
ACH-000475,-0.0958560970752454
ACH-000476,-0.2385035154887432
ACH-000477,-0.06366355209154326
ACH-000479,-0.19202693922993846
ACH-000480,-0.1065971009874583
ACH-000481,-0.09363382283380303
ACH-000483,-0.08008565862641827
ACH-000484,-0.05600078742441366
ACH-000485,-0.10471639421636518
ACH-000486,-0.15991511447931145
ACH-000487,-0.04771937036507223
ACH-000488,-0.09696598370980103
ACH-000490,-0.03645480338433138
ACH-000491,-0.3198376609650109
ACH-000495,-0.09930358774093086
ACH-000496,-0.18855860880078512
ACH-000499,-0.3840405924327222
ACH-000500,0.5294159417640611
ACH-000502,-0.14436384065463131
ACH-000503,-0.12016286294804425
ACH-000505,-0.12107188998045043
ACH-000507,-0.00748168934982332
ACH-000510,-0.1617294986201683
ACH-000511,-0.10444484807840558
ACH-000512,-0.2643121278584311
ACH-000516,-0.14695682602771545
ACH-000517,-0.1211855778229022
ACH-000518,-0.0021608166855113914
ACH-000520,-0.0849507291808307
ACH-000521,-0.003915687515615608
ACH-000522,-0.21553933809853565
ACH-000524,-0.08682057153614355
ACH-000527,-0.0680035117223606
ACH-000528,-0.0483523243791648
ACH-000537,-0.07149808022695342
ACH-000541,-0.1870499834451322
ACH-000542,-0.17099889518578193
ACH-000544,-0.1552181695065121
ACH-000545,-0.05083055560041254
ACH-000547,-0.14083607779166726
ACH-000548,-0.09500491208646014
ACH-000549,-0.0743274850786124
ACH-000550,-0.08641607571005049
ACH-000552,-0.19475272196025584
ACH-000556,-0.0461806552534943
ACH-000557,-0.0828229828019352
ACH-000569,-0.14203111554355802
ACH-000570,-0.07816767873811248
ACH-000571,-0.10372394790969733
ACH-000573,-0.149200137879288
ACH-000576,-0.13359193490329524
ACH-000579,-0.11953052925594428
ACH-000580,-0.0931768107291412
ACH-000584,-0.07189014348897163
ACH-000585,-0.10001801125873733
ACH-000588,-0.09666491806484692
ACH-000589,-0.10006875632275608
ACH-000591,-0.0775415009271474
ACH-000593,-0.052042292686534965
ACH-000600,-0.045811845318098315
ACH-000601,-0.051354573180099235
ACH-000605,-0.5808475840371233
ACH-000606,-0.14744766029472234
ACH-000608,-0.07708956653943792
ACH-000614,-0.2135111484082335
ACH-000616,-0.02168164338035809
ACH-000618,-0.1474880592411375
ACH-000619,-0.0925816999635697
ACH-000620,-0.2061513903478378
ACH-000621,-0.22001687514061186
ACH-000622,-0.10375315756917718
ACH-000623,0.05656680338391115
ACH-000624,-0.06326561933742772
ACH-000627,-0.1733549204610432
ACH-000630,-0.10662473844936136
ACH-000631,0.05631712228456971
ACH-000632,-0.2512589881357938
ACH-000633,-0.030772380106174176
ACH-000637,-0.06914848367706773
ACH-000638,-0.25716981623565033
ACH-000646,-0.010178746480541198
ACH-000647,-0.04680783503762228
ACH-000648,-0.2526100625788751
ACH-000649,-0.19903962688548787
ACH-000651,-0.18769610002250187
ACH-000652,-0.1997942692014598
ACH-000653,-0.060571284403085124
ACH-000657,-0.16660167111841334
ACH-000658,-0.0533655327902609
ACH-000661,-0.07051749023491058
ACH-000662,-0.2286285759765683
ACH-000663,-0.1376479763439529
ACH-000665,-0.1569896439281465
ACH-000671,-0.13043629468713
ACH-000672,-0.04063903336064571
ACH-000673,-0.11943151256802848
ACH-000676,-0.1736794328396092
ACH-000677,-0.025205106534599862
ACH-000681,-0.002253527612763399
ACH-000683,-0.11953274454296699
ACH-000684,-0.21646912892454834
ACH-000688,-0.17881185206503458
ACH-000693,-0.10638563506802697
ACH-000694,-0.02974404726633856
ACH-000695,-0.2138356912369505
ACH-000696,-0.1714780904733414
ACH-000697,-0.149837822407953
ACH-000699,0.003458432430237445
ACH-000701,-0.3032383000469344
ACH-000706,-0.2755411492150769
ACH-000711,-0.05462666873382481
ACH-000713,-0.27033007360499706
ACH-000714,-0.09006717121058536
ACH-000718,-0.1393454955509559
ACH-000720,-0.1237069277494724
ACH-000721,-0.22535681699614196
ACH-000724,-0.006442379002942277
ACH-000725,-0.14985092696067998
ACH-000732,-0.14706907064154726
ACH-000734,-0.1922008671612329
ACH-000735,-0.13261599492079418
ACH-000736,-0.15475552754273972
ACH-000738,-0.10809474721983027
ACH-000746,-0.059527985573087284
ACH-000747,-0.22122604287277847
ACH-000748,-0.20528214380213453
ACH-000753,-0.0755612379619561
ACH-000756,-0.12543526417215026
ACH-000757,-0.26401662273730664
ACH-000758,-0.265410888829928
ACH-000760,-0.1521882515934329
ACH-000762,-0.3937093960711386
ACH-000763,-0.01258360654750692
ACH-000764,-0.3295637830342621
ACH-000765,-0.26398456351843136
ACH-000766,-0.18224428345946075
ACH-000767,-0.06721201641742952
ACH-000768,-0.006984662579259971
ACH-000769,-0.127117193954084
ACH-000770,-0.15816008404066098
ACH-000771,-0.09465599283664404
ACH-000773,0.04004168824579957
ACH-000776,-0.3401377011112089
ACH-000777,-0.0584866861153094
ACH-000778,-0.1372182065183787
ACH-000781,-0.0920899006569772
ACH-000782,-0.16478801048770622
ACH-000783,-0.17479185756662538
ACH-000784,3.246351019273051e-05
ACH-000785,-0.10092587063602414
ACH-000787,-0.0010599163872013792
ACH-000788,-0.05394814468679236
ACH-000791,-0.05728030807562685
ACH-000792,-0.1580038511104992
ACH-000794,-0.08525693550513161
ACH-000796,-0.28133866076143665
ACH-000798,0.19897548804442236
ACH-000799,-0.12026626453275772
ACH-000800,-0.1063496308897126
ACH-000802,-0.2912092765464797
ACH-000804,-0.12911784041206695
ACH-000805,-0.014414289510493037
ACH-000809,-0.06701770423038063
ACH-000810,-0.2268837666053771
ACH-000811,-0.18936875002105985
ACH-000817,-0.16960306243136494
ACH-000819,0.006463526875143721
ACH-000820,-0.08673849334046589
ACH-000821,-0.02322493658005868
ACH-000822,-0.033886492810600695
ACH-000823,-0.09241535952308456
ACH-000824,-0.015823558415856313
ACH-000827,-0.08949860009935369
ACH-000829,-0.2466264195391653
ACH-000831,-0.41679822463401006
ACH-000832,-0.056183702758859234
ACH-000833,-0.030780110206275794
ACH-000834,-0.11002327585145363
ACH-000835,-0.1371327219950578
ACH-000836,-0.13186061258277365
ACH-000837,-0.08956477011788985
ACH-000838,-0.2102215287173587
ACH-000839,-0.07454753107026739
ACH-000840,-0.1807067437299789
ACH-000841,-0.19014370149987245
ACH-000843,-0.2149585614978076
ACH-000846,-0.4334616027979607
ACH-000847,-0.1875505345532304
ACH-000848,-0.018753192213076208
ACH-000849,-0.04190711060186229
ACH-000851,-0.2941166736253669
ACH-000855,-0.0917894703941751
