,TMCC1 (23023)
ACH-000004,0.043354947829894235
ACH-000005,0.09143628578009187
ACH-000007,-0.0978472528026439
ACH-000009,0.12398018059730942
ACH-000011,0.13618915379228547
ACH-000012,0.09117215774410832
ACH-000013,0.12817308670171346
ACH-000014,-0.0205911581923735
ACH-000015,-0.040165052387765215
ACH-000017,0.21186253996857854
ACH-000018,0.0470611594884242
ACH-000019,0.041874718294624434
ACH-000021,0.04492175596875144
ACH-000022,0.13590237843919434
ACH-000025,0.14469806538818958
ACH-000028,-0.02141635287064186
ACH-000030,-0.02457935108449849
ACH-000035,-0.0890342118379957
ACH-000036,0.11892188040486625
ACH-000037,0.24222478345354956
ACH-000039,0.18683809458480605
ACH-000040,0.1809998139388098
ACH-000041,0.0667392151164826
ACH-000042,0.025481702151545105
ACH-000045,-0.044975845501001394
ACH-000047,0.11091140197623567
ACH-000052,0.09300467278403912
ACH-000053,0.07840839809267126
ACH-000054,-0.02885102715206317
ACH-000055,0.008963793678377545
ACH-000060,-0.12473405016601855
ACH-000067,-0.0065752136112189035
ACH-000070,0.17805843329975451
ACH-000075,0.2405483420384124
ACH-000078,0.01074236235915102
ACH-000082,0.027764642953675558
ACH-000085,0.005273134795330928
ACH-000086,-0.0010678968628965015
ACH-000087,0.14821015952788366
ACH-000092,0.07355628555033629
ACH-000095,0.050089101832648135
ACH-000097,0.006077426111557397
ACH-000098,0.0891013622035657
ACH-000099,0.11446274262904813
ACH-000108,0.15324891043205238
ACH-000113,0.0847296298152662
ACH-000116,0.056461755791060886
ACH-000118,0.023315623812573124
ACH-000120,-0.08724119958392708
ACH-000123,0.06703102189286889
ACH-000127,0.10343559579340787
ACH-000128,0.06371158997387415
ACH-000132,0.010074431798994556
ACH-000133,-0.008945708236996728
ACH-000137,0.21298065284882406
ACH-000138,0.09077914104801944
ACH-000142,-0.016165113964481018
ACH-000143,0.13576834289286552
ACH-000146,0.16070506703580026
ACH-000148,0.19118827499884766
ACH-000150,0.1318169840948037
ACH-000152,0.20350634196593995
ACH-000153,0.15626545425176666
ACH-000159,0.0040279200924762
ACH-000160,0.020084775757258515
ACH-000163,-0.04470060222820648
ACH-000167,-0.12998596958385766
