,TNNC1 (7134)
ACH-000004,-0.3853819881678192
ACH-000005,0.10876490669603676
ACH-000007,-0.08549343435812869
ACH-000009,-0.1362982600348805
ACH-000011,0.0066763379906349
ACH-000012,-0.17438673126082832
ACH-000013,-0.060421136228046575
ACH-000014,-0.09427968391432907
ACH-000015,-0.16889178251408254
ACH-000017,0.07001247812453829
ACH-000018,-0.3678303482639486
ACH-000019,0.0026289723256273253
ACH-000021,-0.07466890182804636
ACH-000022,-0.07349768388097581
ACH-000025,-0.2422331709263089
ACH-000028,-0.20794899013232626
ACH-000030,-0.14367964550103648
ACH-000035,-0.050031689611626434
ACH-000036,-0.12272036496759922
ACH-000037,-0.018233745846624818
ACH-000039,-0.13442582894045935
ACH-000040,0.03395563279670873
ACH-000041,0.07601324149654178
ACH-000042,-0.15775968774340074
ACH-000045,-0.0637450229791588
ACH-000047,-0.22441484862348365
ACH-000052,-0.053917837342522416
ACH-000053,-0.2008284209611964
ACH-000054,-0.13206008927925053
ACH-000055,-0.03171707802999132
ACH-000060,-0.05789558593635076
ACH-000067,-0.3830899578885752
ACH-000070,0.09301634812309666
ACH-000075,0.11634808620241698
ACH-000078,-0.20167466427053066
ACH-000082,-0.01695055982394259
ACH-000085,-0.18584692570172365
ACH-000086,-0.1745503842632584
ACH-000087,-0.15710416652515927
ACH-000092,-0.06440689443883924
ACH-000095,-0.11959479109015154
ACH-000097,0.02693260023811912
ACH-000098,-0.1190666569757168
ACH-000099,-0.13403513238543782
ACH-000108,-0.2890589882101988
ACH-000113,-0.005393516399482018
ACH-000116,-0.01611305199560068
ACH-000118,-0.24476966620312346
ACH-000120,-0.11076863874372246
ACH-000123,-0.0025487025639416307
ACH-000127,-0.1745905513410154
ACH-000128,-0.1359129528896429
ACH-000132,-0.08127382608081328
ACH-000133,-0.04619241251733722
ACH-000137,0.07576742743361567
ACH-000138,-0.17902580083932296
ACH-000142,-0.3027832418506503
ACH-000143,-0.2565684482602912
ACH-000146,-0.21886808241655972
ACH-000148,-0.1252471392609089
ACH-000150,-0.14471194829735026
ACH-000152,-0.10770941275437924
ACH-000153,0.13754275729281734
ACH-000159,-0.1558847434087621
ACH-000160,-0.24633849275824915
ACH-000163,-0.07753582234308122
ACH-000167,-0.1837051829502288
ACH-000168,0.04461885641208952
ACH-000169,-0.13679551418828484
ACH-000178,-0.04906107571612827
ACH-000183,-0.15615928296427778
ACH-000188,-0.15813948059614724
ACH-000189,0.06624926527362708
ACH-000190,-0.1735127778990003
ACH-000198,0.05353761115010991
ACH-000203,-0.09120616587764638
ACH-000204,-0.029610540667363676
ACH-000206,-0.2134761072267484
ACH-000207,-0.17713193072526567
ACH-000208,-0.0076447988303297845
ACH-000210,-0.08913799313176743
ACH-000211,-0.2392069839182464
ACH-000215,-0.07966699147746785
ACH-000221,0.07185166874792469
ACH-000222,-0.15160485234761448
ACH-000223,0.045251605188999885
ACH-000226,0.00020650439390982613
ACH-000227,-0.0727003164448719
ACH-000228,-0.09914295410704917
ACH-000231,-0.11658027727746592
ACH-000232,-0.07047504497483895
ACH-000233,-0.12089958816002735
ACH-000234,0.026337887498055258
ACH-000235,-0.09783454193967188
ACH-000237,-0.08213322256486147
ACH-000238,-0.053297505313131
ACH-000242,0.4466126009567189
ACH-000243,-0.2318320087262249
ACH-000244,-0.13772845132083353
ACH-000246,-0.040207264530551984
ACH-000248,-0.14157935017711673
ACH-000250,-0.13060656453939345
ACH-000251,-0.1646598725148191
ACH-000252,-0.07963556313562163
ACH-000253,-0.13103084266081266
ACH-000255,-0.15634235455849824
ACH-000256,-0.05979500547777707
ACH-000257,-0.0024716271290263127
ACH-000258,0.07309359044966066
ACH-000259,-0.10633064355690353
ACH-000260,-0.18385970941333804
ACH-000261,-0.15460088996442148
ACH-000262,-0.3538607276480564
ACH-000263,-0.2972790894814146
ACH-000264,-0.15941256472575988
ACH-000265,-0.06787227597004653
ACH-000266,-0.0671807300350684
ACH-000272,-0.07015402642991757
ACH-000274,-0.19296128333581514
ACH-000277,-0.04652260973905115
ACH-000278,-0.1695808200042451
ACH-000279,-0.009441857634224565
ACH-000280,-0.1327393513346525
ACH-000281,-0.0714213514712064
ACH-000288,-0.12396205742594894
ACH-000291,-0.17749879659781975
ACH-000293,0.019354292495977917
ACH-000294,-0.12449416819156177
ACH-000295,-0.15070429329926538
ACH-000296,-0.2834401977035969
ACH-000302,-0.15536599482193006
ACH-000304,0.20397035451408
ACH-000307,0.009845178139909929
ACH-000308,-0.09399309756417656
ACH-000310,-0.08579756311563255
ACH-000311,0.008320680380437314
ACH-000312,-0.017766372310433685
ACH-000315,-0.33895589043296426
ACH-000316,-0.0817905826228359
ACH-000317,-0.2982968991685981
ACH-000318,-0.034570914447603594
ACH-000319,0.07126093551113394
ACH-000320,0.028925379402060032
ACH-000322,-0.20205490528149864
ACH-000323,-0.27738036670155675
ACH-000324,0.0035259293439654548
ACH-000329,-0.03446806240539152
ACH-000330,-0.17188748500202716
ACH-000331,-0.023726139114221903
ACH-000332,-0.043120423515261255
ACH-000334,0.03423986855755005
ACH-000335,-0.11214469553899377
ACH-000336,-0.16474975663214972
ACH-000337,-0.22435238422583306
ACH-000338,0.0018416551732103853
ACH-000339,-0.20487482578948696
ACH-000341,-0.1850254702132339
ACH-000348,0.0327787168707497
ACH-000350,0.01629228822446625
ACH-000352,-0.04287421434857944
ACH-000356,-0.180562010503337
ACH-000361,-0.2712896798124385
ACH-000362,-0.03307378721698805
ACH-000363,-0.01627710941362557
ACH-000364,0.047593393635458114
ACH-000365,-0.2084745073116385
ACH-000366,-0.06312839316381565
ACH-000368,-0.1755416128971255
ACH-000374,-0.050482797820529716
ACH-000375,0.1992526934870497
ACH-000376,-0.04025709292245948
ACH-000381,-0.07147388072489712
ACH-000383,-0.19046817670824315
ACH-000387,-0.14508086681149254
ACH-000389,0.02665134264056644
ACH-000390,-0.13919472824494156
ACH-000393,-0.07226553897097814
ACH-000395,-0.5654383947533089
ACH-000396,-0.26948910453984565
ACH-000397,-0.07722187520374657
ACH-000401,0.026322212483910524
ACH-000402,-0.3247146219418651
ACH-000403,-0.10536823932999878
ACH-000404,-0.3615190404093816
ACH-000406,-0.17277606791892547
ACH-000407,-0.01925242970342859
ACH-000408,-0.05688804503508161
ACH-000410,-0.1279450078936231
ACH-000411,-0.06868694282677808
ACH-000414,-0.028450032741323936
ACH-000415,-0.3058453059378664
ACH-000416,-0.03252782920780952
ACH-000420,-0.18259876747632192
ACH-000421,-0.06340742919531282
ACH-000424,-0.24474876467124934
ACH-000425,-0.051509807179521715
ACH-000426,-0.1617748099128151
ACH-000427,0.0659967067020081
ACH-000433,-0.19667503763447625
ACH-000435,-0.2646959013461509
ACH-000436,0.02651327310310481
ACH-000444,-0.188322788666811
ACH-000445,-0.11288538336607885
ACH-000448,-0.10307699796444347
ACH-000450,0.14164314803126454
ACH-000452,-0.2865189705453741
ACH-000454,-0.2660759126381915
ACH-000458,-0.14370531532843586
ACH-000459,-0.11634148047978295
ACH-000460,-0.1454864169723666
ACH-000461,0.006083619975939326
ACH-000463,-0.02114764279042837
ACH-000464,-0.1569334952884169
ACH-000466,-0.14732198935212645
ACH-000467,-0.11327438284065515
ACH-000468,-0.18521977379297566
ACH-000469,-0.06681958779985596
ACH-000470,-0.0393954174509809
ACH-000471,0.021887132455916888
ACH-000472,-0.0657536333170957
ACH-000473,-0.17886030981470005
ACH-000475,-0.0827883449983926
ACH-000476,0.0328280896797299
ACH-000477,0.11265567421007945
ACH-000479,-0.06126118508667941
ACH-000480,-0.13682776047248524
ACH-000481,-0.0285530714764513
ACH-000483,-0.17923203048695427
ACH-000484,-0.07551593998039355
ACH-000485,-0.14705899832934685
ACH-000486,-0.2716050018574783
ACH-000487,-0.11771667306414332
ACH-000488,-0.1923143656252743
ACH-000490,-0.09319914709197907
ACH-000491,-0.20914796152849816
ACH-000495,-0.11721762337723968
ACH-000496,0.09959710754598178
ACH-000499,-0.01637366759670495
ACH-000500,-0.4834994170143853
ACH-000502,-0.25569120998368605
ACH-000503,-0.27451189486792754
ACH-000505,-0.10193468436122656
ACH-000507,-0.09662201373547642
ACH-000510,-0.0673175004124658
ACH-000511,-0.1391279922503093
ACH-000512,-0.20544657390287832
ACH-000516,-0.09709245572559652
ACH-000517,-0.1303126370958555
ACH-000518,0.015226532131635715
ACH-000520,-0.14195733303464955
ACH-000521,-0.04294952224406272
ACH-000522,-0.1418949655035184
ACH-000524,-0.0632319697599944
ACH-000527,-0.09241138746921224
ACH-000528,-0.10941329565755152
ACH-000537,-0.02429777090220319
ACH-000541,-0.2961268766500231
ACH-000542,-0.12384647527397605
ACH-000544,-0.16737746635216552
ACH-000545,-0.2243886717068495
ACH-000547,-0.4386584712936257
ACH-000548,-0.006823356859269496
ACH-000549,-0.2830977612248746
ACH-000550,-0.14333516245907538
ACH-000552,-0.056301494825243624
ACH-000556,-0.17855716352946374
ACH-000557,0.032970281800648316
ACH-000569,-0.05245679279682571
ACH-000570,-0.2022650901209911
ACH-000571,-0.14097549009679933
ACH-000573,-0.020895860420064756
ACH-000576,-0.25986865870375025
ACH-000579,-0.056480779695502414
ACH-000580,0.18803578426446524
ACH-000584,-0.1231499803022982
ACH-000585,-0.10216627401116493
ACH-000588,-0.15593281546450596
ACH-000589,-0.2333228454306681
ACH-000591,-0.043648664336260495
ACH-000593,-0.11385013357524383
ACH-000600,-0.0970512993926078
ACH-000601,-0.1777291761923609
ACH-000605,-0.028004940146043253
ACH-000606,-0.17392153169737432
ACH-000608,-0.14854256805481866
ACH-000614,-0.061390982336115535
ACH-000616,-0.1076378623640136
ACH-000618,-0.19880782379567427
ACH-000619,-0.12675206049972226
ACH-000620,-0.07538839547369901
ACH-000621,-0.07364635366764098
ACH-000622,-0.1040727199762553
ACH-000623,-0.0562221314284662
ACH-000624,-0.16623093286490134
ACH-000627,-0.07999854298380854
ACH-000630,-0.08775125810246348
ACH-000631,-0.13820533140512276
ACH-000632,-0.1390322450788838
ACH-000633,-0.18491584985253184
ACH-000637,-0.048593102396236314
ACH-000638,-0.08963939603185997
ACH-000646,-0.17227906112503175
ACH-000647,-0.17815187318209222
ACH-000648,-0.12293895436375606
ACH-000649,-0.11268930411039647
ACH-000651,-0.11500163774797145
ACH-000652,-0.1562310612380994
ACH-000653,0.02908674989013847
ACH-000657,0.06483305533298958
ACH-000658,-0.008236809165203656
ACH-000661,-0.26808044606999165
ACH-000662,-0.16599098833212367
ACH-000663,0.002246926296557788
ACH-000665,-0.1510932592216148
ACH-000671,-0.12391939481711932
ACH-000672,-0.4055710487900156
ACH-000673,-0.12779164193348147
ACH-000676,-0.09153834176113873
ACH-000677,0.0022647451742786625
ACH-000681,0.0052557966292491685
ACH-000683,-0.15304993965347036
ACH-000684,-0.06780977238670867
ACH-000688,-0.05393793415519566
ACH-000693,-0.2124777173674024
ACH-000694,-0.27724742654889023
ACH-000695,-0.21512220375760552
ACH-000696,-0.1681719213644058
ACH-000697,-0.0964561970895786
ACH-000699,-0.15001594734562693
ACH-000701,-0.08688175492794142
ACH-000706,-0.14165258217823254
ACH-000711,-0.1574270954480161
ACH-000713,0.006692700176855521
ACH-000714,-0.0184120039284264
ACH-000718,-0.05200179882730677
ACH-000720,-0.09670311911171536
ACH-000721,-0.2404990832621997
ACH-000724,-0.24711800576340645
ACH-000725,-0.0873799495112314
