,CKS2 (1164)
ACH-000004,-0.1881591325169464
ACH-000005,-0.30878224345824296
ACH-000007,-0.36026160072245256
ACH-000009,-0.24051855919258786
ACH-000011,-0.3813986659694541
ACH-000012,-0.2264745340276518
ACH-000013,-0.21415285618016647
ACH-000014,-0.16080778180337854
ACH-000015,-0.2321167976103121
ACH-000017,-0.08277363209038753
ACH-000018,-0.04742726071615541
ACH-000019,-0.24112094307693185
ACH-000021,-0.21558842404772174
ACH-000022,-0.34760623837527754
ACH-000025,-0.17902748025899282
ACH-000028,-0.11857098299426384
ACH-000030,-0.268205624254549
ACH-000035,-0.2087669375741225
ACH-000036,-0.2549746049286608
ACH-000037,-0.2028505044235558
ACH-000039,-0.0870522837631627
ACH-000040,-0.21840812585011546
ACH-000041,-0.27534405727359523
ACH-000042,-0.08759087856185703
ACH-000045,-0.06901513617891522
ACH-000047,-0.03376206589744235
ACH-000052,-0.29576603880559466
ACH-000053,-0.15655345036580992
ACH-000054,-0.18829303351784013
ACH-000055,0.07785582736352377
ACH-000060,-0.25641260508139097
ACH-000067,0.041527398970766384
ACH-000070,-0.11606288432519835
ACH-000075,-0.15461039911903038
ACH-000078,-0.12211008292701052
ACH-000082,-0.007850847828135128
ACH-000085,-0.3476140356319827
ACH-000086,-0.1921025808397419
ACH-000087,-0.15828764684085758
ACH-000092,-0.1803201097962069
ACH-000095,-0.2498445417910039
ACH-000097,-0.11190812272279284
ACH-000098,-0.19473130170531247
ACH-000099,-0.15640444555108293
ACH-000108,-0.1917737711937196
ACH-000113,-0.13002548980237535
ACH-000116,-0.027334925524331418
ACH-000118,-0.19318995104381773
ACH-000120,-0.14023827668907213
ACH-000123,-0.13867417009624014
ACH-000127,-0.18328506867760305
ACH-000128,-0.06204430969992365
ACH-000132,-0.20425477545323426
ACH-000133,-0.2231279842577384
ACH-000137,-0.3190856732411012
ACH-000138,-0.2530785384913464
ACH-000142,-0.2338963114172901
ACH-000143,0.09965965648547148
ACH-000146,-0.08477149576958813
ACH-000148,-0.1190631373647281
ACH-000150,-0.04016416900752367
ACH-000152,-0.22499015643293305
ACH-000153,0.044232662125989065
ACH-000159,-0.2385469818716552
ACH-000160,-0.18391139204630055
ACH-000163,-0.17704537723758232
ACH-000167,-0.0038870403825105658
ACH-000168,-0.199971035881811
ACH-000169,-0.30562167033125665
ACH-000178,-0.2501639440003208
ACH-000183,-0.2828494505080901
ACH-000188,-0.3774158401821472
ACH-000189,-0.3771321006936813
ACH-000190,-0.21740582675004794
ACH-000198,-0.20217465111322147
ACH-000203,-0.3293911934999109
ACH-000204,-0.32636497157159144
ACH-000206,-0.2301462516540699
ACH-000207,-0.08039406365438434
ACH-000208,-0.1881639651839856
ACH-000210,-0.22900975629123602
ACH-000211,-0.13607200682723533
ACH-000215,-0.34571463281472675
ACH-000221,-0.1583485258868935
ACH-000222,-0.1968949109846453
ACH-000223,0.004088738910686472
ACH-000226,-0.30737443515076857
ACH-000227,-0.1253516080840618
ACH-000228,-0.09861208580428084
ACH-000231,-0.08926416766176097
ACH-000232,-0.1814448570996716
ACH-000233,-0.12899737601433606
ACH-000234,-0.2518334049064431
ACH-000235,-0.16237436525764548
